Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
76,5,3,3,0.2510941336292358,0.4118766258420154,0.35423471260156786,0.2258719458774518,0.07945726214566806,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.3210751924079941,-4.364389126403409,1.3055944979176142,1.3492945110537389,1.3191854982476978
77,5,3,3,0.3883220578335369,0.5381334157874358,0.3580383270704386,0.02648078340755261,0.28104713890684047,1.0,0.775,0.55,0.1,0.325,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.37185005216971273,-3.9606563261945453,1.0737593057500396,0.799494334284026,0.8056639006561088
78,5,3,3,0.428447957474276,0.338112830720774,0.19556800198540542,0.665992109173604,0.04288214116642543,1.0,0.55,0.325,0.775,0.1,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.3338626668901956,-4.232067392509951,1.066613082925198,1.1599965494310356,1.2449608350803156
79,5,3,3,0.4282565817619788,0.32217973268766265,0.5492545608403787,0.12503686411475265,0.04407206322803482,1.0,0.55,0.775,0.325,0.1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.47357910868492126,-4.898826555472717,1.6226262521661043,1.6443481769949129,1.6729014852736828
80,5,3,3,0.3453481282362363,0.5443884892388211,0.3576580758870408,0.23202275123610336,0.06803347122048105,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.4110002947161087,-5.099817978718748,1.7237669755878111,1.5283819269676224,1.6860673080686546
81,5,3,3,0.7585299890799185,0.6093354433518893,0.2315111452190482,0.47362282231546904,0.031227858849960488,1.0,0.775,0.325,0.55,0.1,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.21949471928103012,-3.9724785291850906,1.3730238431151705,1.1998939440526448,1.304344405165843
82,5,3,3,0.37478987513094775,0.2823100429485553,0.4231385120371598,0.2475034585171975,0.07084167177778818,1.0,0.775,0.55,0.325,0.1,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.3141267722760208,-4.180483759351109,0.9684086046354878,1.0392967623922045,1.2464686253451744
83,5,3,3,0.35939143576085864,0.28112854885154465,0.588125127336877,0.2632151880823524,0.049267296643093206,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.35006196553429064,-4.376323107898215,0.9733788391827007,0.9910941669562761,1.0395363562734503
84,5,3,3,0.513467607192847,0.4568245398874778,0.3785229372203038,0.2791527217409944,0.06437229800283668,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.26174435799627044,-4.243444497781836,1.1397103395159174,1.0954452496112475,1.0773094421516842
85,5,3,3,0.204533346589357,0.5454713598193195,0.8368413829842734,0.19170727686545724,0.036549047040826094,0.55,0.775,1.0,0.325,0.1,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.060640382849195394,-4.892954746815973,1.0946342845132602,1.225010055407772,0.9271263421266835
86,5,3,3,0.49711342813196396,0.28669007373134603,0.7769794250234562,0.19451285135734261,0.027764024708924473,0.775,0.55,1.0,0.325,0.1,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.29003059397160286,-3.7010092885127843,0.8717576492314821,0.9753707894505351,1.057168381708953
87,5,3,3,0.5485643356555794,0.39524051106622055,0.0350259630385322,0.48933484742454236,0.2707540962630852,1.0,0.775,0.1,0.55,0.325,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4063374543584418,-4.420902569081694,0.9006871916406264,0.7136421729144763,0.9557263686128773
88,5,3,3,0.3906764230979546,0.34093914294210054,0.8154666625085841,0.15441097652702393,0.054548123993120305,0.775,0.55,1.0,0.325,0.1,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.4307438762272042,-5.174446216707823,1.7472990240955955,1.6065065272471921,1.4307095806670882
89,5,3,3,0.5962747343243102,0.5685097217486982,0.129033133839817,0.43975695026142964,0.08234124169919055,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.3244268130714382,-4.361110671380057,1.214545028268577,1.1863272673410554,1.193768841773341
90,5,3,3,0.3571646110764321,0.2590411973836106,0.825973838533305,0.17665482408824248,0.0807088864982078,0.775,0.55,1.0,0.325,0.1,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.663075882666358,-3.9283627986180973,1.2357764750789983,1.0774195561589257,1.3079624019553417
91,5,3,3,0.32303322943089763,0.1749213281707357,0.5195426360955081,0.030704737496962828,0.27720551380360287,1.0,0.55,0.775,0.1,0.325,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.299723697868639,-4.298019039541201,1.4336671253709967,1.3105283610092684,1.3284501475056507
92,5,3,3,0.5231235807054532,0.4199524413837932,0.35193986805290334,0.17315102067518282,0.05902568560030939,1.0,0.775,0.55,0.325,0.1,0.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5320039974420208,-4.650075828919795,1.759317411716817,1.5246872084016967,1.6197144338553584
93,5,3,3,0.5081194958217692,0.3074220760104066,0.15486265712954217,0.6611120173733078,0.08695881905981334,1.0,0.55,0.325,0.775,0.1,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.4581814445901274,-3.8171477898058015,1.6594036715632443,1.6252787219797087,1.6527888298958207
94,5,3,3,0.42077196825642615,0.23293624009523184,0.11076623886545278,0.4353780220756435,0.036100092925669985,1.0,0.775,0.325,0.55,0.1,1.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.2757523095510615,-5.023009219018284,1.407756390483612,1.6245211156713453,1.5704732993516521
95,5,3,3,0.5486169642381635,0.1982104806481944,0.6518154506948132,0.20413972722865395,0.05589389830248426,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,-0.08395708143187411,-4.032321906673552,1.0718405870626102,1.0763819002234913,0.9883446089781025
96,5,3,3,0.5955896019960734,0.3106481963922788,0.09748445232756031,0.6510777423990812,0.04607534576922026,1.0,0.55,0.325,0.775,0.1,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.4610891689924774,-4.299538315463963,0.8067057888600792,0.8907699605924622,0.971938943610723
97,5,3,3,0.27363372037366807,0.5574172647444604,0.8089427154032989,0.04631316093178939,0.2885994369257191,0.55,0.775,1.0,0.1,0.325,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.11703067010433196,-4.680019293557248,1.4177522065572512,1.7309817398923324,1.5297685959174845
98,5,3,3,0.25537463935825067,0.21107854025681005,0.13831524168110076,0.10178291984114107,0.08829835552572077,1.0,0.775,0.55,0.325,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.13757780057438806,-4.482793942783269,1.6911215543211535,1.6984832213977459,1.7431390699275928
99,5,3,3,0.1982903177344797,0.6698500648013841,0.3999402226484821,0.1846146462105595,0.0581973191725096,0.775,1.0,0.55,0.325,0.1,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.07314834034854205,-3.999164711171155,0.9873006536517683,1.034983603813713,1.1129325257886564
