Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,a.P1,a.P2,a.P3,a.P4,a.P5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,gamma2,gamma3,eta0,eta1,eta2,eta3
51,5,3,3,0.2834697059854816,0.22995834120588765,0.18064754005361022,0.1914487370751814,0.0376085898061982,1.0,0.775,0.55,0.325,0.1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.4151266682319079,0.2434425468831704,0.40162814820792003,0.34969166089465875,0.23156024853330093,4.136585053943204,2.2600807037497392,3.0699869942820777,2.265984940043252,4.546303884289911,1.161055810768446,1.161055810768446,1.161055810768446,1.161055810768446,1,1,1,1
52,5,3,3,0.5870793763156866,0.5193844394788806,0.42145195426321613,0.24950494841350987,0.03951092996457944,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.4633951075220083,0.20719395552448888,0.48665284325846925,0.43837038946755413,0.25248051646540176,4.121998301063454,2.9010196404895785,4.231984540248002,4.638489505961697,2.3970594994149956,1.3124624836463934,1.3124624836463934,1.3124624836463934,1.3124624836463934,1,1,1,1
53,5,3,3,0.5264783818809248,0.5624265479132821,0.1153706178293119,0.4020313921694356,0.061918407981921525,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.37519260272087346,0.3731498826014237,0.21553484428741124,0.2170468530822899,0.27985240636077924,4.762241639121611,2.2523688226427008,3.699139933828316,4.945225330881392,3.910924507048082,1.504692589169394,1.504692589169394,1.504692589169394,1.504692589169394,1,1,1,1
54,5,3,3,0.34105090897800416,0.5791490493807665,0.19286491438924147,0.2791881733790944,0.066978681067415,0.775,1.0,0.55,0.325,0.1,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.21367855110395775,0.2193718906157877,0.2624919291035525,0.25713391958324894,0.4866025692066506,3.050724149113893,4.882049973743091,4.2970357804960315,3.6867185992778415,4.518265778491289,1.34501298904167,1.34501298904167,1.34501298904167,1.34501298904167,1,1,1,1
55,5,3,3,0.3296116772072018,0.559594371744882,0.8446990689047115,0.23749502100131398,0.08896698246776882,0.55,0.775,1.0,0.325,0.1,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.4113169445730642,0.3449168115123805,0.4859620076348449,0.27713257513219997,0.401834678768098,3.938555324073343,3.7819889574796126,2.2511759540683096,4.398159887823768,3.48609759460974,1.7027992710230668,1.7027992710230668,1.7027992710230668,1.7027992710230668,1,1,1,1
56,5,3,3,0.43146125665051993,0.2823559073362802,0.10492437519362616,0.3630430860157257,0.050709384254847036,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.3695393830462307,0.3886051725266875,0.215721941347999,0.4414155604055598,0.37792065256786034,2.9970931120243787,4.721629241402432,3.3244654943660823,3.0368972958522855,3.9270738670094065,1.1164903006294546,1.1164903006294546,1.1164903006294546,1.1164903006294546,1,1,1,1
57,5,3,3,0.5253163826290596,0.3554412779012074,0.4427611926934727,0.2635912288107068,0.07708161530540823,1.0,0.775,0.55,0.325,0.1,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.26814119839923634,0.48289553912223576,0.418629990054187,0.48905982824334693,0.26902646851215556,4.888344477087826,4.048167457207493,4.456373723575178,2.0072598030243562,4.209780419098208,1.571113289292438,1.571113289292438,1.571113289292438,1.571113289292438,1,1,1,1
58,5,3,3,0.5202451010493794,0.2254469251093063,0.557626089896011,0.2619857600280888,0.06314582229132513,1.0,0.55,0.775,0.325,0.1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.3839264474406821,0.4870221264865649,0.2933942351151476,0.3356824356816312,0.3352004349170655,2.4782714716648613,3.895422247773625,3.326409550162402,4.773104602204645,3.716101885724967,1.990865271053968,1.990865271053968,1.990865271053968,1.990865271053968,1,1,1,1
59,5,3,3,0.596232967562729,0.09341332816332298,0.3258419393094594,0.618790065671228,0.05745878875630102,1.0,0.325,0.55,0.775,0.1,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.2550138201112722,0.3315157361746506,0.3722236212480956,0.39184976557767354,0.23640674846151996,2.960511846588407,4.588496540258047,3.457996707627756,3.6722494392637492,3.053533684508192,1.2555846108301856,1.2555846108301856,1.2555846108301856,1.2555846108301856,1,1,1,1
60,5,3,3,0.2973756997028021,0.14051680995349047,0.08703552588210056,0.5422479148067645,0.0587875654915214,1.0,0.55,0.325,0.775,0.1,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.20577882816473836,0.38063529842470056,0.30446912152462097,0.4725767011098959,0.30911528095672913,4.195662142281795,4.598223811037717,4.80220529204163,4.948017445051894,3.9691271140092828,1.2786201524312442,1.2786201524312442,1.2786201524312442,1.2786201524312442,1,1,1,1
61,5,3,3,0.5444539626229146,0.15931180001234646,0.4814481009168854,0.24248177338053334,0.03426082049036697,1.0,0.55,0.775,0.325,0.1,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.48720435658160827,0.2496883449603127,0.44912565192403486,0.3217078819424675,0.3680030631598463,4.352490969347499,3.0944517138823544,3.4384838561265783,2.4858101750718964,2.894558438179904,1.5369334698823076,1.5369334698823076,1.5369334698823076,1.5369334698823076,1,1,1,1
62,5,3,3,0.11718771840393197,0.7936644111407126,0.5790566701433881,0.4292760689049798,0.05561916228990549,0.325,1.0,0.775,0.55,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.4884542471464016,0.24105672694529215,0.4989994097840824,0.3419316035101386,0.4018954499081393,3.5149126063872256,2.9967434345763597,3.6632316774026643,2.522407791060349,3.659066287056687,1.8322681772616205,1.8322681772616205,1.8322681772616205,1.8322681772616205,1,1,1,1
63,5,3,3,0.20997350502766976,0.4995275133986863,0.3503181404277985,0.23386078490936205,0.08349630791720995,0.775,1.0,0.55,0.325,0.1,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.20657629242228054,0.2874345313225637,0.30507753847458785,0.3374915703174149,0.31950313169735706,2.8114177440896344,4.19668335107066,3.212212686099414,2.621671791625223,4.448919240860224,1.819025534089737,1.819025534089737,1.819025534089737,1.819025534089737,1,1,1,1
64,5,3,3,0.6415856362791146,0.6008963153639431,0.17041666897081834,0.46932783786617,0.05942717868187484,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.32909681379438693,0.38384919948056273,0.4263393706142632,0.38939941037421816,0.38441918880591014,2.2480644221847834,2.5342830518396102,3.0877133793036338,2.914733299178632,3.155666791157162,1.369430607255186,1.369430607255186,1.369430607255186,1.369430607255186,1,1,1,1
65,5,3,3,0.2583655093829452,0.48734133096647114,0.17429706128463412,0.4686357305974772,0.08835836743559855,0.775,1.0,0.325,0.55,0.1,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.49279335763088417,0.2694147521073063,0.42473843030268854,0.23178362124936056,0.22276155865113523,2.1129812115072584,2.3157974290939887,4.79230176386283,3.2626635709153584,2.3177902323394703,1.5236005516753317,1.5236005516753317,1.5236005516753317,1.5236005516753317,1,1,1,1
66,5,3,3,0.36904570186718877,0.3769381869992899,0.19155662414628855,0.0860983070085461,0.03455174697543495,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.4896425519895807,0.2870909720467538,0.4580246657955769,0.417846145148525,0.44903169086194644,3.2027787379189276,4.467908649836934,4.2452011587347,2.7616581501990876,3.9298170934965944,1.6110492670231487,1.6110492670231487,1.6110492670231487,1.6110492670231487,1,1,1,1
67,5,3,3,0.1580163860609699,0.7575214804707271,0.10632116199871589,0.6433397697350045,0.07951155402017494,0.55,1.0,0.325,0.775,0.1,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.4475756738141097,0.2865455970636748,0.2969338546604129,0.203857592708092,0.22589549021793637,4.2690824429830805,3.4705556493700938,3.3826043472064677,3.307226819165347,4.384233816518811,1.453619328598824,1.453619328598824,1.453619328598824,1.453619328598824,1,1,1,1
68,5,3,3,0.25001610907673394,0.7929619981711103,0.6580558906803297,0.2477268892425226,0.05404546607088454,0.55,1.0,0.775,0.325,0.1,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.21714061777035462,0.39382207526973867,0.3252701110115801,0.2962682596468885,0.4528625116243981,4.417783658090462,2.1461281885094174,2.310451641436495,3.532853541306234,3.14273335208851,1.2263566707295632,1.2263566707295632,1.2263566707295632,1.2263566707295632,1,1,1,1
69,5,3,3,0.32629025678966234,0.6321988173034006,0.22741088349204397,0.4602167154458167,0.08271491692350327,0.775,1.0,0.325,0.55,0.1,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.21265686793111072,0.46851665601466636,0.2282223497099899,0.33905386416880745,0.34485428031677723,3.358657217889208,3.313952021115182,4.123451705658844,3.2642207120409665,3.140663504812858,1.7508606952626593,1.7508606952626593,1.7508606952626593,1.7508606952626593,1,1,1,1
70,5,3,3,0.48542709519582505,0.7968169675250658,0.34920966389981656,0.1431623575610096,0.05922696095242104,0.775,1.0,0.55,0.325,0.1,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.45629648610444146,0.48399251645997,0.3706426840648248,0.2037891819860354,0.4544669259643063,2.2767357986377252,3.1898218296316503,2.0797398088196406,3.0623811356054995,4.651005732964853,1.6612419431332066,1.6612419431332066,1.6612419431332066,1.6612419431332066,1,1,1,1
71,5,3,3,0.3814958699829527,0.7390844358403692,0.4369854637914741,0.029998811535063327,0.29105992744062714,0.775,1.0,0.55,0.1,0.325,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.3373845293145765,0.3631951444796659,0.26063474490596367,0.4707115714554969,0.29868635184296743,3.6986296141507604,3.239112121121719,3.9859109774153825,4.649054095030388,2.1803225831261495,1.1182518623413902,1.1182518623413902,1.1182518623413902,1.1182518623413902,1,1,1,1
72,5,3,3,0.2822665850676618,0.33094124188185514,0.42651729060376314,0.26295373950158335,0.041453249913594115,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.498284029589516,0.4643232311285742,0.4038703573264764,0.49281458865072236,0.4136737808673985,3.7815695300756667,4.993841900888227,2.5325189252114613,2.115194361929048,3.870659100875063,1.9711944029028752,1.9711944029028752,1.9711944029028752,1.9711944029028752,1,1,1,1
73,5,3,3,0.40912146793705617,0.5446474242698246,0.1831345192457901,0.46603330654972347,0.08222628886850947,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.45129733096269725,0.3913985755580117,0.4795358091105103,0.3909380493495995,0.4113996245316157,2.4430625682215608,4.408875826865559,2.343015914004889,2.250195624343295,2.4552645755018956,1.4587691157365543,1.4587691157365543,1.4587691157365543,1.4587691157365543,1,1,1,1
74,5,3,3,0.5313380995330101,0.3921491666136187,0.3501560772701449,0.24941188753869004,0.03857691806683114,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.47445839380003746,0.35998726819601046,0.31847003383768474,0.23858690068290977,0.3649635332336171,2.0762457956823415,2.407692169547985,4.948741197064691,2.775843345021342,4.2065463771196425,1.312661114404718,1.312661114404718,1.312661114404718,1.312661114404718,1,1,1,1
75,5,3,3,0.37708424964937126,0.17908866849159566,0.4760694797599714,0.15527272181869153,0.026908353823841977,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.3701448177613147,0.34690956006207274,0.21883715892893124,0.3360359820829234,0.497894955565928,2.183205126112071,3.144787200772136,4.491810942461193,3.6159994943249396,4.457672535521366,1.065938863187299,1.065938863187299,1.065938863187299,1.065938863187299,1,1,1,1
76,5,3,3,0.2510941336292358,0.4118766258420154,0.35423471260156786,0.2258719458774518,0.07945726214566806,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.39876889459148723,0.313881197529076,0.2604244277779202,0.4515734184351001,0.2001303555630619,2.009304596103688,4.06415395964599,2.6876249531955803,4.859673116227197,3.9521384811631077,1.6582979817634065,1.6582979817634065,1.6582979817634065,1.6582979817634065,1,1,1,1
77,5,3,3,0.3883220578335369,0.5381334157874358,0.3580383270704386,0.02648078340755261,0.28104713890684047,1.0,0.775,0.55,0.1,0.325,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.23653299823466573,0.30087565221518736,0.33893450631961886,0.3247040274979336,0.47318393170447526,4.07892340601027,2.3081760477790465,4.772210153589867,4.057872376115672,3.846097205042525,1.0897375741136228,1.0897375741136228,1.0897375741136228,1.0897375741136228,1,1,1,1
78,5,3,3,0.428447957474276,0.338112830720774,0.19556800198540542,0.665992109173604,0.04288214116642543,1.0,0.55,0.325,0.775,0.1,0.5,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.3215057385282312,0.2910223555821171,0.4508602043117416,0.3674801391599831,0.43652697596769263,4.5001879917174925,4.525892124695461,2.4698187409756476,2.511724469029989,4.263304058837294,1.3602866160481142,1.3602866160481142,1.3602866160481142,1.3602866160481142,1,1,1,1
79,5,3,3,0.4282565817619788,0.32217973268766265,0.5492545608403787,0.12503686411475265,0.04407206322803482,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.2182844119213151,0.477787028330672,0.4774027444009908,0.4981625374402673,0.33511253057329626,3.933197394049918,2.2344722223581766,4.577366584859723,3.955298467119329,4.424496031990582,1.966338023964982,1.966338023964982,1.966338023964982,1.966338023964982,1,1,1,1
80,5,3,3,0.3453481282362363,0.5443884892388211,0.3576580758870408,0.23202275123610336,0.06803347122048105,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.29924916951919134,0.4280144861670098,0.32119970373988854,0.2853646377335322,0.3016465539089579,4.992777760000676,3.6879794829374095,2.5765528616170816,4.402294197481597,4.816789487985603,1.9102942265104566,1.9102942265104566,1.9102942265104566,1.9102942265104566,1,1,1,1
81,5,3,3,0.7585299890799185,0.6093354433518893,0.2315111452190482,0.47362282231546904,0.031227858849960488,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.4480508934482985,0.29821845603934916,0.33754850831138017,0.21237090669800113,0.4727668041707215,2.331064035774505,3.7257088510036,4.828524032673142,4.342233773134955,2.405557541572712,1.4509510183382566,1.4509510183382566,1.4509510183382566,1.4509510183382566,1,1,1,1
82,5,3,3,0.37478987513094775,0.2823100429485553,0.4231385120371598,0.2475034585171975,0.07084167177778818,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.44555179673051404,0.2857608712122906,0.4252844738862429,0.22976724045345095,0.2896751299333681,2.7152332281762495,3.93345100971907,4.770262778399831,4.234458541067247,2.467629881975788,1.1168783241521323,1.1168783241521323,1.1168783241521323,1.1168783241521323,1,1,1,1
83,5,3,3,0.35939143576085864,0.28112854885154465,0.588125127336877,0.2632151880823524,0.049267296643093206,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.32302355144934997,0.2407576256200542,0.3553839594026471,0.25535092889721567,0.4328766565021891,2.3637871017401366,3.0092779901121776,4.3291691871149744,4.928363936361984,3.7798686103681076,1.0885950469565286,1.0885950469565286,1.0885950469565286,1.0885950469565286,1,1,1,1
84,5,3,3,0.513467607192847,0.4568245398874778,0.3785229372203038,0.2791527217409944,0.06437229800283668,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.3188201017423037,0.42460603632875266,0.37488705363572106,0.3271247566969437,0.3832107447457541,4.77727722551852,3.2806185500517215,4.161671612629068,2.8942881631472934,3.1210811947985904,1.2829491289890185,1.2829491289890185,1.2829491289890185,1.2829491289890185,1,1,1,1
85,5,3,3,0.204533346589357,0.5454713598193195,0.8368413829842734,0.19170727686545724,0.036549047040826094,0.55,0.775,1.0,0.325,0.1,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.4133417337392027,0.4539350091926302,0.4364955913357522,0.21423360159520052,0.2171053539365521,4.54070699009114,4.176744109825438,3.8923371041256543,4.734180595345451,4.758170427339188,1.1347374070981084,1.1347374070981084,1.1347374070981084,1.1347374070981084,1,1,1,1
86,5,3,3,0.49711342813196396,0.28669007373134603,0.7769794250234562,0.19451285135734261,0.027764024708924473,0.775,0.55,1.0,0.325,0.1,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.46485583271612557,0.4712988209960858,0.43385592267745066,0.2788812670631229,0.49224634265128386,2.6775520521944065,4.313144659346515,2.1772008733710893,2.77549846165693,4.625737540626687,1.1045994316569703,1.1045994316569703,1.1045994316569703,1.1045994316569703,1,1,1,1
87,5,3,3,0.5485643356555794,0.39524051106622055,0.0350259630385322,0.48933484742454236,0.2707540962630852,1.0,0.775,0.1,0.55,0.325,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.386646194723722,0.21569140653935207,0.3346731243664144,0.4011957501078026,0.32838531441853536,3.7778006175259713,4.75387514477773,4.57511901137207,3.8821558693287184,2.6150983297367176,1.0501679293845494,1.0501679293845494,1.0501679293845494,1.0501679293845494,1,1,1,1
88,5,3,3,0.3906764230979546,0.34093914294210054,0.8154666625085841,0.15441097652702393,0.054548123993120305,0.775,0.55,1.0,0.325,0.1,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.27544541603232964,0.2312110957883137,0.36315810051755043,0.3134452077469208,0.24820619483003345,2.347617348952666,4.619729972271223,4.6200598055558935,4.067667947319719,4.711321741042077,1.8894430725995153,1.8894430725995153,1.8894430725995153,1.8894430725995153,1,1,1,1
89,5,3,3,0.5962747343243102,0.5685097217486982,0.129033133839817,0.43975695026142964,0.08234124169919055,1.0,0.775,0.325,0.55,0.1,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.4663050921886018,0.27810535903435746,0.24760734352272695,0.35828290547112707,0.2768170382773726,4.492056753730303,4.207346694427274,3.292821762083746,3.949584204663088,2.646855833751419,1.3976561486087546,1.3976561486087546,1.3976561486087546,1.3976561486087546,1,1,1,1
90,5,3,3,0.3571646110764321,0.2590411973836106,0.825973838533305,0.17665482408824248,0.0807088864982078,0.775,0.55,1.0,0.325,0.1,1.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.45702579993774034,0.2282777825657415,0.46608796991577317,0.21198525900278825,0.32840989635434203,3.116315328535241,4.272447476296971,2.3725007775019744,4.837853020510349,2.2067534141794387,1.3948590500567555,1.3948590500567555,1.3948590500567555,1.3948590500567555,1,1,1,1
91,5,3,3,0.32303322943089763,0.1749213281707357,0.5195426360955081,0.030704737496962828,0.27720551380360287,1.0,0.55,0.775,0.1,0.325,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.38127570187484194,0.25974058815403994,0.2331101352833626,0.22424911778887482,0.323421887076631,2.6955656659639726,4.696429224653942,2.9117168543428407,4.583130800126896,2.5706604305096086,1.3902496925155576,1.3902496925155576,1.3902496925155576,1.3902496925155576,1,1,1,1
92,5,3,3,0.5231235807054532,0.4199524413837932,0.35193986805290334,0.17315102067518282,0.05902568560030939,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.27804698437872555,0.4491881026082212,0.30602095178329075,0.40732858277133815,0.2648894642084774,2.182921265773702,4.606976653049549,3.004983416696237,2.38355044888709,3.173610524571954,1.7233644515545485,1.7233644515545485,1.7233644515545485,1.7233644515545485,1,1,1,1
93,5,3,3,0.5081194958217692,0.3074220760104066,0.15486265712954217,0.6611120173733078,0.08695881905981334,1.0,0.55,0.325,0.775,0.1,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.29897091409197607,0.42624332321831504,0.4189245932569906,0.31805488110352587,0.2783824204153907,2.5515089918255818,2.0920081541273974,2.028137472856325,3.924761409649588,2.907046506271156,1.8506787817641714,1.8506787817641714,1.8506787817641714,1.8506787817641714,1,1,1,1
94,5,3,3,0.42077196825642615,0.23293624009523184,0.11076623886545278,0.4353780220756435,0.036100092925669985,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2499067237388494,0.33721557299058946,0.48573607784444134,0.2734131564356383,0.4217893710561087,3.4374917727117724,4.751654983010707,4.837738327277951,4.191356082854151,2.884561300749163,1.8882587811952112,1.8882587811952112,1.8882587811952112,1.8882587811952112,1,1,1,1
95,5,3,3,0.5486169642381635,0.1982104806481944,0.6518154506948132,0.20413972722865395,0.05589389830248426,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.2215900961746895,0.24595909618122938,0.28572977905301444,0.29051070691344316,0.39878695307570156,3.8570516715854652,2.951151283709557,3.2268749569267126,4.4469135207491925,3.0549263374872258,1.062355792636148,1.062355792636148,1.062355792636148,1.062355792636148,1,1,1,1
96,5,3,3,0.5955896019960734,0.3106481963922788,0.09748445232756031,0.6510777423990812,0.04607534576922026,1.0,0.55,0.325,0.775,0.1,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.23940829343622477,0.30518085542036116,0.37015944530396694,0.31288911455372026,0.3550029007532457,3.914798594076791,2.40979692114205,4.761096144886817,2.8981363884485725,3.9796750974897694,1.1328016965111236,1.1328016965111236,1.1328016965111236,1.1328016965111236,1,1,1,1
97,5,3,3,0.27363372037366807,0.5574172647444604,0.8089427154032989,0.04631316093178939,0.2885994369257191,0.55,0.775,1.0,0.1,0.325,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.34200326936566194,0.31339336701232046,0.4600270114091989,0.4065596812981246,0.3486510744813192,3.7012058725738095,4.585672783519756,2.7259121697108113,4.317266929757775,3.475714402570053,1.6130998360731317,1.6130998360731317,1.6130998360731317,1.6130998360731317,1,1,1,1
98,5,3,3,0.25537463935825067,0.21107854025681005,0.13831524168110076,0.10178291984114107,0.08829835552572077,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.2334946682623142,0.3938880409684359,0.36526637629844516,0.4160901599118235,0.31893334939668727,2.741060982967519,4.699206448130086,2.691132863533964,3.460437746881092,3.828039195801535,1.8775332722000155,1.8775332722000155,1.8775332722000155,1.8775332722000155,1,1,1,1
99,5,3,3,0.1982903177344797,0.6698500648013841,0.3999402226484821,0.1846146462105595,0.0581973191725096,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.2607122620000696,0.3358932270481396,0.36569944004498345,0.3377057983046686,0.21140347985083896,4.470718263232607,2.116536022981812,4.262973844544355,3.331303647116611,3.150538281194035,1.047803355076716,1.047803355076716,1.047803355076716,1.047803355076716,1,1,1,1
