Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,a.P1,a.P2,a.P3,a.P4,a.P5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,eta0,eta1,eta2,eta3,eta4,eta5
41,5,5,3,0.33076948561574504,0.228216493137131,0.5665147096490265,0.2522676589282972,0.0643882188503301,1.0,0.55,0.775,0.325,0.1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.46397058879306485,0.20076170917190728,0.4058540622411755,0.36112684860719263,0.23469634183691462,4.2673296508631395,4.23350555995799,4.1168735621752415,2.9090547038012238,4.565635908427165,1.5534838504593558,1.5534838504593558,1.5534838504593558,1.5534838504593558,1.5534838504593558,1.5534838504593558,1,1,1,1,1,1
42,5,5,3,0.42037454468283153,0.28213856120388786,0.24894010482670792,0.2700132135803976,0.08374146683714145,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.35371476112327893,0.4354342013232758,0.417476669897882,0.4023042162135968,0.4816754255104593,2.716264845697269,3.1931959177174267,2.955641832831287,4.732567278481129,2.8870888333617533,1.1375092749671092,1.1375092749671092,1.1375092749671092,1.1375092749671092,1.1375092749671092,1.1375092749671092,1,1,1,1,1,1
43,5,5,3,0.385739944473294,0.7275169699295694,0.29578650487355146,0.256751619487028,0.06834571497043639,0.775,1.0,0.55,0.325,0.1,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.24705038505158589,0.33899757344095305,0.36328942301925105,0.40099701388797776,0.4083550727805729,4.521828256326849,3.5598887010062317,3.201792342685874,4.069925021455159,3.4789264390695744,1.8817164428315134,1.8817164428315134,1.8817164428315134,1.8817164428315134,1.8817164428315134,1.8817164428315134,1,1,1,1,1,1
44,5,5,3,0.26204796063501956,0.572404075404497,0.2261295620753495,0.29057300106278844,0.08118909149428287,0.775,1.0,0.55,0.325,0.1,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.37720700127030815,0.22181336909016283,0.40122336443678597,0.3114243363259364,0.3553964338880049,4.057267055398291,4.526729170894791,2.8732272437320603,4.916723051884385,3.1217893719633754,1.1421815139792426,1.1421815139792426,1.1421815139792426,1.1421815139792426,1.1421815139792426,1.1421815139792426,1,1,1,1,1,1
45,5,5,3,0.26054602071516697,0.75239596553093,0.2267357472926677,0.4900985316414748,0.0661407028519093,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.317777599972949,0.2687572147214829,0.33454326786844646,0.41925409517921275,0.21469409343317158,4.207019684429108,4.575995297274217,4.086338732877043,3.521439937586509,3.767346595058741,1.0075735606635918,1.0075735606635918,1.0075735606635918,1.0075735606635918,1.0075735606635918,1.0075735606635918,1,1,1,1,1,1
46,5,5,3,0.40803966148408843,0.28874508206144545,0.10336039477273584,0.587198369362278,0.07423201105006257,1.0,0.55,0.325,0.775,0.1,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.392048509812132,0.3280582984073691,0.3208699312460218,0.28391474263292915,0.4341792973102464,3.3775446221513032,2.215375144052024,3.7381799014699633,3.86820287696115,3.8073222605887462,1.6320555074378678,1.6320555074378678,1.6320555074378678,1.6320555074378678,1.6320555074378678,1.6320555074378678,1,1,1,1,1,1
47,5,5,3,0.4189117125851609,0.28198495235549975,0.18425085434597893,0.2266666496172452,0.028023365828526714,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.23246279591566504,0.22366881235376856,0.44980723934796574,0.27703179807500417,0.4919650266835187,2.3661421881676716,4.282675874461239,4.748109267428125,3.682809684985301,2.507167677567371,1.997936297900684,1.997936297900684,1.997936297900684,1.997936297900684,1.997936297900684,1.997936297900684,1,1,1,1,1,1
48,5,5,3,0.4130081116247498,0.19914052001782379,0.5601247112677227,0.17397584892587797,0.07662259626063637,1.0,0.55,0.775,0.325,0.1,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.46721100779752983,0.29579771193571697,0.28054023655930715,0.4954425152188659,0.25470837945772457,4.320165713707319,4.324161275151031,2.235890891053373,2.203926806705044,4.0126074497804485,1.423227422336991,1.423227422336991,1.423227422336991,1.423227422336991,1.423227422336991,1.423227422336991,1,1,1,1,1,1
49,5,5,3,0.4085093843439781,0.3729323343730166,0.3017154767434066,0.08274513491228333,0.06714379039019734,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.4106651978896576,0.47245969830225326,0.20583553978590774,0.28862628820919156,0.26117804214476453,2.830820108192114,2.6759574500546863,4.745492674467473,4.763811602620812,3.5621590613063234,1.3074039682763214,1.3074039682763214,1.3074039682763214,1.3074039682763214,1.3074039682763214,1.3074039682763214,1,1,1,1,1,1
50,5,5,3,0.29447985379034336,0.2515237996096802,0.4159939524122295,0.23608292322901567,0.06969086760402608,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.4138967300552643,0.34703325687285047,0.3029195502542509,0.3725011310623795,0.2102680884847229,2.882213005829369,3.063138135219541,4.508428651159287,4.975143416501766,2.9271755829535673,1.4927346173342306,1.4927346173342306,1.4927346173342306,1.4927346173342306,1.4927346173342306,1.4927346173342306,1,1,1,1,1,1
51,5,5,3,0.3355459540985977,0.22065739098566822,0.7787374412544795,0.2259687321502485,0.05702597631057406,0.775,0.55,1.0,0.325,0.1,1.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.22407825455138872,0.4320396746380339,0.37971990017316903,0.4581422662292584,0.317809095952898,4.935098239559553,2.315271072475179,4.924994023335206,2.6576210942030496,4.672854485307475,1.1373311534348516,1.1373311534348516,1.1373311534348516,1.1373311534348516,1.1373311534348516,1.1373311534348516,1,1,1,1,1,1
52,5,5,3,0.23969325706664824,0.5958719657468527,0.23383162830077386,0.2642922762877115,0.07323441860150197,0.775,1.0,0.55,0.325,0.1,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.49590678572722285,0.244998165760987,0.45056119357921653,0.38271772771760637,0.34920500515807806,4.981672468657473,3.330443038219534,4.006107464259922,4.62166305861177,3.579775018434997,1.3057026920502592,1.3057026920502592,1.3057026920502592,1.3057026920502592,1.3057026920502592,1.3057026920502592,1,1,1,1,1,1
53,5,5,3,0.8397326506656677,0.3911265835922372,0.6356544283662029,0.21724225382284218,0.08021017098690304,1.0,0.55,0.775,0.325,0.1,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.3471012014387719,0.2416296818310359,0.2475811113972823,0.48555367305484115,0.24434815377900215,3.4254823257466915,2.767013089531712,3.286016960389498,2.057927124512449,3.2186427887259113,1.231853668247841,1.231853668247841,1.231853668247841,1.231853668247841,1.231853668247841,1.231853668247841,1,1,1,1,1,1
54,5,5,3,0.37285313843689294,0.1684453396677824,0.557583999559742,0.14328251272518588,0.02500636324118584,1.0,0.55,0.775,0.325,0.1,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.3315215158169511,0.42703933236690717,0.4855263635683023,0.34715508333010436,0.32407056199429307,3.1484811734270077,2.7692570347268552,3.3314560318859043,2.3167891154307645,3.8856270189492736,1.9526670456255786,1.9526670456255786,1.9526670456255786,1.9526670456255786,1.9526670456255786,1.9526670456255786,1,1,1,1,1,1
55,5,5,3,0.3458910103091376,0.33745302734252625,0.33801576240598097,0.16534661471548645,0.048101625233161506,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.4988799218838522,0.47225796614821436,0.3055492811247912,0.35545831454352483,0.33879903146774093,2.786365773093718,3.9324618298937954,3.5271216488745525,2.3999689723850155,4.776183408155161,1.532549023808012,1.532549023808012,1.532549023808012,1.532549023808012,1.532549023808012,1.532549023808012,1,1,1,1,1,1
56,5,5,3,0.17091363658699232,0.6388545160178212,0.1225689646344057,0.6931361432227973,0.044755873677889565,0.55,1.0,0.325,0.775,0.1,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.48706929278560274,0.25001575937257653,0.4785792403055309,0.3415392374379398,0.43889857076986916,2.776161869649823,2.8890411754386163,4.283268373372288,3.101693535342921,4.34761171375198,1.8554462230409092,1.8554462230409092,1.8554462230409092,1.8554462230409092,1.8554462230409092,1.8554462230409092,1,1,1,1,1,1
57,5,5,3,0.3708564116181472,0.12219178960971014,0.6278949371814608,0.45154039766326803,0.03573869297572335,1.0,0.325,0.775,0.55,0.1,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.25360034490503514,0.24220492182104936,0.25994297761674606,0.3451086142546794,0.4215856434484133,2.851743739113397,2.6794016344478253,2.0678054126660648,3.006647388528177,3.175426646994165,1.837573959368675,1.837573959368675,1.837573959368675,1.837573959368675,1.837573959368675,1.837573959368675,1,1,1,1,1,1
58,5,5,3,0.14475433667212323,0.5841433740326876,0.13825191711014867,0.8519464616939162,0.05195738066211508,0.55,0.775,0.325,1.0,0.1,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.26147250434849534,0.4970983698481286,0.38033256487450984,0.3049291518107754,0.48522038173766113,2.140016955104191,3.520742307109741,4.721227144606382,2.3045387377025373,2.239194950239431,1.626116616284353,1.626116616284353,1.626116616284353,1.626116616284353,1.626116616284353,1.626116616284353,1,1,1,1,1,1
59,5,5,3,0.3171701720778871,0.4686138456419248,0.17351100695756297,0.03759584230879955,0.49107067531698173,1.0,0.775,0.325,0.1,0.55,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.36436038926590575,0.45348359182780623,0.22315692131561088,0.3565037517496762,0.2772431352755312,3.832393730595266,4.816035124786609,2.4643197081938073,3.6087256880724716,3.359072708781038,1.864214343876774,1.864214343876774,1.864214343876774,1.864214343876774,1.864214343876774,1.864214343876774,1,1,1,1,1,1
60,5,5,3,0.2165876044596295,0.515504068430923,0.7558442778192356,0.24987195094143755,0.07925673254832521,0.55,0.775,1.0,0.325,0.1,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.2080007537208642,0.32158901390698447,0.3370873405335147,0.24870031721289232,0.2040136050412255,2.0064382212766665,4.491982890877518,4.667082596009333,2.8646915893799383,3.6845029849180553,1.9116973780786481,1.9116973780786481,1.9116973780786481,1.9116973780786481,1.9116973780786481,1.9116973780786481,1,1,1,1,1,1
61,5,5,3,0.29862922061396063,0.7049699340751574,0.2870287001629356,0.16101146528237884,0.02920342204937798,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.21396010149703482,0.4722835931132984,0.2282684029063416,0.4623095945485815,0.3003877705253561,4.243013766469498,2.6998558103814414,2.636843253950653,2.6758318386175235,4.39807954956079,1.7864521279533017,1.7864521279533017,1.7864521279533017,1.7864521279533017,1.7864521279533017,1.7864521279533017,1,1,1,1,1,1
62,5,5,3,0.3095725300604303,0.5484020039405998,0.15926461067438633,0.3950625810925317,0.05192424029593861,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.44381324817584755,0.44791532692720776,0.38899824350476364,0.35267519245020884,0.23218880575076803,3.751612181386676,3.168347939130012,4.133954658888053,2.4636335196363484,4.406924723409674,1.9405012465387124,1.9405012465387124,1.9405012465387124,1.9405012465387124,1.9405012465387124,1.9405012465387124,1,1,1,1,1,1
63,5,5,3,0.327668838944702,0.15353491240513129,0.6460088848101717,0.23142627199980392,0.05771113466826699,0.775,0.55,1.0,0.325,0.1,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.29772190468748017,0.4921850914080836,0.20598719290533027,0.2634347824659953,0.3704756330018477,4.34427854680523,2.5640645099293096,4.517331880825755,4.209545308107204,3.3821860314656966,1.3819504098577529,1.3819504098577529,1.3819504098577529,1.3819504098577529,1.3819504098577529,1.3819504098577529,1,1,1,1,1,1
64,5,5,3,0.27195113295840834,0.20707354353272822,0.17608828703453738,0.026597705326021986,0.27943599384416723,1.0,0.775,0.55,0.1,0.325,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.48922351364771316,0.4424249433999843,0.22190064445076085,0.24590008694811272,0.491199234456983,4.498077838130252,3.5714824957508515,4.858945365331428,4.533320293663572,3.2695058790862115,1.1976592187044466,1.1976592187044466,1.1976592187044466,1.1976592187044466,1.1976592187044466,1.1976592187044466,1,1,1,1,1,1
65,5,5,3,0.22040892156008052,0.6982916787909907,0.3012658884495995,0.09408642060014127,0.056412240124983165,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.27896752048008944,0.24623248885353718,0.4327669599481829,0.21430997673425245,0.22183718035765942,3.8520381717135423,2.31223776139196,4.272748624907091,4.570627743652249,2.475114523093298,1.0070999181925624,1.0070999181925624,1.0070999181925624,1.0070999181925624,1.0070999181925624,1.0070999181925624,1,1,1,1,1,1
66,5,5,3,0.14255646930376253,0.412713312598414,0.726834581662547,0.18206608537130187,0.07495800248842986,0.55,0.775,1.0,0.325,0.1,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.436319240625004,0.3394528415770166,0.4969459662285711,0.476803640693246,0.2977147657467997,3.6548930503829355,2.4886578382427658,3.0384380828454005,4.96749775305131,4.3061102778681075,1.5223599013980356,1.5223599013980356,1.5223599013980356,1.5223599013980356,1.5223599013980356,1.5223599013980356,1,1,1,1,1,1
67,5,5,3,0.5472295077624674,0.32623100432233443,0.8099953844067832,0.1750920110309691,0.059209441866061086,0.775,0.55,1.0,0.325,0.1,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.211088912500898,0.4234382686155913,0.32349836816455096,0.4194868671312747,0.2648793869216121,2.8470257532179026,4.796917601961201,2.4842832097188507,3.0293913861094586,2.7291094777889726,1.4516529685243356,1.4516529685243356,1.4516529685243356,1.4516529685243356,1.4516529685243356,1.4516529685243356,1,1,1,1,1,1
68,5,5,3,0.5202255634323748,0.5004022818526835,0.35550916486096573,0.19826861379558933,0.026058059021000363,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.22046101643039787,0.42795649486811305,0.3751027522213277,0.2561417086630574,0.22379242612562117,4.331995497696891,3.5099817326780522,4.356879863296738,2.5751117416144407,3.600184499564302,1.7201869731227326,1.7201869731227326,1.7201869731227326,1.7201869731227326,1.7201869731227326,1.7201869731227326,1,1,1,1,1,1
69,5,5,3,0.4291862477759487,0.3208360709204188,0.32354463668469846,0.1805264636527946,0.02658865542569472,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4203963000672112,0.23642709399699594,0.3381857584641559,0.4181381453102506,0.3564436123679444,2.226710613276626,3.4090875969894343,2.8982861149049683,4.9708320048795205,4.501954853120128,1.6830045222428107,1.6830045222428107,1.6830045222428107,1.6830045222428107,1.6830045222428107,1.6830045222428107,1,1,1,1,1,1
70,5,5,3,0.4267906506954031,0.10804669352895513,0.6043682087026322,0.4384179828115734,0.029972748952002304,1.0,0.325,0.775,0.55,0.1,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3771352312462491,0.43733884056269656,0.42190806912108747,0.22639429733131083,0.4244026562387406,3.462606935560325,3.1192862804800647,2.304972475263722,3.430326531620818,4.754518728813316,1.189777854051663,1.189777854051663,1.189777854051663,1.189777854051663,1.189777854051663,1.189777854051663,1,1,1,1,1,1
71,5,5,3,0.5823710662814594,0.1107834931303654,0.6541490477246132,0.48378551176330803,0.07171493600939309,1.0,0.325,0.775,0.55,0.1,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.3713406960435282,0.380183766633426,0.34724421087993584,0.46607023028986233,0.22737589353116436,3.207540431991853,4.221829350991735,4.053623805009654,4.01131399724644,4.737665693194019,1.7393327694469936,1.7393327694469936,1.7393327694469936,1.7393327694469936,1.7393327694469936,1.7393327694469936,1,1,1,1,1,1
72,5,5,3,0.28078698503090993,0.6867923602393059,0.47834541045821344,0.2681564138898087,0.06556949868987527,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.40634076432887356,0.4403843242464112,0.26219709061782404,0.32287713347845354,0.24994768323337024,2.079320101819916,4.878952106673684,4.513483975078437,2.9433284437891594,2.1044767093254544,1.070864430684817,1.070864430684817,1.070864430684817,1.070864430684817,1.070864430684817,1.070864430684817,1,1,1,1,1,1
73,5,5,3,0.376425628717882,0.17283871819013497,0.6296557781360526,0.8637736846300841,0.0317189401914517,0.55,0.325,0.775,1.0,0.1,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.3588018530594773,0.27615869315538855,0.2177291666319459,0.22907591876945818,0.4856928770000822,4.2680057406799685,4.2356135269943636,3.0328777976698893,3.35886592871583,3.5184064653978195,1.846672466656961,1.846672466656961,1.846672466656961,1.846672466656961,1.846672466656961,1.846672466656961,1,1,1,1,1,1
74,5,5,3,0.30732602839875706,0.19251786656265152,0.8043312652172971,0.04863547631752501,0.27732844840657705,0.775,0.55,1.0,0.1,0.325,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.36308967570743433,0.3886656158517574,0.43462890269025944,0.43015005821975505,0.3398019072413079,3.685643857589118,4.969804587973066,4.844301247721406,4.35595204514368,2.540639697578764,1.9740786473535907,1.9740786473535907,1.9740786473535907,1.9740786473535907,1.9740786473535907,1.9740786473535907,1,1,1,1,1,1
75,5,5,3,0.3726475036023682,0.3104802274454154,0.11124003181064951,0.5991730471988697,0.08924259549075425,1.0,0.55,0.325,0.775,0.1,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.417603697880121,0.4619909804961366,0.4135721915794804,0.3354526769045574,0.328952510108301,2.1310550954865244,3.5614162698009477,3.2772310040127186,4.2178943427257884,3.3109943638615715,1.8738352099808866,1.8738352099808866,1.8738352099808866,1.8738352099808866,1.8738352099808866,1.8738352099808866,1,1,1,1,1,1
76,5,5,3,0.5349191786925203,0.18710932733424224,0.6650550229243544,0.2591980141859092,0.08900819867622255,1.0,0.55,0.775,0.325,0.1,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.4108952851043932,0.35270918393173917,0.38235737603917785,0.31953545601138994,0.4193521421059099,3.3156855932214175,3.524552619221532,3.849484444889492,4.516059619077756,3.8930544120656867,1.762646217938198,1.762646217938198,1.762646217938198,1.762646217938198,1.762646217938198,1.762646217938198,1,1,1,1,1,1
77,5,5,3,0.4006145026593473,0.16287192697925446,0.4988817226304403,0.16072847492797268,0.06765137346172805,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.4469672958228536,0.4279894075843267,0.36029663215365915,0.3934236687553695,0.4482292571629876,3.3417818540909447,3.691818676673273,2.0829927586603674,4.837078933935977,4.794541349571815,1.2535170718807196,1.2535170718807196,1.2535170718807196,1.2535170718807196,1.2535170718807196,1.2535170718807196,1,1,1,1,1,1
78,5,5,3,0.20415097351003286,0.5558251631805138,0.4057066279358894,0.03312530620542113,0.26895216969789,0.775,1.0,0.55,0.1,0.325,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.23464560799176204,0.4671392352258524,0.40912334411957435,0.375643641713459,0.35357662674350804,2.3390710453625863,4.900127470151535,2.9843691840388793,4.513028134931763,2.5022847850918373,1.2125134540528997,1.2125134540528997,1.2125134540528997,1.2125134540528997,1.2125134540528997,1.2125134540528997,1,1,1,1,1,1
79,5,5,3,0.1990580124771263,0.535893825395667,0.49392672067727833,0.27878746732096926,0.06119737996139705,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.3313064643639265,0.3177448124387098,0.20493804661424372,0.495714254276977,0.4188607334712033,4.406268659720393,2.9484842331772105,3.3586964244402298,4.301263817560645,3.8948485404574837,1.1517517794562875,1.1517517794562875,1.1517517794562875,1.1517517794562875,1.1517517794562875,1.1517517794562875,1,1,1,1,1,1
80,5,5,3,0.23015968470877313,0.1925335612186232,0.0842314578562233,0.870302404908,0.051217104810167884,0.775,0.55,0.325,1.0,0.1,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.4097383852128141,0.2495026536996094,0.2532899903668288,0.4974440005654351,0.36697784733105654,4.780047929579297,3.105650230651077,2.491581782406458,2.5684860932790494,3.795108642107116,1.1797070282066109,1.1797070282066109,1.1797070282066109,1.1797070282066109,1.1797070282066109,1.1797070282066109,1,1,1,1,1,1
81,5,5,3,0.5522754375155798,0.17927091135964424,0.61645735156886,0.16855183825673428,0.05982247697934539,1.0,0.55,0.775,0.325,0.1,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.4056861923469481,0.268542269601707,0.20260572523131856,0.30521903163120506,0.25021559449164305,3.5921481383099363,2.8223957957021986,4.285129976218464,4.006838437731245,2.7879485566119495,1.5108229919933827,1.5108229919933827,1.5108229919933827,1.5108229919933827,1.5108229919933827,1.5108229919933827,1,1,1,1,1,1
82,5,5,3,0.22552226951822002,0.45245644873373436,0.8886147708240151,0.051360645617364115,0.2888661203940511,0.55,0.775,1.0,0.1,0.325,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.35863255707466646,0.20849995968129534,0.2967200898024597,0.4552224533075435,0.4181187505126267,2.849228494154522,4.2851863953814044,3.737156323949163,3.3880552014001806,2.9520304267676387,1.6419924219018798,1.6419924219018798,1.6419924219018798,1.6419924219018798,1.6419924219018798,1.6419924219018798,1,1,1,1,1,1
