Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
31,10,5,3,0.3942431740936041,0.2141151580636037,0.5536385693249746,0.7403101754284391,0.3477948446702942,0.07260283235558451,0.310219190945764,0.5352833627699729,0.2543559673062637,0.0655409159432303,1.0,0.7000000000000001,0.8,0.9,0.5,0.2,0.4,0.6,0.30000000000000004,0.1,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.6877565358122061,-4.267526547384472,1.7188633783379414,1.5831525399052295,1.6418072426191352,1.4901668006542053,1.6185024386512756
32,10,5,3,0.6145596623525253,0.227221694372569,0.4662707329642848,0.13457528505411026,0.6882975682757565,0.3342419231109096,0.5348865883032784,0.09183084962590077,0.20184682174085086,0.06015870105447192,1.0,0.6,0.8,0.4,0.9,0.5,0.7000000000000001,0.2,0.30000000000000004,0.1,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,-0.07068353369277583,-4.513574932428023,1.4237660359997437,1.2720782628745393,1.6351667527513023,1.4042489174268993,1.2818714627939014
33,10,5,3,0.22098684914709943,0.6840096379753694,0.6066876236962858,0.7070214446330824,0.4427325396644785,0.18281268641802909,0.4168870202849482,0.3268545899994689,0.16011743824778663,0.08810948281442804,0.7000000000000001,1.0,0.8,0.9,0.6,0.30000000000000004,0.5,0.4,0.2,0.1,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.06130970163806921,-5.449781098345224,1.563383903772218,1.5236574795761981,1.5433154874907795,1.4647624497718759,1.4457128423737113
34,10,5,3,0.28346411930414617,0.4846302613708898,0.2815683576886891,0.3949132551928752,0.5217093504800031,0.22985565592455837,0.2429264019805437,0.20120187184702396,0.11743440160737206,0.04163397468069261,0.9,1.0,0.6,0.7000000000000001,0.8,0.5,0.4,0.30000000000000004,0.2,0.1,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.21359167320453104,-5.199894002459576,1.0747922274733364,1.2181036526333147,1.302178082685023,1.035227126409803,1.4812918369494144
35,10,5,3,0.27654195111714175,0.1610397450788732,0.5470851034643401,0.4408514829779913,0.13021666791523645,0.3314237516292232,0.6325090931445957,0.28405839005544203,0.11865896516509918,0.07667030481138326,1.0,0.6,0.9,0.7000000000000001,0.30000000000000004,0.5,0.8,0.4,0.2,0.1,0.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.13561454161755707,-4.290160943985624,1.4788847797175404,1.4604101292692209,1.4541493777955075,1.3305104318381147,1.300287244380693
36,10,5,3,0.3813927905803163,0.45323143225609613,0.5620663595159011,0.17756581205606642,0.28066746912302776,0.497900460068757,0.414455243364611,0.1009985826854552,0.2137563234248768,0.05419276422201807,1.0,0.9,0.8,0.4,0.5,0.7000000000000001,0.6,0.2,0.30000000000000004,0.1,1.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3575944656903927,-4.279970877719361,1.2811510645906805,1.193176901167738,1.1504748440097619,1.2835952503778827,1.3392247843545049
37,10,5,3,0.5063891816236985,0.156528971288255,0.35859750388312955,0.5956766584168188,0.10751277133414405,0.5498472918526148,0.3148953265116964,0.187839661488761,0.04886943075575417,0.1771666570384141,1.0,0.6,0.7000000000000001,0.9,0.4,0.8,0.5,0.30000000000000004,0.1,0.2,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,-0.27806174288622754,-4.8942719842845825,1.3502550574913228,1.4644360260033558,1.3724209036364463,1.5728877096264424,1.6501927191571557
38,10,5,3,0.2270632622480081,0.6627423336510612,0.4854440368426005,0.18676310288812836,0.7042763421293549,0.5194045949448851,0.19253852227669555,0.29433986417467706,0.14320032846473926,0.05334553647732637,0.6,1.0,0.8,0.5,0.9,0.7000000000000001,0.30000000000000004,0.4,0.2,0.1,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.5,-0.3381096841698379,-4.672611381470721,1.8032851160536016,1.811265616676573,1.7879045172098946,1.9272904022349489,1.7459246177085204
39,10,5,3,0.5581260347330416,0.26260939403858186,0.48790873811333385,0.4476986158735888,0.14787037705091244,0.09828658701054693,0.81248825112776,0.3490398413360364,0.028145704667443136,0.16605843415406263,0.9,0.6,0.8,0.7000000000000001,0.4,0.30000000000000004,1.0,0.5,0.1,0.2,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,-0.3965347559031303,-5.272892597347487,1.786824062087415,2.025616686420497,1.9607935112096204,1.7959265444320947,1.8672196431964319
40,10,5,3,0.39809308165462576,0.35692014778532816,0.17291983419839674,0.5857356769046301,0.1181989883220459,0.7219776286331423,0.5364748485128685,0.15334118567816168,0.2674507109674282,0.06962117256315055,0.8,0.7000000000000001,0.5,0.9,0.4,1.0,0.6,0.2,0.30000000000000004,0.1,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.31912705486093934,-4.794560668809526,1.9101867303239257,2.025981739143244,1.8508498697496052,1.7535804128198784,1.6594913359049954
41,10,5,3,0.233363445211055,0.4738965351994477,0.2045279851231644,0.3143742117449919,0.7740830101874938,0.6811643797957068,0.1372731421781573,0.2922587229667261,0.028142848636691795,0.14628385237978414,0.7000000000000001,0.8,0.5,0.6,1.0,0.9,0.30000000000000004,0.4,0.1,0.2,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.5096262633821173,-4.438556512017346,1.1833400484993717,1.0791588113793174,1.1213942595767956,1.190143856169233,1.311140781002354
42,10,5,3,0.49114818265058224,0.3171225193712346,0.47879183312613904,0.19897096640830259,0.07368970404204239,0.5826977771515833,0.2202165182140658,0.43052055538658124,0.3308915228865352,0.08861093587889601,1.0,0.8,0.9,0.6,0.2,0.7000000000000001,0.30000000000000004,0.5,0.4,0.1,1.0,0.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.8451625874740986,-4.993012475839657,1.7191575826172498,1.711438073492712,1.5230215029761391,1.6469725573754128,1.5309752558266045
43,10,5,3,0.27266475881484176,0.6217373143409421,0.4760066648095105,0.23083290942679358,0.39425087075463233,0.10713799250740841,0.5545246836995122,0.11641512783416329,0.34536714745499697,0.0560514806879344,0.9,1.0,0.8,0.5,0.6,0.30000000000000004,0.7000000000000001,0.2,0.4,0.1,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,-0.09274268369194716,-4.146926098694017,1.1731403584530669,1.1898029841802815,1.2384508841985262,1.1092186917485694,1.1362120348602076
44,10,5,3,0.6049201493236982,0.23214495663008827,0.2693884143248856,0.48950964585960505,0.20854281351427617,0.11791582509516374,0.7328958939834336,0.6959016463184767,0.09647197360876497,0.051878270424289136,1.0,0.6,0.5,0.7000000000000001,0.4,0.30000000000000004,0.9,0.8,0.2,0.1,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,-0.10936461731776645,-4.160293488676286,1.3808099248078451,1.302714331311475,1.1250110917886098,1.0536046441103373,1.2523019229019694
45,10,5,3,0.46367112972465546,0.3934819723065192,0.22314367361559817,0.673909818481583,0.19318376255826342,0.09708781075927814,0.8005762090482477,0.4431010366753101,0.12393644957902457,0.0682200142542515,0.8,0.7000000000000001,0.5,0.9,0.4,0.30000000000000004,1.0,0.6,0.2,0.1,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.33233783364605257,-4.5556989371436485,1.3287280978340172,1.427027302277063,1.5394254262731495,1.4935020984440246,1.4652959032923376
46,10,5,3,0.32496362357595665,0.3542214554334595,0.43862974492789175,0.3714563035206589,0.23877875174405055,0.3670082715673783,0.23274348634104902,0.25250385476257253,0.15813033778223373,0.08440053927546519,1.0,0.9,0.8,0.7000000000000001,0.5,0.6,0.4,0.30000000000000004,0.2,0.1,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.1070711797582309,-4.679888059524698,1.2041893761298827,1.5789989343012023,1.4185592058402854,1.5654493586649032,1.3084401571752968
47,10,5,3,0.36767817285915905,0.2700196438633368,0.17351006252247236,0.3929278227410103,0.6095682059487192,0.7917545849973668,0.27456991317530355,0.09203160079714306,0.044872509767964266,0.24858916664947842,0.8,0.6,0.5,0.7000000000000001,0.9,1.0,0.4,0.2,0.1,0.30000000000000004,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.5397475213422751,-4.487737659328017,1.0033372815747337,1.2051849683554339,1.1329405310401648,0.9287573826657107,1.2033402637024055
48,10,5,3,0.4234427154659546,0.40987868248675735,0.17326880810841483,0.4571090643473209,0.1690540305359175,0.43840697122301264,0.25389898918224807,0.1613911550922564,0.05221508786931222,0.17703034406785342,1.0,0.9,0.6,0.8,0.5,0.7000000000000001,0.4,0.30000000000000004,0.1,0.2,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.01815953523335291,-4.305482531826542,1.3262165790358103,1.1447646694508709,1.0537193365811255,1.0569782468763629,1.2537122450317748
49,10,5,3,0.28904379452978013,0.278650076021581,0.16827300968339298,0.32297574905306176,0.13544555743821318,0.7721336500473007,0.38286778896306983,0.182871178165355,0.14091871358559835,0.08445478551076796,1.0,0.8,0.6,0.7000000000000001,0.4,0.9,0.5,0.30000000000000004,0.2,0.1,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,-0.1002306537386413,-4.616112327213017,1.4871975175530463,1.5215878068889706,1.6580525793289589,1.4148571237340564,1.4732772228773832
50,10,5,3,0.3425068503368054,0.38725706655391257,0.2864304483325044,0.4425108291846661,0.2599861561421586,0.12839847804871582,0.24217020117258078,0.8598408179351102,0.12276180857921762,0.08856567232919904,0.9,0.8,0.6,0.7000000000000001,0.5,0.30000000000000004,0.4,1.0,0.2,0.1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.2269055277586413,-4.448195532648579,1.1805676773559377,1.1973128589029647,1.0684527999271716,1.2168959328417481,1.2521187559519174
51,10,5,3,0.2896867910612395,0.31150411851100623,0.21487219659187284,0.1989778559223363,0.20998208380147587,0.15066592007012763,0.6567736496230481,0.06076478527813184,0.35559295347340864,0.08130137238738375,1.0,0.9,0.7000000000000001,0.6,0.5,0.30000000000000004,0.8,0.2,0.4,0.1,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.31597090042293957,-4.352570095000188,1.1532685446937498,1.093612082367542,1.255731249502017,1.054376121488291,1.0116254610081359
52,10,5,3,0.2930727430059913,0.21662330521959444,0.6620050245816261,0.576524702284342,0.19403401881892238,0.1170807416506719,0.33346035825547504,0.53856772745825,0.1062069805348521,0.07360217667759616,0.8,0.6,1.0,0.9,0.4,0.30000000000000004,0.5,0.7000000000000001,0.2,0.1,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.21613136666805874,-4.540760590781071,1.0121829183859725,1.1057617784394917,1.0415400170350075,0.9949264396520907,1.1486731562443233
53,10,5,3,0.37001140166778035,0.3310849511392885,0.5048342119898758,0.36433411988181574,0.10175951587193932,0.5912704972922681,0.30609977426068513,0.42748614399264356,0.1284430532926474,0.029795048879761768,1.0,0.9,0.8,0.6,0.30000000000000004,0.7000000000000001,0.4,0.5,0.2,0.1,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.8115710253261375,-4.977334098121707,1.7504569422791023,1.6412960283831994,1.654737788074007,1.81603320329337,1.6202010080483915
54,10,5,3,0.465904933068711,0.6741110241369039,0.4012126377924143,0.32392697818622596,0.5653146394623093,0.32332071316383487,0.069704503594469,0.21475697383897166,0.33295861695361517,0.06732457315449795,0.9,1.0,0.7000000000000001,0.6,0.8,0.5,0.2,0.30000000000000004,0.4,0.1,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.4938305315748577,-5.079530253055662,1.5649648675512395,1.5146908503707022,1.453718967560399,1.2651319564819894,1.4417958125355974
55,10,5,3,0.38091989422555295,0.2961489130896938,0.18508510873971717,0.28728935816641366,0.2082639894212596,0.6324185242196063,0.36430548329709594,0.11887734648087936,0.03744894150631667,0.26636022931519987,1.0,0.9,0.7000000000000001,0.6,0.4,0.8,0.5,0.2,0.1,0.30000000000000004,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.20868019188777318,-4.55750657525159,1.1634305321977823,1.154026309720666,1.2298124842292804,1.2767902872002386,1.0751576045937326
56,10,5,3,0.3593232193214433,0.43995634829972313,0.6612775167601701,0.20730356669691402,0.4468590181585313,0.26238530659039583,0.07721104305799589,0.5823564728664374,0.22285950135661126,0.05043136148162944,0.9,0.8,1.0,0.5,0.6,0.4,0.2,0.7000000000000001,0.30000000000000004,0.1,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.6700227948676996,-4.476598312705754,0.9492893275094857,0.7974733442320735,0.7628778455601594,1.003367879548264,0.8756710902318771
57,10,5,3,0.4425776567679365,0.25490675635826954,0.4872699645978564,0.15999093211698906,0.0754708461377448,0.655020489967864,0.3974668513851171,0.5330077727456386,0.14214888047184127,0.0663613920895783,1.0,0.7000000000000001,0.9,0.4,0.30000000000000004,0.8,0.5,0.6,0.2,0.1,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.12638532972093589,-4.2299830068938045,1.1759363811343486,1.2050810489064707,1.4012151850398213,1.150209937300454,1.2277325578141454
58,10,5,3,0.2538356564062968,0.3396643091081282,0.16464451982311723,0.5999084894345416,0.1254487522097985,0.5617304422091621,0.16535833154700477,0.29437618929358716,0.16914632678590552,0.07857977201967559,0.9,0.8,0.6,1.0,0.5,0.7000000000000001,0.30000000000000004,0.4,0.2,0.1,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.04794075228333575,-4.667420939982069,1.5475058068530319,1.732698947192596,1.464226446871864,1.7970348426142968,1.520778690968968
59,10,5,3,0.40543067752740647,0.3270129240161513,0.22932055126022388,0.24839462625241687,0.7812086764116766,0.11579361996326873,0.45004050872688833,0.2698426332090749,0.08404337441404693,0.08265309074553123,0.9,0.8,0.7000000000000001,0.5,1.0,0.30000000000000004,0.6,0.4,0.2,0.1,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.21891501054328097,-4.215722541369128,1.4125877517173693,1.3999046980090217,1.317815031930761,1.2487634133330452,1.4135330069978542
60,10,5,3,0.45604677736159704,0.17766208062892364,0.13290693872579284,0.5586868207838324,0.4031500869553421,0.1542995939850175,0.6917283493440944,0.19586736568907934,0.13188009434288844,0.06584403501344793,1.0,0.6,0.5,0.9,0.7000000000000001,0.4,0.8,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.411215149155869,-4.437287998442666,0.9417859434611257,1.1346400965988617,1.2694220917412173,1.317338529380636,0.8701891402543139
61,10,5,3,0.27140253035283535,0.20217539612223068,0.16741947445189287,0.5015163435720037,0.4019996957165817,0.19641145011982408,0.7614588657786675,0.12801388619896065,0.22967768625363724,0.060912318746484055,1.0,0.6,0.5,0.8,0.7000000000000001,0.4,0.9,0.2,0.30000000000000004,0.1,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.38422933345217497,-4.717719844318906,1.2426081636846948,1.0665833174283943,1.1874095351861396,1.2888093958603735,1.095003271078079
62,10,5,3,0.5038719588212437,0.1946068970652287,0.5256701292287782,0.5439307603005306,0.46839600802091874,0.30994400137416456,0.23518365406690817,0.21175035665359462,0.12421508700959843,0.036502651899345526,1.0,0.6,0.9,0.8,0.7000000000000001,0.5,0.4,0.30000000000000004,0.2,0.1,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.12960015359220292,-5.243472891639727,1.653848540459325,1.5517047067800913,1.404740671291335,1.6215680029709993,1.7360531605973688
