Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
42,10,3,3,0.29243898380490596,0.2518464266679501,0.6591704199307276,0.5763050340127222,0.1693173469803681,0.4898443646570902,0.29884622515423476,0.16851398685634272,0.11513594111393198,0.08000963653748358,0.8,0.6,1.0,0.9,0.4,0.7000000000000001,0.5,0.30000000000000004,0.2,0.1,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.6261111185152786,-4.763323926440303,0.9520070515642867,0.9692804041292007,0.9824309761832767
43,10,3,3,0.38523032597198503,0.18576023496102712,0.13289300956048522,0.12418480721802089,0.6462843395805171,0.49103846655443106,0.644107092844194,0.09292097345111927,0.2028801520494025,0.06864390092434583,1.0,0.6,0.5,0.4,0.9,0.7000000000000001,0.8,0.2,0.30000000000000004,0.1,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.2652904325447746,-4.781253676697453,1.3446342027979818,1.3042443123411531,1.2098682281007578
44,10,3,3,0.44121717270856387,0.3769750506774536,0.7217925734884592,0.3407845098506203,0.14840506940736287,0.15789355736344685,0.5644199998373074,0.07357812853882734,0.0271566392972086,0.4389713508779057,0.9,0.8,1.0,0.6,0.4,0.30000000000000004,0.7000000000000001,0.2,0.1,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.15505227810542077,-5.201702283778793,1.687145792006464,1.9100729872850084,1.8041404801885768
45,10,3,3,0.3894216899831312,0.26159516741934336,0.19201212841155108,0.7405187848064704,0.2713631987042907,0.6322770002339031,0.12441943294484666,0.22821407455434764,0.34815668210537987,0.05147934005443277,0.9,0.7000000000000001,0.6,1.0,0.5,0.8,0.2,0.30000000000000004,0.4,0.1,0.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.3816547767753278,-4.6382716693141735,1.5738511516239193,1.565023147232917,1.8267940501831386
46,10,3,3,0.26796089951047625,0.1988773050357161,0.2267998651797136,0.8279508446381411,0.5397362777075798,0.6437121174765663,0.7827167531780318,0.08622591028614374,0.20895887167549065,0.060854999556359514,0.6,0.5,0.4,1.0,0.7000000000000001,0.8,0.9,0.2,0.30000000000000004,0.1,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.3173961192042692,-4.877494521023356,1.6913908989536872,1.560319025263344,1.6185481124466865
47,10,3,3,0.3647585303315948,0.256002952202729,0.48483591929487113,0.29037147313122846,0.8960582729237262,0.706216615450581,0.12268393466096308,0.42738843208097443,0.2329666551982494,0.07954998003713168,0.9,0.6,0.7000000000000001,0.4,1.0,0.8,0.2,0.5,0.30000000000000004,0.1,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.060352797349957264,-4.202513977723975,1.0056557046497983,1.3739206594808093,1.212889317906389
48,10,3,3,0.2981535409807836,0.42581896067477665,0.24917948525476696,0.776424587853918,0.4124845493069899,0.060027520263506357,0.569198837834825,0.185456471373775,0.29299176009429967,0.054807752093733876,0.9,0.8,0.5,1.0,0.6,0.2,0.7000000000000001,0.30000000000000004,0.4,0.1,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.40441222857428233,-4.205853740207223,1.2015100257016826,1.2545142908551872,1.3034936513490845
49,10,3,3,0.32112873622442784,0.2274151393837328,0.7671938013913457,0.1098001378491757,0.6453223157469765,0.3662213732151501,0.5873420622589338,0.30547925197470605,0.11243483802960351,0.0857562445847262,0.9,0.6,1.0,0.30000000000000004,0.8,0.5,0.7000000000000001,0.4,0.2,0.1,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.3387190390233599,-4.568336850461224,1.3171005493737564,1.2119965991034014,1.2808109578728648
50,10,3,3,0.40825717273608453,0.1329353170277568,0.12619166533360682,0.4471558003370131,0.7698198675368735,0.44381614733543034,0.15056479758477329,0.772630341915862,0.11912790723282055,0.0841506417740552,0.8,0.5,0.4,0.7000000000000001,1.0,0.6,0.30000000000000004,0.9,0.2,0.1,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.3962294080266498,-4.976849601313256,1.7119923434700202,1.6281442043953185,1.752973897351842
51,10,3,3,0.35452037282258564,0.34732559440386634,0.22264321303252588,0.3587395162241234,0.5164482300189829,0.2023880907471215,0.10963752579584554,0.3231104062747997,0.14876719450004863,0.058415252918777485,1.0,0.9,0.6,0.7000000000000001,0.8,0.4,0.30000000000000004,0.5,0.2,0.1,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.37983769089092834,-4.3108120737356215,1.0471094096163445,1.0729119746544717,1.2260593982554682
52,10,3,3,0.33809382562788626,0.4652345262814711,0.3815383925560481,0.20545588678523186,0.5388731514070866,0.1445090715148052,0.08499081914650505,0.4885078198895194,0.13916471151541027,0.08456686578276511,0.9,1.0,0.7000000000000001,0.5,0.8,0.4,0.30000000000000004,0.6,0.2,0.1,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.2990133051560975,-4.083993813954209,1.2713728446564727,1.170964341065707,1.1651332590447743
53,10,3,3,0.4925789854163317,0.6208997746503657,0.378360769310278,0.1445409692183166,0.4106228098782246,0.6155639188578155,0.11879246335822019,0.38691563626821246,0.09783267863974032,0.05156536010364671,0.9,1.0,0.7000000000000001,0.4,0.6,0.8,0.30000000000000004,0.5,0.2,0.1,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.396354238102144,-4.76371031277113,1.833620139694441,1.7142274451650927,1.6316270423602743
54,10,3,3,0.3856975666443381,0.21986703125370277,0.41483741629665505,0.20763730642144984,0.2137057095951697,0.13045318063274425,0.4360168661538504,0.06607193776770537,0.2332249588014793,0.04451043445528981,1.0,0.8,0.9,0.6,0.5,0.4,0.7000000000000001,0.2,0.30000000000000004,0.1,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.4213685057265478,-4.805276892031539,1.2195115404483188,1.2537234403644788,1.0767608366820027
55,10,3,3,0.39534238823685985,0.20633682618083649,0.5802576935323838,0.15628268305377407,0.11678639378499478,0.4980071963378133,0.1213393501004715,0.6290273589219831,0.4470017815912002,0.0518191531504179,1.0,0.8,0.9,0.4,0.30000000000000004,0.6,0.2,0.7000000000000001,0.5,0.1,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5429353136103039,-4.285007815646639,1.001645109960078,0.9354834606878414,0.963246724561103
56,10,3,3,0.43673425531638643,0.16991711753102023,0.49300270801813967,0.20847697558616757,0.4262994116838658,0.08190491239112316,0.05102399574894889,0.6624062849672865,0.3545073472139766,0.08413623669449474,1.0,0.6,0.9,0.5,0.7000000000000001,0.30000000000000004,0.2,0.8,0.4,0.1,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5534467220862481,-5.028977373947082,1.8744172055908015,1.7961573315772033,1.8325426444214865
57,10,3,3,0.29510423681843867,0.5009724374353649,0.17647077162313984,0.4036968673677642,0.7056059784281458,0.21183744786411177,0.1469200266732026,0.49740664704086074,0.11105092024413343,0.04284617437721255,0.8,1.0,0.5,0.7000000000000001,0.9,0.4,0.30000000000000004,0.6,0.2,0.1,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.19296323730615003,-5.008877351936314,1.9676234252139058,1.8250985591229332,1.9913187499316223
58,10,3,3,0.44084495985548633,0.20077736984736094,0.4051180415854004,0.5795586319361609,0.25701436649985854,0.7779897752130851,0.09045483495881734,0.40022056337231277,0.21391457936565833,0.06800052784798724,1.0,0.6,0.7000000000000001,0.8,0.4,0.9,0.2,0.5,0.30000000000000004,0.1,1.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.17255894245359982,-4.444856140607623,1.7778584464286435,1.8116321879403021,1.7438878823531878
59,10,3,3,0.30214753406865147,0.16184612291073497,0.13990755780417263,0.11574028073440373,0.617788090918349,0.12209299896257192,0.5398802544907075,0.716248371997867,0.15783152752580673,0.05977777923753716,1.0,0.6,0.5,0.4,0.9,0.30000000000000004,0.7000000000000001,0.8,0.2,0.1,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5410060123049143,-4.904482512169425,1.089005759102739,1.1363351979108696,1.0934102705112452
60,10,3,3,0.23098742038989417,0.2962206428370817,0.5381897549981489,0.16716283542819044,0.2761461079357648,0.1436901760813848,0.06219449694308277,0.2872177321605209,0.22192421378371893,0.08090188866144589,0.9,0.8,1.0,0.6,0.7000000000000001,0.5,0.2,0.4,0.30000000000000004,0.1,0.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.36982190992523617,-3.9501617531987825,1.0285799129877153,1.0755086824632136,0.8346036554574301
61,10,3,3,0.16769907987310773,0.47002930557027744,0.2466298351694558,0.5250140256398925,0.7427099483168145,0.850861402596352,0.08432840564969997,0.23408951425912056,0.3421314299055016,0.0450216953186908,0.6,0.8,0.5,0.7000000000000001,0.9,1.0,0.2,0.30000000000000004,0.4,0.1,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5263582116528301,-4.6196644181969155,1.111661989107103,0.9668582812695644,1.1423147552128687
62,10,3,3,0.47425306841297393,0.3743816125442201,0.7115718026960143,0.25275798641915614,0.21091210633249569,0.5520652851690881,0.4819730311916515,0.08791188469764231,0.20781527255413043,0.038038582787281054,0.9,0.8,1.0,0.5,0.4,0.7000000000000001,0.6,0.2,0.30000000000000004,0.1,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.278384269570072,-4.861079399099316,1.2929285933571384,1.3216716901790835,1.2873351247228177
63,10,3,3,0.22698616617643042,0.4311762502759575,0.48498854757248855,0.5020249114525763,0.3255320757194281,0.08950016929805253,0.19052356707234866,0.5108998370011325,0.33854884694749243,0.08507777452085598,0.8,1.0,0.9,0.7000000000000001,0.5,0.2,0.30000000000000004,0.6,0.4,0.1,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.24176655569202754,-4.2053057164733305,1.2133087468256598,1.1299926427676092,1.2040766685040991
64,10,3,3,0.1723642800429906,0.634231310129209,0.45903423990413333,0.10354178658766416,0.6766785209297117,0.48786072304521283,0.1388799771533581,0.39567482189007147,0.04533745865408544,0.16216762423344927,0.6,1.0,0.8,0.4,0.9,0.7000000000000001,0.30000000000000004,0.5,0.1,0.2,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.18131755084666365,-4.625254186585989,1.269978853855818,1.3441628229267242,1.3107065529225383
65,10,3,3,0.22953997561960776,0.17188252573477436,0.5852573659693892,0.13143001588141,0.6455906455115974,0.640043751970704,0.07925438217276792,0.3812638139427794,0.185706538110811,0.07048033026601506,0.7000000000000001,0.6,1.0,0.4,0.9,0.8,0.2,0.5,0.30000000000000004,0.1,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.438424685218552,-4.757551805959036,1.7437274632416542,1.6572961947561127,1.642828972159693
66,10,3,3,0.2874754830718811,0.3759450781803635,0.5385871520973056,0.3870404319525973,0.2928511228013701,0.16178954965238154,0.1310849854100964,0.4120984230388733,0.11687473738969861,0.07029424905763698,1.0,0.8,0.9,0.7000000000000001,0.6,0.4,0.30000000000000004,0.5,0.2,0.1,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.10702409006455375,-3.733476055622288,0.9926962457836026,1.2008400350439887,1.2547035891562321
67,10,3,3,0.25571285065908067,0.38237050709748965,0.167046454024798,0.19742780258370585,0.519685698557408,0.25298287438331973,0.15430467758431315,0.689836642222163,0.03002784249931094,0.17900914592036832,0.9,1.0,0.6,0.5,0.7000000000000001,0.4,0.30000000000000004,0.8,0.1,0.2,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5419950194178251,-4.346042661316626,1.1183812242871338,1.2292826827991379,1.166121948372701
68,10,3,3,0.3856803639348769,0.5687856534362215,0.16952846782365072,0.10783511082505387,0.22845210020420115,0.5791865290915974,0.5026534681448079,0.2169365601673357,0.11729711674318147,0.07024400910001408,0.9,1.0,0.6,0.4,0.5,0.8,0.7000000000000001,0.30000000000000004,0.2,0.1,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.3558281151500903,-4.4156757083449465,1.5974616466581866,1.2368854005732048,1.2079718628465157
69,10,3,3,0.22949908715328615,0.6033029790032871,0.4073270593364079,0.1775528199844908,0.3619512246528169,0.6982754978284724,0.19903114573699596,0.1931116745811061,0.13487278215023157,0.04681047106086944,0.7000000000000001,1.0,0.8,0.5,0.6,0.9,0.4,0.30000000000000004,0.2,0.1,1.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.32851344497301554,-4.832551877968968,1.5488313062118095,1.6652262801811248,1.7119972770628318
70,10,3,3,0.317964012009473,0.5553804320381031,0.33138432946078494,0.49930122809995464,0.3012195647475233,0.10744180402697545,0.21161380583178444,0.7479431602139304,0.13521454744189607,0.04484225428719666,0.8,1.0,0.6,0.7000000000000001,0.5,0.30000000000000004,0.4,0.9,0.2,0.1,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.42087879656243815,-4.683133198062695,1.0820682009187497,0.9994626703366005,1.0419997922791482
71,10,3,3,0.2697651097593815,0.23560911028950587,0.547820727439567,0.717546837296597,0.17366515763666854,0.08105927423618006,0.5000562718866645,0.13879545954537753,0.44882397495514337,0.049843824963904514,0.8,0.6,0.9,1.0,0.4,0.30000000000000004,0.7000000000000001,0.2,0.5,0.1,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.2082021601547346,-4.000972867482796,1.3524437917351397,1.226610821585486,1.3491226879038372
72,10,3,3,0.489023692281246,0.28874167840909865,0.4047496735071486,0.7133077322622801,0.6208951314911567,0.17801179315559834,0.2807770104182642,0.08322718287526372,0.026381322583197114,0.4391078404112523,0.9,0.6,0.7000000000000001,1.0,0.8,0.30000000000000004,0.4,0.2,0.1,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.4793336649673647,-4.003717836064148,1.1019447226113952,0.9984684310270063,1.0079012266191785
73,10,3,3,0.17671722036636028,0.2881415577485123,0.1618463447590009,0.6860008475104458,0.6990502658440192,0.6727131318107572,0.2785731270905526,0.09039699769738326,0.25113612366956706,0.07453769376381303,0.6,0.7000000000000001,0.5,1.0,0.9,0.8,0.4,0.2,0.30000000000000004,0.1,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.3242370146952003,-4.697367653416186,1.2514765760445654,1.080531140940579,1.1556136024691612
74,10,3,3,0.2845542677706726,0.45381898402023535,0.12674889563189584,0.15301560589128474,0.7967863103172337,0.5289265576491762,0.14707639380086718,0.4888847586224701,0.04011041443556536,0.1432203750566515,0.8,0.9,0.5,0.4,1.0,0.7000000000000001,0.30000000000000004,0.6,0.1,0.2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05524348695945389,-4.182050234607684,1.8055156178834546,1.7816729425346212,1.6923879263698587
75,10,3,3,0.23951066545268895,0.5272416527690702,0.411251916307138,0.5360503288922169,0.24058462243540824,0.3568895310209087,0.160220161063387,0.15641949320405812,0.2664509979955635,0.08579307081945184,0.9,1.0,0.7000000000000001,0.8,0.5,0.6,0.4,0.2,0.30000000000000004,0.1,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.2665439287541769,-4.46359620291158,1.1240131524033268,1.1728433060232808,1.094116514282671
76,10,3,3,0.4107829472507744,0.6388886187368543,0.16697516769546428,0.4680722386005667,0.776882261069729,0.40563931080392696,0.3925348990369059,0.04259092636010806,0.25274121322264165,0.17540912204069814,0.8,0.9,0.4,0.7000000000000001,1.0,0.6,0.5,0.1,0.30000000000000004,0.2,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.6340354577561325,-4.288026854723543,1.0243402324585096,0.8463642286831716,0.9639495382986923
77,10,3,3,0.3050918353232913,0.38650073254117995,0.16137145536683117,0.43777705829690766,0.13813415652315875,0.7857415319906793,0.12855905069342058,0.48807284643280996,0.1255396249135273,0.04627829064792263,0.9,0.8,0.5,0.7000000000000001,0.4,1.0,0.30000000000000004,0.6,0.2,0.1,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5121595899040887,-4.442171860075396,1.4486982402425734,1.3522121816889772,1.4128619220067486
78,10,3,3,0.4397500014800788,0.36222336993580556,0.16880439051793533,0.415218090054192,0.531343314145654,0.803318831195655,0.3216824618990781,0.033026570667478355,0.14336772102620549,0.25254163064682195,1.0,0.8,0.5,0.6,0.7000000000000001,0.9,0.4,0.1,0.2,0.30000000000000004,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.19825276066820535,-4.748308866641366,1.1545372558280822,1.2875740325415423,1.1501197986389204
79,10,3,3,0.15246754808441648,0.7409809502006939,0.5728748116803546,0.48867979801115435,0.7149573776883903,0.3660928424103711,0.18871396981035835,0.09006585640058316,0.29922941607045833,0.05722254759867306,0.6,1.0,0.8,0.7000000000000001,0.9,0.5,0.30000000000000004,0.2,0.4,0.1,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5392078859358648,-5.2114781470374565,1.6696821351955204,1.7766698067290074,1.7840267316129175
80,10,3,3,0.3636856668815873,0.49375571264804746,0.30453836729765377,0.21919628239154954,0.19356599738835661,0.3290816751168988,0.1363993564237693,0.6372904681436569,0.05499415019649467,0.05704795486549444,1.0,0.9,0.7000000000000001,0.6,0.4,0.5,0.30000000000000004,0.8,0.2,0.1,0.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.25527405245809504,-4.72547143243732,1.7006441142558568,1.7281847696521977,1.8806115001615586
81,10,3,3,0.26929175074646183,0.6239788795823304,0.48532780407196124,0.4070669135120056,0.11430550467563089,0.3358314928796223,0.29012282728781347,0.18595775443266205,0.1162937282352786,0.036423041750966,0.9,1.0,0.8,0.7000000000000001,0.4,0.6,0.5,0.30000000000000004,0.2,0.1,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.011221889761086554,-4.6058582786502615,1.4912033403020182,1.7373934361258156,1.5057723280661615
82,10,3,3,0.3554559073645421,0.676750752633146,0.28552299012203464,0.4128427012204367,0.22857857499776596,0.7586534670809743,0.08005561989495248,0.32513252086727334,0.0648549627943643,0.2695634234549159,0.8,1.0,0.6,0.7000000000000001,0.5,0.9,0.2,0.4,0.1,0.30000000000000004,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.3524677928435006,-4.768633416627142,1.704590100574842,1.9800408178796316,1.693458832791736
83,10,3,3,0.21484222306248135,0.443171256162801,0.7455524922545966,0.6518362759084553,0.28381615143565064,0.2047860628891793,0.5191250003400778,0.3375999220976912,0.05828818097132127,0.1657391655609196,0.8,0.7000000000000001,1.0,0.9,0.5,0.30000000000000004,0.6,0.4,0.1,0.2,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.3691987907287097,-4.631999759303543,1.5422141104972276,1.3521125577087003,1.4841170635830567
84,10,3,3,0.23902224937525673,0.30449787206624884,0.21719776886235886,0.3258353668714939,0.19527081830851678,0.12735658523891266,0.8851496726951669,0.8016264019596812,0.14296611416335234,0.04570978838473195,0.8,0.7000000000000001,0.5,0.6,0.4,0.30000000000000004,1.0,0.9,0.2,0.1,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.6240080712425937,-4.62805577445781,1.2738143882080473,1.3461910693146335,1.1580848352391473
