Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,c.P11,c.P12,c.P13,c.P14,c.P15,c.P16,c.P17,c.P18,c.P19,c.P20,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,p.P11,p.P12,p.P13,p.P14,p.P15,p.P16,p.P17,p.P18,p.P19,p.P20,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta1.P11,theta1.P12,theta1.P13,theta1.P14,theta1.P15,theta1.P16,theta1.P17,theta1.P18,theta1.P19,theta1.P20,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta2.P11,theta2.P12,theta2.P13,theta2.P14,theta2.P15,theta2.P16,theta2.P17,theta2.P18,theta2.P19,theta2.P20,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta3.P11,theta3.P12,theta3.P13,theta3.P14,theta3.P15,theta3.P16,theta3.P17,theta3.P18,theta3.P19,theta3.P20,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta4.P11,theta4.P12,theta4.P13,theta4.P14,theta4.P15,theta4.P16,theta4.P17,theta4.P18,theta4.P19,theta4.P20,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,theta5.P11,theta5.P12,theta5.P13,theta5.P14,theta5.P15,theta5.P16,theta5.P17,theta5.P18,theta5.P19,theta5.P20,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
25,20,5,3,0.33760746840675826,0.5707864372145525,0.25248823135368487,0.6488329868302406,0.6323608913418426,0.16053415652159253,0.51434008046632,0.4247795861895745,0.23847960803061194,0.15837733619342276,0.3484828456920522,0.45395481405974325,0.19348651018196736,0.08808464708972784,0.6098792554597366,0.7683869451202457,0.10371663564307458,0.05865241105628921,0.2581247939360326,0.21556178696381714,0.8105263157894737,1.0,0.5736842105263158,0.9526315789473684,0.9052631578947369,0.43157894736842106,0.7631578947368421,0.6684210526315789,0.4789473684210527,0.38421052631578945,0.5263157894736842,0.6210526315789474,0.33684210526315794,0.19473684210526315,0.7157894736842105,0.8578947368421053,0.1473684210526316,0.1,0.2894736842105263,0.24210526315789474,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.23576811242252502,-4.6899442527787825,1.4600172363374642,1.3492220498072591,1.1898704160992728,1.2731674427030504,1.431239872653114
26,20,5,3,0.2597993468328358,0.5418523472322342,0.22831141865076587,0.28344946705554974,0.587994924997151,0.4536543815725275,0.10457018132300672,0.45285193969699844,0.17971231433098456,0.35496826818688415,0.10483401176140547,0.15844082079950975,0.06517991508913748,0.8503519715354796,0.4048998706538694,0.36415055342221736,0.7436300953383576,0.0500807651252147,0.12853564243978974,0.05225527154833131,0.8105263157894737,0.9526315789473684,0.6210526315789474,0.6684210526315789,0.9052631578947369,0.7631578947368421,0.38421052631578945,0.7157894736842105,0.43157894736842106,0.5736842105263158,0.2894736842105263,0.33684210526315794,0.24210526315789474,1.0,0.5263157894736842,0.4789473684210527,0.8578947368421053,0.1473684210526316,0.19473684210526315,0.1,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.4543723700349164,-4.850669177075881,1.346419398274846,1.2316487478557252,1.1405206225213438,1.3413198369579422,1.3791173368985696
27,20,5,3,0.2912347800581603,0.4133062258464719,0.3128656289498181,0.41908635040546277,0.2444321000331613,0.1771998892022797,0.4116644213109181,0.1413508800423284,0.7156642209218922,0.2952444313069694,0.4347493378564882,0.30658969735233815,0.6558237533885795,0.15310147041400643,0.21621641593075708,0.14814263764005736,0.36318249657033985,0.08342776580844274,0.04984552577346049,0.14985259083751884,0.9052631578947369,1.0,0.7631578947368421,0.8578947368421053,0.6684210526315789,0.5736842105263158,0.7157894736842105,0.38421052631578945,0.9526315789473684,0.5263157894736842,0.6210526315789474,0.4789473684210527,0.8105263157894737,0.2894736842105263,0.33684210526315794,0.24210526315789474,0.43157894736842106,0.1473684210526316,0.1,0.19473684210526315,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.21688664829199084,-4.985585321834796,1.9918614390571683,1.6201618194379845,1.7506519831295575,1.6127623733167051,1.7811807626153013
28,20,5,3,0.2815713355168942,0.4682637599357593,0.4078568895194905,0.32337084592583853,0.3708388729898724,0.4892898010439072,0.09609105046847766,0.15815643576180255,0.28427363483711854,0.5961206090792202,0.4232469188782043,0.4707106499703701,0.1921886277202918,0.1115543270286766,0.46923221440275326,0.05546958843317884,0.39308961236058354,0.1406767230492932,0.06206912127825892,0.25652316503482986,0.9526315789473684,1.0,0.9052631578947369,0.7157894736842105,0.7631578947368421,0.8578947368421053,0.38421052631578945,0.43157894736842106,0.5263157894736842,0.8105263157894737,0.6210526315789474,0.6684210526315789,0.33684210526315794,0.24210526315789474,0.5736842105263158,0.1473684210526316,0.4789473684210527,0.19473684210526315,0.1,0.2894736842105263,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.14506963880743814,-4.922655484156838,1.3455121913107606,1.7310684403784948,1.4099435480815277,1.5502275478964216,1.4095467292713382
29,20,5,3,0.39583546275104375,0.46325657718679575,0.23122043875518922,0.3359196815383363,0.21440759746871602,0.3157842687074202,0.12650529279772393,0.5372754215600906,0.5890695325342925,0.6453399765026122,0.13067066514070508,0.29317530577754114,0.22040574143614602,0.1328038975533308,0.46552383168831807,0.20091803290005586,0.4623590585511525,0.14855356833267525,0.08078739866483459,0.12965480060394785,1.0,0.9526315789473684,0.6684210526315789,0.7631578947368421,0.6210526315789474,0.7157894736842105,0.43157894736842106,0.8105263157894737,0.8578947368421053,0.9052631578947369,0.38421052631578945,0.4789473684210527,0.33684210526315794,0.24210526315789474,0.5736842105263158,0.2894736842105263,0.5263157894736842,0.19473684210526315,0.1,0.1473684210526316,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.06545345721303203,-4.735547935509087,1.8025615671882578,1.6353765055414928,1.7268219637875948,1.7666259233872337,1.6555875383897434
30,20,5,3,0.22673293142079554,0.2548676804670351,0.23220684058228347,0.1947770152018511,0.2757099545819714,0.6211411595484484,0.10156365302939313,0.2539861705882806,0.1664211287796768,0.37691983770776266,0.6652773539798739,0.2526375177055901,0.35540133122387535,0.08978562841509216,0.6613428738934117,0.18799146046335213,0.8525452803414381,0.2015889789882544,0.11660757784484276,0.07327500063861529,0.9052631578947369,0.8105263157894737,0.7157894736842105,0.6210526315789474,0.6684210526315789,1.0,0.33684210526315794,0.4789473684210527,0.38421052631578945,0.5736842105263158,0.8578947368421053,0.43157894736842106,0.5263157894736842,0.19473684210526315,0.7631578947368421,0.2894736842105263,0.9526315789473684,0.24210526315789474,0.1473684210526316,0.1,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.4216829469989323,-4.261693714540451,1.1397596262933676,1.0718028815952403,0.9884299074553388,1.226302258925898,1.0982842080311128
31,20,5,3,0.35722318750771365,0.34479663865621535,0.2970485501021658,0.25788772284989425,0.2060621743964901,0.4439272083199179,0.3184772859004807,0.6114703913330819,0.22608221869123324,0.36484367553273095,0.24670213525252993,0.16263782955440964,0.11645985140496068,0.2664687108234151,0.10313899971359636,0.04044884861909773,0.1497144778569889,0.37354920485027215,0.14007929053776644,0.08179030719043104,0.9526315789473684,0.9052631578947369,0.8105263157894737,0.7631578947368421,0.6210526315789474,0.8578947368421053,0.7157894736842105,1.0,0.5736842105263158,0.6684210526315789,0.5263157894736842,0.38421052631578945,0.33684210526315794,0.4789473684210527,0.2894736842105263,0.1473684210526316,0.24210526315789474,0.43157894736842106,0.19473684210526315,0.1,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.2717360605300358,-4.983630533442054,1.739634731729152,1.7286283498660917,1.8504037503135848,1.6713986760423518,1.8137393332932887
32,20,5,3,0.3194654147345424,0.38117183094338797,0.3345263688074618,0.25823777179653357,0.2597700413257795,0.4535612842146583,0.3997622658193893,0.1629866349529357,0.7929244349336111,0.19451080892611963,0.29310111404265066,0.7499000648210917,0.08788965850935138,0.17238809667661698,0.09857853102001657,0.43367824365908203,0.6302256362564819,0.2698187556036334,0.09058139182140339,0.05215499844202601,0.9526315789473684,0.8578947368421053,0.8105263157894737,0.6210526315789474,0.5736842105263158,0.7631578947368421,0.6684210526315789,0.43157894736842106,1.0,0.38421052631578945,0.4789473684210527,0.9052631578947369,0.24210526315789474,0.2894736842105263,0.19473684210526315,0.5263157894736842,0.7157894736842105,0.33684210526315794,0.1473684210526316,0.1,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.004500368778698299,-4.1917542585230105,1.2166852100094607,1.1920872743968502,1.079277943057186,1.2585844282237233,1.0943550560334199
33,20,5,3,0.2940555518951131,0.22811674740361298,0.20267897450405703,0.20850126455715784,0.5429577286966897,0.3601068980629445,0.24176963613791635,0.24599166275429718,0.2139013168196774,0.10599013361636217,0.2096164331840655,0.5423684407107628,0.0932374034030575,0.049383002022702516,0.2246179370458397,0.7535395246248289,0.3562098797172496,0.45774275571923073,0.09200548569187157,0.05537158179387663,1.0,0.9052631578947369,0.8105263157894737,0.6684210526315789,0.9526315789473684,0.7631578947368421,0.6210526315789474,0.5736842105263158,0.4789473684210527,0.2894736842105263,0.38421052631578945,0.7157894736842105,0.24210526315789474,0.19473684210526315,0.33684210526315794,0.8578947368421053,0.43157894736842106,0.5263157894736842,0.1473684210526316,0.1,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.13694697458113664,-5.1176098562234795,1.6835630879020753,1.7007832022935623,1.7060533040937707,1.7836674026441774,1.8902730520245115
34,20,5,3,0.2890435410008786,0.3302854174797778,0.390944207183464,0.24105665105966978,0.4868904240737053,0.43376807665710715,0.35024431487419533,0.7341107620646528,0.260438625879852,0.443439150504074,0.18686935768101073,0.1671999930985187,0.6204862056519337,0.0622847468904143,0.11260678481741884,0.21615722635902715,0.3678869498884487,0.03947956277007929,0.42702980508652083,0.10605390064998624,0.9526315789473684,0.8578947368421053,0.9052631578947369,0.5736842105263158,0.8105263157894737,0.7157894736842105,0.6210526315789474,1.0,0.5263157894736842,0.6684210526315789,0.38421052631578945,0.33684210526315794,0.7631578947368421,0.19473684210526315,0.24210526315789474,0.2894736842105263,0.43157894736842106,0.1,0.4789473684210527,0.1473684210526316,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.007242612929392886,-4.883856856482281,1.7308336896434884,1.8563816277427097,1.9352240551332014,1.628815058092844,1.6872635574877517
35,20,5,3,0.40203710473729415,0.38987249139125135,0.1553051660681456,0.46682255380373877,0.6327800580403872,0.17742776056861853,0.4042827430346748,0.46462119204940083,0.5219670824148205,0.4341331741698223,0.7093661519362654,0.43337920571503175,0.16969440493715537,0.2728490288625793,0.326609679503428,0.047683486727023716,0.2942790088853877,0.1544631388971463,0.10977443519286206,0.21774294104954953,1.0,0.9052631578947369,0.5263157894736842,0.8105263157894737,0.9526315789473684,0.4789473684210527,0.6684210526315789,0.7157894736842105,0.7631578947368421,0.6210526315789474,0.8578947368421053,0.5736842105263158,0.2894736842105263,0.38421052631578945,0.43157894736842106,0.1,0.33684210526315794,0.19473684210526315,0.1473684210526316,0.24210526315789474,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.4908278612696366,-5.019246561221132,1.790997636367262,1.7177682879010925,1.7742932293319873,1.5824191213457333,1.739457053498989
36,20,5,3,0.36348399165292544,0.3162831871178038,0.43107789371474614,0.2962946662740149,0.30765322032976034,0.25006806763539047,0.7297898572196482,0.2902616975738715,0.16166111179926185,0.5080033193077141,0.17882589223574222,0.46445897803155606,0.7013391184177337,0.09782371288273442,0.1573295557165016,0.07566986627900534,0.4072851020363956,0.029933099152019457,0.3627146449964859,0.17071738442267498,0.9526315789473684,0.8105263157894737,0.9052631578947369,0.7631578947368421,0.7157894736842105,0.5736842105263158,1.0,0.5263157894736842,0.38421052631578945,0.6684210526315789,0.33684210526315794,0.6210526315789474,0.8578947368421053,0.24210526315789474,0.2894736842105263,0.1473684210526316,0.4789473684210527,0.1,0.43157894736842106,0.19473684210526315,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.17857288968550145,-4.309882152850562,0.9470310917618477,1.0795646483539132,0.9846371654836881,1.0766348792317972,1.125518594048054
37,20,5,3,0.3337876820817462,0.5237759498658708,0.24250744423725434,0.2042449874197524,0.5947087153059929,0.10809385547547568,0.19727305842926401,0.7606152828004744,0.6299190626174177,0.5416845952047415,0.6796309183367452,0.5402188420393316,0.2665587264470211,0.4114349625871701,0.03273492928529542,0.2268262718661549,0.2808998781065188,0.14427285727322173,0.10066196826229665,0.1955240680374039,0.7157894736842105,0.9052631578947369,0.6210526315789474,0.5736842105263158,0.9526315789473684,0.43157894736842106,0.4789473684210527,1.0,0.8578947368421053,0.7631578947368421,0.8105263157894737,0.6684210526315789,0.38421052631578945,0.5263157894736842,0.1,0.2894736842105263,0.33684210526315794,0.19473684210526315,0.1473684210526316,0.24210526315789474,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.41225285486227714,-4.82665938016354,1.2646361239407746,1.4563131273445393,1.449700200287268,1.278876993680726,1.3051114304561613
38,20,5,3,0.23503039009235482,0.35714555496334566,0.2270630970733356,0.6405590197701168,0.2698387558467125,0.15772009151774935,0.28000879748233465,0.15702146691138963,0.13747985203941276,0.4790321321690891,0.7024285451567928,0.7540711969838826,0.6657014297442774,0.20474324117080483,0.2606914769167916,0.45090029589003355,0.13169562048867176,0.06147202756289419,0.21494072019132257,0.1269966240307537,0.7631578947368421,0.8105263157894737,0.6684210526315789,1.0,0.6210526315789474,0.4789473684210527,0.5736842105263158,0.43157894736842106,0.38421052631578945,0.7157894736842105,0.9052631578947369,0.9526315789473684,0.8578947368421053,0.2894736842105263,0.33684210526315794,0.5263157894736842,0.19473684210526315,0.1,0.24210526315789474,0.1473684210526316,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,-0.28810834750109415,-5.21694674101567,1.7426275983976605,1.7925174045451913,1.8778870464848358,1.7245400106414115,1.8487787249809817
39,20,5,3,0.3298913155604821,0.35252631098217196,0.41016003458401457,0.23393508974920074,0.3567875676134497,0.6439108751357661,0.2668326723480766,0.2214206633231669,0.08645408963549472,0.6710230065103593,0.06558884543379409,0.2564565058018471,0.5795388584583366,0.4854224546087956,0.7339542488084467,0.07591895296230511,0.18051196691561291,0.32466899677353994,0.10741626443605347,0.08239088315526312,1.0,0.8105263157894737,0.7631578947368421,0.5736842105263158,0.6684210526315789,0.9526315789473684,0.5263157894736842,0.4789473684210527,0.33684210526315794,0.9052631578947369,0.24210526315789474,0.43157894736842106,0.7157894736842105,0.6210526315789474,0.8578947368421053,0.19473684210526315,0.2894736842105263,0.38421052631578945,0.1473684210526316,0.1,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.29929679288202765,-4.0193548234663945,1.1349036275210767,1.1541288224867883,1.1046813824060446,1.2500503598657446,1.2129371258152344
