Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
57,5,5,3,0.3708564116181472,0.12219178960971014,0.6278949371814608,0.45154039766326803,0.03573869297572335,1.0,0.325,0.775,0.55,0.1,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,-0.24830560845500815,-4.276937972612904,1.9098332499785957,1.7368653856289475,1.479658446578671,1.7756653331578243,1.8458380587006502
58,5,5,3,0.14475433667212323,0.5841433740326876,0.13825191711014867,0.8519464616939162,0.05195738066211508,0.55,0.775,0.325,1.0,0.1,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.4325351671618033,-3.9795492570360658,1.3899403506884243,1.3428663671410097,1.3367699723692221,1.6227018789230436,1.2596512479759028
59,5,5,3,0.3171701720778871,0.4686138456419248,0.17351100695756297,0.03759584230879955,0.49107067531698173,1.0,0.775,0.325,0.1,0.55,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.05807540747941395,-5.577770923446293,1.634945544254058,1.8277462903684794,1.7264078278159751,1.861988108012851,1.663672819185275
60,5,5,3,0.2165876044596295,0.515504068430923,0.7558442778192356,0.24987195094143755,0.07925673254832521,0.55,0.775,1.0,0.325,0.1,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0859882936147146,-4.469439022173353,1.7551936393210144,1.721827215547203,1.7479423480484721,1.606221734731533,1.6037883538680424
61,5,5,3,0.29862922061396063,0.7049699340751574,0.2870287001629356,0.16101146528237884,0.02920342204937798,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,-0.007381468826921315,-4.9024082991599025,1.5803082374205453,1.7356466377173505,1.7246887997540343,1.6365977193521055,1.7613281394926932
62,5,5,3,0.3095725300604303,0.5484020039405998,0.15926461067438633,0.3950625810925317,0.05192424029593861,1.0,0.775,0.325,0.55,0.1,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.3336623719993104,-4.740304868231628,1.8311551108227153,1.592428565861378,1.663737256704793,1.6230088914295748,1.5646738083792253
63,5,5,3,0.327668838944702,0.15353491240513129,0.6460088848101717,0.23142627199980392,0.05771113466826699,0.775,0.55,1.0,0.325,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.20738180836519712,-4.201293673519263,1.1920955235966182,1.0441328066709628,1.1627834138283262,1.171774483326678,1.2342633618660521
64,5,5,3,0.27195113295840834,0.20707354353272822,0.17608828703453738,0.026597705326021986,0.27943599384416723,1.0,0.775,0.55,0.1,0.325,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5313517645866126,-5.495612074798951,1.0283099346392097,1.1713133892548768,1.098515280911384,1.0857947482288541,1.3464695963094095
65,5,5,3,0.22040892156008052,0.6982916787909907,0.3012658884495995,0.09408642060014127,0.056412240124983165,0.775,1.0,0.55,0.325,0.1,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.1268905989665717,-4.074582566488136,0.9221859337836898,0.9241478769584709,0.993480649628277,0.922398524160235,0.8482261941576288
66,5,5,3,0.14255646930376253,0.412713312598414,0.726834581662547,0.18206608537130187,0.07495800248842986,0.55,0.775,1.0,0.325,0.1,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.4871252219888187,-4.88995341334462,1.3680094062465444,1.6546340299073594,1.234555680733949,1.4239796330296286,1.462972493779129
67,5,5,3,0.5472295077624674,0.32623100432233443,0.8099953844067832,0.1750920110309691,0.059209441866061086,0.775,0.55,1.0,0.325,0.1,0.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.04552566703042432,-4.652147266107413,1.3956653305098372,1.1386575707843158,1.5210584442361177,1.5365501858485475,1.52771147630595
68,5,5,3,0.5202255634323748,0.5004022818526835,0.35550916486096573,0.19826861379558933,0.026058059021000363,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,-0.10033309666309352,-4.763869817885341,1.5025643513013012,1.4508986060195843,1.692146055148241,1.4813717381273794,1.5851428238011651
69,5,5,3,0.4291862477759487,0.3208360709204188,0.32354463668469846,0.1805264636527946,0.02658865542569472,1.0,0.775,0.55,0.325,0.1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,-0.18968958264961377,-4.862176116528869,1.5780648069621785,1.71033208811296,1.5648199313819624,1.5103199231641238,1.6925270307529872
70,5,5,3,0.4267906506954031,0.10804669352895513,0.6043682087026322,0.4384179828115734,0.029972748952002304,1.0,0.325,0.775,0.55,0.1,0.5,0.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,-0.20323343913879208,-4.492313503389576,1.2618382729116429,1.2992159498742828,1.132629876300331,1.1379163172986053,1.1366702638457773
71,5,5,3,0.5823710662814594,0.1107834931303654,0.6541490477246132,0.48378551176330803,0.07171493600939309,1.0,0.325,0.775,0.55,0.1,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,-0.16876027989447098,-5.093265621938506,1.4337412609614828,1.4573049129084326,1.5915686062923329,1.5152615383673786,1.7577663859521422
72,5,5,3,0.28078698503090993,0.6867923602393059,0.47834541045821344,0.2681564138898087,0.06556949868987527,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.3766273857062732,-3.7170899424840265,0.6275797794469119,1.0302452514509688,0.9688945271690148,0.8085667690214585,0.9883447330799207
73,5,5,3,0.376425628717882,0.17283871819013497,0.6296557781360526,0.8637736846300841,0.0317189401914517,0.55,0.325,0.775,1.0,0.1,0.0,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,-0.06859300339178065,-4.991562247790292,1.7749394334676938,1.748476404644934,1.623827851902963,1.834799644400676,1.576141833080141
74,5,5,3,0.30732602839875706,0.19251786656265152,0.8043312652172971,0.04863547631752501,0.27732844840657705,0.775,0.55,1.0,0.1,0.325,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.12023381058108092,-5.3559667556672235,1.983806125611449,1.9415737063064724,1.7750606862886584,1.7375525340304174,1.9308265466429566
75,5,5,3,0.3726475036023682,0.3104802274454154,0.11124003181064951,0.5991730471988697,0.08924259549075425,1.0,0.55,0.325,0.775,0.1,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.21984599480535538,-4.790002806363036,1.5411003224904893,1.6497272269954715,1.825086786184414,1.8368734368701451,1.7310000556598877
76,5,5,3,0.5349191786925203,0.18710932733424224,0.6650550229243544,0.2591980141859092,0.08900819867622255,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,-0.2808101898481235,-5.279961034690854,1.4752781327170883,1.9369890648848136,1.7178409746110903,1.7794306536671005,1.807568348195157
77,5,5,3,0.4006145026593473,0.16287192697925446,0.4988817226304403,0.16072847492797268,0.06765137346172805,1.0,0.55,0.775,0.325,0.1,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.2574019762312199,-4.656308336765015,1.1265757836723909,1.042074627153082,1.0959538539009062,1.27880828417906,1.3320017475033774
78,5,5,3,0.20415097351003286,0.5558251631805138,0.4057066279358894,0.03312530620542113,0.26895216969789,0.775,1.0,0.55,0.1,0.325,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.45287332438035566,-4.09515932640005,1.0350011647515245,0.8358956971969091,0.9748100124614261,0.9344823793297812,1.0197068414414183
79,5,5,3,0.1990580124771263,0.535893825395667,0.49392672067727833,0.27878746732096926,0.06119737996139705,0.775,1.0,0.55,0.325,0.1,1.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.3346659891482273,-4.567175260559526,0.8545539504208962,1.0559632411604682,0.8383159281594474,0.9969374494240275,1.131209651146714
80,5,5,3,0.23015968470877313,0.1925335612186232,0.0842314578562233,0.870302404908,0.051217104810167884,0.775,0.55,0.325,1.0,0.1,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.13668384216114587,-4.062427137189657,1.0986761275066972,1.1495424367719613,1.13351676212424,0.9571256918001727,1.218521191323502
81,5,5,3,0.5522754375155798,0.17927091135964424,0.61645735156886,0.16855183825673428,0.05982247697934539,1.0,0.55,0.775,0.325,0.1,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,-0.2899986955809589,-4.789824522418376,1.2773330813798602,1.591449864064929,1.4506133145859048,1.5504619223576057,1.4681446856330904
82,5,5,3,0.22552226951822002,0.45245644873373436,0.8886147708240151,0.051360645617364115,0.2888661203940511,0.55,0.775,1.0,0.1,0.325,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.012808915545621547,-4.67390278637895,1.459296943578711,1.6124450503817067,1.4925875263976058,1.5099086110127666,1.617460739735141
83,5,5,3,0.21473561195939905,0.1639050394978,0.6968353468656304,0.14832250921084056,0.08975864592182656,0.775,0.55,1.0,0.325,0.1,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.04471488613878216,-4.786434408254643,1.5901748049189979,1.7865379785042534,1.591873658830408,1.5024731002343923,1.689865030601295
84,5,5,3,0.16245319818250725,0.6170013153703033,0.5644516081082691,0.2893057166728949,0.06593916505996207,0.55,1.0,0.775,0.325,0.1,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.5,-0.13670994064562364,-4.417070489366663,1.1978748359605367,1.0624014222951372,1.1682515248499572,1.2458359667734198,1.296210907914694
85,5,5,3,0.4195183396189015,0.316781639370758,0.14018399281717542,0.16073873756498155,0.07007559374371562,1.0,0.775,0.55,0.325,0.1,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,-0.09991176195976105,-5.1848741263126845,1.6342062016821608,1.6812085618862675,1.9364219792766966,1.7731478060655983,1.6297429962881786
86,5,5,3,0.3289196228613244,0.5872537759086063,0.318860191130853,0.027544290122612114,0.25526101657468,0.775,1.0,0.55,0.1,0.325,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.25787598881050694,-4.06822763160854,1.0496179721775272,1.0886241518678672,1.1206651705374169,1.264385365512446,1.1413392150894135
87,5,5,3,0.4116769220336546,0.16212196573358595,0.45512509671700085,0.2530838493735464,0.04577385760538612,1.0,0.55,0.775,0.325,0.1,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,-0.5320765123358975,-4.520641278756352,1.7773654302521722,1.5650371264704697,1.8069229878666666,1.738160282521946,1.638321963227428
88,5,5,3,0.7127986456280655,0.33976871288435384,0.15228967530747373,0.6492630521340709,0.07582240409254654,1.0,0.55,0.325,0.775,0.1,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.11556603361828904,-4.543044313768825,0.9221891601694963,1.1307290810756465,0.8451109751844662,0.9118126901656396,0.9475874767294168
89,5,5,3,0.26418116935033387,0.11360560916894841,0.35937419037471197,0.6837033938257463,0.08737166719996509,1.0,0.325,0.55,0.775,0.1,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.17863654472933793,-3.481508412951378,1.2184660658033655,1.230789335053877,1.5347897935450503,1.09727060541786,1.2327280464558863
90,5,5,3,0.27443101833419803,0.29163840083130105,0.1625618300841985,0.45778039138974086,0.04129062395405464,1.0,0.775,0.325,0.55,0.1,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08585592152816021,-4.612386659771611,1.352518617342111,1.3280997420428473,1.4917561693958068,1.2862223763660376,1.173310121971335
91,5,5,3,0.3249426452495596,0.2648572695576683,0.16155255332230065,0.3877862939190831,0.08909183009332636,1.0,0.775,0.325,0.55,0.1,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.11652058362468819,-4.439842785176469,1.3473451230062008,1.2489482941160857,1.614802048377585,1.5546567337882886,1.4283333811166643
92,5,5,3,0.5407879605599694,0.3232504961303681,0.341447499155216,0.21084939044606657,0.08943324329461971,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.05791594364933377,-3.7541166888568167,1.114618180804858,1.0174747233112962,1.081288470640342,1.2392316764691136,0.993361478494903
93,5,5,3,0.5536128551432669,0.511838402780805,0.13852867659364843,0.46121524909280043,0.0744511904751843,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,-0.12612472603758093,-4.8143577901896695,1.6882103097808427,1.6938041163588944,1.5755313016868544,1.4442731739831718,1.818096378074819
94,5,5,3,0.4855244497471658,0.2844191815747828,0.3505487082923087,0.23044337636402853,0.059764619661819396,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,-0.19894058496711747,-4.518354527184305,1.6971103945898889,1.7630345838877566,1.4577826712863224,1.5962029620936342,1.6266381374387875
95,5,5,3,0.15308134103428195,0.7234206560837368,0.5442375306320139,0.10286524200078728,0.03820867315274476,0.55,1.0,0.775,0.325,0.1,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.272577557726931,-3.8651892100316405,1.2935677854741163,1.3032748241388745,1.076587346739372,1.3956280351745063,1.203196447783169
96,5,5,3,0.4702607803018506,0.10037402691417252,0.3882875035379473,0.6799642899601432,0.04775974455999541,1.0,0.325,0.55,0.775,0.1,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,-0.04512641110057758,-4.385418314315802,1.2653423545291227,1.383613256451396,1.382536849255645,1.1644295643163496,1.3992968449471108
97,5,5,3,0.1524987383582176,0.10336262002924895,0.8025695398020007,0.6231452634367717,0.04198185117995127,0.55,0.325,1.0,0.775,0.1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,-0.06400171702661783,-4.319431750033714,1.9308009623847326,1.5602432947917573,1.5646489499578706,1.7767274912473963,1.6191724949972828
98,5,5,3,0.3823691796751341,0.1764324165450497,0.7416217574495595,0.15997443196386837,0.037163278981918124,0.775,0.55,1.0,0.325,0.1,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.08821069250143555,-4.152985971071334,1.383507283261427,1.3687808532776673,1.3621745985593954,1.4240282096685115,1.3507795224339223
99,5,5,3,0.29330316019717645,0.5382465479758057,0.7931846480675009,0.28811117512168016,0.07895739381481504,0.55,0.775,1.0,0.325,0.1,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.07869244987734485,-4.638055088783212,1.4124785877737922,1.6014171595321385,1.3770275060342116,1.3418221945158255,1.61823867250959
