Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,eta0,eta1,eta2,eta3,eta4,eta5
21,10,5,3,0.1710895891484686,0.5993602695541316,0.41843444500917326,0.5577524066542879,0.4073962072477203,0.17643778409424235,0.0876861332443698,0.28887873459863056,0.04395685973320536,0.14992710648887644,0.6,1.0,0.8,0.9,0.7000000000000001,0.4,0.30000000000000004,0.5,0.1,0.2,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.20676285869171962,0.49967939137248507,0.25346225711169695,0.47091950392995346,0.44603851461091626,0.3906248920995588,0.4879691834871795,0.48047522824945144,0.22824503140871868,0.29283914485223383,2.3067816988937366,4.4089131580845615,3.7565209735094203,4.802921058271782,2.4767062541052622,4.345686948558436,3.0689028550489743,4.073336195358097,3.6035225224994147,4.64686691308077,1.570166640386879,1.570166640386879,1.570166640386879,1.570166640386879,1.570166640386879,1.570166640386879,1,1,1,1,1,1
22,10,5,3,0.2512321065783212,0.394162777926893,0.21403031270318534,0.5253037061325229,0.19637103083769591,0.28658375655779544,0.20242698129898248,0.054667800157603086,0.032829454285441054,0.2575530021498477,0.8,0.9,0.7000000000000001,1.0,0.6,0.5,0.4,0.2,0.1,0.30000000000000004,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.28314868284726685,0.2433352498357984,0.4722083732020948,0.4428166304230013,0.47033050717270053,0.23679895472586598,0.47305033299223653,0.44400855719910104,0.30294922750080255,0.3670328853309588,2.5127754342273474,4.084484012871199,2.004901729952471,2.564492431371484,2.4377974367156203,2.481147647758756,2.3339174581101454,3.792379544895577,4.870466040541034,2.6687515351654567,1.7317430031512706,1.7317430031512706,1.7317430031512706,1.7317430031512706,1.7317430031512706,1.7317430031512706,1,1,1,1,1,1
23,10,5,3,0.5403301354090506,0.36620445602583956,0.30062209076237195,0.2229234653167308,0.13145090161526285,0.6075167585318519,0.09699512694842816,0.09582800248486914,0.3299208722369269,0.08355580976634981,1.0,0.8,0.7000000000000001,0.6,0.5,0.9,0.30000000000000004,0.2,0.4,0.1,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.3308279111327128,0.38154408133640827,0.47714603585412674,0.254337041161958,0.22420199328300178,0.3235563897730068,0.4383253051435051,0.35606546119385285,0.36484553554795446,0.3097406472677239,2.9483592973871953,4.432719518075414,2.3276577023302325,2.1800091338028693,4.7623075928675025,3.0612285746751122,4.810775322396781,4.2789985183397405,2.3611543796134287,3.1442155839883443,1.3490569513327322,1.3490569513327322,1.3490569513327322,1.3490569513327322,1.3490569513327322,1.3490569513327322,1,1,1,1,1,1
24,10,5,3,0.27184343360249685,0.6744439514035969,0.7950725704209006,0.19699504804887824,0.3186518024937097,0.42414625438203285,0.6200958354911518,0.23074491226577032,0.14835975788441852,0.0527918439927354,0.8,0.9,1.0,0.4,0.5,0.6,0.7000000000000001,0.30000000000000004,0.2,0.1,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.43691683520996016,0.36514193767308,0.36951236788731523,0.27007022483677984,0.32457892090964535,0.21321586374486118,0.4009906198556281,0.22358100008084558,0.368629110173477,0.3034629585117383,3.730159813472106,4.132385462169048,3.589225843603203,4.189917377665111,2.7148160653564735,4.870018838310112,3.613415450576417,4.15291854518469,4.363773562514485,4.767437844266544,1.114677544988015,1.114677544988015,1.114677544988015,1.114677544988015,1.114677544988015,1.114677544988015,1,1,1,1,1,1
25,10,5,3,0.45688259527497616,0.3749270984115894,0.2050815928008039,0.38665400406776346,0.13409649945614344,0.7727306777458957,0.08364064276644112,0.0978573806089108,0.42645805807314496,0.04012343088883796,0.9,0.8,0.6,0.7000000000000001,0.4,1.0,0.30000000000000004,0.2,0.5,0.1,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.46328083626342836,0.26653136876525724,0.20250753431644247,0.41330556835691157,0.24580002125950848,0.4721412240559601,0.35151998259776096,0.25345960671340684,0.4190274182981366,0.49733758873110423,3.554059331402419,3.65507639483243,4.304771146907935,3.9245814151961413,3.4985872925766617,4.866218687756321,2.928784935406579,3.367498167830587,2.798108982977478,4.184037019194825,1.2755099507552128,1.2755099507552128,1.2755099507552128,1.2755099507552128,1.2755099507552128,1.2755099507552128,1,1,1,1,1,1
26,10,5,3,0.28039995937368367,0.3165659923145334,0.548649477794159,0.29817292964507564,0.23156841404954262,0.15647610792139982,0.7797847268577894,0.5038284186406544,0.1790667562091266,0.0899339436580109,1.0,0.7000000000000001,0.8,0.5,0.4,0.30000000000000004,0.9,0.6,0.2,0.1,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.3135755516859251,0.3905225247075782,0.45704079626862215,0.41403147985661937,0.495046097676885,0.31520033452592316,0.3348418777942115,0.4510028413628663,0.44424919333869434,0.3547696312337053,3.0257707914893195,2.3276154025639526,2.4051348273928177,4.06543332528375,3.5098927687293022,4.465402107111136,2.9967990468985732,3.5947290043380296,2.4284249617127673,4.709235937955954,1.6712365182924303,1.6712365182924303,1.6712365182924303,1.6712365182924303,1.6712365182924303,1.6712365182924303,1,1,1,1,1,1
27,10,5,3,0.15153630687272474,0.14643868845258012,0.40091842225349594,0.6518208329052237,0.6807712337380744,0.883886632151781,0.21771649227057036,0.03072559969818242,0.1405288426521279,0.35444983697331883,0.6,0.5,0.7000000000000001,0.9,0.8,1.0,0.30000000000000004,0.1,0.2,0.4,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.28066912526359483,0.29310606153297153,0.20620989152287472,0.39633755331892406,0.40551344460098004,0.3232934144285546,0.30214384151812407,0.30408915688827115,0.25576726559600443,0.283650708418613,2.0052646569157986,2.223119776434909,2.5444932423268027,3.49037411401996,3.289038274224535,3.8854560892472807,2.678592229087084,2.5339253676258346,4.998109853212572,4.634130310271719,1.5739212198249948,1.5739212198249948,1.5739212198249948,1.5739212198249948,1.5739212198249948,1.5739212198249948,1,1,1,1,1,1
28,10,5,3,0.46863888393038966,0.409033813043922,0.17228566824690095,0.311040989493208,0.21682380879729157,0.21588326301129326,0.7187938332841018,0.12598320027416268,0.33297579822098505,0.0775192497278927,1.0,0.9,0.6,0.7000000000000001,0.5,0.30000000000000004,0.8,0.2,0.4,0.1,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.2271508664628153,0.2433991878661848,0.2643663369091998,0.4371252708229857,0.47065675028607123,0.4173013421221234,0.3852162272852271,0.2778758248016884,0.4427719158698577,0.22107995910030945,3.414802335316679,3.940102055147802,3.7238964932125564,3.5634873086621615,4.867956481980884,2.3411653705455846,4.248541134997184,2.8041363364154948,4.40385431314891,3.138123814281134,1.2490959884665593,1.2490959884665593,1.2490959884665593,1.2490959884665593,1.2490959884665593,1.2490959884665593,1,1,1,1,1,1
29,10,5,3,0.33769353949851266,0.32969366710374465,0.464738231635303,0.2875011239223253,0.18680794833585657,0.7869323492390922,0.33618492417984397,0.21252964736410915,0.13621138737631272,0.07751479599889421,0.9,0.7000000000000001,0.8,0.6,0.4,1.0,0.5,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.2265723328611377,0.33875452617436075,0.2822737347727846,0.4512427681021009,0.2526316823463424,0.2675282406818967,0.207816154399449,0.36127757593260795,0.4197366450337563,0.4182741024698494,3.7713582225605045,4.780527161922788,3.34954361456776,2.580869954699719,2.002242106927004,4.519865525253554,3.653746204724653,3.0035259643190546,3.0042358985336994,2.0560864165839177,1.6003057875460958,1.6003057875460958,1.6003057875460958,1.6003057875460958,1.6003057875460958,1.6003057875460958,1,1,1,1,1,1
30,10,5,3,0.32952013096321187,0.1815716747089895,0.46876034721916815,0.1977191317120116,0.17033019708262961,0.11079394902966716,0.4604844455498411,0.6938345751045042,0.038613437070489025,0.1666293887105006,1.0,0.7000000000000001,0.9,0.5,0.4,0.30000000000000004,0.6,0.8,0.1,0.2,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.3858988182212195,0.2403596016435378,0.26119776161992825,0.3527418509021627,0.48567757299163233,0.2107339567547079,0.3901966568543713,0.2811966199775155,0.22095152904296755,0.2246180312202126,3.6265250035409458,4.158889429723001,2.9902197071056094,4.621601682150891,4.539188886675387,2.0299633838264817,3.6876251535524913,4.3204742765775475,3.7494613553087492,2.299691956090082,1.5832817113423214,1.5832817113423214,1.5832817113423214,1.5832817113423214,1.5832817113423214,1.5832817113423214,1,1,1,1,1,1
31,10,5,3,0.3942431740936041,0.2141151580636037,0.5536385693249746,0.7403101754284391,0.3477948446702942,0.07260283235558451,0.310219190945764,0.5352833627699729,0.2543559673062637,0.0655409159432303,1.0,0.7000000000000001,0.8,0.9,0.5,0.2,0.4,0.6,0.30000000000000004,0.1,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.21757651820248525,0.4123427499043669,0.22240219319278004,0.32437348203388083,0.217368573409925,0.2734840158301242,0.3939501473991628,0.3673263648412185,0.296302821750276,0.35823745193115647,2.639679073955865,3.3581503324630684,4.232415931623598,2.5035465682207247,2.3869043452290697,2.092169960853458,3.312081304119722,2.7407298966541878,2.079377957413225,3.2558269478134148,1.6112088504246502,1.6112088504246502,1.6112088504246502,1.6112088504246502,1.6112088504246502,1.6112088504246502,1,1,1,1,1,1
32,10,5,3,0.6145596623525253,0.227221694372569,0.4662707329642848,0.13457528505411026,0.6882975682757565,0.3342419231109096,0.5348865883032784,0.09183084962590077,0.20184682174085086,0.06015870105447192,1.0,0.6,0.8,0.4,0.9,0.5,0.7000000000000001,0.2,0.30000000000000004,0.1,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.46500370342816305,0.4837620327300623,0.38688508687106615,0.28764759406681395,0.4244564613321761,0.45389441082671966,0.30684020720004823,0.4844029326406673,0.2047866106905204,0.48512794090375444,2.6067871977294983,3.6811301176059135,3.3875843631594615,3.8007882432792988,2.1941792213246805,4.256335900889788,4.997917898121504,2.981196608834545,3.3809336920371704,4.372906396166348,1.509954148576581,1.509954148576581,1.509954148576581,1.509954148576581,1.509954148576581,1.509954148576581,1,1,1,1,1,1
33,10,5,3,0.22098684914709943,0.6840096379753694,0.6066876236962858,0.7070214446330824,0.4427325396644785,0.18281268641802909,0.4168870202849482,0.3268545899994689,0.16011743824778663,0.08810948281442804,0.7000000000000001,1.0,0.8,0.9,0.6,0.30000000000000004,0.5,0.4,0.2,0.1,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.47794473179966973,0.38998258660870044,0.3717518003091316,0.3863882897576687,0.43643392060383146,0.41823817210722647,0.4658142918566535,0.3908222818126735,0.4107689183083837,0.4752907440647758,3.60685702094041,3.0833662614828663,4.213162341922697,4.287820726460716,4.64615285141694,4.053626514683774,4.975159632442168,3.110282793770626,4.8029956534921645,3.2677686206704792,1.5551739476046302,1.5551739476046302,1.5551739476046302,1.5551739476046302,1.5551739476046302,1.5551739476046302,1,1,1,1,1,1
34,10,5,3,0.28346411930414617,0.4846302613708898,0.2815683576886891,0.3949132551928752,0.5217093504800031,0.22985565592455837,0.2429264019805437,0.20120187184702396,0.11743440160737206,0.04163397468069261,0.9,1.0,0.6,0.7000000000000001,0.8,0.5,0.4,0.30000000000000004,0.2,0.1,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.3868354314534914,0.4289528952325127,0.47769399185576283,0.4980423881274977,0.30206282828132175,0.22431555543612752,0.37694847288590216,0.22337700439867975,0.3780727418765205,0.46592994240841246,4.716363634696631,3.468648396595221,4.9966657555777125,3.9575071282178884,4.332590810724389,2.862434932722753,2.625735399142392,3.875867155573541,4.7711258507875485,4.5964263362881645,1.2137876369747658,1.2137876369747658,1.2137876369747658,1.2137876369747658,1.2137876369747658,1.2137876369747658,1,1,1,1,1,1
35,10,5,3,0.27654195111714175,0.1610397450788732,0.5470851034643401,0.4408514829779913,0.13021666791523645,0.3314237516292232,0.6325090931445957,0.28405839005544203,0.11865896516509918,0.07667030481138326,1.0,0.6,0.9,0.7000000000000001,0.30000000000000004,0.5,0.8,0.4,0.2,0.1,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.48429041642348863,0.3562492912979559,0.23215272131374404,0.31676688557560645,0.2779636881466492,0.2539559511788469,0.3433582395362845,0.3988557831062154,0.26978425319645327,0.2649889121034764,3.8944878056491037,3.12151855064282,2.338734946796025,4.184324745487896,2.916062406228201,3.8011066856328926,2.953816566281402,3.6801607370861564,2.303070855681873,2.5861323496764865,1.4925610420439694,1.4925610420439694,1.4925610420439694,1.4925610420439694,1.4925610420439694,1.4925610420439694,1,1,1,1,1,1
36,10,5,3,0.3813927905803163,0.45323143225609613,0.5620663595159011,0.17756581205606642,0.28066746912302776,0.497900460068757,0.414455243364611,0.1009985826854552,0.2137563234248768,0.05419276422201807,1.0,0.9,0.8,0.4,0.5,0.7000000000000001,0.6,0.2,0.30000000000000004,0.1,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.3441443369034749,0.2772453921256462,0.48527545356829777,0.448947318904491,0.4811653958246711,0.2943291051799067,0.2801000111894886,0.34732186586889646,0.3828934379153821,0.24925641608112845,2.7904286925927715,4.95118827489005,3.85824210971435,3.2809632471447703,2.822269676914873,2.209078064923662,4.6774542674736175,2.0934498007541507,2.4175454350004077,4.785913568149908,1.368467292885264,1.368467292885264,1.368467292885264,1.368467292885264,1.368467292885264,1.368467292885264,1,1,1,1,1,1
37,10,5,3,0.5063891816236985,0.156528971288255,0.35859750388312955,0.5956766584168188,0.10751277133414405,0.5498472918526148,0.3148953265116964,0.187839661488761,0.04886943075575417,0.1771666570384141,1.0,0.6,0.7000000000000001,0.9,0.4,0.8,0.5,0.30000000000000004,0.1,0.2,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.3722454173004056,0.2679114494141973,0.2514621606030385,0.4064169492696124,0.2556743892226602,0.2862809500343825,0.41513898248074027,0.25290043211384283,0.28360327006362485,0.32219262025086864,2.3513874948451807,4.07261135150062,2.669768253202959,4.42132737617187,2.2169093095835732,2.26432207881546,4.273369522802623,4.639118429900614,3.5353691072499425,4.300694236977991,1.4480054221078864,1.4480054221078864,1.4480054221078864,1.4480054221078864,1.4480054221078864,1.4480054221078864,1,1,1,1,1,1
38,10,5,3,0.2270632622480081,0.6627423336510612,0.4854440368426005,0.18676310288812836,0.7042763421293549,0.5194045949448851,0.19253852227669555,0.29433986417467706,0.14320032846473926,0.05334553647732637,0.6,1.0,0.8,0.5,0.9,0.7000000000000001,0.30000000000000004,0.4,0.2,0.1,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.33221620046644507,0.44413938392641095,0.22952786968119798,0.3511343670901313,0.32366822980880605,0.4923487764985887,0.4670943715400483,0.3627900812818584,0.3651975018605216,0.3306062732860221,2.177314097391227,3.629945232733927,2.315723747984549,3.0395066408500364,4.546760951395303,2.8782726910810874,3.006390089564447,4.769077589746722,2.910469001617327,2.94754668011256,1.9438165806447751,1.9438165806447751,1.9438165806447751,1.9438165806447751,1.9438165806447751,1.9438165806447751,1,1,1,1,1,1
39,10,5,3,0.5581260347330416,0.26260939403858186,0.48790873811333385,0.4476986158735888,0.14787037705091244,0.09828658701054693,0.81248825112776,0.3490398413360364,0.028145704667443136,0.16605843415406263,0.9,0.6,0.8,0.7000000000000001,0.4,0.30000000000000004,1.0,0.5,0.1,0.2,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.21280054331842602,0.33295752708595616,0.47202437234596645,0.280023628292353,0.2875237890717219,0.4106433766492072,0.22637496976155771,0.4826708653854541,0.3132533070925221,0.32221896844243175,3.0954511208897557,3.243617430189742,3.925487568049817,2.4650871518117374,3.448341069279964,2.392936256472106,4.902964054768427,2.522984740825219,4.128529187346557,4.448282202028626,1.9033052277996894,1.9033052277996894,1.9033052277996894,1.9033052277996894,1.9033052277996894,1.9033052277996894,1,1,1,1,1,1
40,10,5,3,0.39809308165462576,0.35692014778532816,0.17291983419839674,0.5857356769046301,0.1181989883220459,0.7219776286331423,0.5364748485128685,0.15334118567816168,0.2674507109674282,0.06962117256315055,0.8,0.7000000000000001,0.5,0.9,0.4,1.0,0.6,0.2,0.30000000000000004,0.1,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.2677746350286577,0.2635129142333231,0.28540900753003823,0.36464096332113727,0.34777920677838486,0.27818697827708866,0.2122930998260091,0.24556918918988319,0.4125470128066189,0.35434372025258065,4.75259925084021,2.2196141676280297,3.685037995014706,2.8668716407059653,2.3839633947932812,2.208728574224826,3.722046368296443,2.8141159559573348,2.88320702974113,3.299557985101081,1.979593941227671,1.979593941227671,1.979593941227671,1.979593941227671,1.979593941227671,1.979593941227671,1,1,1,1,1,1
41,10,5,3,0.233363445211055,0.4738965351994477,0.2045279851231644,0.3143742117449919,0.7740830101874938,0.6811643797957068,0.1372731421781573,0.2922587229667261,0.028142848636691795,0.14628385237978414,0.7000000000000001,0.8,0.5,0.6,1.0,0.9,0.30000000000000004,0.4,0.1,0.2,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.48736769156655735,0.22981108215850188,0.49117870631878613,0.39675878954423344,0.4337191630271509,0.28629439391030354,0.4585873110735651,0.3715364800927059,0.44445187078480797,0.3496761485274914,3.7089598641357213,4.004735433841489,4.875396948536292,4.085356325466261,2.630673206957508,2.0162930261566183,3.7704280942973716,3.043275831636731,4.115173602388073,2.4535106820391333,1.2363182543203726,1.2363182543203726,1.2363182543203726,1.2363182543203726,1.2363182543203726,1.2363182543203726,1,1,1,1,1,1
42,10,5,3,0.49114818265058224,0.3171225193712346,0.47879183312613904,0.19897096640830259,0.07368970404204239,0.5826977771515833,0.2202165182140658,0.43052055538658124,0.3308915228865352,0.08861093587889601,1.0,0.8,0.9,0.6,0.2,0.7000000000000001,0.30000000000000004,0.5,0.4,0.1,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.5,0.4301979198320185,0.4993596637242399,0.26920757035500475,0.48302258021841715,0.2022750126174242,0.3683047977272322,0.27949458006888245,0.4870137939045359,0.4998291841525892,0.43678334563529553,4.246567445367981,2.698616180815683,2.2190031583194383,3.3333775056275905,3.6752524788128658,4.809852943367748,3.6831463346717968,4.368156973256566,4.766921070617512,4.5505563962354625,1.7722507319362104,1.7722507319362104,1.7722507319362104,1.7722507319362104,1.7722507319362104,1.7722507319362104,1,1,1,1,1,1
