Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,eta0,eta1
35,10,1,3,0.500633573158027,0.405106044116691,0.18511851946496105,0.13467816553379758,0.5815193469942824,0.49777244992536346,0.225139264306533,0.16976363926231422,0.029222252674016236,0.17477708502551337,1.0,0.9,0.6,0.5,0.8,0.7000000000000001,0.4,0.30000000000000004,0.1,0.2,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.4963687166490842,0.27353298392164804,0.24228007411655794,0.21991192078306918,0.28464068560498895,0.28811605673244817,0.4000952436829369,0.3688458694291106,0.34435099544048037,0.38877380606467304,3.46864067797115,3.0348718021399765,4.253174025846441,4.730242310296743,4.358892675350935,4.306290027647512,3.945355280598766,2.676681301242709,2.3664418428987704,3.248735166490769,0.22992025548805595,1.474776935737134,1,1
36,10,1,3,0.23745905012124524,0.22515439867214515,0.7016482882842947,0.23727098060562307,0.6508885419910144,0.5049062009424893,0.2243812715514203,0.2311062678757893,0.13428578405166292,0.08323368185066463,0.8,0.6,1.0,0.5,0.9,0.7000000000000001,0.4,0.30000000000000004,0.2,0.1,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.230181650682545,0.33009579255659927,0.24843290676814983,0.3189273837093607,0.38185107399384366,0.3770105958187621,0.326573599970316,0.47997699137385275,0.31495540415913054,0.4797489855820775,4.8004577264571395,2.461985176336292,2.4823883081030447,2.6018441836258157,2.626258750909167,4.63396550253804,2.35209944935659,4.008384220618964,2.3980192166865275,2.426876882810718,0.9812984785502847,1.2526341727877437,1,1
37,10,1,3,0.46876308408548617,0.23929583945436228,0.19549996396672126,0.5134650131385118,0.11595901007580817,0.5867012452239617,0.11094149893309516,0.07062294284722431,0.41223534526833505,0.08661413891320734,1.0,0.7000000000000001,0.6,0.9,0.4,0.8,0.30000000000000004,0.2,0.5,0.1,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.20586862594000616,0.20177537730663875,0.4351978336650125,0.21381961720514295,0.20625809457740485,0.4524243427533436,0.3519454249013086,0.28370997063157477,0.31700731376572877,0.28728658205966645,3.869333063431748,4.118781432551765,3.499096249784369,3.952838487375966,2.0463374572706665,3.0168035239806317,2.043610136324703,4.944429223872577,4.94937648234778,2.706457427092174,0.2076319146964089,1.1123263558745506,1,1
38,10,1,3,0.41270343748241856,0.22030073262575556,0.2736402311399278,0.11371043679106058,0.6410163646777058,0.2707552645345729,0.7808206212770239,0.42466183175469674,0.043028115959209745,0.16004066598589628,1.0,0.7000000000000001,0.6,0.30000000000000004,0.8,0.4,0.9,0.5,0.1,0.2,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.2835582425001062,0.36018948168182163,0.27831416814450083,0.3332537917565802,0.22703981916028215,0.22759070919156368,0.2954920651589797,0.22994814502310482,0.46484464763671807,0.43177411696990564,3.8417290398594384,2.531699566182946,4.989060496197232,4.219297931638113,2.5016563558795966,4.568234736036146,2.4264962683910896,4.232396152272841,2.0251392050660937,4.997751923231082,0.2816975594314667,1.8497934741021238,1,1
39,10,1,3,0.5513442404967397,0.3988549398400596,0.297363068694117,0.22278258915753346,0.6720316815522088,0.48610201084553184,0.1188572273352349,0.346468143833908,0.07761142650103653,0.17831889516507457,1.0,0.8,0.6,0.5,0.9,0.7000000000000001,0.30000000000000004,0.4,0.1,0.2,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.20799983656605597,0.2152335811786367,0.46479730312149126,0.38809259233612237,0.4351720143012898,0.2889240075231328,0.290141347996205,0.45291175624997787,0.3677149554674203,0.45692628614567865,3.04846715304408,2.1614599091692757,2.619241971164093,2.934281632474539,2.885478349083953,2.4934724935226686,2.3553162570550077,2.2816955733315387,4.676818404917642,2.0284197126315937,0.4648457035145873,1.4142434902251968,1,1
40,10,1,3,0.49415195985892213,0.22763350323901688,0.28178033737718583,0.5239616163289977,0.22528477044968165,0.19245519349116236,0.7789708256667942,0.05619694693699254,0.25747971402218744,0.1740074727999552,1.0,0.7000000000000001,0.6,0.8,0.5,0.4,0.9,0.1,0.30000000000000004,0.2,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.4774331682849294,0.3571520400426198,0.27008598764792147,0.412810101693289,0.20853938560420826,0.4591053483620047,0.30537636710603516,0.25850923331204845,0.41916422148095633,0.2654243402397802,3.4824568740542796,4.009053958590169,4.29492826593345,4.56912447605953,3.1536297085961777,2.4472107606117817,2.620914862672308,2.9242765751807376,3.8363656432360638,2.6872668081770197,0.9957925153674845,1.8659183313096692,1,1
41,10,1,3,0.23789262091936925,0.3494033854733368,0.7002664285187783,0.4447055223228467,0.2774227067019802,0.11489021617582812,0.2285404263833967,0.4505385164925433,0.06821895813890216,0.08106942379210208,0.8,0.9,1.0,0.7000000000000001,0.5,0.30000000000000004,0.4,0.6,0.2,0.1,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.2751688989057903,0.46063036938231133,0.36029261565410164,0.44054773943209835,0.40336850667267393,0.22540774026902682,0.38627272519736694,0.257555725086442,0.4716492644520239,0.4499494884378692,4.4776815888274255,2.8743827956332217,2.98976045673889,2.2973808838800243,4.595962784305749,4.282870935910973,2.7646728094481605,4.383723202119196,4.125223717621122,4.175416856766337,0.9344700669462592,1.2468651284618288,1,1
42,10,1,3,0.3599432427744089,0.3241681147681229,0.18879467327255417,0.40105831337510617,0.3698635940346761,0.28394976361519003,0.10469389781032344,0.42377488331796576,0.22381352763641502,0.04588881557184083,1.0,0.9,0.6,0.8,0.7000000000000001,0.4,0.2,0.5,0.30000000000000004,0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.3206701053387329,0.2278188918652299,0.389323136334963,0.3732112966623395,0.37504246045010226,0.30098385979694153,0.3404068935359465,0.32740224817014735,0.44326157284108025,0.2419038433040219,2.444643965092755,4.596362962851911,4.257727603607649,3.9308699185466174,3.32434358498669,3.8467154805512163,2.533396555364372,2.0368689770697608,4.271595659355222,4.897808486472389,0.1177062811542228,1.8738096028655158,1,1
43,10,1,3,0.2731731008609528,0.2955399019293471,0.21108136860983046,0.24182666001905562,0.586599232589995,0.30980654089771226,0.30604160240050327,0.12362684159111728,0.22695180271349596,0.06237849842614965,1.0,0.9,0.7000000000000001,0.6,0.8,0.5,0.4,0.2,0.30000000000000004,0.1,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.4840303965298454,0.40921179047561973,0.3444202377462472,0.2086672004549372,0.2873515030200959,0.4384512378967189,0.3414820519954721,0.35808392168750053,0.4801041267128466,0.36795985001323905,4.578757403192206,4.443437788281489,4.920813004318137,3.966287165468094,4.776548358608439,3.1046704873779514,4.8575554296502705,4.100607349365611,3.7492949385350696,4.9227657192729515,0.3150010002042216,1.783832773061172,1,1
44,10,1,3,0.4414804661573717,0.32157390869512065,0.4557764043480941,0.28831770940922213,0.45202695386456426,0.079572003808207,0.34733126532759084,0.2817910981007275,0.15177878641011613,0.052551378217502345,1.0,0.8,0.9,0.6,0.7000000000000001,0.30000000000000004,0.5,0.4,0.2,0.1,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.2845782304127963,0.4832589300470904,0.2803603349071873,0.42961517664711435,0.47075730134443056,0.21587510978668845,0.3790716904192445,0.41679136171435816,0.3673907300998539,0.3668274120627024,3.1947651940963007,4.418158412278693,2.559359591095195,2.5840741018814035,2.604688116995434,3.0932312431424855,3.4457391488637343,3.9671329929721137,2.352036567470997,4.1628104182261865,0.6144926353484921,1.388237261189899,1,1
45,10,1,3,0.3140879993911221,0.5876292603729719,0.48572570540806415,0.22889099910459332,0.4550183398532031,0.38172152799992426,0.1917289419447804,0.13231888484138296,0.10527924958451096,0.06267678632001226,0.9,1.0,0.8,0.5,0.7000000000000001,0.6,0.4,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.3659535580414969,0.43655643760930746,0.23185335421441022,0.24843636245737488,0.21337571329165675,0.3088206175973523,0.40900850701037483,0.34910387537857734,0.3709653564709474,0.45973008887449535,2.930071185196028,4.416287212392681,3.0018916773568036,3.913554524523743,4.143102336601455,2.7061246514753137,3.6978105549622713,4.2516798492762184,3.996332694777955,2.07248003782681,0.3874186852880712,1.7553565943528926,1,1
46,10,1,3,0.2518178205802608,0.17608872159828015,0.37791718330773605,0.6557670720558393,0.2721487232468443,0.3113918890276939,0.03610574241303327,0.23833967318325017,0.3396492684246782,0.17744678871797237,0.8,0.7000000000000001,0.9,1.0,0.6,0.5,0.1,0.30000000000000004,0.4,0.2,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.4079009992563086,0.2510148526943885,0.22672075148813972,0.3207148143805283,0.35311071419225337,0.26384277469280076,0.3574119239025022,0.3296438966340032,0.22120321204173887,0.3047934263771944,2.343245946139875,2.620993019548128,4.741501975853299,3.467781340835992,3.9993021744276938,3.3203112015273706,3.4346695834322496,2.5766748103000627,2.292154694766546,3.703767632618209,0.6313091669627533,1.1912767523440373,1,1
47,10,1,3,0.3404800840063872,0.23312780908057995,0.3418747027568342,0.41146987617054587,0.33816773815019013,0.39665653939600737,0.11298439160439791,0.32699495347822943,0.2674540559927331,0.08623244900607137,1.0,0.8,0.9,0.7000000000000001,0.6,0.5,0.2,0.4,0.30000000000000004,0.1,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.27045971396889257,0.36034168386968735,0.4067086613553774,0.34238373614455464,0.3879483244273893,0.2120444107413687,0.45835133833411035,0.29125397010917714,0.44143677605809684,0.38443288389774877,3.4625512604436657,4.976206008666031,4.256405132426064,3.883002418751916,4.8298998726516436,2.6726252605522927,4.148605168665117,2.042486859960908,2.1236750205230157,2.589686925093898,0.11831374242923806,1.3197184451642974,1,1
48,10,1,3,0.2564971182951181,0.18199751007090215,0.3143265655254305,0.18109775115115845,0.7457829379634595,0.3501032092239504,0.256121163992916,0.028134702900374647,0.24492213150587702,0.15387592642355674,0.9,0.7000000000000001,0.8,0.6,1.0,0.5,0.4,0.1,0.30000000000000004,0.2,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.4826422490884965,0.26720345892699954,0.2877670044855198,0.49441561745715223,0.3216626171199848,0.411434658975559,0.2669305728233484,0.3044323774583221,0.30912254406137685,0.3455710234387355,2.0208652330626076,2.6828908442338695,4.068099049092613,3.2620181258523173,3.6027139745520644,2.3460539836978915,3.065324057553794,3.376723177742907,2.3377943938084664,2.3648829596813465,0.42804891220247443,1.9555561111791202,1,1
49,10,1,3,0.39160051992909206,0.32037203401422665,0.5171679448025805,0.28802861773389987,0.3012172275427303,0.2629929346753387,0.16335739321480636,0.09413617666506027,0.6161947940932181,0.07234263193405314,1.0,0.8,0.9,0.6,0.5,0.4,0.30000000000000004,0.2,0.7000000000000001,0.1,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.34801690031823174,0.30830236457991556,0.49454928850040814,0.28062495188374026,0.49678498555137357,0.33539320729209576,0.2622517893982668,0.2618556354413142,0.40512393997982143,0.45848534168067717,3.7188059738773065,3.949539600050103,4.244381519669485,2.365962373830155,4.4451783910990255,2.382872625556761,4.1596052626191256,4.846912760240173,2.859197360165846,4.766067060317294,0.9774514089358529,1.8572938526530947,1,1
50,10,1,3,0.29786722939374455,0.30116286762020766,0.3096330590514345,0.2291873141342496,0.1792335772939131,0.8092038089571186,0.7497688115557366,0.24240829482777262,0.1443614398874376,0.05662473833059224,0.8,0.7000000000000001,0.6,0.5,0.4,1.0,0.9,0.30000000000000004,0.2,0.1,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.2923587181721889,0.27574115158908347,0.33029399861229286,0.29660612842278483,0.2574392857520849,0.4300204248056091,0.34039871588323445,0.2826851239579431,0.21604913202904266,0.2657725885661443,3.6298791331344766,3.954538270571603,3.46898253647153,2.7185531723787997,3.1966119514136073,2.017498728935009,3.0473579281681067,3.9250490530189532,2.707042269734831,4.699580331214655,0.4314727164296419,1.3557109074148166,1,1
51,10,1,3,0.1527715435268382,0.5793241654174752,0.46094176843896784,0.30845383850858454,0.6153102152028822,0.16735423355473988,0.7694872406437793,0.301631716619303,0.05225048460833964,0.17037576539134214,0.6,1.0,0.7000000000000001,0.5,0.8,0.30000000000000004,0.9,0.4,0.1,0.2,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.47847940085618496,0.4643569173832714,0.20538531744838645,0.45954458668504794,0.3912191441218299,0.4056685036028065,0.31550590689944025,0.3450706310386743,0.2805296321022149,0.43535296377032845,2.496994119837985,2.9399615831956307,4.402665990902754,3.2308066424723973,4.897171002134075,3.395432707111473,2.9646171960755803,4.579031294506478,2.925882439429712,3.1449991158897843,0.47743148571525285,1.6612707132288886,1,1
52,10,1,3,0.37887257688394516,0.48642858055301297,0.3059988695958047,0.2062024786543905,0.26577905115953304,0.1975366517134731,0.6079577037139199,0.10949547704836515,0.33905774913206693,0.07831907279827514,0.9,1.0,0.8,0.6,0.5,0.30000000000000004,0.7000000000000001,0.2,0.4,0.1,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.40339951247581185,0.3371719391501758,0.2527987788707424,0.4566239611590475,0.4158823774028957,0.25673710553814266,0.4778875282314439,0.44240429251563074,0.22497052856671512,0.4571961557130482,3.731235414926385,3.8698888773550966,3.084014769018943,2.512273401646512,4.972677871864498,3.5020720190308903,3.4167558569279937,3.716151383406844,3.5728220482916564,2.6384209592768375,0.8712707426042159,1.9351340839357634,1,1
53,10,1,3,0.31824497553720044,0.5404319807895663,0.2773849396128163,0.592997669424294,0.3918593560291635,0.1293413378825448,0.25231595225427667,0.4039172421287756,0.13628419498323563,0.07632121299148842,0.8,1.0,0.7000000000000001,0.9,0.6,0.30000000000000004,0.4,0.5,0.2,0.1,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.28722699718548933,0.38978927294626736,0.284131992742116,0.3431789755879251,0.46120534321291595,0.2651793637225298,0.31215957082877627,0.3593567152224648,0.46255140260231536,0.20763074485933397,2.2039152011053535,3.358350327298092,4.478477598246794,4.180457848617699,2.7032649061960026,3.3169891366362574,4.270225261164791,3.8637665943334736,2.5027026633712075,4.8136816464089165,0.8336170268301858,1.0262299442183778,1,1
54,10,1,3,0.44871184627842503,0.44972099510756075,0.6645911323856838,0.1262166333226364,0.5278980802926495,0.0684032040639887,0.3802200424814932,0.324597606737033,0.5348691220730099,0.048304783615766074,0.9,0.8,1.0,0.30000000000000004,0.7000000000000001,0.2,0.5,0.4,0.6,0.1,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.4079076903726315,0.46390059162244823,0.3293673243760442,0.3878750943823783,0.3452724181607507,0.30786432169715827,0.4005006990896177,0.48883095159664264,0.4345322925370284,0.4176258905190532,4.568653474534306,3.359811143259843,2.981587691338426,4.152567754872075,3.8898499103110646,3.215924344751446,3.9560210654085113,2.997195130479712,3.578274351522219,3.063051549766209,0.7819373909532458,1.2490081952857546,1,1
55,10,1,3,0.43061356931891837,0.3080610259774421,0.34164203515054165,0.2634318739141065,0.5934381405771054,0.7308824318738654,0.23797905034421662,0.20168035221217556,0.049989443424982176,0.15164669432855038,1.0,0.7000000000000001,0.6,0.5,0.8,0.9,0.4,0.30000000000000004,0.1,0.2,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.43898807584444977,0.35948671076829025,0.34543753246598063,0.2364682791142088,0.3722453794958871,0.2566965455695371,0.2598569243296642,0.3063687673746416,0.34689068744543783,0.4913285324392076,4.820639622129988,3.85897419191248,3.0391078184967384,4.382865141559774,3.510339754073881,4.038875865615896,4.652880296388094,4.069311524527324,2.21151994659432,2.7070923987105138,0.39834677626470405,1.603410661025957,1,1
56,10,1,3,0.29982308943572433,0.4474929460562936,0.7077631229215,0.24701156766212645,0.37070015573809106,0.1921735447332388,0.5127257190922626,0.15504400864357354,0.05268213935624993,0.16406808579116458,0.8,0.9,1.0,0.5,0.6,0.4,0.7000000000000001,0.30000000000000004,0.1,0.2,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.21679571870574088,0.39044369123759454,0.4152327584057596,0.22827998507802047,0.26526822981190906,0.21866268266224215,0.3660426077985418,0.4627399935012115,0.42142658088953633,0.3620580459931231,2.3892629674987917,3.520360391974269,2.7086597899795146,3.174472837211735,4.577817985550687,2.4789173284562502,2.2433805335250883,3.326441731171825,2.1655514424457207,3.3805245174797443,0.6289170332272602,1.4657752923363856,1,1
57,10,1,3,0.3545757299752723,0.2642707558711299,0.2283200505388983,0.40843791368570004,0.7342853734970192,0.061231853504453815,0.8884062191837495,0.3095582969600767,0.23394979591141388,0.0731179320278859,0.8,0.7000000000000001,0.5,0.6,0.9,0.2,1.0,0.4,0.30000000000000004,0.1,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.21862315336043955,0.3107751798451695,0.4878485097241385,0.4800298085521485,0.2475612605108685,0.47743330331577816,0.3859632199678996,0.33768537483197136,0.36666665992038594,0.4510901308360219,3.185219291579836,4.100090392495013,4.030999717580409,4.794354763913907,4.670445547903048,3.548810576079643,4.393248086511732,2.5568910583775497,2.739228950352893,3.765240754312583,0.16025974389986591,1.148555542700141,1,1
58,10,1,3,0.654283370910717,0.35478823466935877,0.6393168550205968,0.0765211668177731,0.42558522984816083,0.6262484894552931,0.3823404688698823,0.0883857192486559,0.2964554098191778,0.03230422288986748,1.0,0.7000000000000001,0.9,0.30000000000000004,0.6,0.8,0.5,0.2,0.4,0.1,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.3267665470211608,0.31645324679447767,0.33757084862399267,0.2670695246166821,0.22492621776571187,0.4295993422882066,0.29854976220691254,0.227374557822084,0.35644299070073804,0.41698526534815084,2.3912097547588287,4.077833693963409,3.510039803306998,2.5555159222168333,2.4055681817895427,3.562560771920036,4.87265108677216,4.393758972648181,4.48436102771176,4.686752845474773,0.8536565193596765,1.3936915444183882,1,1
59,10,1,3,0.2546614241372882,0.24321317353565686,0.4559786199796735,0.6734238993131638,0.08820410301382475,0.34358160935771587,0.6471392190246051,0.2801018937008499,0.13072135426969475,0.0711061345417397,1.0,0.6,0.7000000000000001,0.9,0.30000000000000004,0.5,0.8,0.4,0.2,0.1,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.2596817797461622,0.46541547747194334,0.31257973172469167,0.20770501136043232,0.4417596182106151,0.4331363941328594,0.3566624736281012,0.4483471612491542,0.21639875945115072,0.4741673341946356,3.176251662268734,3.2951771506989296,4.786897219460669,4.728886452302859,2.3780324318213863,3.9195587342545797,2.7134496484327055,2.131873538044825,3.1133947155983375,3.150284886810545,0.7009450180040867,1.9750139764904344,1,1
60,10,1,3,0.47283871528114607,0.29284864321505977,0.479827770842174,0.14610180652921578,0.462827420826149,0.8801381115872199,0.28285458486286297,0.10675309513637608,0.43947094967014766,0.07452959805417927,0.9,0.7000000000000001,0.8,0.30000000000000004,0.6,1.0,0.4,0.2,0.5,0.1,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.32013238564795293,0.3799298139125037,0.402709752239339,0.22712564196381343,0.23765462113402236,0.4742118075565548,0.3090693992500105,0.30223514553972,0.3219019662681995,0.2150179754906202,2.192475378164302,3.4831531950570827,3.3942227689380964,3.173396274815021,2.954949019540864,3.4607233358205525,3.500794390605683,2.4667178249001425,3.712157740196595,2.5968899770232454,0.8130384274567792,1.8315099617828867,1,1
61,10,1,3,0.3206665975568752,0.2722636750187797,0.2756584248323302,0.1766878243157604,0.4557781519562576,0.21297840680429303,0.7754326682169564,0.08189764578482914,0.19152787918530875,0.05479912854262962,1.0,0.8,0.6,0.5,0.7000000000000001,0.4,0.9,0.2,0.30000000000000004,0.1,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.40195734629774305,0.22187120003732913,0.3212467421092758,0.3760493078407344,0.4003992328718139,0.4043320574278493,0.4304961722895332,0.4111689776099505,0.23103085517616248,0.47910455665855367,2.279434044821515,2.396214711861238,2.3001321507102848,4.074436641279401,3.549015139282976,4.773650656388716,3.0875474176202853,2.9415814149090296,2.9778567711557398,2.92185009968812,0.9786896210577462,1.1227956088237772,1,1
62,10,1,3,0.2083779431552315,0.3172409088907461,0.2294483814425856,0.6250138262474441,0.1103330273882287,0.3613385784442713,0.31282346211302414,0.0680891318959263,0.02568855510640808,0.2453164504450258,0.8,0.9,0.7000000000000001,1.0,0.4,0.6,0.5,0.2,0.1,0.30000000000000004,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.4881637789139644,0.31211144947241004,0.4468245415466288,0.46947647608598286,0.20788424394227928,0.3870559735984307,0.3491890441873477,0.2386736953263877,0.2714767540895803,0.42652964110101477,2.21786847348889,2.488313429468194,4.213259451264047,3.492795563811393,4.8384533133726055,4.19329070104983,2.199541892007362,3.785376343927238,2.680224809108945,4.895204996996746,0.8578597949755001,1.9353924803790326,1,1
63,10,1,3,0.38562293432646666,0.19720608848822052,0.5580788715476254,0.17171900710017313,0.1379556609406305,0.5988320270834783,0.46955157511976137,0.07225598849118425,0.20594391545139423,0.0717614590437321,0.9,0.7000000000000001,1.0,0.5,0.4,0.8,0.6,0.2,0.30000000000000004,0.1,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.26280511700199294,0.2783849198112289,0.3613609842849154,0.3859013482576995,0.2643215579885843,0.4888362486168625,0.4576782445131337,0.23831934749088549,0.4642038457002263,0.42604472531384363,4.771803668627944,2.207231492117466,4.111569182850284,4.30209823885135,4.03916880711242,3.687481720847679,3.655416996482548,3.2235282304643755,3.086024293074266,2.870642581087691,0.927449007013183,1.7200737787977565,1,1
64,10,1,3,0.3956819063442909,0.2156486587207178,0.2940251086608237,0.6819553168238458,0.19950221031594728,0.309956128862948,0.13202714191247228,0.5586049748203973,0.1440821848663485,0.0587675049743025,1.0,0.8,0.6,0.9,0.4,0.5,0.30000000000000004,0.7000000000000001,0.2,0.1,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.22191222521233292,0.3284012389666983,0.33996398152406726,0.22528711104852425,0.25624563573963943,0.43115759414731597,0.3063452381722778,0.3661888555519517,0.20396846878131517,0.47873175823138564,2.838915947027711,4.667883223541306,2.522618874406084,2.591417288413441,2.023826966563135,4.560037570873366,4.4556605154939755,4.49224912651454,2.2803301207957585,3.89513211124916,0.28250500674947926,1.962914125349275,1,1
65,10,1,3,0.3628811756234034,0.4525870236882777,0.4299709500478862,0.2927933949992349,0.2733315837334975,0.5497524243057293,0.15185053028729203,0.07940062670032723,0.30047072688824117,0.05028075907866567,1.0,0.9,0.8,0.6,0.5,0.7000000000000001,0.30000000000000004,0.2,0.4,0.1,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.26969737154967866,0.41806769719025505,0.4569908927130524,0.44740139806689294,0.28259675177665233,0.4203737980408516,0.45863459191035555,0.2702471723076537,0.34538154231683,0.4748649835784142,3.1821947485386124,2.7209763270971323,4.885763527225494,4.946918880507221,2.5761442780167054,3.006455032545994,4.356259844112664,4.595008927284274,2.812352951238068,2.5398285594103394,0.11485252381859867,1.1263175138693242,1,1
66,10,1,3,0.30783554072527697,0.1571801197530324,0.7842507629329873,0.09283318019521089,0.31353889259389794,0.4715800649579384,0.6851236848867538,0.6274842844562609,0.055769652865554256,0.15873719716333656,0.9,0.4,1.0,0.30000000000000004,0.5,0.6,0.8,0.7000000000000001,0.1,0.2,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.28200687294561105,0.26235516954110244,0.45423319238746845,0.4156102716960244,0.21634280134998607,0.26682517853397725,0.318115913041885,0.22936314416091275,0.24540348698917677,0.2987600473759187,3.8371446396253828,2.1502713260903787,2.9172253340331946,3.812474966199471,4.975791943326007,4.507921535968259,3.488196324986681,4.499997156770037,4.6798478203681135,2.401486042306985,0.9098327332895413,1.3562541020649697,1,1
67,10,1,3,0.3607290592410153,0.29529616846161233,0.3196801675511865,0.30691621814672,0.4606454402163514,0.16399592531999235,0.6782235698108856,0.28210416740916244,0.09910700001391679,0.07095665404000029,1.0,0.9,0.7000000000000001,0.5,0.6,0.30000000000000004,0.8,0.4,0.2,0.1,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.22200350309346523,0.2210286155166511,0.23962344926980153,0.3314204749530342,0.2696726287189612,0.25473482321867535,0.23814729229317325,0.4359230831871186,0.3627357420841255,0.2626072527668485,2.2633621320023654,2.175285912397051,2.7957053399236624,2.598888557587604,2.4605229888684135,2.0820218837573137,3.1427930635331465,4.527410443270277,4.436487184909992,4.755527995918052,0.1548205356761208,1.8178226560712418,1,1
68,10,1,3,0.5056750567923735,0.4377879843365984,0.6091667957341271,0.3678124409686006,0.169716987686779,0.11946974263069612,0.33367837611462225,0.08120113182282876,0.5916814771377559,0.03742375614681115,1.0,0.8,0.9,0.6,0.4,0.30000000000000004,0.5,0.2,0.7000000000000001,0.1,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.4322898689554985,0.31152497443047034,0.33400236573178055,0.3786646642376066,0.3463024570818192,0.46938366595635483,0.28410377408823884,0.4932595812002974,0.20727309612991018,0.2634818941422034,3.146608129437336,2.7812914868439256,3.4965935142160123,3.290522437997356,3.421221778095476,2.6912650312437862,2.8239779777645917,2.368125650106672,3.6431926358325333,2.421278001723497,0.8398813157429045,1.926350378867377,1,1
69,10,1,3,0.5464442349299881,0.3866751114391796,0.15668680635249993,0.28062718967954875,0.41425339458005433,0.08703021017613166,0.19328315883892455,0.7079549465408153,0.1268225422077857,0.08102707704363613,1.0,0.8,0.5,0.6,0.7000000000000001,0.30000000000000004,0.4,0.9,0.2,0.1,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.22860484111195478,0.31285569603277347,0.25237195104255244,0.2915887298114076,0.46233933787168247,0.26384188284452237,0.42680277484533397,0.4708081293651996,0.41510259204856864,0.2702615852769733,3.687057138681512,2.7001483544712124,2.1613457749121676,2.1916947116811047,3.661395690730683,2.5266453774193014,3.720979245217687,2.733650503499584,2.0851874222704065,3.2292263182979783,0.5568808871149448,1.693831822991064,1,1
