Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,beta_0,beta_p,beta_theta1
63,10,1,3,0.38562293432646666,0.19720608848822052,0.5580788715476254,0.17171900710017313,0.1379556609406305,0.5988320270834783,0.46955157511976137,0.07225598849118425,0.20594391545139423,0.0717614590437321,0.9,0.7000000000000001,1.0,0.5,0.4,0.8,0.6,0.2,0.30000000000000004,0.1,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.3183503032502467,-4.238056041398019,1.6996616740126915
64,10,1,3,0.3956819063442909,0.2156486587207178,0.2940251086608237,0.6819553168238458,0.19950221031594728,0.309956128862948,0.13202714191247228,0.5586049748203973,0.1440821848663485,0.0587675049743025,1.0,0.8,0.6,0.9,0.4,0.5,0.30000000000000004,0.7000000000000001,0.2,0.1,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.1642045369465065,-3.0877482426531984,1.8833728225346638
65,10,1,3,0.3628811756234034,0.4525870236882777,0.4299709500478862,0.2927933949992349,0.2733315837334975,0.5497524243057293,0.15185053028729203,0.07940062670032723,0.30047072688824117,0.05028075907866567,1.0,0.9,0.8,0.6,0.5,0.7000000000000001,0.30000000000000004,0.2,0.4,0.1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.23670659924024373,-3.2069797562469806,1.185188819697936
66,10,1,3,0.30783554072527697,0.1571801197530324,0.7842507629329873,0.09283318019521089,0.31353889259389794,0.4715800649579384,0.6851236848867538,0.6274842844562609,0.055769652865554256,0.15873719716333656,0.9,0.4,1.0,0.30000000000000004,0.5,0.6,0.8,0.7000000000000001,0.1,0.2,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.521238896613073,-4.163509277033871,1.2965590169808725
67,10,1,3,0.3607290592410153,0.29529616846161233,0.3196801675511865,0.30691621814672,0.4606454402163514,0.16399592531999235,0.6782235698108856,0.28210416740916244,0.09910700001391679,0.07095665404000029,1.0,0.9,0.7000000000000001,0.5,0.6,0.30000000000000004,0.8,0.4,0.2,0.1,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.27094266842567427,-2.784878519951564,1.8252276176123328
68,10,1,3,0.5056750567923735,0.4377879843365984,0.6091667957341271,0.3678124409686006,0.169716987686779,0.11946974263069612,0.33367837611462225,0.08120113182282876,0.5916814771377559,0.03742375614681115,1.0,0.8,0.9,0.6,0.4,0.30000000000000004,0.5,0.2,0.7000000000000001,0.1,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.2911299585125173,-3.8220986363840384,2.014919853223727
69,10,1,3,0.5464442349299881,0.3866751114391796,0.15668680635249993,0.28062718967954875,0.41425339458005433,0.08703021017613166,0.19328315883892455,0.7079549465408153,0.1268225422077857,0.08102707704363613,1.0,0.8,0.5,0.6,0.7000000000000001,0.30000000000000004,0.4,0.9,0.2,0.1,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.2979364519373286,-3.2171194736702478,1.7126571842520206
70,10,1,3,0.5642307423199504,0.28226096820043256,0.1774743093777016,0.1419324478877086,0.7298838727062892,0.17852256054993518,0.6918622082593873,0.10960086083396854,0.5359268504211517,0.06353673511179861,1.0,0.7000000000000001,0.5,0.4,0.9,0.30000000000000004,0.8,0.2,0.6,0.1,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.19633403348881193,-3.547306259686452,1.4961894652649002
71,10,1,3,0.2819962602367262,0.2828556814341967,0.24529814848240766,0.16771856340848823,0.6657343989768474,0.24552633917932695,0.364073083740736,0.2084213611758926,0.050584791204297354,0.1748733489103077,0.9,0.8,0.7000000000000001,0.6,1.0,0.4,0.5,0.30000000000000004,0.1,0.2,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2267932337169734,-3.2403732208207314,1.3979160836671167
72,10,1,3,0.3782146564692418,0.2879910217420629,0.5439299859960897,0.2006652704008896,0.16928987329086564,0.10218596075209929,0.4167603911332512,0.5964333202324164,0.030653068897334032,0.16707926343535692,0.9,0.8,1.0,0.5,0.4,0.30000000000000004,0.6,0.7000000000000001,0.1,0.2,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.35024363933670144,-3.486648897573223,1.4013564397175473
73,10,1,3,0.22917759039604768,0.608352862415406,0.16421875367804217,0.31599822101892056,0.5503558675830702,0.2063937900992568,0.5172770734053539,0.17806066298829967,0.14096322613271722,0.06681996097896915,0.9,1.0,0.5,0.6,0.8,0.4,0.7000000000000001,0.30000000000000004,0.2,0.1,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.17864358248662132,-3.184253309930809,1.3463757815932051
74,10,1,3,0.351164875097038,0.3123391323032192,0.5446988705762628,0.1601094217225777,0.38342986890602837,0.18415925994385618,0.15085251328050925,0.7077128025618044,0.13927512573892264,0.06813110934448079,1.0,0.7000000000000001,0.9,0.5,0.6,0.4,0.30000000000000004,0.8,0.2,0.1,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.35311035261196766,-3.826703172114667,1.0959374411463578
75,10,1,3,0.3634492359460878,0.4943509245953328,0.309377708532343,0.19342205305097465,0.3148801578044544,0.10927129995186541,0.647955750871181,0.3478726649857482,0.15501078008887423,0.0794967671058985,1.0,0.9,0.7000000000000001,0.5,0.6,0.30000000000000004,0.8,0.4,0.2,0.1,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.5076038733452904,-3.784087511923733,0.9333574091291134
76,10,1,3,0.229759118146716,0.10510273508212109,0.6554715128871078,0.7733252781908496,0.0609995232371115,0.5711730443579749,0.48907286836630104,0.4021832551315399,0.20437971390634666,0.05230067405721829,0.8,0.4,0.9,1.0,0.2,0.7000000000000001,0.6,0.5,0.30000000000000004,0.1,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.3918948592339155,-3.400070485127688,1.7647553706157653
77,10,1,3,0.37618316498367144,0.3621478869404964,0.40672684538105697,0.33391182086682697,0.32548214666349307,0.8258034793324465,0.0942442158033085,0.33192726935298406,0.03275433293500163,0.2511666059581018,0.9,0.8,0.7000000000000001,0.6,0.5,1.0,0.2,0.4,0.1,0.30000000000000004,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.3975895216944708,-3.1750521365394744,1.6285802877621738
78,10,1,3,0.45959192558324374,0.34629193897378985,0.6582804036583197,0.12836493677847705,0.5399989400891302,0.4127198738432272,0.12345688329172566,0.35559878867890266,0.10166439935954608,0.07431386289167184,0.9,0.7000000000000001,1.0,0.4,0.8,0.6,0.30000000000000004,0.5,0.2,0.1,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.3453495099110995,-3.7844218628372546,1.7382940970321143
79,10,1,3,0.24144827717111295,0.23795235062518616,0.13929449693500856,0.3548406947552374,0.7776756897741078,0.6822083128279507,0.051047827918464295,0.2813191641246053,0.2125642414164349,0.05277606353031781,0.8,0.6,0.5,0.7000000000000001,1.0,0.9,0.2,0.4,0.30000000000000004,0.1,1.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5055813150850526,-3.880197253023022,1.418692090645535
80,10,1,3,0.25666356935427115,0.1514339794809395,0.2637684963857028,0.6923258624811044,0.20799210211174005,0.6187884587217876,0.13697781453278315,0.0628046974250735,0.5673887523666998,0.060282771812940165,1.0,0.5,0.6,0.9,0.4,0.8,0.30000000000000004,0.2,0.7000000000000001,0.1,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.33690172146410247,-3.6163749493116786,1.685603420283267
81,10,1,3,0.36802526518966366,0.4949203415413999,0.2184027811804123,0.33990954621235897,0.21016453144822822,0.2921096931685653,0.8972963186579563,0.11753374091129816,0.037830390136113216,0.2518490986868505,0.8,0.9,0.6,0.7000000000000001,0.5,0.4,1.0,0.2,0.1,0.30000000000000004,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.4418937952186687,-3.6633246895872373,1.1604092715743268
82,10,1,3,0.4139608024428972,0.25101670775156193,0.3715726815366271,0.19528575635272843,0.6990710353664097,0.2192873750706056,0.8620032796310675,0.22395316420649541,0.03399529962867069,0.17278444669249085,0.8,0.6,0.7000000000000001,0.5,0.9,0.4,1.0,0.30000000000000004,0.1,0.2,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.4707736959644995,-4.04550203821095,1.7667473592001226
83,10,1,3,0.4794943363939518,0.539751646344632,0.42222386028034864,0.13651771181486672,0.2637440535546993,0.6893610816455021,0.49724506254143025,0.20254942377261276,0.14323142700230837,0.044614572824191935,1.0,0.9,0.7000000000000001,0.4,0.5,0.8,0.6,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.26483063877204965,-3.918792818958828,1.137684153937614
84,10,1,3,0.3518067409857676,0.16484431405943278,0.3254836352234288,0.5400385291592972,0.7491943785063211,0.25473421881411706,0.36554705642262075,0.18999838566551305,0.05138545664588604,0.15416175865367043,0.9,0.6,0.7000000000000001,0.8,1.0,0.4,0.5,0.30000000000000004,0.1,0.2,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.005363647297046582,-3.6755541578582918,1.61374076204488
85,10,1,3,0.38536145560291535,0.304827948332901,0.22438049477901045,0.3224668554019346,0.679129326937235,0.3642706398297467,0.3121161902148974,0.22096759134255198,0.12909542424009218,0.05236409497360335,1.0,0.8,0.7000000000000001,0.6,0.9,0.5,0.4,0.30000000000000004,0.2,0.1,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.43719522844273956,-3.281720169109432,1.7702978645239176
86,10,1,3,0.44420934146514535,0.1564837034060652,0.4622957802866674,0.39291886235602924,0.7084414781224094,0.26276123600207213,0.16573866956307426,0.5017634123162146,0.050786927909429416,0.15131825029359014,0.9,0.5,0.8,0.7000000000000001,1.0,0.4,0.30000000000000004,0.6,0.1,0.2,0.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.3978060211754439,-3.4466117662378846,1.675537962270698
87,10,1,3,0.21364133387061945,0.5041926228298921,0.6250713410221522,0.41238128463204365,0.3325005017955622,0.23493244139504227,0.1702764217288263,0.575915464701649,0.17689024290831287,0.07752472450318744,0.8,1.0,0.9,0.6,0.5,0.4,0.30000000000000004,0.7000000000000001,0.2,0.1,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.23394365345162962,-2.947758845746451,1.341644843926292
88,10,1,3,0.3226747459486933,0.2699608085618941,0.68956244577908,0.5526444633789794,0.23306470725029854,0.5600514993072041,0.36261894051137483,0.2373408762578283,0.14953386736415328,0.0727025092638275,0.9,0.6,1.0,0.8,0.4,0.7000000000000001,0.5,0.30000000000000004,0.2,0.1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5675629965459409,-4.24065915476646,1.8370292675807036
89,10,1,3,0.36116047333411705,0.3372160358861097,0.14571541404812338,0.5134750241367168,0.12943375368145946,0.634540848283212,0.5061211531520535,0.03387131655337074,0.435127062982621,0.17268772561113957,1.0,0.9,0.4,0.7000000000000001,0.30000000000000004,0.8,0.6,0.1,0.5,0.2,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5468050708365431,-4.751144569053269,1.2925014930485954
90,10,1,3,0.23143731558398095,0.4537922262833205,0.18955509855424052,0.41043073033264726,0.5993349279971855,0.415025355119482,0.12410514044251619,0.3019622754090401,0.03447205663795788,0.1345683170127475,0.9,1.0,0.5,0.7000000000000001,0.8,0.6,0.30000000000000004,0.4,0.1,0.2,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.13945013141870571,-3.3060583362489075,1.3939459124946942
91,10,1,3,0.32811789450910633,0.31355258064210145,0.3294123462136699,0.3113273198709233,0.3016704690664505,0.22043776236812446,0.2611486596728474,0.08214898933080124,0.22274584717205137,0.043955919180129366,1.0,0.9,0.8,0.7000000000000001,0.6,0.5,0.4,0.2,0.30000000000000004,0.1,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.32262441935417363,-4.11388802222574,1.239896201507393
92,10,1,3,0.27760338980323873,0.23496947006661772,0.166532604932261,0.29639962170204875,0.6222841738916602,0.13073284267054913,0.8410611620873271,0.5499521417801888,0.07778145370932626,0.05172787677564246,0.9,0.6,0.4,0.5,0.8,0.30000000000000004,1.0,0.7000000000000001,0.2,0.1,0.5,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.2986815192401462,-3.338025901735597,1.3526921386923532
93,10,1,3,0.24040841350274555,0.35705421549348637,0.2529295653289483,0.1969619469420416,0.25648331505066424,0.22061279330281702,0.12791791335051486,0.323359671224294,0.1369869332607354,0.04826328753276602,0.9,1.0,0.8,0.7000000000000001,0.6,0.5,0.30000000000000004,0.4,0.2,0.1,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.43682317986892066,-3.9796250251606495,1.5449238905108211
94,10,1,3,0.45208184856158684,0.5275048871731501,0.6292996411615284,0.5596258101794578,0.49755072094580005,0.03139489986645427,0.4338687819503792,0.34137245715465037,0.14606364924213308,0.2557118948424726,1.0,0.9,0.8,0.7000000000000001,0.6,0.1,0.5,0.4,0.2,0.30000000000000004,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.48208388319557094,-3.711655503440295,1.057656027254295
95,10,1,3,0.409071055214451,0.20622168262934526,0.4328901565795103,0.4104426513821146,0.13882019106123356,0.47998268162885827,0.08615573237360104,0.31870783196060803,0.2533554756705211,0.057617112826877585,1.0,0.7000000000000001,0.9,0.8,0.5,0.6,0.2,0.4,0.30000000000000004,0.1,1.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.13586581967380879,-3.159070338594778,1.8278036869973897
96,10,1,3,0.5314225131676598,0.17844348398166,0.6806698981872056,0.34591706029325675,0.5725908221495312,0.0740961487760195,0.7149330673745157,0.3191449632596876,0.2606489095400717,0.08702069614350488,0.9,0.5,1.0,0.6,0.7000000000000001,0.2,0.8,0.4,0.30000000000000004,0.1,1.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5030660629485375,-4.506345604613646,1.2881623403627398
97,10,1,3,0.19761124929854224,0.5190279844331043,0.2232756678343275,0.4412543371095442,0.6766976452213271,0.26770034914779217,0.1592847533066638,0.07180506986548693,0.04481882024302186,0.3472542102808813,0.7000000000000001,0.9,0.6,0.8,1.0,0.5,0.30000000000000004,0.2,0.1,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.46145145559904915,-3.9585999621135013,1.2572220884153524
98,10,1,3,0.311831238160248,0.606391745783561,0.602905448687642,0.4064452487080612,0.22046272814677814,0.2131603122834856,0.06302253132506386,0.4804441868479259,0.052024623154345175,0.25686130801041424,0.8,1.0,0.9,0.7000000000000001,0.5,0.4,0.2,0.6,0.1,0.30000000000000004,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.2889395020270172,-3.486478417065406,1.720003469501594
99,10,1,3,0.4456476492433131,0.40229925210275197,0.5263153157027725,0.4123221749218163,0.22330485760198046,0.5635441646505356,0.19766309466727236,0.10041698134738851,0.43567561065664345,0.04598819446322284,1.0,0.8,0.9,0.6,0.4,0.7000000000000001,0.30000000000000004,0.2,0.5,0.1,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5176620625331637,-4.646261473460239,1.7970769638536934
