Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,c.P11,c.P12,c.P13,c.P14,c.P15,c.P16,c.P17,c.P18,c.P19,c.P20,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,p.P11,p.P12,p.P13,p.P14,p.P15,p.P16,p.P17,p.P18,p.P19,p.P20,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta1.P11,theta1.P12,theta1.P13,theta1.P14,theta1.P15,theta1.P16,theta1.P17,theta1.P18,theta1.P19,theta1.P20,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta2.P11,theta2.P12,theta2.P13,theta2.P14,theta2.P15,theta2.P16,theta2.P17,theta2.P18,theta2.P19,theta2.P20,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta3.P11,theta3.P12,theta3.P13,theta3.P14,theta3.P15,theta3.P16,theta3.P17,theta3.P18,theta3.P19,theta3.P20,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta4.P11,theta4.P12,theta4.P13,theta4.P14,theta4.P15,theta4.P16,theta4.P17,theta4.P18,theta4.P19,theta4.P20,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,theta5.P11,theta5.P12,theta5.P13,theta5.P14,theta5.P15,theta5.P16,theta5.P17,theta5.P18,theta5.P19,theta5.P20,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
25,20,5,3,0.3469209026654724,0.2872684707630125,0.4759335320989871,0.29658671545113047,0.6365535963814364,0.28452898501367385,0.11745657580509933,0.21616324040361456,0.6558008552071962,0.42127660553707497,0.5672308145572897,0.2382419553118893,0.667481497859394,0.3546142328133699,0.04646109656356673,0.10867282010139173,0.2036660306150102,0.18622640638090796,0.2843260932924411,0.07816377997346399,0.9052631578947369,0.7631578947368421,0.8578947368421053,0.6684210526315789,1.0,0.6210526315789474,0.43157894736842106,0.5263157894736842,0.9526315789473684,0.5736842105263158,0.7157894736842105,0.38421052631578945,0.8105263157894737,0.4789473684210527,0.1473684210526316,0.19473684210526315,0.2894736842105263,0.24210526315789474,0.33684210526315794,0.1,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.07097823142068332,-3.207314304560767,1.6978606726689771,1.7226178894094373,1.7684061844859849,1.540941869371644,1.743061214346214
26,20,5,3,0.27770558595776873,0.22540708833592993,0.2140567621268491,0.21235484970723273,0.5004893777477913,0.5591993861521345,0.15438435278805096,0.3720071926873742,0.3523273085249126,0.3392590656097764,0.5504660417491074,0.07723752296671665,0.455900610991441,0.2747008297098238,0.19381959162200635,0.2592734239664203,0.07145765807460859,0.11916322798796378,0.37677420314375826,0.07076757155168992,1.0,0.8578947368421053,0.8105263157894737,0.7631578947368421,0.9526315789473684,0.9052631578947369,0.4789473684210527,0.6684210526315789,0.6210526315789474,0.5263157894736842,0.7157894736842105,0.24210526315789474,0.5736842105263158,0.38421052631578945,0.2894736842105263,0.33684210526315794,0.1473684210526316,0.19473684210526315,0.43157894736842106,0.1,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.3590044644052739,-3.790736771473742,1.8798091726073454,1.596198195952515,1.5987291628594875,1.5756990498968086,1.7938912781710847
27,20,5,3,0.426509417808576,0.29185804022026895,0.3762462776700696,0.4270865814078454,0.16325785662828346,0.2174327998276816,0.33099177417525333,0.16781037101346818,0.4846943159115251,0.45871867645843895,0.24453116243169468,0.32485558576779494,0.24484281262591953,0.1553261075351629,0.2356652544821562,0.5929864644236944,0.12094708262597757,0.19334220009571962,0.11484591800521049,0.07592534004915494,1.0,0.8578947368421053,0.9052631578947369,0.9526315789473684,0.5736842105263158,0.6210526315789474,0.7157894736842105,0.5263157894736842,0.8105263157894737,0.7631578947368421,0.43157894736842106,0.4789473684210527,0.38421052631578945,0.2894736842105263,0.33684210526315794,0.6684210526315789,0.19473684210526315,0.24210526315789474,0.1473684210526316,0.1,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5630105910204584,-3.7483256071766182,1.20225838759455,1.4605151888728414,1.207463955835746,1.3470704906242013,1.3339702716655586
28,20,5,3,0.33526749330961225,0.4885206461187566,0.25417157137085195,0.4071774118458803,0.24809171155052423,0.561393937910439,0.6452491469769605,0.4317535504596544,0.10121569245008888,0.3866168186620468,0.28522064369284705,0.4300894534848006,0.15167994395811837,0.6736170011832865,0.39077188160874055,0.3624188019726828,0.14370866003753874,0.051802623863085075,0.24141862341763196,0.11508339313109027,1.0,0.9526315789473684,0.7157894736842105,0.8105263157894737,0.5736842105263158,0.8578947368421053,0.9052631578947369,0.6684210526315789,0.33684210526315794,0.6210526315789474,0.38421052631578945,0.5263157894736842,0.24210526315789474,0.7631578947368421,0.4789473684210527,0.43157894736842106,0.19473684210526315,0.1,0.2894736842105263,0.1473684210526316,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,-0.26585213824668064,-3.9623015752424386,1.7983955574073895,1.7641867629056847,1.7638811716075775,1.8390531469196276,1.6968610354650493
29,20,5,3,0.40540788372138625,0.3113306085054245,0.17297602240750498,0.48750073896640084,0.40399355350316724,0.26738714371061045,0.6073367792220149,0.23838198712339076,0.344857474411589,0.23001487233070134,0.09158162420295002,0.15217138576166184,0.5551500861102419,0.651341254679172,0.3357945844451812,0.12964971847132703,0.04317885940134092,0.18685773459287075,0.24171145881330472,0.12375588088982944,1.0,0.8578947368421053,0.6684210526315789,0.9526315789473684,0.7157894736842105,0.5736842105263158,0.9052631578947369,0.5263157894736842,0.6210526315789474,0.4789473684210527,0.33684210526315794,0.38421052631578945,0.7631578947368421,0.8105263157894737,0.43157894736842106,0.19473684210526315,0.1,0.24210526315789474,0.2894736842105263,0.1473684210526316,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.1455582859718404,-3.4759957515846174,1.7626591935360216,1.8619519355159089,2.0057534460743796,1.8504580821534233,1.7442955876799788
30,20,5,3,0.2099450717670196,0.21535301931544093,0.2366473439654641,0.4461642155170243,0.549031057514262,0.12659008314456432,0.34144318213245506,0.24767303517256462,0.07862845881615271,0.36575790039942435,0.8085506123763331,0.16788431343283156,0.33081997891581527,0.5225072861454417,0.09890132744718946,0.24946864924080625,0.7235161625152831,0.11228986884581924,0.10105638560188958,0.06293306820843624,0.8105263157894737,0.7631578947368421,0.7157894736842105,0.9052631578947369,0.9526315789473684,0.43157894736842106,0.6210526315789474,0.5263157894736842,0.2894736842105263,0.5736842105263158,1.0,0.33684210526315794,0.4789473684210527,0.6684210526315789,0.24210526315789474,0.38421052631578945,0.8578947368421053,0.19473684210526315,0.1473684210526316,0.1,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-0.6043094558466161,-3.4437887652484633,1.8657866531998137,1.7832006544642014,1.797733916228292,1.7011810207087965,1.6403024407034963
31,20,5,3,0.3181127947924074,0.2216637962838951,0.2843973296142016,0.2543198281350723,0.7105887382073314,0.687167095449118,0.2415340896954986,0.29837734787662296,0.7267780888662976,0.4204008449984141,0.08984986491478916,0.158818626606655,0.06965334099031528,0.6957625642774988,0.22896010002811001,0.6736951471534989,0.3534427869155192,0.31230929243575006,0.037289484363394604,0.1225888110124696,0.8578947368421053,0.6684210526315789,0.7157894736842105,0.6210526315789474,1.0,0.9526315789473684,0.4789473684210527,0.5263157894736842,0.9052631578947369,0.5736842105263158,0.24210526315789474,0.2894736842105263,0.19473684210526315,0.8105263157894737,0.33684210526315794,0.7631578947368421,0.43157894736842106,0.38421052631578945,0.1,0.1473684210526316,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.4497860377621994,-3.011049857092113,1.0349898320595894,1.0230907250479724,1.1528915472982804,0.9426366803765036,0.9472967793228472
32,20,5,3,0.3316194141878024,0.29182510340996004,0.17942984693986508,0.37010121796184553,0.3343471100600648,0.47848359543516633,0.30371523694676494,0.21347271509227184,0.27765874134249097,0.6899540554223939,0.13996504700815793,0.6796708692111667,0.23763386476372753,0.06273543828522937,0.2057790077776434,0.556920422353793,0.3692862689541275,0.08545516069159202,0.06524031213832425,0.21060539218315,1.0,0.9526315789473684,0.7157894736842105,0.7631578947368421,0.6684210526315789,0.8105263157894737,0.5736842105263158,0.4789473684210527,0.5263157894736842,0.9052631578947369,0.33684210526315794,0.8578947368421053,0.38421052631578945,0.19473684210526315,0.2894736842105263,0.6210526315789474,0.43157894736842106,0.1473684210526316,0.1,0.24210526315789474,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.05033192600678308,-4.199780088114497,1.7731280188625618,1.6473230940035055,1.7299102671090834,1.7150586584619523,1.6187028114363977
33,20,5,3,0.2815302004836673,0.2665620024840313,0.3732732826748034,0.5204502461747028,0.4162008698351323,0.1822013109428453,0.11718760131395056,0.2708489170737469,0.7794464958088904,0.45436349510454166,0.5605304033375177,0.4257564722422182,0.37996074501396804,0.27317533532044186,0.08386087531310124,0.15347062483653354,0.2598879605264373,0.10382009454754094,0.06275760460823103,0.25996738437261924,0.9526315789473684,0.8105263157894737,0.8578947368421053,0.9052631578947369,0.7157894736842105,0.4789473684210527,0.38421052631578945,0.5263157894736842,1.0,0.6684210526315789,0.7631578947368421,0.6210526315789474,0.5736842105263158,0.43157894736842106,0.19473684210526315,0.24210526315789474,0.33684210526315794,0.1473684210526316,0.1,0.2894736842105263,0.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,-0.9903762838220961,-3.8748507205617595,1.74496393500676,1.7370479630021243,1.9210077545095,1.8799902862821218,1.8769483812069514
34,20,5,3,0.3233106740507442,0.5063923450096783,0.34675839035986455,0.3221580953974071,0.48215317043662304,0.3036427473174536,0.5933860318110427,0.7602675721809218,0.16590591628213744,0.29852918030521297,0.11636823482885994,0.4169447688012458,0.13240460418589323,0.3373157432727022,0.641433145826526,0.4674979082534635,0.2810510285257405,0.14646975883713373,0.06293073630713653,0.11357152781654974,0.9052631578947369,0.9526315789473684,0.7631578947368421,0.6684210526315789,0.8105263157894737,0.6210526315789474,0.8578947368421053,1.0,0.38421052631578945,0.4789473684210527,0.2894736842105263,0.5736842105263158,0.24210526315789474,0.43157894736842106,0.7157894736842105,0.5263157894736842,0.33684210526315794,0.19473684210526315,0.1,0.1473684210526316,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.020559782167322276,-3.9099184570705403,1.8199260343940595,1.813293846225925,1.7675511224899976,1.8124353417720391,1.679071810491988
35,20,5,3,0.31459450434197334,0.19647219229244428,0.38668042895572324,0.13894337119788946,0.29082786982407,0.5304366060775293,0.6177589189672855,0.38843182466475706,0.5661470458433562,0.12488795619485493,0.34274434469934073,0.23362055250224356,0.09871093035934839,0.11435152860058645,0.6490608413318851,0.04491187998833564,0.1094782980152927,0.40172324156315237,0.2685838528320119,0.06682473202793758,1.0,0.6210526315789474,0.8105263157894737,0.5263157894736842,0.6684210526315789,0.9052631578947369,0.9526315789473684,0.7157894736842105,0.8578947368421053,0.38421052631578945,0.5736842105263158,0.43157894736842106,0.2894736842105263,0.24210526315789474,0.7631578947368421,0.1473684210526316,0.19473684210526315,0.4789473684210527,0.33684210526315794,0.1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,-0.3482099457045078,-3.9985762889148107,1.766655490455264,1.9757200883789043,1.767253426432654,1.8333363520374384,1.9321108700147778
36,20,5,3,0.4790823028323272,0.2155233708943015,0.45640352473538764,0.5939725485143574,0.709953848107983,0.08773773045324862,0.18542261771616297,0.42947106862213674,0.492099315388992,0.4332871032637052,0.19671290679120626,0.12085427303142426,0.369864328384443,0.611162574777499,0.06261265347967904,0.8266815773370646,0.38371416206037107,0.039196042924649364,0.21141379932919105,0.11785473882620515,0.8578947368421053,0.5736842105263158,0.8105263157894737,0.9052631578947369,1.0,0.33684210526315794,0.43157894736842106,0.6684210526315789,0.7157894736842105,0.6210526315789474,0.38421052631578945,0.2894736842105263,0.5263157894736842,0.7631578947368421,0.19473684210526315,0.9526315789473684,0.4789473684210527,0.1,0.24210526315789474,0.1473684210526316,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06547559227978432,-3.806086266501616,1.6505568108436133,1.7678746056653316,1.5843010111275,1.5852425199627687,1.637035058407169
37,20,5,3,0.238549181600742,0.22845457120771884,0.5618378520528526,0.39541979810443895,0.6997494964258395,0.14076426808463116,0.7633511213244215,0.4654518730279923,0.343832502759224,0.41101078716480827,0.2987367488007706,0.7286236216661818,0.3500492734159854,0.17608270138312504,0.6707366736999112,0.26651015228521246,0.03240102718063012,0.18266249232176798,0.15809981444424165,0.12610549840976806,0.8105263157894737,0.6210526315789474,0.9052631578947369,0.7157894736842105,0.9526315789473684,0.38421052631578945,1.0,0.6684210526315789,0.5263157894736842,0.5736842105263158,0.43157894736842106,0.8578947368421053,0.4789473684210527,0.2894736842105263,0.7631578947368421,0.33684210526315794,0.1,0.24210526315789474,0.19473684210526315,0.1473684210526316,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,-0.23695417213444198,-3.531280762793123,1.4047427344977,1.5235341718935445,1.6357092532492756,1.7674334721430986,1.4252180540339308
38,20,5,3,0.3617164683837881,0.327922222740877,0.2580224162061266,0.4752085932531867,0.32832018491041537,0.5047931237695946,0.6155212215216265,0.3423274013233951,0.24761290172468342,0.10428124164812957,0.5469450805639638,0.2789892592911971,0.38205345863450885,0.1450929749989786,0.32507092850242103,0.08925590537087115,0.3761366628969763,0.05813879758868579,0.20239225923819731,0.16139091998201,1.0,0.9526315789473684,0.7157894736842105,0.8578947368421053,0.6684210526315789,0.8105263157894737,0.9052631578947369,0.6210526315789474,0.5263157894736842,0.33684210526315794,0.7631578947368421,0.4789473684210527,0.5736842105263158,0.2894736842105263,0.38421052631578945,0.1473684210526316,0.43157894736842106,0.1,0.24210526315789474,0.19473684210526315,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5803189315486971,-3.742461195236622,0.876251697772078,0.9640556024404606,0.8647269935027678,1.0982928769123579,0.833902200960323
39,20,5,3,0.4763915681281852,0.19209225980718914,0.16507500145975235,0.31323362936086313,0.48469529383829324,0.6184311395184627,0.8022597679118624,0.20021190270423278,0.2665370336541147,0.5147592351547826,0.19176622383630937,0.33410676527834104,0.6192010582604535,0.1493918277053621,0.39314553891008414,0.806720433279501,0.05536690068000444,0.02680811974125913,0.1738774302177803,0.15999418311905744,0.9526315789473684,0.6210526315789474,0.5736842105263158,0.7157894736842105,0.8105263157894737,0.8578947368421053,1.0,0.38421052631578945,0.43157894736842106,0.6684210526315789,0.33684210526315794,0.4789473684210527,0.7631578947368421,0.2894736842105263,0.5263157894736842,0.9052631578947369,0.1473684210526316,0.1,0.24210526315789474,0.19473684210526315,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.0,-0.4183564235380881,-3.8658520805280863,1.7573876722869657,1.8188714432714326,1.880560116628203,1.957679367173276,1.8165597527385302
