Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,gamma2,gamma3,eta0,eta1,eta2,eta3
27,10,3,3,0.2920954183575386,0.5924694988457329,0.3195436536464707,0.1967461749881293,0.13199009208451146,0.4563611135318675,0.1831716614935893,0.7965257193589574,0.10424676431180845,0.06818893997650517,0.8,1.0,0.7000000000000001,0.5,0.4,0.6,0.30000000000000004,0.9,0.2,0.1,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.49099969440867497,0.4277558537373539,0.41818814403395566,0.45481502952793873,0.20818956409745648,0.25966339983941555,0.32606162578854103,0.3082344759470514,0.4990380631197359,0.3987216802005108,2.930937154451446,3.4682321482035103,3.160116378048663,2.5502479968039617,4.083516601331155,3.897444961842565,3.5706535014705336,4.813823016754278,3.066243144697865,4.540936905324692,0.7264106479372049,1.5220459341904127,1.5220459341904127,1.5220459341904127,1,1,1,1
28,10,3,3,0.47604136829550114,0.3971931352788015,0.36242947241040685,0.3553355941346066,0.25349173848093276,0.5702178986503316,0.08539750746782945,0.4064426839534191,0.25879785918777026,0.06390710187877272,1.0,0.9,0.8,0.6,0.4,0.7000000000000001,0.2,0.5,0.30000000000000004,0.1,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.3258353212903613,0.3234113415825687,0.3344056664674217,0.22304571914110055,0.22791918904107603,0.28812330966044025,0.24227730923393936,0.416307684099232,0.3096196823751757,0.21577419748546697,2.6293033920628788,3.5002362074446123,2.6369664240660717,3.971453449684502,3.658762737641696,3.8821775074784326,3.955432245971043,3.455479326313845,2.8341835781179276,4.655497863730048,0.9182154892087243,1.0510796892108827,1.0510796892108827,1.0510796892108827,1,1,1,1
29,10,3,3,0.33228299863036836,0.4902766999257019,0.466250896948152,0.14195576631428497,0.5065382208900885,0.4077569584555894,0.34571125271629205,0.19741349140153486,0.14707970966861134,0.05639982896119951,1.0,0.9,0.8,0.4,0.7000000000000001,0.6,0.5,0.30000000000000004,0.2,0.1,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.20619130272744418,0.23596613945468736,0.4295102275757133,0.20068891784513876,0.3515122759952577,0.44184908548173896,0.32635120802421413,0.31737324912164167,0.39784393144585184,0.36145510134697023,2.9781082635606273,4.079217582283164,2.8699201206793648,2.995633246471171,3.19259727857775,2.2646517245030062,4.637011542006373,3.1851839854223014,4.470377680917732,2.796304060727726,0.2014086362329566,1.3783664537233378,1.3783664537233378,1.3783664537233378,1,1,1,1
30,10,3,3,0.17611262856718457,0.14067925988183855,0.5019254025932777,0.41908098683252404,0.763792071900298,0.16795268970912894,0.8785791722223316,0.6983655978953901,0.11076584226978006,0.02626232133142828,0.5,0.4,0.7000000000000001,0.6,0.9,0.30000000000000004,1.0,0.8,0.2,0.1,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.4407863054568639,0.27606465601737784,0.4271003686400109,0.20682213743300767,0.49159798181478687,0.4106149846485827,0.40693934632720025,0.4829784925949222,0.2878504971219706,0.20402431799660267,4.52453536075314,2.9857452175295816,2.1097244064102387,4.877955401620758,3.0697590896551565,3.4855986755768122,4.117779049747446,2.660642149636188,4.700833607965373,2.539388180957518,0.6290041138329544,1.5938024416063845,1.5938024416063845,1.5938024416063845,1,1,1,1
31,10,3,3,0.3137070987970353,0.31722439911632455,0.6061520278328052,0.34014350426639617,0.314057221501217,0.16705937186055664,0.37622218187003564,0.042393852655170455,0.25494904776662214,0.15662153042560656,0.9,0.8,1.0,0.7000000000000001,0.6,0.4,0.5,0.1,0.30000000000000004,0.2,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.30823463472170565,0.3390064056927381,0.4398394100460292,0.2377033046842266,0.3952677808378931,0.4148717222644076,0.21505496743893,0.4949713047407299,0.2354153846604535,0.3560106817254144,4.603465273769827,2.434386138950834,3.4311174513598823,2.1314031954424126,2.1755790506524604,2.8695845158685827,2.8216114775211674,2.1891772978420896,2.2891453366130667,4.20574977349387,0.9955918530546063,1.774787119542561,1.774787119542561,1.774787119542561,1,1,1,1
32,10,3,3,0.5217162096596604,0.17377575594255923,0.5796240409113157,0.14511517423079417,0.4726249393888474,0.791381650803084,0.6172072069261921,0.35787080216400485,0.16102889739123255,0.07796403188846714,1.0,0.5,0.8,0.30000000000000004,0.6,0.9,0.7000000000000001,0.4,0.2,0.1,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.42460250559292345,0.23185907084329854,0.2163185845460804,0.21889581611332468,0.4305746205281775,0.27501092995949666,0.33309659388469914,0.2906454322660528,0.31132884095507085,0.30160745649245263,4.368950634281541,2.6681257984637043,2.060574974130705,3.599861462671715,2.84596307431098,3.8099603783407767,3.086384036936253,2.2293269317956845,3.9432001268196784,2.586928128610666,0.9668672870285199,1.1496884045932845,1.1496884045932845,1.1496884045932845,1,1,1,1
33,10,3,3,0.42720095742699943,0.6054821404549333,0.2509699747996735,0.37416825536769627,0.16309304922373508,0.07612737406820108,0.07853629882205894,0.6809856592538095,0.44581608136133194,0.061808409218814434,0.9,1.0,0.6,0.7000000000000001,0.4,0.30000000000000004,0.2,0.8,0.5,0.1,0.5,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.3107393848420955,0.4303780709794297,0.2887844902581512,0.423133524903198,0.47023176322831844,0.3683079434681201,0.48564220605024894,0.3099125014602916,0.42448734547350175,0.24371736656054444,4.887112134558972,2.094653479333229,2.5989066955475666,4.443511687042395,4.321219174676809,2.6447076722916996,3.1254336416038804,4.499142323620925,4.284373738979593,4.17611426851683,0.6254459394886908,1.3831139356615538,1.3831139356615538,1.3831139356615538,1,1,1,1
34,10,3,3,0.3513771305577307,0.13234919554215252,0.5359028955604389,0.07760579586125926,0.7342116726448596,0.5469419179393434,0.06025101265325927,0.46317541049916316,0.35136137909256115,0.08241390632638276,1.0,0.5,0.8,0.30000000000000004,0.9,0.7000000000000001,0.2,0.6,0.4,0.1,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.4783232152621425,0.40115409536164237,0.4181564528743166,0.4619218714036426,0.3486678927908936,0.26769486830196076,0.37638337617123885,0.26910145882824127,0.4874628406330815,0.43735895171175354,4.051256328210156,3.7277965147448686,2.578629409458491,2.8795796246687164,2.7292143952402315,3.7832599041383714,4.948772075495029,2.254266345914559,3.4030085976253392,4.44865199447516,0.8762388865759116,1.1278461796090196,1.1278461796090196,1.1278461796090196,1,1,1,1
35,10,3,3,0.4612560345095693,0.3788514492592279,0.6440450132094129,0.16273600717922126,0.5975008645679271,0.1445695564980032,0.4912321728296507,0.09805926401519267,0.42577194486552494,0.06910889391820733,1.0,0.7000000000000001,0.9,0.4,0.8,0.30000000000000004,0.6,0.2,0.5,0.1,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.42649660545283746,0.2744251843360914,0.37972921378761915,0.4376580175633793,0.333795547266761,0.393948868162462,0.3868170145382349,0.34871947545607784,0.3503323965249342,0.21074582588363164,4.368140997539857,3.5145240056551943,3.4449351772707235,2.603380615292785,3.2921699348539466,4.205597379630125,3.350252979929143,2.72322515310772,3.6622618002900023,3.898850216491005,0.3508096088199055,1.9976107587689,1.9976107587689,1.9976107587689,1,1,1,1
36,10,3,3,0.3624030646749683,0.23538698101601685,0.6856379821296061,0.192270449330034,0.6359725079175056,0.5173088851960927,0.15449874959600213,0.35562746415937974,0.16233666469561261,0.08743168457410909,0.8,0.6,1.0,0.5,0.9,0.7000000000000001,0.30000000000000004,0.4,0.2,0.1,0.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.2824584037023302,0.46748628361988237,0.2593861247747261,0.27672949823775117,0.36831672205795185,0.25724535858099495,0.42412504213632196,0.48677398312127435,0.22194506684741536,0.33425806976102734,4.818495818899551,2.3026684718993096,4.910973925238322,4.220099327220594,2.971598784409472,2.7486067542048573,4.4825252538845755,3.887667617596688,4.331623722225017,3.5032960045362818,0.12753534098785768,1.5723501866330323,1.5723501866330323,1.5723501866330323,1,1,1,1
37,10,3,3,0.28872408273451455,0.25061744118199836,0.2600217608701018,0.7351859858271568,0.3237601298067291,0.5552569221774905,0.11449124623126317,0.22130637137590767,0.038749655303105326,0.35301127816098465,0.9,0.8,0.6,1.0,0.5,0.7000000000000001,0.2,0.30000000000000004,0.1,0.4,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.42720985534208694,0.427830364247477,0.4142805422506337,0.40061384696914587,0.4817862950563137,0.3252029562223291,0.41027487893866554,0.42250792668955056,0.3879013496674676,0.40898383061523635,3.116262256950651,3.861074308698237,2.150975800945216,2.7728335246448594,3.7605406561891694,3.2067796867354352,3.0143281043098904,3.8747991669151673,4.589353920884917,4.533366890896578,0.8879804565698167,1.4035930334104556,1.4035930334104556,1.4035930334104556,1,1,1,1
38,10,3,3,0.24543265717186613,0.3845919941021474,0.23478184247604494,0.15424486394254755,0.2548765978639743,0.08269302218103503,0.28544628553519746,0.6102027858852997,0.11607662879536036,0.031627351001209364,0.9,1.0,0.8,0.6,0.5,0.30000000000000004,0.4,0.7000000000000001,0.2,0.1,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.45578716825099874,0.21184691383074417,0.25998828642029925,0.266672397669794,0.3795590330774544,0.23654842234745965,0.20281872598861042,0.29456882064566664,0.2058386025097799,0.2526459691216893,4.828974107065235,4.081474467306825,4.011967305637416,2.6728885964021734,4.680324297465894,3.422528640649328,4.029064205283865,3.661487607389991,3.5515744067817225,3.560357334783175,0.8823023019815891,1.9176945011868245,1.9176945011868245,1.9176945011868245,1,1,1,1
39,10,3,3,0.34457772672539466,0.41186488340710026,0.37120253663270814,0.28347815904166623,0.2261386099329713,0.14003218022211428,0.0758940108398819,0.6236640633642363,0.060207500907135905,0.1683914758055622,1.0,0.9,0.8,0.6,0.5,0.4,0.30000000000000004,0.7000000000000001,0.1,0.2,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.34196148373772084,0.2097122044042764,0.40620367373510236,0.27077787749192544,0.4281345402140859,0.41402174002940784,0.4934754761192105,0.46125328448334213,0.49200147278487005,0.47657496913693226,4.392108938023411,4.905792576202903,4.501940722134727,2.181016751663945,4.941129734545369,2.667799603396976,4.979966213945833,4.451044759499177,4.89665584056444,3.7687984195879305,0.3391352511416619,1.3569379591523367,1.3569379591523367,1.3569379591523367,1,1,1,1
40,10,3,3,0.3847957819116412,0.471995879904125,0.43078387944828284,0.5590895801074233,0.15954822517119743,0.4779434392915129,0.3226832783574786,0.4491736105379227,0.17243404319846398,0.0825447282536173,1.0,0.9,0.8,0.7000000000000001,0.30000000000000004,0.6,0.4,0.5,0.2,0.1,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.49918420172638056,0.21859261262175989,0.2731914146146469,0.45573725817561483,0.272238524491874,0.38522666202608136,0.3643230700500668,0.4691893270836151,0.3058519700465676,0.3314879575212456,3.889246882604466,4.318659215155684,3.24155324578799,3.267261817619,4.770633896261324,3.7863261548691325,2.809219904390265,2.026658334760608,4.417826989484901,3.616392160337872,0.7966731589316798,1.3571277233117263,1.3571277233117263,1.3571277233117263,1,1,1,1
41,10,3,3,0.1925357481150317,0.49320543610082146,0.40513734799947493,0.524269244052073,0.7298394732897278,0.22042753774552387,0.3721838545819245,0.08143032896076621,0.2607237592939001,0.08026717887346968,0.6,0.9,0.7000000000000001,0.8,1.0,0.4,0.5,0.2,0.30000000000000004,0.1,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.27892820504570603,0.37268372883915935,0.3774593216897987,0.2146137526310767,0.30573595731059816,0.4727119535757643,0.49875606832580593,0.30095299824533117,0.3034297561773884,0.4795039349460332,2.916598563658712,3.3783360273834546,4.430725425552158,2.9461834860581266,4.017051197251409,2.265035940259136,2.443292920151598,3.460232954940819,4.387090982393088,2.6092973924235796,0.5366892537507412,1.4489279344388084,1.4489279344388084,1.4489279344388084,1,1,1,1
42,10,3,3,0.47574465309879865,0.1301820925398708,0.2572336363645969,0.5316891034521353,0.19288557415518603,0.1799965880071047,0.8808169160057371,0.588077134461881,0.049309266781651796,0.17563732537777543,0.9,0.5,0.6,0.8,0.4,0.30000000000000004,1.0,0.7000000000000001,0.1,0.2,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.32586491352390234,0.29893390597647007,0.20771711832470352,0.2922417415650442,0.34285909614086174,0.4432978074914907,0.2695487747682348,0.46335558431201773,0.32931359542270044,0.2592329032647397,4.8349581439722895,4.737198452339574,2.078483763769473,3.8237884746473187,3.3250180683990154,4.08026317705525,2.0752104849234874,3.5763418623552923,3.290950494104338,2.526169157391458,0.554679041358998,1.155117545089659,1.155117545089659,1.155117545089659,1,1,1,1
43,10,3,3,0.27891458991801144,0.20821814646692194,0.2538014023072917,0.3548195933985671,0.1785818961412461,0.1465662020357181,0.8715194399259713,0.10064330944861842,0.6203257562345406,0.04352828335647634,0.9,0.8,0.5,0.6,0.4,0.30000000000000004,1.0,0.2,0.7000000000000001,0.1,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.2729977243637324,0.4316108735105651,0.41209547637076593,0.42325285023347736,0.3199404003543788,0.4112039312931496,0.27861182472210955,0.3744150995827115,0.47226998166845535,0.2348900076261386,2.9981767655743434,2.252277659092267,2.0749590451384248,4.505653378682957,2.7036784791422557,4.541135865981991,3.6317250475897955,4.5384936068880215,4.820129251637066,4.803424766037031,0.3086515252666734,1.8884823864142644,1.8884823864142644,1.8884823864142644,1,1,1,1
44,10,3,3,0.2597069994032285,0.1292013761434876,0.447450657906043,0.15886457651073882,0.10143705391942903,0.6154835458811316,0.8691602658274612,0.5219205448374025,0.13741018196125077,0.06678915558639945,0.9,0.5,0.7000000000000001,0.4,0.30000000000000004,0.8,1.0,0.6,0.2,0.1,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.4624768536210807,0.21929291996995035,0.3493094765394815,0.20252375962603936,0.443627267515922,0.4410541730086135,0.20015701288025217,0.47863753589527824,0.2471236645400883,0.3076422149951963,2.023296689827356,3.808671182416264,3.018798292248674,2.359030844280712,4.4793871237098895,4.5216219274815534,2.7931984861496093,4.632222489087956,4.807068711148618,3.849300919580176,0.5299404438393462,1.2991995022921798,1.2991995022921798,1.2991995022921798,1,1,1,1
45,10,3,3,0.25633145337403307,0.2130762099746074,0.4345586777889782,0.198034301099,0.19370018046859439,0.5415582583582369,0.14949451528195207,0.871715349812463,0.14352488332785215,0.04485848581849234,0.9,0.6,0.8,0.5,0.4,0.7000000000000001,0.30000000000000004,1.0,0.2,0.1,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.38999351388748554,0.3533505426016812,0.4930578096520328,0.4017243306285738,0.3678237686558083,0.4425799103139339,0.42973576419525017,0.43091112391693837,0.37671947525315963,0.2963093409619508,4.673336536842651,3.4912329509669857,3.186234745348432,4.634695312255808,3.6988969322734166,4.253076292357252,4.76690119318478,3.5768505131773565,2.1779880040877124,2.9265901911957526,0.1423357750952023,1.1084018494388912,1.1084018494388912,1.1084018494388912,1,1,1,1
46,10,3,3,0.33553205239248596,0.2566447906902223,0.4830946654187972,0.12782571748138882,0.10625673471876218,0.3204530829304963,0.44835727397165237,0.10602858621129035,0.02703557732715091,0.2585960514336632,0.9,0.8,1.0,0.5,0.4,0.6,0.7000000000000001,0.2,0.1,0.30000000000000004,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.28839870943255463,0.30722227611553676,0.38640350590931094,0.33447708810890053,0.45073729739519874,0.38941856540536635,0.3576634189939686,0.310752082997468,0.3697637785737984,0.45182934951155407,3.8626995314444468,2.677639942727494,3.1008894960008364,3.4330514601311806,3.8915441652591243,2.216306363448682,3.002045347109112,4.191457970929921,3.310236695149759,4.177849235422785,0.28434412016974964,1.3494111107755824,1.3494111107755824,1.3494111107755824,1,1,1,1
47,10,3,3,0.3970208161703287,0.2470032136077226,0.27771492904997974,0.40079771595915387,0.6525741632212456,0.36174973969030677,0.28428197983661435,0.12777678476359933,0.04625542662932585,0.2675810524306066,1.0,0.8,0.6,0.7000000000000001,0.9,0.5,0.4,0.2,0.1,0.30000000000000004,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.36607891822519834,0.4256847171507191,0.255743855290754,0.4304571123959057,0.4862826573840894,0.3654812407473459,0.46457242887521927,0.26340195639587266,0.3759852434767836,0.3151408641210001,2.645815379894639,2.2547921553889,3.7280155749006854,2.8190673042611816,3.165918951221838,4.81699561846059,4.609577910028945,3.75192189440589,4.730143504891165,3.2851637491116747,0.8975252566758418,1.3462880000605795,1.3462880000605795,1.3462880000605795,1,1,1,1
48,10,3,3,0.6832725136840987,0.6140930391818795,0.31571705849845416,0.2336761177025018,0.5597327098435771,0.06830733852434517,0.19292796316332658,0.6120177634901539,0.31617769215683633,0.08126152827478154,1.0,0.9,0.6,0.5,0.8,0.2,0.30000000000000004,0.7000000000000001,0.4,0.1,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.2393100754571279,0.34855322785232595,0.3604250539295747,0.3991468049891129,0.25858838482664187,0.20848672498623702,0.4435448594162219,0.4992346191706623,0.4271383218312575,0.3340910049633127,2.8314922222904086,4.63546032681421,4.798377646221301,4.612186665163704,4.098241562983206,4.665812695012523,2.6790653269362257,2.6971480169359046,3.6009161091639212,3.1207703402358384,0.5563338959267132,1.11768521575077,1.11768521575077,1.11768521575077,1,1,1,1
49,10,3,3,0.19085066449658616,0.3729040722299116,0.6715012283999977,0.6818293135652275,0.28433489313833926,0.2397325102200675,0.16736918571283688,0.504825553234837,0.1212996867957421,0.04833787760115152,0.7000000000000001,0.8,1.0,0.9,0.5,0.4,0.30000000000000004,0.6,0.2,0.1,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.27117330644636856,0.20824110985708463,0.24811951796000356,0.43821942504468314,0.44364746627112195,0.40254988095811783,0.22044833018962948,0.4628066253062,0.44099944950598713,0.4145724269533273,3.5634239789842743,2.314372563895726,3.954138746927034,3.3483891753110804,2.785216222213032,2.8355742545124105,4.268770571500429,3.1129788186766922,4.074529612751437,3.1021720848944256,0.248205948023526,1.720417953059594,1.720417953059594,1.720417953059594,1,1,1,1
50,10,3,3,0.2275393711140582,0.21757780880305355,0.4029533858924068,0.8189716810290277,0.46757607741170915,0.0716034180560749,0.27544794994368393,0.40758376161828686,0.21942109292493328,0.08096705364450088,0.9,0.7000000000000001,0.8,1.0,0.6,0.2,0.4,0.5,0.30000000000000004,0.1,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.2995242957634894,0.4834967123157229,0.45927556863980096,0.44222703003144465,0.47235927720917076,0.46755796357680535,0.3192753321662758,0.4676094234526282,0.21394274952591347,0.3544243846709963,2.9498046322757094,3.255053905156419,3.5825482335442462,3.218465197605671,2.6993119128277963,2.687383170097612,3.981625111550051,3.035182126234491,4.9391311289426305,4.179918300373151,0.6255428645492611,1.324814474996594,1.324814474996594,1.324814474996594,1,1,1,1
51,10,3,3,0.3085387520190366,0.2476138396580081,0.5505566627479661,0.1654544839157505,0.12404100840860488,0.5410001644227471,0.7983478385188122,0.1043613908855353,0.4064672047470379,0.05247738745526858,1.0,0.6,0.8,0.4,0.30000000000000004,0.7000000000000001,0.9,0.2,0.5,0.1,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.37841536161162215,0.30995089329341063,0.3093247141526469,0.42486048578746527,0.2595160499200767,0.4533383891633066,0.44663312222936724,0.21259932787879263,0.43415232344869614,0.33881760244120673,3.4894033424126016,2.264802419043602,4.598319219176316,3.5325046434549616,4.186782946501403,4.059046995291323,3.2680577776927593,2.031890029260808,3.679989132000941,4.0979010636640325,0.1361726472918334,1.6144088578811204,1.6144088578811204,1.6144088578811204,1,1,1,1
52,10,3,3,0.3220698750196259,0.24375631291680278,0.6168982579145876,0.10428055379104417,0.7093305303613822,0.11437251624480188,0.32503652841178005,0.10956704698939952,0.5295195249647922,0.060606404904954905,0.8,0.7000000000000001,1.0,0.4,0.9,0.30000000000000004,0.5,0.2,0.6,0.1,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.24836654225542293,0.29994626417192616,0.32115848831302185,0.4505253362978827,0.436769221565786,0.40752940533319343,0.4078310107928967,0.25855060061060686,0.4639192595576654,0.48615788482815153,3.7409469196148506,4.85341265243494,2.097737828586044,4.418937277318793,4.526954082173335,4.4490213102100995,2.082394285392472,3.881199638983144,3.059090861734602,4.245550840792308,0.46722523307557395,1.8037766423680726,1.8037766423680726,1.8037766423680726,1,1,1,1
53,10,3,3,0.2699384841876442,0.24581541993905887,0.5275678501861137,0.250420577310159,0.1058658153615265,0.3822861240301702,0.1131364942820305,0.7197481225274174,0.03956033734063494,0.2576734886259304,1.0,0.7000000000000001,0.9,0.6,0.4,0.5,0.2,0.8,0.1,0.30000000000000004,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.2994459071022224,0.2790829270637836,0.3465808164087126,0.454791085608412,0.3187401930198416,0.2946905096031275,0.4399208407682733,0.48062600981485365,0.273953504110544,0.4787185602914537,3.2787119478571016,4.256312196875342,4.70494837636844,4.619776813471839,3.4058655349843727,3.557820839456115,4.188128808263976,4.189950186656667,3.7168250004590355,3.724298771107774,0.3020542258356328,1.6718423342794253,1.6718423342794253,1.6718423342794253,1,1,1,1
54,10,3,3,0.2728088014568593,0.5983742924708992,0.7029884677629983,0.20742320071314735,0.572557587513472,0.47618456948413707,0.23768276266301536,0.19570345776012923,0.11630821553288553,0.02899276605193092,0.6,0.9,1.0,0.5,0.8,0.7000000000000001,0.4,0.30000000000000004,0.2,0.1,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.3611400349521534,0.3074241837091003,0.4421182523179783,0.4119783492005739,0.3087201979984757,0.4343656949085749,0.39817507195755475,0.3796764318593858,0.29686203510851206,0.3104994201081913,3.639238829800294,2.9287611169552474,4.003031578886532,2.514119945882742,4.127586637792324,3.9572664344999344,2.4511278049494374,2.826969807149144,4.283216578213445,4.051911583633089,0.6959861281262449,1.488098627831139,1.488098627831139,1.488098627831139,1,1,1,1
