Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
31,10,5,3,0.23878868162974354,0.44877511748427423,0.4661698080339412,0.19421715246036714,0.43844324994085593,0.3600924535235009,0.21778405887570865,0.0577241758895487,0.0409592746298621,0.24408445056442632,0.8,1.0,0.9,0.5,0.7000000000000001,0.6,0.4,0.2,0.1,0.30000000000000004,0.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.16370804969280572,-3.3479880944731644,1.0448609866330538,1.1222373930018963,1.002012368168897,1.1833316916247705,1.003368271763172
32,10,5,3,0.3163132070051604,0.176426778461371,0.5824694068909227,0.08629046968025755,0.5273017995473677,0.8670351514922222,0.08312589831054303,0.29257748565877933,0.52605712882963,0.07496529308295448,0.8,0.5,0.9,0.30000000000000004,0.7000000000000001,1.0,0.2,0.4,0.6,0.1,1.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.5603759882275939,-3.5405121161291535,1.736060594470974,1.9389621632027774,2.0289326188574077,2.0049664914867353,1.9120383345278085
33,10,5,3,0.36755350722959934,0.5696571806621579,0.2701285804972556,0.4885669336187406,0.3285178159544451,0.4745190287766453,0.29849120929176215,0.20425678925994542,0.14201696900686567,0.06386104430161599,0.8,1.0,0.7000000000000001,0.9,0.5,0.6,0.4,0.30000000000000004,0.2,0.1,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,-0.13625689886161052,-3.580413756421444,1.041303933336253,1.0353723646170674,1.1361481988749025,1.035424250139671,1.111845507944354
34,10,5,3,0.32490749365726607,0.19429583509964365,0.16442567963264132,0.36979808980484496,0.6081935550543915,0.772960743593709,0.12788472499391942,0.08141629588278115,0.290731071571263,0.0340198320731111,0.8,0.6,0.5,0.7000000000000001,0.9,1.0,0.30000000000000004,0.2,0.4,0.1,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.08902092551904355,-3.3524616332884043,1.8675246768111269,1.7478827113321405,1.6813525838113197,1.9276418405373994,1.7511501100782667
35,10,5,3,0.45117957273965814,0.6101884060806828,0.4152070886354398,0.10798129571818399,0.430212139535025,0.4659217262273938,0.3913735243007989,0.027199696462044023,0.24055901615945172,0.15478859805871104,0.9,1.0,0.8,0.4,0.7000000000000001,0.6,0.5,0.1,0.30000000000000004,0.2,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.0,-0.12881577623435705,-3.163832805825562,1.1642408885410667,1.3302852411575787,1.1762425700355423,1.2303137846330574,0.8927872069293094
36,10,5,3,0.43775856330594193,0.2890657513193009,0.15971635315775895,0.3042147896219925,0.17374398232487143,0.7877847246763209,0.6000814569269666,0.21354045347124617,0.12586304590696812,0.044221513049909546,0.9,0.7000000000000001,0.5,0.6,0.4,1.0,0.8,0.30000000000000004,0.2,0.1,1.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.2695977600755396,-4.49089186195185,1.063085423507518,1.2046142220505403,1.0634090783853958,1.0517598423661638,1.1432241642416212
37,10,5,3,0.27214990240942605,0.49313989571504413,0.5789612013276016,0.23392845998553685,0.33591515684666756,0.143730458697228,0.49790980879899704,0.14103525225017635,0.057668389951729876,0.059213502161113124,0.8,1.0,0.9,0.5,0.6,0.4,0.7000000000000001,0.30000000000000004,0.2,0.1,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.14263446480217198,-3.8858840197814244,1.3586384857905331,1.2424760617565778,1.0474006331338512,1.1612795245370344,1.1582414352015828
38,10,5,3,0.4092949802664474,0.3748213023911119,0.19092201994238145,0.49313163681254235,0.32240411240481903,0.6402515964522244,0.24063408352994076,0.025061634467236762,0.14944844515949512,0.26239948352864206,1.0,0.9,0.6,0.7000000000000001,0.5,0.8,0.4,0.1,0.2,0.30000000000000004,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.14077352709796961,-3.068733142904402,1.2434336663137002,1.378496529799926,1.2641887626702444,1.2123926379341317,1.3118310410543652
39,10,5,3,0.3486559297787909,0.5488367273539576,0.1763618692285202,0.3765239526339756,0.5056149564339574,0.2000735024637168,0.12490508518913984,0.1122071098831409,0.5177621319270526,0.06005661121650681,0.9,1.0,0.5,0.7000000000000001,0.8,0.4,0.30000000000000004,0.2,0.6,0.1,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,-0.2675802398399397,-4.050955246443254,1.9165883131188137,1.9723962807282247,1.7953590417739813,1.769269499037083,1.7938649240121403
40,10,5,3,0.27987990268292107,0.390459409532708,0.31789373913466856,0.7390292536549448,0.4593309948064068,0.16278692857385094,0.8785028430615978,0.1249582229861608,0.3586095800793756,0.06152158095573018,0.8,0.7000000000000001,0.5,0.9,0.6,0.30000000000000004,1.0,0.2,0.4,0.1,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,-0.060739157215208214,-3.566680616182754,1.5479256471767724,1.6065848928159292,1.3516012952989302,1.3865530945062146,1.4940296746103272
41,10,5,3,0.5043496089017002,0.6100367721343002,0.22902106284290824,0.23976798649886488,0.5868824691501303,0.11110147398891335,0.06153399416359945,0.2870118213507847,0.6116133554323588,0.07198589483609641,0.9,1.0,0.6,0.5,0.8,0.30000000000000004,0.2,0.4,0.7000000000000001,0.1,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,-0.3884263062269427,-3.714878425372492,1.4353083458873,1.3937441329415325,1.8128163155638852,1.8252317592458058,1.6765250638612337
42,10,5,3,0.27083215952173056,0.622496424569497,0.5014120421057412,0.32636268514337463,0.4518212566637483,0.26684705780834855,0.17308629888201796,0.6746378277592306,0.11080102937481931,0.04308152357388944,1.0,0.9,0.7000000000000001,0.5,0.6,0.4,0.30000000000000004,0.8,0.2,0.1,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.28140117613131604,-3.6667180129514345,1.030717563546672,1.302012218047375,1.102913405462234,1.287878020854726,1.192986049665106
43,10,5,3,0.5212753346351903,0.7041459356006968,0.5157942562815984,0.3513511782992245,0.46735025820273646,0.2621292719966138,0.1951882808623858,0.11819300687625454,0.4221261762948813,0.06824951269187898,0.9,1.0,0.8,0.6,0.7000000000000001,0.4,0.30000000000000004,0.2,0.5,0.1,0.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.38050583486878065,-4.041582194300331,1.0037781233519836,1.0518710815031944,1.1428696318939255,1.1692819932402045,1.16403804833595
44,10,5,3,0.3809718543931152,0.38065769557410967,0.23515554734542182,0.5364122868968026,0.15788289474081552,0.39530160406264964,0.14384741889855274,0.11344674719577429,0.6139776618000489,0.07407571701342984,1.0,0.9,0.5,0.8,0.4,0.6,0.30000000000000004,0.2,0.7000000000000001,0.1,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25850205930224646,-3.441330928020016,0.8502579747426152,1.073821144439399,1.0970270734828704,1.0102508660016132,0.9006521374801547
45,10,5,3,0.3105558647392901,0.2720170485987352,0.6003302534573095,0.2402059947201035,0.19176099943501518,0.10964016847221056,0.5772048725165918,0.11841233359067552,0.5325342015950815,0.08072342553231272,1.0,0.8,0.9,0.5,0.4,0.30000000000000004,0.7000000000000001,0.2,0.6,0.1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,-0.31216729703164886,-2.873545410498583,1.4229449939156116,1.681895693284982,1.589090512352223,1.533907126331756,1.5882175276708055
46,10,5,3,0.37447322636530345,0.3255319684278395,0.14246838182658295,0.4550296304310786,0.5355069303132006,0.25632971144391886,0.4643851386838952,0.08875835928412039,0.22048306529353412,0.04392340280595656,1.0,0.9,0.5,0.8,0.7000000000000001,0.4,0.6,0.2,0.30000000000000004,0.1,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.11804588986285894,-4.454606301932184,1.2945468268917693,1.261692847452163,1.3401170619895422,1.191621699891788,1.1994923113702431
47,10,5,3,0.26017068611955096,0.12709894260457494,0.6578121162634549,0.31318245828785324,0.5813452460630881,0.09898132816528243,0.7735297796999138,0.3374296769265713,0.04410271748873437,0.17078182204123454,0.7000000000000001,0.5,1.0,0.6,0.8,0.30000000000000004,0.9,0.4,0.1,0.2,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.03062352461492105,-3.4699105766897302,1.057154953899242,0.7383914016871214,1.051664407556937,0.9972242269623293,1.1071962977450462
48,10,5,3,0.3212968827804422,0.3231090445536932,0.1537119291063781,0.6446252427048637,0.10959156696993691,0.42515627748898227,0.08681372248686442,0.6135127855828616,0.02804924461552878,0.34676219289665466,1.0,0.8,0.5,0.9,0.30000000000000004,0.6,0.2,0.7000000000000001,0.1,0.4,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,-0.3061220204686428,-4.589150123790211,1.2517812091258815,1.234055043230469,1.2746500024613556,1.0736047409221403,1.161074125057933
49,10,5,3,0.37824519620419284,0.26310735769007076,0.5236107963025284,0.7326314439007486,0.3831753840084537,0.07244510681794664,0.41010431214263976,0.31301887490348074,0.2564040979987155,0.07095029997081423,0.9,0.7000000000000001,0.8,1.0,0.6,0.2,0.5,0.4,0.30000000000000004,0.1,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,-0.1358144908431394,-3.4121885906389124,1.188247632348906,1.3606668292895536,1.4687226195984313,1.3961319017843274,1.4772890267570435
50,10,5,3,0.34363043887586453,0.4541826155491678,0.15424955619458236,0.16290047838586363,0.3917882015399611,0.238273889666567,0.849766898316555,0.1825915584201158,0.09209138478806443,0.025289084102182266,0.8,0.9,0.6,0.5,0.7000000000000001,0.4,1.0,0.30000000000000004,0.2,0.1,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,-0.16429345993571676,-3.460000753842681,1.8150628914522764,1.7371368668698897,1.80723416645964,1.484482199728396,1.5909209379492606
51,10,5,3,0.2977205174430576,0.4034744666303738,0.32099576622858383,0.316099036378271,0.7467154081429506,0.2973510670948139,0.24507330624752358,0.21562329399465555,0.04243900455098282,0.15991536542952256,0.9,0.8,0.7000000000000001,0.6,1.0,0.5,0.4,0.30000000000000004,0.1,0.2,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,-0.5899723184800183,-3.7962489897306857,1.7328201608329061,1.63646381738415,1.6495570081046378,1.7463098759870868,1.6087662708507193
52,10,5,3,0.3736852142525755,0.28832748137521036,0.16730445517278197,0.5847025646305836,0.3074630839329557,0.5217457440896531,0.23890461949766087,0.08727876681580116,0.20573733551965911,0.06037750109707263,1.0,0.9,0.6,0.8,0.5,0.7000000000000001,0.4,0.2,0.30000000000000004,0.1,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.03446788277082969,-3.3219541330068374,1.4662228226808287,1.4760043121560396,1.4062045050936187,1.2821720800617875,1.2909673338746785
53,10,5,3,0.2728347033395407,0.37857487581606225,0.6276137099450358,0.544784633801261,0.1957199216785459,0.43452907072670305,0.1144583107225361,0.32150609303099853,0.04836240927893123,0.2632717644458964,0.7000000000000001,0.8,1.0,0.9,0.5,0.6,0.2,0.4,0.1,0.30000000000000004,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,-0.6398672250985464,-3.63568186906833,1.9249254400274391,1.9405337582210067,1.7226670760403733,1.6513316857108544,2.0048141652651226
54,10,5,3,0.43547107743291225,0.7201226698672725,0.3728255077910521,0.19214254319912102,0.6153154293491108,0.5201303095065682,0.33410829291813304,0.1935214251320425,0.11115970439082297,0.0833731416249538,0.9,1.0,0.6,0.4,0.8,0.7000000000000001,0.5,0.30000000000000004,0.2,0.1,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.14498608443157368,-3.773113298628654,1.4443990050577253,1.3455989572230638,1.6435519540743204,1.278992461497126,1.5059644086505959
55,10,5,3,0.2051777206128198,0.35650993362700845,0.2881210488089098,0.15961178436229262,0.6870652697977663,0.4716963550462902,0.0883207855469766,0.3051404707681286,0.2057981449212251,0.06283305146473937,0.8,0.9,0.7000000000000001,0.5,1.0,0.6,0.2,0.4,0.30000000000000004,0.1,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,-0.4973964778001727,-3.652731846030018,1.3473861691105729,1.3917629589660943,1.6172099169730638,1.2463274835837561,1.482693062031035
56,10,5,3,0.37865462628258295,0.2133042583718936,0.23063838748409216,0.19473414013071194,0.11075018641171958,0.2464623671008182,0.7769665832530168,0.5818179917715226,0.1160216619260728,0.050519913652998266,1.0,0.8,0.6,0.5,0.30000000000000004,0.4,0.9,0.7000000000000001,0.2,0.1,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.11823452736649336,-3.0280768803671814,1.2572159876898852,1.2543136870846954,1.2683703288252242,1.4100067715102922,1.1933629997737962
57,10,5,3,0.2300071347344529,0.16408041359382097,0.27505990431928845,0.49891672863820635,0.44516729322438664,0.11352622121337314,0.8507815758562709,0.11057225704398299,0.3167896375121233,0.08031161665345891,0.9,0.5,0.6,0.8,0.7000000000000001,0.30000000000000004,1.0,0.2,0.4,0.1,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,-0.10526683777513042,-3.772009042363114,1.5889859833111424,1.4849893812535486,1.3884316185243066,1.5304124379353181,1.6291061178711517
58,10,5,3,0.27739918350590786,0.3135181394243868,0.31656734505178513,0.2890491473521261,0.5296499369145129,0.28081798579801054,0.18833095385831242,0.09719606366619399,0.0897782643958821,0.04871935363011697,1.0,0.9,0.7000000000000001,0.6,0.8,0.5,0.4,0.30000000000000004,0.2,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.07116212049312708,-3.063459295893745,1.1655697202956057,1.0921813427081972,1.2513514086444528,1.2269119081725928,0.9424166436092988
59,10,5,3,0.2556231764151552,0.6335655836362984,0.5087219737609481,0.4202550042791462,0.0598661656485176,0.2650300728112476,0.3736449919683555,0.19051616060746,0.8971290001925973,0.05877372090883131,0.8,0.9,0.7000000000000001,0.6,0.2,0.4,0.5,0.30000000000000004,1.0,0.1,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.07055833785178485,-3.0305161140403727,1.0739156541710866,1.2709233406216232,1.2553674200260663,1.4515247452185556,1.2642049448250012
60,10,5,3,0.20238959320108768,0.4463913492643912,0.5528591672602131,0.7335879521820403,0.30287280797132504,0.43269089908218467,0.15260071144874696,0.09457703284629145,0.33102044339152115,0.03635866331576905,0.7000000000000001,0.8,0.9,1.0,0.5,0.6,0.30000000000000004,0.2,0.4,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,-0.580285727503339,-3.8797868489884886,1.6238982343177712,1.5432507732659002,1.5176205773602534,1.5388889779570856,1.6140795129906507
61,10,5,3,0.5813367226680817,0.5185877332044848,0.13500574916044522,0.15817808140905698,0.5750523991641666,0.48163246481349287,0.44584506988745604,0.1665948530445514,0.14086298954548915,0.04708518970781944,1.0,0.9,0.5,0.4,0.8,0.7000000000000001,0.6,0.30000000000000004,0.2,0.1,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,-0.7179384355394454,-2.928264645145028,1.6625085861379203,1.662523232909897,1.817384083249894,1.7890379367960063,1.6001759441368557
62,10,5,3,0.27549736852510986,0.34706030379211594,0.1788737523479792,0.14974878031050798,0.48430796487332106,0.2922271015405512,0.594846131610156,0.14023083936442782,0.1695026844530888,0.08868647437660317,1.0,0.9,0.6,0.4,0.7000000000000001,0.5,0.8,0.30000000000000004,0.2,0.1,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.1779273782950165,-3.905306482159687,1.1003662711437618,0.952191590920187,1.060537170601906,1.150859346165342,1.148586792246013
