Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
76,5,3,3,0.28393911099465324,0.12560805773416492,0.8066279429910875,0.6093105440003145,0.07590456617213377,0.55,0.325,1.0,0.775,0.1,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,-0.2273187342841153,-3.326710342338355,1.5937869794428117,1.9619641758122073,1.9212726885145817
77,5,3,3,0.7205721477702429,0.43638684084733326,0.22464884748878788,0.6908584372823688,0.07431628117437783,1.0,0.55,0.325,0.775,0.1,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.05765301437375832,-3.135411055768542,1.931500119288735,1.7961002013329281,2.018983044625159
78,5,3,3,0.2354910986363633,0.15533610358477956,0.11503101024511375,0.8204652098362121,0.06172201876047217,0.775,0.55,0.325,1.0,0.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.03672155260329613,-3.6184665344251346,1.242368957481259,1.2425795721376411,1.3421634559419324
79,5,3,3,0.2156713473498404,0.5961788474982758,0.21938067392815847,0.14765372510911026,0.06541075272869672,0.775,1.0,0.55,0.325,0.1,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.20636240764407615,-3.3654988416022373,0.9315322612346714,1.097878154040372,0.8719150781120732
80,5,3,3,0.4052995948969461,0.28215903468828746,0.13259759400846183,0.8603339232804323,0.04403714957575412,0.775,0.55,0.325,1.0,0.1,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,-0.06574181115563012,-3.8012991720551645,1.0598618775260973,1.016999027835867,1.0988355530792575
81,5,3,3,0.3771192667286971,0.33272737045564316,0.31402766846737423,0.2812583664222222,0.06420416289198616,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.02659862073131371,-4.238513913068174,1.7069076813000492,1.674949108226785,1.8683577400037
82,5,3,3,0.36261203904185957,0.6137215653949257,0.310620148210465,0.1661048597007384,0.053577144468642826,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,-0.12452984972834524,-3.024391175781621,1.7259985395442414,1.9195001085520504,1.6507373648133286
83,5,3,3,0.34316904029910233,0.372370548160046,0.8539188691850732,0.2206331279727899,0.06378816784980848,0.775,0.55,1.0,0.325,0.1,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0299834498924559,-4.201404121442395,1.5953031162092974,1.545774443030839,1.6634235913526179
84,5,3,3,0.10787007716540237,0.5937777622566255,0.8882755849374309,0.46231414970491086,0.07510490828386253,0.325,0.775,1.0,0.55,0.1,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.07474159451675892,-3.25466009799443,0.929876398123662,0.9870751031210927,0.9968767819019094
85,5,3,3,0.4924608397864161,0.36022998528156264,0.19047806738617157,0.18260326013489112,0.05604717299084179,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,-0.39035449999708666,-3.3654095660679517,1.9237272530493414,1.8498821624022206,1.928623587660976
86,5,3,3,0.3065906685430968,0.19869585422562064,0.24974139569834608,0.2651857174489668,0.08802511537639479,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.19968772324108217,-2.9538585516155678,1.2624828466692042,1.3142933848065772,1.616227372311466
87,5,3,3,0.14277385891990718,0.7361553875084237,0.1687960194770706,0.6602449900217366,0.03190192441424872,0.55,1.0,0.325,0.775,0.1,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.1875894145629604,-3.7509819062586507,1.319925028147645,1.1967911838919514,1.1100298572402312
88,5,3,3,0.2651795127504485,0.2786681287103383,0.7694526776218507,0.2320802157711843,0.08839511516490745,0.775,0.55,1.0,0.325,0.1,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.2316605651160122,-4.075221154414599,0.8830651121317453,0.7772344238367347,0.9967995018904459
89,5,3,3,0.5503574089106064,0.35701256423347155,0.0943434476535524,0.4890762700460741,0.0549976013344357,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.09834786888676071,-3.065833310375852,1.1192561069531102,1.2503857217189063,1.2612433289055418
90,5,3,3,0.2511478966634476,0.2370707737316412,0.30407305281458014,0.21642003155937903,0.05385606859526293,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.07715750907802123,-4.684677200678568,1.6653741557102475,1.605991353571888,1.5939843460427683
91,5,3,3,0.6101260342229942,0.09876184032904389,0.348351288604518,0.64761945524564,0.06164112419290442,1.0,0.325,0.55,0.775,0.1,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.05468196602310047,-3.549083658869823,1.5950434357913053,1.4758374010371667,1.4923471027722546
92,5,3,3,0.424889459047873,0.6641829068430473,0.21315432914245125,0.4661761965899392,0.07913605369919594,0.775,1.0,0.325,0.55,0.1,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.23383655184271077,-3.9520664114901716,1.1123988275897005,0.8765937972277622,0.8853117486158117
93,5,3,3,0.4840236591933207,0.3057132614237313,0.6108541097091771,0.25467623652171506,0.055969002499094894,1.0,0.55,0.775,0.325,0.1,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,-0.04950651160561946,-3.4557829341446076,1.2893943952899451,1.1667561198910046,1.164196258160588
94,5,3,3,0.403899883884663,0.19739623307841747,0.34720928983392957,0.16605420148645508,0.07770607018325236,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.007713709017274005,-2.860419164771416,1.193093559601111,1.2329135109360059,1.3394926490392527
95,5,3,3,0.30620312558403256,0.5878315780174518,0.8363499140422442,0.18289354388461646,0.08228119773340777,0.55,0.775,1.0,0.325,0.1,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,1.0,-0.17354605567390619,-3.5400338705157663,1.6801051993816567,1.5969477792380609,1.5305795726656828
96,5,3,3,0.4740026819900549,0.42615553066547995,0.47954116624469956,0.2754076040774562,0.08682258878722587,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.1743888049311395,-3.9445581098705778,1.009362975439637,1.127209920167345,0.9618543721537002
97,5,3,3,0.347510208324568,0.8873844602266507,0.23397465962047098,0.4616880254326249,0.05461256487941928,0.775,1.0,0.325,0.55,0.1,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,1.0,0.18730427672932928,-3.899669948766322,1.0523266087803158,0.8956533743128312,1.1780563158269435
98,5,3,3,0.578229264798525,0.1079795935441154,0.6405611605935061,0.036312628352701715,0.48910616734184087,1.0,0.325,0.775,0.1,0.55,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,1.0,-0.100248891807421,-3.5416733959324187,1.365308555614056,1.623976810723942,1.236741801655215
99,5,3,3,0.4505465841502796,0.23219053865935746,0.14648554311128312,0.6812192400754788,0.037117035803961265,1.0,0.55,0.325,0.775,0.1,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,-0.013633855379237753,-3.208964101054281,1.252511447444245,1.2791699613323613,1.3593936121750265
