Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,c.P11,c.P12,c.P13,c.P14,c.P15,c.P16,c.P17,c.P18,c.P19,c.P20,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,p.P11,p.P12,p.P13,p.P14,p.P15,p.P16,p.P17,p.P18,p.P19,p.P20,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta1.P11,theta1.P12,theta1.P13,theta1.P14,theta1.P15,theta1.P16,theta1.P17,theta1.P18,theta1.P19,theta1.P20,beta_0,beta_p,beta_theta1
28,20,1,3,0.22614766782216833,0.3809071569519591,0.40775618559375226,0.3828354031193723,0.20561134982714058,0.3175921076795047,0.5603307776097102,0.2197276699949503,0.549189446322987,0.12976284028016535,0.4464397008939747,0.06651355739687206,0.30466266339869275,0.17743939541703632,0.28869478620059363,0.3906725704335649,0.6394680881940847,0.026698250146426628,0.1695052481971727,0.10961369632272863,0.8578947368421053,1.0,0.9526315789473684,0.8105263157894737,0.5736842105263158,0.6684210526315789,0.9052631578947369,0.5263157894736842,0.7631578947368421,0.33684210526315794,0.6210526315789474,0.19473684210526315,0.43157894736842106,0.2894736842105263,0.38421052631578945,0.4789473684210527,0.7157894736842105,0.1,0.24210526315789474,0.1473684210526316,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.3154715346333542,-3.222625356816717,1.6428016757847215
29,20,1,3,0.2022168417032909,0.34079528211687105,0.21166581199477347,0.14785285443929885,0.2334602878376537,0.5266035684993954,0.34486580033369046,0.6531550569398901,0.5759891563580276,0.19734345023649272,0.26466600559060305,0.7599816424741439,0.8395416007766714,0.20594141416051207,0.19166093724283628,0.32269082747800965,0.13609294470879232,0.11753606206993038,0.07087843799674409,0.21772096841027225,0.7157894736842105,0.7631578947368421,0.6210526315789474,0.5263157894736842,0.5736842105263158,0.8578947368421053,0.6684210526315789,0.9052631578947369,0.8105263157894737,0.43157894736842106,0.4789473684210527,0.9526315789473684,1.0,0.33684210526315794,0.2894736842105263,0.38421052631578945,0.19473684210526315,0.1473684210526316,0.1,0.24210526315789474,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.3052610906325099,-3.8456650779115,1.736451226322473
30,20,1,3,0.20790357539492005,0.4987819365866653,0.46385405721257145,0.2826348005319055,0.14814187459180117,0.47977769948623483,0.6772468963498088,0.6741970679516258,0.44915372523566305,0.5176973079777094,0.3382637348849375,0.1323436369893095,0.06591562593520661,0.2672515189272617,0.1376575950722145,0.42784116779566894,0.07681037077776441,0.36452798850422735,0.2992989710184731,0.06332751805115582,0.6210526315789474,0.9052631578947369,0.8578947368421053,0.6684210526315789,0.4789473684210527,0.8105263157894737,1.0,0.9526315789473684,0.7157894736842105,0.7631578947368421,0.5736842105263158,0.2894736842105263,0.19473684210526315,0.38421052631578945,0.24210526315789474,0.5263157894736842,0.1473684210526316,0.43157894736842106,0.33684210526315794,0.1,0.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.23827971710602439,-3.5597199627208354,1.4156473706793922
31,20,1,3,0.31980260620449363,0.4163325990024996,0.5649102020076493,0.19539462672731867,0.16425538300412706,0.5113698486667563,0.248558098664291,0.3455063707578247,0.4415257987635574,0.4012114600559172,0.12781362781467004,0.09228267504651044,0.06988264207967346,0.5544932987825174,0.6799546971592648,0.7528290029550111,0.10699586390111192,0.08836600807918568,0.32610313642428307,0.08996502822718706,1.0,0.9052631578947369,0.9526315789473684,0.5263157894736842,0.43157894736842106,0.7631578947368421,0.4789473684210527,0.5736842105263158,0.6684210526315789,0.6210526315789474,0.33684210526315794,0.2894736842105263,0.24210526315789474,0.7157894736842105,0.8105263157894737,0.8578947368421053,0.19473684210526315,0.1473684210526316,0.38421052631578945,0.1,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33113934875051554,-3.7638069001967667,1.2869902784942595
32,20,1,3,0.19650501001496323,0.3947168194358648,0.13288275246700965,0.5496604878512875,0.1359939730468378,0.6577640623602118,0.28329460245015725,0.24136014586427507,0.11157576879337094,0.5984765333756802,0.414305189252342,0.5125666958172578,0.8245074181370065,0.12173868249102424,0.2675908008115617,0.5747718225794725,0.11271720138965967,0.02836462745849619,0.09348422363055942,0.1940455431676985,0.7631578947368421,0.9052631578947369,0.5263157894736842,0.8578947368421053,0.43157894736842106,0.9526315789473684,0.5736842105263158,0.4789473684210527,0.33684210526315794,0.8105263157894737,0.6210526315789474,0.7157894736842105,1.0,0.2894736842105263,0.38421052631578945,0.6684210526315789,0.19473684210526315,0.1,0.1473684210526316,0.24210526315789474,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.5293933765425549,-4.444305266357885,1.5661442534968888
33,20,1,3,0.25660411093883195,0.3253933557599169,0.24873329621460671,0.39142702495235193,0.22479609251367982,0.513510454354159,0.4482737813528561,0.22343604481525425,0.4657799425478176,0.14124828856256913,0.2328790537130634,0.44624572873007995,0.11966844965831797,0.20469813062572687,0.07494576327740915,0.4173026813153915,0.4681728818589354,0.13851965811848221,0.029317216653201028,0.12957306415118702,1.0,0.9052631578947369,0.7631578947368421,0.8578947368421053,0.6684210526315789,0.9526315789473684,0.8105263157894737,0.4789473684210527,0.7157894736842105,0.38421052631578945,0.43157894736842106,0.6210526315789474,0.2894736842105263,0.33684210526315794,0.19473684210526315,0.5263157894736842,0.5736842105263158,0.24210526315789474,0.1,0.1473684210526316,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.4010883389836043,-3.35934298627737,1.8497859037752962
34,20,1,3,0.21975594661260567,0.21730277275600163,0.32539307287477,0.4749828230414742,0.25861838707633067,0.18175270237463292,0.6195182936806517,0.30215129064210544,0.8106606065103092,0.6825507623031305,0.25154233115194813,0.22756716406016442,0.03899786291636051,0.1452437337393778,0.36052477667553884,0.6002253269230176,0.03196905686326251,0.12828800512152363,0.426213455463326,0.2557398252887794,0.7631578947368421,0.7157894736842105,0.8105263157894737,0.9052631578947369,0.6210526315789474,0.5263157894736842,0.9526315789473684,0.5736842105263158,1.0,0.8578947368421053,0.38421052631578945,0.33684210526315794,0.1473684210526316,0.24210526315789474,0.43157894736842106,0.6684210526315789,0.1,0.19473684210526315,0.4789473684210527,0.2894736842105263,0.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.43590060439645245,-4.129925817348905,1.9559402265392278
35,20,1,3,0.19358536124246006,0.3384838257267046,0.20390421762020272,0.16745337518708403,0.5946743462797575,0.1502106344831592,0.7292618012374936,0.668859920395353,0.3860863354168699,0.10640377688777031,0.06346117840308446,0.1726122384865964,0.799852054868208,0.47226665724967337,0.5502461406421978,0.6511898924661029,0.3009007742178814,0.1156275779117852,0.0743491516582731,0.05386219034540401,0.7157894736842105,0.8105263157894737,0.5263157894736842,0.4789473684210527,0.9052631578947369,0.43157894736842106,1.0,0.8578947368421053,0.5736842105263158,0.2894736842105263,0.24210526315789474,0.33684210526315794,0.9526315789473684,0.6210526315789474,0.6684210526315789,0.7631578947368421,0.38421052631578945,0.19473684210526315,0.1473684210526316,0.1,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.2976251721422775,-3.492759943536589,1.6807115175464324
36,20,1,3,0.3938043688670214,0.3793329386080374,0.3399373327434451,0.5658476254123881,0.5012710328308517,0.45720339790519526,0.12201761955915241,0.43557485940043544,0.5149026352764648,0.06182371238417261,0.46935457446203666,0.14800405994289956,0.34521190585453376,0.05338523058046045,0.33937598859526286,0.4370467314948346,0.25214509821963005,0.11063879036565219,0.496569958637324,0.06040760538396981,0.9526315789473684,0.9052631578947369,0.8105263157894737,1.0,0.8578947368421053,0.7631578947368421,0.38421052631578945,0.6684210526315789,0.7157894736842105,0.24210526315789474,0.6210526315789474,0.2894736842105263,0.4789473684210527,0.1473684210526316,0.43157894736842106,0.5263157894736842,0.33684210526315794,0.19473684210526315,0.5736842105263158,0.1,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.2656297590769562,-3.3612269702671345,1.200773115476062
37,20,1,3,0.2663690411174676,0.25435529948343916,0.22021721419941453,0.1881238236901187,0.5386779111581781,0.4905428856107488,0.26341903518027293,0.15424932353320672,0.27197057510958816,0.48331410671866215,0.3962960334809114,0.802936186381076,0.1562354855532659,0.11142597789656436,0.21346796921323907,0.4040968245727404,0.336097442840915,0.048935293518763565,0.1477600278600059,0.10390019895216134,0.9052631578947369,0.8105263157894737,0.7631578947368421,0.7157894736842105,1.0,0.8578947368421053,0.6210526315789474,0.38421052631578945,0.4789473684210527,0.6684210526315789,0.5736842105263158,0.9526315789473684,0.2894736842105263,0.24210526315789474,0.33684210526315794,0.5263157894736842,0.43157894736842106,0.1,0.19473684210526315,0.1473684210526316,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.2724915693675763,-3.4813197320142892,1.6959608223750149
38,20,1,3,0.40918784287130894,0.5822594037414766,0.20969371977925932,0.3035345280633451,0.6746803169701598,0.44744520171240226,0.5168465667534735,0.6168321108428154,0.29559116323584267,0.12795334943195757,0.20111909288554658,0.25217379721198774,0.3004688676218574,0.4131468403423281,0.1335335683745682,0.09310618867617508,0.7607367171002796,0.6796595395642074,0.08688068016332388,0.07588899781244879,0.9052631578947369,1.0,0.5736842105263158,0.6210526315789474,0.9526315789473684,0.6684210526315789,0.7157894736842105,0.8105263157894737,0.4789473684210527,0.2894736842105263,0.33684210526315794,0.38421052631578945,0.43157894736842106,0.5263157894736842,0.24210526315789474,0.19473684210526315,0.8578947368421053,0.7631578947368421,0.1473684210526316,0.1,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.38000524627893395,-3.385213662215412,0.9033312641064216
39,20,1,3,0.3541780161044521,0.26920564289535653,0.32782551630177414,0.4437150898582862,0.6043974160268673,0.17074835957331347,0.4435353681583606,0.361678161849326,0.41948263786254336,0.15150498156285036,0.10669632043785454,0.37894369986035786,0.6492031560593655,0.2324052326125457,0.327569615697219,0.13854184242825346,0.4903736059196476,0.07529912787263943,0.15483881233962413,0.06751530240623094,1.0,0.9052631578947369,0.8105263157894737,0.8578947368421053,0.9526315789473684,0.4789473684210527,0.7157894736842105,0.6210526315789474,0.6684210526315789,0.38421052631578945,0.2894736842105263,0.5263157894736842,0.7631578947368421,0.33684210526315794,0.43157894736842106,0.24210526315789474,0.5736842105263158,0.1473684210526316,0.19473684210526315,0.1,1.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.41807485879429795,-3.453943982428417,0.959551758245288
40,20,1,3,0.42425465727420575,0.2096979025661707,0.2013933329828148,0.47318284593633253,0.26586855667141407,0.47379538218099376,0.10355653689887417,0.3922372369285544,0.7276666655911903,0.25192506321277813,0.3242107624356206,0.3766540410266305,0.09267388504847526,0.06425963991240607,0.25893835859737946,0.742524640655934,0.4594700953300333,0.06571046356850392,0.23764803176772942,0.06774364100169905,1.0,0.7631578947368421,0.7157894736842105,0.9052631578947369,0.6684210526315789,0.8105263157894737,0.33684210526315794,0.6210526315789474,0.9526315789473684,0.43157894736842106,0.4789473684210527,0.5263157894736842,0.24210526315789474,0.19473684210526315,0.38421052631578945,0.8578947368421053,0.5736842105263158,0.1473684210526316,0.2894736842105263,0.1,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.2097650895335041,-3.9521044718698533,1.5014615046200621
41,20,1,3,0.19349664305738645,0.43896483871159475,0.3567604486480347,0.3159318329833956,0.297015040025166,0.36904148445376433,0.1052308919955417,0.6786561717432323,0.260715958297802,0.07539284051183187,0.6978191118842283,0.3683257484781349,0.34518270791167066,0.06416309936980497,0.505340897903609,0.3260738069646358,0.1635523766754128,0.09127456169990265,0.04425254336611665,0.2820064320937654,0.7631578947368421,1.0,0.8578947368421053,0.8105263157894737,0.6684210526315789,0.7157894736842105,0.38421052631578945,0.9526315789473684,0.4789473684210527,0.2894736842105263,0.9052631578947369,0.5736842105263158,0.5263157894736842,0.19473684210526315,0.6210526315789474,0.43157894736842106,0.24210526315789474,0.1473684210526316,0.1,0.33684210526315794,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.21081288891027708,-3.3640650618842156,1.6194653693278516
42,20,1,3,0.3726039476420894,0.2868210051295039,0.49088663241645836,0.30963702805131377,0.28180369825627083,0.2236695618174787,0.6822928463921529,0.6291959662831236,0.4301970450006842,0.5770724447609433,0.1435552772665834,0.33342778327036804,0.2608379771545286,0.12372767208567513,0.4630277457388547,0.042619042192137746,0.09121610471901231,0.3630279375525005,0.269408731173831,0.04005755300543448,0.9052631578947369,0.8105263157894737,1.0,0.7157894736842105,0.6684210526315789,0.5263157894736842,0.9526315789473684,0.8578947368421053,0.6210526315789474,0.7631578947368421,0.2894736842105263,0.4789473684210527,0.38421052631578945,0.24210526315789474,0.5736842105263158,0.1473684210526316,0.19473684210526315,0.43157894736842106,0.33684210526315794,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.07296093618709966,-3.3230640851963607,1.7641858357380742
43,20,1,3,0.26691928850964686,0.34668438050311023,0.47750853288018547,0.2560000324301568,0.5219808749510407,0.09891568796542682,0.2014362015201323,0.4517265310110204,0.5960072678917832,0.27786120528248986,0.19526753386281173,0.1128394590652847,0.5962739568747133,0.5085114071684393,0.050310904604899676,0.15152494383821194,0.5473447415079081,0.08382597828390913,0.2394573648756166,0.06957619739839956,0.9526315789473684,0.9052631578947369,1.0,0.5736842105263158,0.8105263157894737,0.38421052631578945,0.4789473684210527,0.7157894736842105,0.8578947368421053,0.5263157894736842,0.43157894736842106,0.33684210526315794,0.7631578947368421,0.6684210526315789,0.19473684210526315,0.24210526315789474,0.6210526315789474,0.1473684210526316,0.2894736842105263,0.1,0.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.24311125888608714,-3.683669245252846,1.1708884739709087
44,20,1,3,0.2841880326158749,0.4599931048433743,0.3313905938422079,0.42416184840422083,0.3066431106514081,0.41100051921251146,0.6586209284711394,0.3890055797022787,0.131669497354041,0.4097596243811613,0.2820646220773937,0.6709800669626534,0.25608556664829696,0.14695825653224587,0.10071209395013624,0.21399641050756,0.46083270435256674,0.08376217552556117,0.4233261481626347,0.060212165372646544,0.9052631578947369,1.0,0.8578947368421053,0.7631578947368421,0.6210526315789474,0.7157894736842105,0.9526315789473684,0.6684210526315789,0.33684210526315794,0.5736842105263158,0.43157894736842106,0.8105263157894737,0.38421052631578945,0.24210526315789474,0.19473684210526315,0.2894736842105263,0.5263157894736842,0.1473684210526316,0.4789473684210527,0.1,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.22375466411429984,-3.763310364031905,1.0205673785037819
45,20,1,3,0.2563663123883805,0.3415502860717601,0.3387336852104693,0.31789584171543767,0.13136536737304155,0.18153978832424256,0.28421435223267655,0.6336522017092101,0.7062032851079361,0.1484090675516139,0.603474073157974,0.16659015483939638,0.08483765609285751,0.39601979373343765,0.5058363488011256,0.608277914153623,0.09920765702428856,0.1993241087891389,0.04164215127573151,0.12115995847016471,1.0,0.8578947368421053,0.7631578947368421,0.6684210526315789,0.43157894736842106,0.4789473684210527,0.5736842105263158,0.9052631578947369,0.9526315789473684,0.38421052631578945,0.8105263157894737,0.33684210526315794,0.24210526315789474,0.5263157894736842,0.6210526315789474,0.7157894736842105,0.19473684210526315,0.2894736842105263,0.1,0.1473684210526316,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3600701789867509,-4.001802587749109,1.0907844128744872
46,20,1,3,0.3750432782821984,0.14486018911812792,0.4980292359890447,0.370258733250759,0.2448078755607912,0.4382717003552016,0.6852698822273402,0.6548105199400587,0.19016726914013232,0.6438722469356856,0.341979685173964,0.3299500653864663,0.1885434670455111,0.24087258255835645,0.5858864454298699,0.07715615252962753,0.4656030165743815,0.1404580473447667,0.04771275361883435,0.2052181321572104,1.0,0.5736842105263158,0.9052631578947369,0.7631578947368421,0.6210526315789474,0.7157894736842105,0.9526315789473684,0.8578947368421053,0.38421052631578945,0.8105263157894737,0.4789473684210527,0.43157894736842106,0.2894736842105263,0.33684210526315794,0.6684210526315789,0.1473684210526316,0.5263157894736842,0.19473684210526315,0.1,0.24210526315789474,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.4302780727446262,-3.5644716104086434,1.7565205899152818
47,20,1,3,0.2716699164772568,0.37342144937786403,0.19618755750868644,0.33689671396764814,0.2426137833876803,0.6844302735955111,0.5151113680424949,0.35204391261517326,0.2876760538206138,0.10571042933825797,0.36217780965741797,0.6610793846266934,0.1915726922661993,0.10633818822886645,0.3480955220641253,0.08500066311960813,0.3315174724871833,0.1956019653073976,0.07222395029572422,0.07303929789440493,0.9052631578947369,0.9526315789473684,0.7157894736842105,0.7631578947368421,0.6684210526315789,1.0,0.8105263157894737,0.6210526315789474,0.5263157894736842,0.33684210526315794,0.5736842105263158,0.8578947368421053,0.38421052631578945,0.24210526315789474,0.4789473684210527,0.19473684210526315,0.43157894736842106,0.2894736842105263,0.1473684210526316,0.1,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.38557508880497915,-3.477064963544491,1.3259747020063326
48,20,1,3,0.3476191140465189,0.4883114210207552,0.28750703194021326,0.2546952682791177,0.4550409286189112,0.2261083687690959,0.3969429041836483,0.11762549602298639,0.11672341132108777,0.3226238796745622,0.13169726980591454,0.7178712363472046,0.1149226235161542,0.8759785058063744,0.07540650463194877,0.28097074848676973,0.6698072912459625,0.39751293319588776,0.07194066089507078,0.06372544300628535,0.9526315789473684,0.9052631578947369,0.6684210526315789,0.6210526315789474,0.8105263157894737,0.5736842105263158,0.7157894736842105,0.43157894736842106,0.33684210526315794,0.5263157894736842,0.2894736842105263,0.8578947368421053,0.24210526315789474,1.0,0.19473684210526315,0.38421052631578945,0.7631578947368421,0.4789473684210527,0.1473684210526316,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3979119786542288,-3.8975150369006464,1.1290863979976122
49,20,1,3,0.24860112833690595,0.4292692229011617,0.21823588803393112,0.6197060133621748,0.3379396223981624,0.47377232075182796,0.1276547789700726,0.6663177734245678,0.17568148552384477,0.5586386823074304,0.4716502945151351,0.3463788697649091,0.4166849114808835,0.14271225236182183,0.3742033005696275,0.173061947705291,0.08477854762809299,0.2948026962443012,0.1642764089592117,0.08484453116614837,0.9052631578947369,0.8578947368421053,0.6210526315789474,1.0,0.7157894736842105,0.8105263157894737,0.43157894736842106,0.9526315789473684,0.38421052631578945,0.7631578947368421,0.6684210526315789,0.5263157894736842,0.5736842105263158,0.2894736842105263,0.4789473684210527,0.24210526315789474,0.1473684210526316,0.33684210526315794,0.19473684210526315,0.1,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.3496326006122107,-3.8165221102480347,1.8015512086289591
50,20,1,3,0.4814222523760924,0.43415101102066433,0.35059349261604034,0.19149788530221623,0.17267017072480217,0.40168944851448823,0.4584325948076846,0.7841179056631509,0.4065509304817349,0.24882544397763193,0.2218911152592463,0.7058009123752982,0.09564439287765233,0.20022276430034333,0.1544927141207266,0.060283225196017254,0.6415145774109892,0.5117878205876745,0.12799398171820656,0.08910052493029552,0.9526315789473684,0.9052631578947369,0.8105263157894737,0.5263157894736842,0.4789473684210527,0.6684210526315789,0.7157894736842105,1.0,0.6210526315789474,0.43157894736842106,0.38421052631578945,0.8578947368421053,0.24210526315789474,0.33684210526315794,0.2894736842105263,0.19473684210526315,0.7631578947368421,0.5736842105263158,0.1473684210526316,0.1,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.2717897116092403,-3.7167695296993544,1.035177875249543
51,20,1,3,0.2908153476306993,0.499355211711104,0.19227075254166692,0.2994905937721377,0.3343827179620923,0.1156592104876284,0.329954788266028,0.09926421561530763,0.2916031394863215,0.2544930634195005,0.11206814644335925,0.7021514259112375,0.297757223494755,0.07505810349574485,0.6971595274784211,0.759350222777494,0.1940335125960602,0.06375542835799493,0.19449630101092155,0.06773311294749224,0.9526315789473684,1.0,0.6684210526315789,0.7631578947368421,0.7157894736842105,0.43157894736842106,0.6210526315789474,0.38421052631578945,0.5736842105263158,0.5263157894736842,0.33684210526315794,0.9052631578947369,0.4789473684210527,0.19473684210526315,0.8105263157894737,0.8578947368421053,0.2894736842105263,0.1473684210526316,0.24210526315789474,0.1,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.2714595873273763,-3.4999710689731685,1.0902484208296916
52,20,1,3,0.2313720673286166,0.30269399737625624,0.5056438721994632,0.3862915402348043,0.23249267305574384,0.37835914576173185,0.2931148613205133,0.21651510157266252,0.1655783447599224,0.23833152488053336,0.7258309962837175,0.11279539484143153,0.1859711373366921,0.47139227505285586,0.7585382085627466,0.16595701747198982,0.15516515179068494,0.028619777296264345,0.14364843133400196,0.13146273704417027,0.8578947368421053,0.8105263157894737,1.0,0.7631578947368421,0.5736842105263158,0.7157894736842105,0.6210526315789474,0.5263157894736842,0.43157894736842106,0.4789473684210527,0.9526315789473684,0.33684210526315794,0.38421052631578945,0.6684210526315789,0.9052631578947369,0.2894736842105263,0.24210526315789474,0.1,0.19473684210526315,0.1473684210526316,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.615669904755269,-4.2758348566948055,0.8670461119151099
53,20,1,3,0.35920013124397254,0.44121512934709084,0.3505344968077033,0.4688011781756556,0.15190849215500607,0.2100616631093054,0.41240898038459733,0.1747291264455692,0.15738185330837384,0.1302207129210664,0.1523396630295122,0.06534134817851314,0.1381257476312999,0.5462025652259687,0.6615571691242145,0.6311955035136224,0.12946069881692948,0.3862521452447614,0.10948688465159467,0.08526736602862689,1.0,0.9526315789473684,0.8578947368421053,0.9052631578947369,0.5736842105263158,0.6210526315789474,0.8105263157894737,0.5263157894736842,0.4789473684210527,0.38421052631578945,0.33684210526315794,0.24210526315789474,0.2894736842105263,0.6684210526315789,0.7631578947368421,0.7157894736842105,0.19473684210526315,0.43157894736842106,0.1473684210526316,0.1,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.44595567881190046,-4.215349497806135,1.4197354737949583
54,20,1,3,0.2953056423983409,0.402928750478996,0.2781575967229406,0.4783204241050588,0.26821162992509423,0.25095021405416246,0.4406690251830633,0.40086949543152584,0.11660802830917785,0.5853995626865781,0.30172594955397447,0.08245808920305425,0.3811160760031325,0.24180198816972642,0.7969992408889668,0.18813374299483365,0.057631177061361366,0.12495580875621651,0.3680646921685264,0.0451700606689342,1.0,0.9526315789473684,0.8105263157894737,0.8578947368421053,0.6210526315789474,0.5736842105263158,0.7157894736842105,0.6684210526315789,0.33684210526315794,0.7631578947368421,0.4789473684210527,0.24210526315789474,0.5263157894736842,0.38421052631578945,0.9052631578947369,0.2894736842105263,0.1473684210526316,0.19473684210526315,0.43157894736842106,0.1,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.4884342970164848,-3.9268302430501234,1.657385756093173
55,20,1,3,0.32634675164081095,0.5297114504704936,0.516553640552025,0.48277508154524845,0.13869378703209184,0.18612898120026272,0.3954256429086811,0.5909102986180418,0.5317552000976092,0.06936823010210116,0.17122572289921342,0.14490248019844915,0.4335002777241436,0.5658331143002028,0.04534294581542517,0.6741554795386985,0.3025500442209403,0.4731704186292692,0.04929529893402726,0.14608272666402833,0.8578947368421053,1.0,0.9526315789473684,0.9052631578947369,0.4789473684210527,0.43157894736842106,0.6210526315789474,0.8105263157894737,0.7157894736842105,0.24210526315789474,0.33684210526315794,0.2894736842105263,0.5736842105263158,0.6684210526315789,0.1473684210526316,0.7631578947368421,0.38421052631578945,0.5263157894736842,0.1,0.19473684210526315,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.3469146836203686,-3.5420834320332992,1.0664431844327553
56,20,1,3,0.31599552525082764,0.3369201072536768,0.21379656349096088,0.3671822737036232,0.19316382038211455,0.1472602878093887,0.6936686020136436,0.2250165518758077,0.43303972811007235,0.559783413400777,0.17779723939737507,0.23304837546135632,0.2993952590175217,0.736288980411582,0.1371091854016693,0.43744945311884964,0.07263142123043369,0.030937363977819876,0.12761211308302772,0.25963050976333163,0.9526315789473684,0.9052631578947369,0.7157894736842105,0.8105263157894737,0.6210526315789474,0.5736842105263158,1.0,0.4789473684210527,0.6684210526315789,0.7631578947368421,0.33684210526315794,0.38421052631578945,0.43157894736842106,0.8578947368421053,0.24210526315789474,0.5263157894736842,0.1473684210526316,0.1,0.19473684210526315,0.2894736842105263,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.3923565947764214,-4.040724386730923,1.6564960162001665
