Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
56,5,5,3,0.47709349318592903,0.2824269691969971,0.7818720691190028,0.16694032785300333,0.04662827018942446,0.775,0.55,1.0,0.325,0.1,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,-0.46803989896228737,-2.874826273916267,1.2955191181839882,1.3722565480038633,1.2678424259447825,1.3333368669749488,1.141598485376573
57,5,5,3,0.3997071267398288,0.532669284337728,0.4307273662307869,0.266181058175975,0.046347916872382246,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,-0.5821604439834817,-3.2364347255890187,1.6128309461282067,1.5682530349489863,1.7375138878315683,1.5046638205136458,1.4903198664380493
58,5,5,3,0.32036308453747764,0.36696331174865326,0.24832455564967482,0.13480564385303298,0.07846712195398287,1.0,0.775,0.55,0.325,0.1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,-0.4089633727830687,-3.747508255730084,1.4173682296400454,1.530798385557133,1.5157739374998698,1.457657973872484,1.1321866639838856
59,5,5,3,0.39806555116574227,0.7163944658952587,0.09490329856179835,0.37649329302342344,0.02862016577041744,0.775,1.0,0.325,0.55,0.1,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.0,-0.20774549012792673,-4.239071689232504,1.3613150893334043,1.4494874493877459,1.629026356580411,1.4451502633595386,1.6272921440193142
60,5,5,3,0.5521928409064971,0.32728697044536,0.4671511880448826,0.03334619697410146,0.25958326665220977,1.0,0.775,0.55,0.1,0.325,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,-0.32513129434307925,-3.459278118141009,1.5878402616227092,1.529236833793548,1.6485232197025663,1.633473348051172,1.7915194701697168
61,5,5,3,0.45793952126090387,0.33028884944126957,0.13273141746402037,0.43543829376874565,0.026061733125446268,1.0,0.775,0.325,0.55,0.1,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,-0.30857325806001257,-3.9851725500164656,1.365933862679225,1.3704950111256171,1.0358462131805888,1.3139008607645932,1.320996919218906
62,5,5,3,0.7836925939187894,0.5769483528405003,0.46118080084855795,0.05101398394578532,0.2848773352716925,1.0,0.775,0.55,0.1,0.325,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.28578547892052153,-3.8666613305253072,0.9361560784186373,0.9668032339911069,0.9465883239543244,0.9531777777994654,0.9888477289246254
63,5,5,3,0.4225192403970145,0.26110362875993964,0.7640020445800079,0.16773049429993883,0.029839548740282967,0.775,0.55,1.0,0.325,0.1,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,-0.7038947530062545,-3.913066564459979,1.6081765054122732,1.4199939903111005,1.5684392144146533,1.6821570813909588,1.5392174119635407
64,5,5,3,0.7521323713800754,0.5434502628037696,0.343943870533241,0.2480072031235051,0.06657060451550649,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.0,-0.33060556138475317,-3.430604299258374,1.739572890856596,1.80006771001033,1.6679910269208047,1.5643119092667468,1.5905960449300824
65,5,5,3,0.19536891159904624,0.4669991155557066,0.1420473584867999,0.4750775444676499,0.07522014239084075,0.775,1.0,0.325,0.55,0.1,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.22081124776353417,-3.838943982907855,1.3933441195502414,0.9887741902228749,1.0227101773376397,0.8461858118075896,1.1781096320595867
66,5,5,3,0.38133239129715724,0.15901437454244047,0.8556881367100443,0.45208500064433765,0.04827063436441015,0.775,0.325,1.0,0.55,0.1,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,-0.41417761342898324,-3.6221811163382287,1.551317059012436,1.7423926419570364,1.7414798299197332,1.6202341721807287,1.7452690697382776
67,5,5,3,0.15658085677453815,0.5140158543875324,0.11485074903687992,0.8295292411120312,0.08385865286828528,0.55,0.775,0.325,1.0,0.1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.25867726741051084,-3.385163476857307,1.137439017350326,0.948122903258703,1.1594060461554843,1.3116243164051267,1.0722647789806743
68,5,5,3,0.5362317458057454,0.30503683047272495,0.22563435719949093,0.6936849330804191,0.025353095324488373,1.0,0.55,0.325,0.775,0.1,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.5,-0.2353675741932706,-3.004008649716187,1.4838666320712846,1.6100232287037435,1.3861117361907151,1.3618184166545502,1.3897809103524015
69,5,5,3,0.3119585266921744,0.27761839227730684,0.32341733563034536,0.23098803973903403,0.07987750430669621,1.0,0.775,0.55,0.325,0.1,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,-0.35266934591274446,-3.5740954293252982,1.068986735850084,1.1439226791757262,1.1075637123140996,0.9487431209634501,1.217101527128657
70,5,5,3,0.4171164900770459,0.36460971302687467,0.25373118815334433,0.11056244277671401,0.027367516892236154,1.0,0.775,0.55,0.325,0.1,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.14150843163166135,-3.646290907925887,0.9278731797060258,0.7643609133167079,1.060142924717495,0.8999154883201804,0.94300056543273
71,5,5,3,0.35147170407705874,0.2108797988420208,0.22359003736346583,0.450130712633181,0.048467147567240194,1.0,0.775,0.325,0.55,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,-0.005017198001031986,-3.667236373638423,1.176981908020375,1.193104126249831,1.3591591926884097,1.2709349078625527,1.191639077194066
72,5,5,3,0.1681789818496744,0.4390545715909372,0.8176936967043369,0.25824834121728424,0.054691826982548555,0.55,0.775,1.0,0.325,0.1,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,-0.09177694711224557,-4.150678432384189,1.4223435366695183,1.4890541964064479,1.6249155732658773,1.1841696655025697,1.7301869326492298
73,5,5,3,0.4113895260231283,0.5744209764839017,0.35705864119039804,0.2202530573163415,0.07753197601352706,1.0,0.775,0.55,0.325,0.1,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0,-0.07648529709131148,-2.8796826535519853,0.9822125797625836,0.9800189643000883,0.9791511651796485,0.8031891812603507,0.8321461409536679
74,5,5,3,0.3698978515043112,0.32335821290580136,0.23689715585771304,0.18243744165797296,0.06994322282771935,1.0,0.775,0.55,0.325,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,-0.33227755314510715,-3.5389845583709567,1.842791261826016,1.839048200246418,1.900298048508062,1.951976766051848,1.6870298504381374
75,5,5,3,0.7902773388358969,0.12423639416302495,0.6743656668106366,0.45423173734430977,0.07885372338705167,1.0,0.325,0.775,0.55,0.1,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,-0.3173832219182227,-3.120965661853578,1.0132407390149525,1.09405507719991,0.8497406801730703,1.026585993364452,0.9507253468543585
76,5,5,3,0.2437322192273078,0.21354844211036078,0.7169990922771654,0.23045419429692227,0.05160722803467537,0.775,0.55,1.0,0.325,0.1,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,-0.03983472390014877,-3.8177150721037276,1.5743228036927117,1.4872678698176718,1.3724183316441996,1.5378051932214603,1.4636641040310212
77,5,5,3,0.3274579982648448,0.16895259759742276,0.41994015356822956,0.6900574001138082,0.040711008734984455,1.0,0.325,0.55,0.775,0.1,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.5,-0.20118756195336573,-3.8419102466383195,1.4200406382251303,1.609207581865502,1.574553827687748,1.2623837115198349,1.411739510099341
78,5,5,3,0.16924655513719788,0.6208156336258029,0.6439094237055636,0.23734215146926743,0.08134378462263805,0.55,1.0,0.775,0.325,0.1,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,1.0,-0.7111875002422928,-3.0904857325778274,1.6416026442912928,1.3220963079426646,1.4741976258727467,1.564809482630814,1.6016856494372333
79,5,5,3,0.6094157613275855,0.533054152447371,0.08348578493382389,0.48233089809360125,0.06659734300048457,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.16162737120844028,-3.522477007965793,1.1579562754833435,1.2243717573414257,0.8863124435005305,0.8993475074490858,1.0824294571039892
80,5,5,3,0.2883846543519424,0.7140794156326782,0.08423307043318945,0.4578862514090539,0.07577398000226811,0.775,1.0,0.325,0.55,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,-0.32124604213038754,-3.444796736009576,1.3395403835227233,1.2589319377384396,1.145172298381774,1.0851143339223455,1.3710100858168899
81,5,5,3,0.4639593312957491,0.7441892273283661,0.09851568112171694,0.3930593436000703,0.057781786362063284,0.775,1.0,0.325,0.55,0.1,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.06532810240205049,-3.7719340084708812,0.9285112907058506,0.9760884051283583,1.162736701642865,1.0573691033778327,1.0379026279856964
82,5,5,3,0.3836083032604223,0.229597729230813,0.16902939997930577,0.4179043697421185,0.05374717290082166,1.0,0.775,0.325,0.55,0.1,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.11438466578799558,-2.853591679706116,1.2215893426175357,1.3917713580575628,1.3320289368695277,1.279799955314633,1.4121295811285097
83,5,5,3,0.7077388442024857,0.49367130402547393,0.32245494690820276,0.25267866900462127,0.06188245006382856,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,-0.18999959999816624,-3.236105447399903,1.421472810855953,1.5201594468788466,1.1695143372040504,1.3520374830390682,1.1233729335711542
84,5,5,3,0.2981842960847052,0.4062505173630302,0.09604044690313296,0.4428448377115091,0.04104141649771809,1.0,0.775,0.325,0.55,0.1,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,-0.3637240051697851,-3.745063777195123,1.4846137360614848,1.3889221040460304,1.5467862017768255,1.4768500179196418,1.578550650822277
85,5,5,3,0.4469953485414374,0.18854629229831943,0.10018265072739613,0.5507152419585054,0.04841010090952206,1.0,0.55,0.325,0.775,0.1,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,-0.7915886578504411,-4.410395847243506,1.8019110393655802,1.919130318380941,1.9444877591309029,2.0742409012706977,1.872746974895273
86,5,5,3,0.5356421133837209,0.5838922226598773,0.4253819748625669,0.21552224897109784,0.05913729638373619,1.0,0.775,0.55,0.325,0.1,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,-0.03882350852151992,-3.040254899709591,0.7332112537093329,1.139001886260845,0.9787197743639352,0.9624320864041586,1.0528472402515436
87,5,5,3,0.26763976800055755,0.5759091141724269,0.13267248249495026,0.4037210556715593,0.08427397083787361,0.775,1.0,0.325,0.55,0.1,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,-0.14504441425685666,-3.7299405292438097,0.937900211915034,1.1727040406715767,1.0766579924947597,0.9768596224925444,1.4315258611672348
88,5,5,3,0.35857061159440273,0.2552456542824366,0.7456484480942377,0.17640878500971424,0.04735124220021473,0.775,0.55,1.0,0.325,0.1,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.014458233191826252,-3.336469058045166,0.9426772169442299,0.8856738708122998,0.9409647301694456,0.9989868452834665,0.9513936519534744
89,5,5,3,0.3310779381415541,0.5967743724887431,0.46711857189716327,0.24508221357676485,0.06385753454321315,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,-0.2277375302823828,-3.7369541903817067,1.5715579864775362,1.4091864513568684,1.459653140262165,1.1633993001122536,1.4026600417057797
90,5,5,3,0.4479708418149539,0.837638264806702,0.18575392243864364,0.4853647442548354,0.0846806469287315,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,1.0,-0.5499084382456738,-2.950604918037749,1.8489019272113925,1.6715303636745986,1.7416781547178861,1.552010693829551,1.5824658342116862
91,5,5,3,0.30929329554063245,0.5743374607004876,0.2392145004933541,0.49069588765521466,0.05168883453230866,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,-0.24598571338399153,-4.3986814800125575,1.540976324887035,1.7461078120192606,1.515951931317029,1.7458338123796777,1.6450301814109771
92,5,5,3,0.43174058031403406,0.40074226921993944,0.6650317478347186,0.2657286721952099,0.061438390390431155,1.0,0.55,0.775,0.325,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,-0.17820306238434339,-3.738481838994155,0.996042155799489,1.040391014537865,0.9679672822853781,1.0178926664011592,1.2656028978883003
93,5,5,3,0.37637946847945286,0.704072774333931,0.08407225876245977,0.4931812143245908,0.08674899225681215,0.775,1.0,0.325,0.55,0.1,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,-0.37503743564737624,-3.416818960383449,1.6684581806686523,1.6965131971899348,1.6907117810243337,1.6278006129132385,1.732597091696896
94,5,5,3,0.4959515899379924,0.4049261300667681,0.3562168340462499,0.2497867754456425,0.062258113481628775,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,-0.16782983006878302,-4.1556927258011065,1.1112958853863542,1.024631152350638,0.994746941166241,1.2064714679566602,1.1476105539720418
95,5,5,3,0.584091990397309,0.5336346323322275,0.18807777149621205,0.4335819372944739,0.04549550359253588,1.0,0.775,0.325,0.55,0.1,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,-0.20963357582714257,-3.559861883857858,1.4124081365847363,1.4416441737743213,1.5203805192389734,1.4642811993924323,1.613732345455309
96,5,5,3,0.29518426407780723,0.8161857543937345,0.6049529037397142,0.26697758705330366,0.06135898304570218,0.55,1.0,0.775,0.325,0.1,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,-0.13051257694795923,-4.596750420053015,1.1834159244554017,0.9110713379691953,1.1298224259372829,1.173209167892583,1.1577341368979568
97,5,5,3,0.2983257937474175,0.4394731770960257,0.08447977349285196,0.443893252141845,0.08825167455137191,1.0,0.775,0.325,0.55,0.1,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.1730921557809156,-3.0469646087479982,0.9318834059984997,0.8544747560688712,0.9790509633689926,1.0850548184368956,0.9837749540929229
98,5,5,3,0.3260779860023071,0.38543885197091365,0.21264224538996646,0.18577438288196915,0.08723100016872236,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,-0.3954735334331853,-3.8767217437563364,1.1830889382122154,1.3299496139347995,1.2337842931823721,1.1895370120892026,1.057222893093152
99,5,5,3,0.3807673285797951,0.34499170429673875,0.3509648640358634,0.17037053750402162,0.08242419052150424,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,-0.10452732395503023,-3.6209909897392687,1.3591035477253575,1.4168905730985184,1.2809908649270925,1.3149706127597591,1.3979600611281273
