Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta4.P6,theta4.P7,theta4.P8,theta4.P9,theta4.P10,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,theta5.P6,theta5.P7,theta5.P8,theta5.P9,theta5.P10,a.P1,a.P2,a.P3,a.P4,a.P5,a.P6,a.P7,a.P8,a.P9,a.P10,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,eta0,eta1,eta2,eta3,eta4,eta5
21,10,5,3,0.14193096870276978,0.65707140721702,0.1674662395733249,0.496303856755479,0.39683522598461834,0.8463509051612957,0.07846707513325946,0.17930687114953447,0.7022394491257244,0.06168883104465418,0.5,0.9,0.4,0.7000000000000001,0.6,1.0,0.2,0.30000000000000004,0.8,0.1,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.41409130308910536,0.39621585477955856,0.20091368762099154,0.4649956756001978,0.30572322005640096,0.4484812080767039,0.4368400813853684,0.27710676744791274,0.22255241333072312,0.38545142789137576,2.347318534870778,3.222824029962729,2.6123310933759143,4.349669120372983,2.094952569929596,2.0160742800064306,3.2082331162722424,2.6245600270306184,3.9856527924164498,4.670195189953672,0.7673963470283525,1.614983820404213,1.614983820404213,1.614983820404213,1.614983820404213,1.614983820404213,1,1,1,1,1,1
22,10,5,3,0.43355496129168936,0.24052058450634073,0.6212557054962518,0.25339526065420703,0.5143720769260371,0.22375754441810136,0.8551528426165909,0.12693069194475134,0.03335443955223805,0.259283667139154,0.8,0.6,0.9,0.5,0.7000000000000001,0.4,1.0,0.2,0.1,0.30000000000000004,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.35790797054161905,0.3878989546764823,0.37293139234759143,0.44909970111594566,0.41088555290659834,0.32796230539168925,0.3330581743980388,0.2874537049407152,0.35842052916090983,0.20740268154515865,2.0274332239341,3.8426922709272087,4.093772032192873,4.663278121638447,2.654388818758958,2.121128857634234,4.600923800841043,3.0551502894469476,4.153730194895534,3.2042695808012063,0.45935560904297834,1.730943978167911,1.730943978167911,1.730943978167911,1.730943978167911,1.730943978167911,1,1,1,1,1,1
23,10,5,3,0.3485374959847167,0.3288718216790817,0.2262746879924159,0.43206959904049524,0.16259394238332786,0.4581964145840232,0.17711942608668366,0.07870147957657302,0.3911929568833433,0.05980699760728845,1.0,0.9,0.7000000000000001,0.8,0.4,0.6,0.30000000000000004,0.2,0.5,0.1,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.2406505121788605,0.2048551620757165,0.367943417718497,0.2959694991793641,0.4376128461846116,0.2865546281967989,0.23169632024364925,0.2457822038074723,0.28343148923565226,0.23797486157666192,2.0956919142132677,3.330109518105304,3.5950772189587443,2.45231353152741,4.181343388111028,4.95182788747254,2.5331254366914373,3.0480100554216842,4.308960934773069,2.659235930656037,0.6157371110633896,1.6252287541069428,1.6252287541069428,1.6252287541069428,1.6252287541069428,1.6252287541069428,1,1,1,1,1,1
24,10,5,3,0.4354464281891489,0.4476507192421247,0.37250383362970557,0.2056715643385123,0.09151353648779409,0.7152951822990703,0.42765937913048946,0.24028137401390764,0.1073188556334527,0.06386350627204761,1.0,0.8,0.7000000000000001,0.5,0.30000000000000004,0.9,0.6,0.4,0.2,0.1,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.4212574443320678,0.37013771189318345,0.3073119816577812,0.36766947191024646,0.2951573224467349,0.32545530273451695,0.4630395890865348,0.26450857762863417,0.34654995065834704,0.38635822748808596,3.103806420216094,3.1619814091002247,3.2546688380785973,4.551690589019978,4.852303903479962,4.405100699469851,3.3899618146820734,2.69104123814137,4.105597498327694,3.1514214440665005,0.6649936754440904,1.171944181272341,1.171944181272341,1.171944181272341,1.171944181272341,1.171944181272341,1,1,1,1,1,1
25,10,5,3,0.4493987610143758,0.5103117399471419,0.38766862939857955,0.19164115671415693,0.1314598326929025,0.08821010743115007,0.4392216067131186,0.6535353848379346,0.1275480784885725,0.08308253447983699,1.0,0.9,0.7000000000000001,0.5,0.4,0.30000000000000004,0.6,0.8,0.2,0.1,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.4887286494360985,0.2665480102863083,0.42885694223350324,0.25955689322815534,0.42013487982995723,0.48283473080195505,0.20425273335093244,0.33969208057725175,0.4696475251837956,0.49824374255186077,2.439078075517265,3.1814033484464677,2.724558426274088,2.8647427418932994,2.167712973219881,4.986448019631895,4.937843730822514,3.819338474671355,3.8649065205060036,3.880104528440333,0.9781353222203952,1.3655632791084045,1.3655632791084045,1.3655632791084045,1.3655632791084045,1.3655632791084045,1,1,1,1,1,1
26,10,5,3,0.27748967339769326,0.4172872120690528,0.3348070539263981,0.7837627259416061,0.37917263496319725,0.7848027409548498,0.0932161649238356,0.31338033976600377,0.028480135253862532,0.26315398690582664,0.7000000000000001,0.8,0.6,1.0,0.5,0.9,0.2,0.4,0.1,0.30000000000000004,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.27613958966486646,0.2803043869693388,0.41769496608588635,0.43863722586388565,0.2285928466912607,0.4738165517736969,0.26800485537316765,0.2510721691312751,0.30705177588174914,0.2906231868355581,4.662250808094942,3.257290135278549,2.451211748996546,4.066635342060036,3.077039143634544,3.6822096626560845,2.4957679074030614,3.4002793998470935,4.715908037632698,2.9374940162866716,0.3909651316654257,1.7495120923314582,1.7495120923314582,1.7495120923314582,1.7495120923314582,1.7495120923314582,1,1,1,1,1,1
27,10,5,3,0.3908824828927798,0.3563524993599326,0.35242763651107595,0.7664013061354445,0.2805935541972012,0.6399715972527603,0.1806292315867616,0.09840878954416339,0.303498596225971,0.02635143340386889,0.9,0.7000000000000001,0.6,1.0,0.5,0.8,0.30000000000000004,0.2,0.4,0.1,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.386345245745454,0.2393378355356653,0.2833457682199146,0.4580927983079593,0.3691835155960106,0.33515359174816206,0.22772663351110478,0.267672829556944,0.42056973049026647,0.4018207626689865,4.958455783164134,2.4918824443003915,4.395459577684747,2.043006738428093,2.0978210407159565,3.015123766157877,3.187096197207943,2.887457974316268,2.916743533724714,3.1149110075135185,0.31466632457086524,1.4313469518353863,1.4313469518353863,1.4313469518353863,1.4313469518353863,1.4313469518353863,1,1,1,1,1,1
28,10,5,3,0.22349094144232062,0.4343265883943439,0.425422530109126,0.19562250644732626,0.1227534665323749,0.4628298125571309,0.2672205069276661,0.15340657755078774,0.03220507856307281,0.1549786155259345,0.8,1.0,0.9,0.6,0.4,0.7000000000000001,0.5,0.30000000000000004,0.1,0.2,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.4249519347764869,0.4391678610756494,0.4962922856394068,0.44263295497475985,0.36263998431573496,0.2678666181464159,0.4254795842890144,0.38222866234309494,0.4427964915996061,0.2113899758656893,2.182160336002164,4.423721009168362,4.104165218467562,4.49884328368884,3.6163734816535893,3.1355731111671687,3.5576906379266173,4.990811730384641,4.985184604247312,4.7067300939123715,0.21969690044014434,1.5258839783637543,1.5258839783637543,1.5258839783637543,1.5258839783637543,1.5258839783637543,1,1,1,1,1,1
29,10,5,3,0.21467036753372304,0.3941739906168044,0.2286176136160063,0.09910661882447136,0.7083762018638973,0.8128623693805568,0.09132345483686295,0.30506045075544,0.5107158503055902,0.04718250667329191,0.7000000000000001,0.8,0.5,0.30000000000000004,0.9,1.0,0.2,0.4,0.6,0.1,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.43070253106518086,0.20415881861773275,0.2001498100296265,0.3102173901867648,0.3571470232464298,0.3435086738638695,0.44869163405525114,0.3245391339834923,0.2777158940919344,0.25134888481326806,4.446845505713712,4.547323714609251,2.1769763144601058,2.090813395771678,2.3720710072237368,4.902754302559299,2.901281994454197,4.806129981628853,4.498469236900777,3.0834102587431507,0.5011639725538627,1.3215762012861736,1.3215762012861736,1.3215762012861736,1.3215762012861736,1.3215762012861736,1,1,1,1,1,1
30,10,5,3,0.5658071679650633,0.3726688087721023,0.5717342011423581,0.7095230394447125,0.22466492028593957,0.45444352095273466,0.38067388361033117,0.20696540843119654,0.027295546630802234,0.1423774166028283,1.0,0.7000000000000001,0.8,0.9,0.4,0.6,0.5,0.30000000000000004,0.1,0.2,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.36938749406016985,0.4189433527501059,0.2967767330992126,0.363460050961797,0.47827302208616496,0.304965430770843,0.34398104845660527,0.22951175529590268,0.27056484570877265,0.3211146798730625,3.1961737630559677,3.800401526513996,2.172963922312018,2.5912292336523737,2.615295809117589,2.195755677870783,3.460127330734946,3.836890384204667,3.815035070275324,2.3451727002530602,0.13695427033053695,1.8864367232762338,1.8864367232762338,1.8864367232762338,1.8864367232762338,1.8864367232762338,1,1,1,1,1,1
31,10,5,3,0.23878868162974354,0.44877511748427423,0.4661698080339412,0.19421715246036714,0.43844324994085593,0.3600924535235009,0.21778405887570865,0.0577241758895487,0.0409592746298621,0.24408445056442632,0.8,1.0,0.9,0.5,0.7000000000000001,0.6,0.4,0.2,0.1,0.30000000000000004,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.45891173029205484,0.4334447767011388,0.4296813236586088,0.20258246917459044,0.40986953873799103,0.28725776118809887,0.48854228188965987,0.32196995386543137,0.3930510875755789,0.29933005088567577,2.673287070763138,4.63217282922956,4.944145785676069,4.430684540103723,4.380914302960078,3.1210140653989478,2.248947296077499,2.089159382211962,3.106184041255113,2.6481020649522065,0.4577371049249196,1.1970830435025768,1.1970830435025768,1.1970830435025768,1.1970830435025768,1.1970830435025768,1,1,1,1,1,1
32,10,5,3,0.3163132070051604,0.176426778461371,0.5824694068909227,0.08629046968025755,0.5273017995473677,0.8670351514922222,0.08312589831054303,0.29257748565877933,0.52605712882963,0.07496529308295448,0.8,0.5,0.9,0.30000000000000004,0.7000000000000001,1.0,0.2,0.4,0.6,0.1,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.20146945727657095,0.28598623115070115,0.21921262996287277,0.40987141689097395,0.4546474535732126,0.25025947773709134,0.2950089329921698,0.4110828670887454,0.29671830327938525,0.42884638257489693,3.730983671921037,3.1546426927979407,2.286691481501558,4.328933481574647,4.580182147427449,4.427057001045691,4.9599472598578505,2.12022537798072,3.1645600607529683,3.535068095564304,0.26453467548175214,1.9291167449474083,1.9291167449474083,1.9291167449474083,1.9291167449474083,1.9291167449474083,1,1,1,1,1,1
33,10,5,3,0.36755350722959934,0.5696571806621579,0.2701285804972556,0.4885669336187406,0.3285178159544451,0.4745190287766453,0.29849120929176215,0.20425678925994542,0.14201696900686567,0.06386104430161599,0.8,1.0,0.7000000000000001,0.9,0.5,0.6,0.4,0.30000000000000004,0.2,0.1,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.3984636980892743,0.26693892467886016,0.2506901829525485,0.2692525613168114,0.27096586442341447,0.4888609535293377,0.283115019789826,0.21058063205725502,0.3758237281749284,0.27105274337937124,3.5172862608586355,3.3396925229773267,3.4759198429861122,4.305567712759904,3.714463917862978,3.1022381006208484,2.20565726450946,4.5851686644132466,2.6663946396945004,3.9575161700124935,0.3437257536816387,1.0820523641116302,1.0820523641116302,1.0820523641116302,1.0820523641116302,1.0820523641116302,1,1,1,1,1,1
34,10,5,3,0.32490749365726607,0.19429583509964365,0.16442567963264132,0.36979808980484496,0.6081935550543915,0.772960743593709,0.12788472499391942,0.08141629588278115,0.290731071571263,0.0340198320731111,0.8,0.6,0.5,0.7000000000000001,0.9,1.0,0.30000000000000004,0.2,0.4,0.1,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.4522490573370507,0.4376828868134972,0.25807233680088093,0.3885732229462634,0.3487087201540605,0.4574554903835254,0.23903215171599967,0.2605538992593905,0.42212204985770246,0.4357587881729339,2.7048718337081405,2.0853330521449926,4.528635578610016,2.3530248192384824,4.165621849392197,4.118799103036741,3.9246413651481102,4.892574692280743,3.02410664163399,2.5596335442016644,0.18798826286197148,1.8846153169877655,1.8846153169877655,1.8846153169877655,1.8846153169877655,1.8846153169877655,1,1,1,1,1,1
35,10,5,3,0.45117957273965814,0.6101884060806828,0.4152070886354398,0.10798129571818399,0.430212139535025,0.4659217262273938,0.3913735243007989,0.027199696462044023,0.24055901615945172,0.15478859805871104,0.9,1.0,0.8,0.4,0.7000000000000001,0.6,0.5,0.1,0.30000000000000004,0.2,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4870047615030107,0.3068238591082575,0.4731303652201095,0.4134280033686917,0.47368849911425104,0.4336176422170386,0.30443004758198966,0.47573816465578006,0.41465753347613765,0.28472947550426897,2.1271953310536422,2.617151130922262,2.792357677979317,4.503959555808684,2.1402890191832387,3.219930509751989,2.6454124895472146,4.561838125027709,4.059778579184105,4.738897162588076,0.2064859325964792,1.1735936861373026,1.1735936861373026,1.1735936861373026,1.1735936861373026,1.1735936861373026,1,1,1,1,1,1
36,10,5,3,0.43775856330594193,0.2890657513193009,0.15971635315775895,0.3042147896219925,0.17374398232487143,0.7877847246763209,0.6000814569269666,0.21354045347124617,0.12586304590696812,0.044221513049909546,0.9,0.7000000000000001,0.5,0.6,0.4,1.0,0.8,0.30000000000000004,0.2,0.1,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.4655790463410021,0.33920631747646046,0.22399947224615338,0.2826431624854411,0.49088153605208573,0.3974818048231812,0.3840379556344453,0.32455547885960156,0.24164800293229383,0.23976306158246552,4.359922437398518,3.703436533946875,2.883689885712535,4.116651937966339,3.709661943902108,4.587153840922561,3.7049090751362255,2.9018008589266784,3.2978709816590555,3.2613206885778068,0.9396442441858733,1.1448888515093776,1.1448888515093776,1.1448888515093776,1.1448888515093776,1.1448888515093776,1,1,1,1,1,1
37,10,5,3,0.27214990240942605,0.49313989571504413,0.5789612013276016,0.23392845998553685,0.33591515684666756,0.143730458697228,0.49790980879899704,0.14103525225017635,0.057668389951729876,0.059213502161113124,0.8,1.0,0.9,0.5,0.6,0.4,0.7000000000000001,0.30000000000000004,0.2,0.1,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.2416886051649431,0.33733449755505995,0.2329930877582269,0.4081869575763103,0.4190442001287401,0.3415709917885465,0.4023783178788284,0.3110030360572963,0.4239323721708129,0.25005856646550617,2.574315643203411,3.002671288585162,4.354186501175885,2.193803607111671,2.8458302459365177,4.176329324820948,4.716227434055469,4.119279222017084,2.5243444888657787,4.1892210910186805,0.5252658843551582,1.180728404395079,1.180728404395079,1.180728404395079,1.180728404395079,1.180728404395079,1,1,1,1,1,1
38,10,5,3,0.4092949802664474,0.3748213023911119,0.19092201994238145,0.49313163681254235,0.32240411240481903,0.6402515964522244,0.24063408352994076,0.025061634467236762,0.14944844515949512,0.26239948352864206,1.0,0.9,0.6,0.7000000000000001,0.5,0.8,0.4,0.1,0.2,0.30000000000000004,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.4547204726746871,0.3094584986609831,0.42777196144731255,0.37805574320389046,0.35165814590244887,0.3893074648353697,0.30000625312988816,0.4244592223069251,0.26892316181620946,0.2567527599830965,3.2366930856233163,2.3995988513493387,2.19768210419391,2.4234765109127347,3.979454456540004,3.7270021152494017,3.4401401907397746,4.15090583189669,2.462729659007292,4.4152109551319025,0.11295617986826323,1.3784060029773488,1.3784060029773488,1.3784060029773488,1.3784060029773488,1.3784060029773488,1,1,1,1,1,1
39,10,5,3,0.3486559297787909,0.5488367273539576,0.1763618692285202,0.3765239526339756,0.5056149564339574,0.2000735024637168,0.12490508518913984,0.1122071098831409,0.5177621319270526,0.06005661121650681,0.9,1.0,0.5,0.7000000000000001,0.8,0.4,0.30000000000000004,0.2,0.6,0.1,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.24924379846248423,0.4588060320082037,0.33961654339868264,0.40517295966749256,0.3338974142840905,0.2658651885646605,0.32569812513073554,0.30765059150004687,0.30151294892170144,0.3531428307715597,2.399174469670542,4.4469130309392995,2.5267883613549325,3.1906998634170542,2.988274272851762,2.718784676513046,3.3197683943698904,4.350872484227594,4.248699249894179,3.7045554140560744,0.9793581518430591,1.8737589091524867,1.8737589091524867,1.8737589091524867,1.8737589091524867,1.8737589091524867,1,1,1,1,1,1
40,10,5,3,0.27987990268292107,0.390459409532708,0.31789373913466856,0.7390292536549448,0.4593309948064068,0.16278692857385094,0.8785028430615978,0.1249582229861608,0.3586095800793756,0.06152158095573018,0.8,0.7000000000000001,0.5,0.9,0.6,0.30000000000000004,1.0,0.2,0.4,0.1,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.3434798982976094,0.44564046571788496,0.25098580691538386,0.48980954028241946,0.3869719054042996,0.29273237624175386,0.43904869879008385,0.2199171867634479,0.4514399607508846,0.4217881831661313,3.7921044908599386,2.8737651922215584,2.712691165951401,4.1746084180838094,3.6039830686636694,4.875770249467498,3.2837011871891253,3.5897221604412857,2.7972149468019207,4.488379515029832,0.32802639887976726,1.5592106716556828,1.5592106716556828,1.5592106716556828,1.5592106716556828,1.5592106716556828,1,1,1,1,1,1
41,10,5,3,0.5043496089017002,0.6100367721343002,0.22902106284290824,0.23976798649886488,0.5868824691501303,0.11110147398891335,0.06153399416359945,0.2870118213507847,0.6116133554323588,0.07198589483609641,0.9,1.0,0.6,0.5,0.8,0.30000000000000004,0.2,0.4,0.7000000000000001,0.1,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4544415548153428,0.39123246811627355,0.4536062153324351,0.4188716908287844,0.37441413171367743,0.339474646380693,0.42882480350313623,0.3581073090075493,0.48279857710219304,0.48834062524409455,3.961898322356578,3.969597598144185,3.941567898495932,2.778946127423311,2.0014456500173803,4.868610453815261,4.52077722428988,4.712798878051895,3.671768352557288,3.102990727387512,0.532121781132836,1.7100780047882695,1.7100780047882695,1.7100780047882695,1.7100780047882695,1.7100780047882695,1,1,1,1,1,1
42,10,5,3,0.27083215952173056,0.622496424569497,0.5014120421057412,0.32636268514337463,0.4518212566637483,0.26684705780834855,0.17308629888201796,0.6746378277592306,0.11080102937481931,0.04308152357388944,1.0,0.9,0.7000000000000001,0.5,0.6,0.4,0.30000000000000004,0.8,0.2,0.1,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.4320726342254426,0.2914246641575403,0.49170098498087444,0.4205044607494207,0.4728016824328282,0.45516115793152034,0.4895083886771517,0.31777355233695675,0.23923618228402665,0.4628704353386662,4.398294444913034,2.7010683795719976,2.4305149540810413,4.8950730215494875,3.5834562479499987,4.545235845373895,4.5669033416373175,2.013946523528554,4.320678841669789,3.9722837905057533,0.48957842003730834,1.163391291861449,1.163391291861449,1.163391291861449,1.163391291861449,1.163391291861449,1,1,1,1,1,1
