Instance,N,K,L,c.1,c.2,c.3,c.4,c.5,p.1,p.2,p.3,p.4,p.5,theta1.1,theta1.2,theta1.3,theta1.4,theta1.5,theta2.1,theta2.2,theta2.3,theta2.4,theta2.5,theta3.1,theta3.2,theta3.3,theta3.4,theta3.5,a.1,a.2,a.3,a.4,a.5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,gamma2,gamma3
58,5,3,3,0.25,0.5,0.0,0.25,0.0,0.775,1.0,0.325,0.55,0.1,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.36096756714033795,0.4575595067085726,0.41512084682860695,0.3850120095764251,0.44727968650887684,4.092290419823986,3.887072074766178,2.8474724777896925,3.7228295832623073,2.37469266187029,0.1743179291633592,1.4908924878119056,1.4908924878119056,1.4908924878119056
59,5,3,3,0.25,0.5,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.3787865892411647,0.333848136477915,0.4322809240610528,0.4413394656390715,0.427119845289082,2.1926655157801087,2.116351612134575,3.9000002930352045,2.8402930264003547,3.030925562690999,0.16285727191688126,1.683857334082226,1.683857334082226,1.683857334082226
60,5,3,3,0.25,0.5,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.26259463655285636,0.46630517833697205,0.4909677119404585,0.4065662333085466,0.26684627916609716,2.1809920398626588,2.914228623586774,2.7411735849870125,2.49034181478099,4.522716106755292,0.13015802030320828,1.6718225972044978,1.6718225972044978,1.6718225972044978
61,5,3,3,0.25,0.25,0.25,0.0,0.25,1.0,0.775,0.55,0.1,0.325,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.2649743998576176,0.4534169774952337,0.2265521922698619,0.3445441869135243,0.21838778144125426,4.572309538639489,4.876106492904545,3.6243043888817548,2.7391580909629867,2.189528097801074,0.1371206508117156,1.354024725800247,1.354024725800247,1.354024725800247
62,5,3,3,0.25,0.5,0.0,0.25,0.49500000000000005,0.775,1.0,0.1,0.325,0.55,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.27667400278822246,0.2815130160153095,0.4468828333583549,0.24983775468394537,0.30946974423301854,2.4402115697664124,3.3135820557852336,2.0344124214357313,2.9153146318583394,4.413061599038503,0.13924035844777333,1.3037282073394145,1.3037282073394145,1.3037282073394145
63,5,3,3,0.25,0.5,0.75,0.0,0.25,0.55,0.775,1.0,0.1,0.325,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.40044483349210636,0.43213652294229893,0.3943825846944281,0.4535509793642184,0.3667831586768646,4.730764873694995,4.72625068442679,2.7730567289529664,4.189548927676849,2.658700858652832,0.14059621844317466,1.261140999806892,1.261140999806892,1.261140999806892
64,5,3,3,0.25,0.5,0.75,0.0,0.25,0.55,0.775,1.0,0.1,0.325,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.4481583499615045,0.26791310313394,0.4106059490545232,0.41773022520322745,0.39053437183906387,4.069357064217456,2.9767426612407766,2.7416033435389204,2.6254480255328554,3.1816113069553182,0.11090370091215969,1.768328636625395,1.768328636625395,1.768328636625395
65,5,3,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.4244385736537175,0.24514376913703959,0.300634955539986,0.4613721982516762,0.27979948461188403,2.0929114057527918,4.705393768098995,4.512867395196391,4.527543925274717,4.42334589914408,0.1692406602171201,1.3770802173769834,1.3770802173769834,1.3770802173769834
66,5,3,3,0.5,0.0,0.9,0.25,0.49500000000000005,0.775,0.1,1.0,0.325,0.55,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.40761986167635533,0.3441599067005596,0.3559729657113987,0.3933104801106062,0.4340241324985137,4.80003373036368,2.833889069311139,2.1289561681617877,4.499517860981666,4.4604337532943426,0.17782427378052845,1.1016596521474238,1.1016596521474238,1.1016596521474238
67,5,3,3,0.25,0.25,0.0,0.25,0.0,1.0,0.775,0.325,0.55,0.1,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.30295289301453304,0.3912394916497458,0.3223291805320895,0.3652022878829031,0.4032960169565208,4.813469859090611,3.8691111242040965,2.8945086575222754,2.038389946733165,3.314020137098891,0.16186851714443873,1.8930216625836889,1.8930216625836889,1.8930216625836889
68,5,3,3,0.25,0.25,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.42455762638628775,0.45357010414395094,0.4179542247234509,0.4201727770913327,0.3344116546651101,4.210846523850716,2.035551910347308,2.38749704751252,2.0035925141111797,3.427031515594847,0.17638571821340848,1.5866077423251443,1.5866077423251443,1.5866077423251443
69,5,3,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.22696706576336062,0.41995038510930804,0.21760226320769935,0.20224798690248103,0.21531917173627563,4.020251070955931,4.642423404692735,4.528813645039227,2.9003155775106544,3.061841382613112,0.13694455952070972,1.01708181426546,1.01708181426546,1.01708181426546
70,5,3,3,0.25,0.0,0.25,0.75,0.0,0.775,0.325,0.55,1.0,0.1,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.47862675883125183,0.36747248751951445,0.3029253510892189,0.43961172963528594,0.28178389123559605,3.32254395420114,3.6331344297717587,3.876460526283997,3.817844132834318,3.217378400989597,0.18613562814731932,1.9756516009572394,1.9756516009572394,1.9756516009572394
71,5,3,3,0.5,0.25,0.0,0.6975,0.25,1.0,0.55,0.1,0.775,0.325,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.47906547236792957,0.2845784822087913,0.33617379014548254,0.4217952436449478,0.22731383127094207,4.283765116262555,4.025031523644083,4.534845222457145,4.700685397629804,3.0814952625006837,0.17968884703362617,1.9102358132986406,1.9102358132986406,1.9102358132986406
72,5,3,3,0.5,0.25,0.0,0.6975,0.25,1.0,0.55,0.1,0.775,0.325,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.39312788541733856,0.30493470780635934,0.4298886030034316,0.37798375542138507,0.36797306036555544,4.005507863745647,3.621688421320702,2.2919387480404083,4.535586033248231,4.505278442512797,0.13764168336320687,1.1025410852245763,1.1025410852245763,1.1025410852245763
73,5,3,3,0.5,0.25,0.0,0.6975,0.25,1.0,0.55,0.1,0.775,0.325,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.4888964813087915,0.4777143978064927,0.44902042824619925,0.4593667511601745,0.39474293841077523,3.079582900407086,2.009274609557221,3.3433905043642738,2.7273834807564525,4.855260206093224,0.1693970778787311,1.33929280030745,1.33929280030745,1.33929280030745
74,5,3,3,0.25,0.25,0.25,0.0,0.25,1.0,0.775,0.55,0.1,0.325,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.23978570675547795,0.21832557012245477,0.47068472970531666,0.4703040352805727,0.3029878208122569,2.3337388578283127,2.5023914210071414,2.6342356124411936,2.9888479756519546,3.199917813840851,0.19508756192715762,1.1976842400359793,1.1976842400359793,1.1976842400359793
75,5,3,3,0.25,0.0,0.25,0.75,0.0,0.775,0.325,0.55,1.0,0.1,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.26744601853320593,0.2314292845863256,0.46487636487999984,0.491989549518,0.2960496047544309,2.592040465536019,4.148788542249145,2.360189042020455,3.386896169601888,4.550816180486053,0.16901909465584053,1.7754558343369715,1.7754558343369715,1.7754558343369715
76,5,3,3,0.25,0.0,0.25,0.75,0.0,0.775,0.325,0.55,1.0,0.1,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.40602414214413296,0.2104804405109353,0.4359788416244328,0.37338686407039123,0.267328194402473,3.905039575004201,4.261095259710073,2.5607770636271656,4.426143129896373,3.919473022982367,0.19484337194604354,1.489291198820512,1.489291198820512,1.489291198820512
77,5,3,3,0.25,0.5,0.75,0.0,0.25,0.55,0.775,1.0,0.1,0.325,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.4059054477227938,0.48441309569364777,0.3541091065687284,0.26378091783669977,0.27194925929186736,2.914512790832125,4.505477101837716,3.2125602677934983,4.089823094654222,3.8651832444156713,0.154153926909076,1.7926902092895687,1.7926902092895687,1.7926902092895687
78,5,3,3,0.5,0.0,0.6975,0.25,0.49500000000000005,1.0,0.1,0.775,0.325,0.55,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.3382147048317946,0.38931704343026374,0.35717243977062374,0.29528572299960415,0.2472003832761936,4.088567208351006,2.8538042807450883,2.822161844056227,4.512852774164882,2.470348988340873,0.18103562398116677,1.5164327952253818,1.5164327952253818,1.5164327952253818
79,5,3,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,1.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.4821252834403204,0.23584932415439608,0.48150605243443256,0.244376281246494,0.4252810003205441,4.905470131753281,2.804995936609267,2.5092140880724156,3.0281695101859913,2.80934143401363,0.14992572387031505,1.667648222502157,1.667648222502157,1.667648222502157
80,5,3,3,0.5,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.35261452146240346,0.29514313408369275,0.35614938890359504,0.2524879825841509,0.29315678285368174,4.042758382719053,4.514971630128059,3.051806537623844,2.926922235970089,2.7377317881777294,0.18335621299731414,1.0136977835494425,1.0136977835494425,1.0136977835494425
81,5,3,3,0.25,0.75,0.0,0.25,0.49500000000000005,0.775,1.0,0.1,0.325,0.55,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.24763996297827254,0.4839392484893369,0.34648172200625055,0.3612502758939786,0.33238829766651484,4.096438289397749,2.9822871734558465,3.210294232345376,2.9309602926765344,3.7270909913104298,0.12370965488794165,1.7451275448305992,1.7451275448305992,1.7451275448305992
82,5,3,3,0.25,0.0,0.25,0.5,0.0,1.0,0.325,0.55,0.775,0.1,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.2255237200173763,0.25841366015590367,0.4029432052894904,0.41479295653543136,0.24198915040539137,3.5677436984991013,4.982052958061376,4.627882625389824,2.173069178658036,3.120042636673076,0.13886023190849728,1.4902007465757883,1.4902007465757883,1.4902007465757883
83,5,3,3,0.5,0.0,0.5,0.0,0.49500000000000005,1.0,0.325,0.775,0.1,0.55,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.20668659139899662,0.41306391939471654,0.44579570241434774,0.391764799776172,0.32073846994644667,2.5654172891553984,4.223628130913577,2.2821289669636218,2.2741067537261714,4.402510765647069,0.10846145706449631,1.138794111658639,1.138794111658639,1.138794111658639
84,5,3,3,0.0,0.25,0.75,0.0,0.6975,0.325,0.55,1.0,0.1,0.775,0.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.3454164940559852,0.4648249851616133,0.27654042313558247,0.4089217505765077,0.38837549405422195,4.131892865193289,3.995759608746084,2.381921973449578,2.7544622481147183,3.3545442757087516,0.19584157701602223,1.3548448915026472,1.3548448915026472,1.3548448915026472
85,5,3,3,0.25,0.5,0.75,0.0,0.25,0.55,0.775,1.0,0.1,0.325,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.2146087883975922,0.3345448137075709,0.4411684857648672,0.3967167790530988,0.30621235698569643,4.118590049772223,4.401084550504283,4.902424228862447,3.287754231204019,3.0547812014241464,0.15203362229227185,1.9872647277630278,1.9872647277630278,1.9872647277630278
86,5,3,3,0.25,0.75,0.0,0.25,0.49500000000000005,0.775,1.0,0.1,0.325,0.55,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.26769462697054275,0.25613216119907944,0.40857310202160024,0.21409980448032015,0.41090820372286063,4.796686417706039,4.0627760652198575,2.723901332472317,3.055912607140854,3.8213125783941244,0.12339223884257243,1.9804560181062227,1.9804560181062227,1.9804560181062227
87,5,3,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,0.5,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.4523993661207313,0.3737443810303175,0.46015547275783464,0.2252887788102786,0.308240662365601,3.949129458505042,2.8550185317535886,4.472712955492838,4.878783578672564,2.142941522998392,0.1853113293106869,1.0079374943731954,1.0079374943731954,1.0079374943731954
88,5,3,3,0.5,0.25,0.0,0.6975,0.25,1.0,0.55,0.1,0.775,0.325,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.4141262753862456,0.42569674098630117,0.28682120777967957,0.38734247178842296,0.2763650708718953,2.4431357878951774,4.030339483561146,4.692515932791814,2.01290110995475,2.7022002549820447,0.16965197799358084,1.0326281864855835,1.0326281864855835,1.0326281864855835
89,5,3,3,0.25,0.25,0.25,0.0,0.25,1.0,0.775,0.55,0.1,0.325,1.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.3654311371853707,0.4720414048080999,0.4238201980323477,0.4070435067697651,0.3646310414158875,3.052980781696206,2.1837284079745016,4.649840610733113,4.747550798805086,4.931121352420986,0.1668330200096601,1.0519339568371966,1.0519339568371966,1.0519339568371966
90,5,3,3,0.5,0.0,0.5,0.0,0.49500000000000005,1.0,0.325,0.775,0.1,0.55,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.46735754259269685,0.2302741750157145,0.3051567548520906,0.2612593064265878,0.27466275147959823,2.937669128947281,4.457196880278082,2.7139580668229164,4.621229586509,2.388136570845415,0.14279473316376012,1.5466593183134805,1.5466593183134805,1.5466593183134805
91,5,3,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.31309444252767227,0.38034084807042134,0.43513283586241713,0.42339210179981057,0.41196143263462087,4.213553104283661,2.1944426605023106,4.479771558559047,4.454564856763055,4.740246236563793,0.16841588306499677,1.9735697074883818,1.9735697074883818,1.9735697074883818
92,5,3,3,0.25,0.25,0.0,0.6975,0.25,1.0,0.55,0.1,0.775,0.325,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.4036216396381317,0.3681199545416014,0.3112767333625342,0.33274606554228303,0.21471731035004596,3.6739826783004066,4.095037078519983,2.25840147156989,2.5120958811385967,4.111373173360803,0.11098579875807017,1.0899617204102086,1.0899617204102086,1.0899617204102086
93,5,3,3,0.25,0.5,0.0,0.9,0.25,0.55,0.775,0.1,1.0,0.325,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.446757121057997,0.42589757144782836,0.20416836216895545,0.42061889859493984,0.44165416214071407,3.481279651202477,3.7781428251111264,3.9804741278040856,2.2910371257014326,4.874550680022498,0.17109089021184198,1.7207063612057314,1.7207063612057314,1.7207063612057314
94,5,3,3,0.5,0.25,0.0,0.6975,0.25,1.0,0.55,0.1,0.775,0.325,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.25188137239318403,0.2911452121658441,0.3020676325185393,0.276626751953723,0.4992546688031319,2.974529928600902,4.025325864349187,3.225963792698619,3.083356697896866,4.287563518522531,0.14838436026053367,1.15492303730786,1.15492303730786,1.15492303730786
95,5,3,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.49566948083049045,0.4762542854314983,0.4430727766232079,0.2826368320701725,0.4618353226659651,3.283545791060122,2.550947383808725,4.908602349754956,3.1998917142185954,3.8150163024883454,0.17257586587094143,1.845027978933759,1.845027978933759,1.845027978933759
96,5,3,3,0.25,0.5,0.0,0.9,0.25,0.55,0.775,0.1,1.0,0.325,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.45573545928924913,0.36310484416655076,0.3406026619595408,0.22858473257292064,0.272109368527765,2.8300577703871355,3.126328596034498,3.1264125586685787,4.263827124247186,2.110596612322831,0.12529078920880815,1.9133117356697258,1.9133117356697258,1.9133117356697258
97,5,3,3,0.75,0.0,0.6975,0.25,0.49500000000000005,1.0,0.1,0.775,0.325,0.55,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.2782625590909165,0.37139775699104044,0.29246639406130526,0.43641279670790994,0.32136108001880226,2.3734145149806225,3.388375468742466,3.699666279565101,2.3220876373429284,3.6767261237359046,0.11629654203674386,1.6391574131367879,1.6391574131367879,1.6391574131367879
98,5,3,3,0.5,0.0,0.6975,0.25,0.49500000000000005,1.0,0.1,0.775,0.325,0.55,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.4224033972625526,0.26544933048558833,0.49555372230682865,0.43597519617969344,0.20149513886576048,4.667867243089033,3.356439463741286,2.557885170514306,2.974938929783922,4.817975690358331,0.11258810775586378,1.2920591874051393,1.2920591874051393,1.2920591874051393
99,5,3,3,0.5,0.5,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.3773134428229795,0.3042891417294854,0.3003797267037938,0.4518508043754702,0.2827548100399805,4.3897216499146845,3.399948248695554,3.704803492826276,2.5505160914110805,4.805480630643112,0.16666952361698634,1.0055559918454042,1.0055559918454042,1.0055559918454042
