Instance,N,K,L,c.1,c.2,c.3,c.4,c.5,p.1,p.2,p.3,p.4,p.5,theta1.1,theta1.2,theta1.3,theta1.4,theta1.5,theta2.1,theta2.2,theta2.3,theta2.4,theta2.5,theta3.1,theta3.2,theta3.3,theta3.4,theta3.5,theta4.1,theta4.2,theta4.3,theta4.4,theta4.5,theta5.1,theta5.2,theta5.3,theta5.4,theta5.5,a.1,a.2,a.3,a.4,a.5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5
46,5,5,3,0.25,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.44075466142573705,0.42346869863981207,0.2127627284731456,0.4750677306786278,0.37236335336696536,3.5606219198116063,2.9154802966810225,4.013480840370242,3.089849320778029,2.178232524794741,0.16772968602211275,1.4848785774371374,1.4848785774371374,1.4848785774371374,1.4848785774371374,1.4848785774371374
47,5,5,3,0.5,0.25,0.0,0.6975,0.25,1.0,0.55,0.1,0.775,0.325,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.26212315781503187,0.3744477483705866,0.34639585724988375,0.44189865635539766,0.3643783450765453,3.3360119686021132,2.509342278567451,4.4389240125342795,3.0547845924724863,4.963117180975918,0.19240256815613077,1.7476501113905925,1.7476501113905925,1.7476501113905925,1.7476501113905925,1.7476501113905925
48,5,5,3,0.25,0.5,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.41433268360237785,0.28232795250169507,0.23251737318820417,0.2003458369592302,0.22882982267208288,4.275461870354285,2.792674295638955,4.088830026836933,2.775887995318958,4.157379437866153,0.16846403332843102,1.552801291951293,1.552801291951293,1.552801291951293,1.552801291951293,1.552801291951293
49,5,5,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.3244508546663748,0.2742383375670996,0.3133665422279837,0.3199194948553092,0.3313072781225467,4.74421166542049,4.309096177993718,3.775106971318439,3.976896239500583,3.3492418032076996,0.14298381109079275,1.0476368715152544,1.0476368715152544,1.0476368715152544,1.0476368715152544,1.0476368715152544
50,5,5,3,0.5,0.0,0.9,0.25,0.49500000000000005,0.775,0.1,1.0,0.325,0.55,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.4687170377746977,0.28534871029959474,0.35091857255446124,0.4697755607753837,0.27212796464678585,3.1100794856315646,3.1666101948452097,2.3432183687531545,2.8555714485457986,3.3585147597660594,0.16314337589231304,1.4586023212665262,1.4586023212665262,1.4586023212665262,1.4586023212665262,1.4586023212665262
51,5,5,3,0.25,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.41493623018288633,0.23446174828559388,0.29300869670990215,0.2032599656782998,0.48800127316420794,3.473391070609925,3.3357547306331257,4.189090175672792,2.8983287561117823,2.3586929429981573,0.14771027120890456,1.899930779440811,1.899930779440811,1.899930779440811,1.899930779440811,1.899930779440811
52,5,5,3,0.25,0.5,0.0,0.9,0.25,0.55,0.775,0.1,1.0,0.325,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.2059474988711059,0.22519754137842285,0.2691741238501128,0.49169095538494423,0.312113187884802,4.564259747036753,4.463826306792905,2.5192981007506314,3.5440971313261738,3.39330691324815,0.18573599085208248,1.2519320110676821,1.2519320110676821,1.2519320110676821,1.2519320110676821,1.2519320110676821
53,5,5,3,0.25,0.5,0.25,0.0,0.25,0.775,1.0,0.55,0.1,0.325,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.46591318638421575,0.4850064338637296,0.24911741480020483,0.24004689181299618,0.4306000881600494,3.2166339553323993,4.858492118312512,4.794339142940739,4.840044994742938,3.502297449548922,0.13796004470358705,1.808296371175361,1.808296371175361,1.808296371175361,1.808296371175361,1.808296371175361
54,5,5,3,0.5,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,1.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.317085141130584,0.2082940674022767,0.4395544649866254,0.39564852096126385,0.44604314429552483,3.6161472935315273,2.0821882586558496,3.387961477116767,4.0015097440690965,4.218120252350128,0.1687709041076068,1.1488280690347117,1.1488280690347117,1.1488280690347117,1.1488280690347117,1.1488280690347117
55,5,5,3,0.25,0.5,0.0,0.25,0.49500000000000005,0.775,1.0,0.1,0.325,0.55,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.27249622467989687,0.2567303476778945,0.3139727890432059,0.2698970873948327,0.38847081187862553,2.6282618773004245,4.895999435832615,3.1604499102260584,4.446760431451982,2.299793173172927,0.17427198064627394,1.6302729790895552,1.6302729790895552,1.6302729790895552,1.6302729790895552,1.6302729790895552
56,5,5,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.2210575185594599,0.2164947894828443,0.21659017172947753,0.3541336419116906,0.49533727883470097,3.0640405169435545,4.494715373290736,2.2221235245753377,3.422948713421354,2.600655266470212,0.16224192547813218,1.6059997930102674,1.6059997930102674,1.6059997930102674,1.6059997930102674,1.6059997930102674
57,5,5,3,0.0,0.25,0.5,0.0,0.9,0.325,0.55,0.775,0.1,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.38998022042607794,0.4305491297856845,0.23440151181711022,0.28475283538231105,0.4077594157254355,2.446668630191578,3.9995814417604993,4.636249999400252,2.4847440416769695,3.7589153870438925,0.16368051676235565,1.1060426963847703,1.1060426963847703,1.1060426963847703,1.1060426963847703,1.1060426963847703
58,5,5,3,0.25,0.5,0.25,0.0,0.25,0.775,1.0,0.55,0.1,0.325,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25851054672072704,0.39412620707332535,0.3593141173538283,0.23846125098904764,0.2603422768172806,4.4734932569310235,4.333580552726305,3.473550134434545,3.596427281675968,3.321654738623913,0.10210524427529283,1.944223376928046,1.944223376928046,1.944223376928046,1.944223376928046,1.944223376928046
59,5,5,3,0.5,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,0.5,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.43446619539526077,0.27276788441923266,0.35588799507372415,0.3034576715387123,0.2287762442457411,2.633185725334469,4.815713658497202,2.853627544023401,2.4404610903349777,4.630109796917928,0.1227609852361318,1.3280010624864094,1.3280010624864094,1.3280010624864094,1.3280010624864094,1.3280010624864094
60,5,5,3,0.25,0.75,0.0,0.25,0.49500000000000005,0.775,1.0,0.1,0.325,0.55,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.2461862070880893,0.42371642524723396,0.477293372544461,0.3375017897387169,0.345306581468167,2.2129777492958054,3.7456616358131343,3.025670379096458,3.2685363744759925,2.337020254543499,0.106183837611867,1.061403999999415,1.061403999999415,1.061403999999415,1.061403999999415,1.061403999999415
61,5,5,3,0.25,0.25,0.0,0.9,0.25,0.775,0.55,0.1,1.0,0.325,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.4505600429372162,0.38450997156809164,0.26835297562538935,0.22470935732571917,0.48727806138811336,4.275053031133786,3.1612079941985027,2.1029213915832137,2.371853240621674,2.777821186291495,0.11313785764749962,1.592940737159135,1.592940737159135,1.592940737159135,1.592940737159135,1.592940737159135
62,5,5,3,0.5,0.5,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.21585976654542036,0.31659121107132193,0.34314506526116056,0.438120208070431,0.2008902472206555,2.1701141868298546,2.2055738671770095,2.2965905799982522,3.481174050753225,3.8237870407851284,0.13099012259303183,1.9908800405329898,1.9908800405329898,1.9908800405329898,1.9908800405329898,1.9908800405329898
63,5,5,3,0.5,0.5,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.257797460681749,0.36763720423561974,0.3234338696347361,0.2332301457559084,0.28396897814271904,4.6098433823347165,3.3527317714698692,2.8286877204022622,4.67005616789266,2.2948751507489398,0.106466223360155,1.800146265724888,1.800146265724888,1.800146265724888,1.800146265724888,1.800146265724888
64,5,5,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.38067057693409867,0.33615843735909123,0.36653792697282384,0.45965623147087314,0.2453696655853898,3.181860713643204,4.880697649946284,3.202287801431299,4.869265443569924,2.4814311884100455,0.1791716194438227,1.014784929005311,1.014784929005311,1.014784929005311,1.014784929005311,1.014784929005311
65,5,5,3,0.25,0.5,0.75,0.0,0.25,0.55,0.775,1.0,0.1,0.325,0.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.4028735599869686,0.31759095989918923,0.2905662169650633,0.3927137819234092,0.2191264216519741,2.0181506184480336,3.3163710394489834,3.0640822265261494,3.796945075234772,4.803258968370804,0.1617551712817052,1.9044266395116711,1.9044266395116711,1.9044266395116711,1.9044266395116711,1.9044266395116711
66,5,5,3,0.25,0.75,0.0,0.25,0.49500000000000005,0.775,1.0,0.1,0.325,0.55,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.3907352737160569,0.47419000062112615,0.20552848108949884,0.21838290190023552,0.40259090579481893,4.226640743305783,4.9587954797366764,2.3667601713743687,2.4199688026321082,2.432291400500008,0.1668062935389782,1.6397123741721797,1.6397123741721797,1.6397123741721797,1.6397123741721797,1.6397123741721797
67,5,5,3,0.0,0.5,0.0,0.9,0.49500000000000005,0.325,0.775,0.1,1.0,0.55,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.3915646722303011,0.4341706067145813,0.4739600958417144,0.3604371332894943,0.47381971652941846,2.0829149223471,2.0822032836068467,4.129505093266831,4.938733460513145,4.256465446116098,0.17591301969368775,1.4742318016867562,1.4742318016867562,1.4742318016867562,1.4742318016867562,1.4742318016867562
68,5,5,3,0.5,0.25,0.0,0.6975,0.25,1.0,0.55,0.1,0.775,0.325,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.38229475393918866,0.30841414662006916,0.4594687706349488,0.24215511009733914,0.4753789090541828,2.5190385912322193,2.1234993271139997,2.6457400999390397,4.283712035005054,3.359299771652384,0.13807613301577074,1.764807712125845,1.764807712125845,1.764807712125845,1.764807712125845,1.764807712125845
69,5,5,3,0.25,0.25,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.20491451767208577,0.3039497226147653,0.4978082946263572,0.27023273601274056,0.45881733663529634,3.876265035818768,3.0201450893208572,3.4818684106926536,2.5153890943817605,4.861282967542158,0.18976135847930048,1.3185316463446592,1.3185316463446592,1.3185316463446592,1.3185316463446592,1.3185316463446592
70,5,5,3,0.5,0.0,0.6975,0.25,0.49500000000000005,1.0,0.1,0.775,0.325,0.55,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.2896398189241603,0.4342756089594956,0.36321638704757575,0.49069830628560346,0.2084150994794995,3.3939933658601302,2.583541815786298,4.534260222523882,4.707563749982359,3.3158601960439418,0.13426193672883632,1.2086766385817427,1.2086766385817427,1.2086766385817427,1.2086766385817427,1.2086766385817427
71,5,5,3,0.25,0.5,0.75,0.0,0.25,0.55,0.775,1.0,0.1,0.325,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.4360442213652457,0.38990159088091364,0.3293641464542476,0.28631072336436914,0.2459525781957978,3.1491366933655285,4.387073556990375,3.141842806858085,4.869829048216689,2.787031059099139,0.12088924275933953,1.631308431908521,1.631308431908521,1.631308431908521,1.631308431908521,1.631308431908521
72,5,5,3,0.5,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.4842767283363899,0.4472855088413348,0.45623445981081046,0.2625969320540909,0.2767702414689706,3.471112529222241,2.665119645165995,2.3176550462472223,2.9607705676069465,2.547461348284389,0.18448293813012598,1.9248513939501062,1.9248513939501062,1.9248513939501062,1.9248513939501062,1.9248513939501062
73,5,5,3,0.25,0.5,0.75,0.0,0.25,0.55,0.775,1.0,0.1,0.325,1.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.24503500239313228,0.3468650385535045,0.4882563934493799,0.36733839812015934,0.4673009518362928,4.058913874605977,3.2339949187457773,3.5961414770014137,2.8736475315439947,4.745525584492118,0.19070783608297603,1.1713186243979563,1.1713186243979563,1.1713186243979563,1.1713186243979563,1.1713186243979563
74,5,5,3,0.0,0.5,0.75,0.0,0.49500000000000005,0.325,0.775,1.0,0.1,0.55,0.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.23078952528111724,0.2581019218332974,0.2107575896244274,0.3085454743643444,0.4585056701311752,2.875735782495088,4.129639841225629,2.9662002431785472,3.1295957319112935,2.338819313449246,0.10967846682134971,1.5397331290257732,1.5397331290257732,1.5397331290257732,1.5397331290257732,1.5397331290257732
75,5,5,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.24748944995665778,0.3630512234812402,0.29724186661931573,0.21316561523137628,0.22013904931755185,2.2622384156772473,2.1790323722254996,4.107544688896409,2.202633759776962,4.649740865804075,0.1301239943498857,1.1831928751596514,1.1831928751596514,1.1831928751596514,1.1831928751596514,1.1831928751596514
76,5,5,3,0.5,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.41924158773454634,0.41602492187206347,0.37877041733118527,0.25383100464571945,0.30916808719175803,2.2882556810966905,2.42561559424697,2.6582743657483308,4.362379057644199,4.042419543161331,0.18358086981026028,1.7980145919249928,1.7980145919249928,1.7980145919249928,1.7980145919249928,1.7980145919249928
77,5,5,3,0.5,0.5,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.2596828603276309,0.4065818653701407,0.4555388737618952,0.3376679547682529,0.48453382141022106,3.7134926739361043,3.1761720115178695,4.981030249217261,3.0932738414407357,3.186769971799132,0.18961886635414693,1.180672682717906,1.180672682717906,1.180672682717906,1.180672682717906,1.180672682717906
78,5,5,3,0.5,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.444895535087855,0.39729357143559163,0.45043459680424436,0.2750584824128607,0.31827444572090624,4.655665463013291,3.740232693087344,4.709636721822589,2.1287036133571227,4.453669609734069,0.18154272869365215,1.686049860285556,1.686049860285556,1.686049860285556,1.686049860285556,1.686049860285556
79,5,5,3,0.25,0.5,0.0,0.25,0.49500000000000005,0.775,1.0,0.1,0.325,0.55,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.38544778803915336,0.4031066056879966,0.43065191684482823,0.3797818775708237,0.26519332163399356,2.032168525193856,2.5042298122837385,3.237900835372029,2.9374772024390317,3.1054902033355734,0.12656783073013764,1.6141135243759157,1.6141135243759157,1.6141135243759157,1.6141135243759157,1.6141135243759157
80,5,5,3,0.25,0.5,0.0,0.25,0.49500000000000005,1.0,0.775,0.1,0.325,0.55,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.22746660925941942,0.44704912163083066,0.33918995137571123,0.2534900420434932,0.21651246019673176,3.209349631138869,4.362840294127941,3.930791779242528,4.052962543746285,2.23976454297416,0.11572754967017324,1.0365118067379484,1.0365118067379484,1.0365118067379484,1.0365118067379484,1.0365118067379484
81,5,5,3,0.0,0.25,0.5,0.75,0.0,0.325,0.55,0.775,1.0,0.1,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.33617431811009024,0.3570838847932081,0.3367915943763896,0.48207077183566494,0.4946741843631426,4.735048795641657,3.4719654685567862,4.569225683631445,2.5153424010245233,2.8712540056068483,0.1456485857679612,1.8122757963391112,1.8122757963391112,1.8122757963391112,1.8122757963391112,1.8122757963391112
82,5,5,3,0.25,0.75,0.0,0.6975,0.25,0.55,1.0,0.1,0.775,0.325,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.3383846557878832,0.47695550215269755,0.3352674365854911,0.2880209076163127,0.3036863265565665,3.264605179844588,3.8208607436559845,4.1460758405068985,4.277371888278643,3.754098140008249,0.13078015466566115,1.6516526513164402,1.6516526513164402,1.6516526513164402,1.6516526513164402,1.6516526513164402
83,5,5,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,0.5,1.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.31977907722094806,0.31141521867542704,0.41592125224992543,0.30213833647922045,0.4397757752703708,4.775652313060146,3.2679842374819392,4.344145818287407,3.4239340236280644,2.905780858409318,0.1707964818491302,1.9058314942223276,1.9058314942223276,1.9058314942223276,1.9058314942223276,1.9058314942223276
84,5,5,3,0.0,0.5,0.75,0.0,0.49500000000000005,0.325,0.775,1.0,0.1,0.55,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.4078149083246121,0.4675485794543413,0.30590827300479434,0.30270104018017346,0.39162894740810683,3.196827744835283,2.58197612281799,2.7748031736552594,4.369677995367512,4.423681374549748,0.11638214886646218,1.5511073618849869,1.5511073618849869,1.5511073618849869,1.5511073618849869,1.5511073618849869
85,5,5,3,0.5,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.40238614783368154,0.4340682651076666,0.21218069247192006,0.46920326549377783,0.40214294250133187,3.4245263233007357,3.631657337723824,3.657090975273442,3.9958578575000123,4.693644452857896,0.12829052659770235,1.5351134592030908,1.5351134592030908,1.5351134592030908,1.5351134592030908,1.5351134592030908
86,5,5,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.3554154515562651,0.2703772238075839,0.2562819843666103,0.35442161873489986,0.37515339005358117,4.9856610407795525,3.3274961923301287,4.6916643358153935,4.5676221277963585,4.15675260578367,0.11142472223510003,1.804423573397105,1.804423573397105,1.804423573397105,1.804423573397105,1.804423573397105
87,5,5,3,0.25,0.0,0.5,0.0,0.49500000000000005,1.0,0.325,0.775,0.1,0.55,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.22873684555412005,0.31821540719974384,0.25892710234147165,0.20703339746310426,0.27007063931625314,3.938735411763658,2.7242711659605665,4.729250465976509,3.5302116921572235,2.8830118800532376,0.1987589402768306,1.9103665113581778,1.9103665113581778,1.9103665113581778,1.9103665113581778,1.9103665113581778
88,5,5,3,0.25,0.25,0.75,0.0,0.25,0.775,0.55,1.0,0.1,0.325,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.2853804158303521,0.27062966788456144,0.25385573266562816,0.39738015417756,0.3557315532725627,4.280300120693425,2.2619264149661538,4.088561490896815,4.969519893229287,3.183046043571095,0.13802439074519815,1.270225136061986,1.270225136061986,1.270225136061986,1.270225136061986,1.270225136061986
89,5,5,3,0.5,0.25,0.0,0.6975,0.25,1.0,0.55,0.1,0.775,0.325,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.31514506919134694,0.3075947135565562,0.31539416940932474,0.25933938331426626,0.37763144486634315,3.5017662770588367,4.923982177306713,3.3414871853071015,3.1922785001195235,2.126092214984327,0.11041033966675194,1.6222669002688712,1.6222669002688712,1.6222669002688712,1.6222669002688712,1.6222669002688712
90,5,5,3,0.25,0.5,0.25,0.0,0.25,0.775,1.0,0.55,0.1,0.325,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.4656820397526463,0.42145513929608885,0.30716187736829415,0.29254548104195777,0.35456445998271025,4.501445338529617,2.3105636483276504,2.811013236923875,3.77363964186619,3.707975556429036,0.1952991282974205,1.9342589223820255,1.9342589223820255,1.9342589223820255,1.9342589223820255,1.9342589223820255
91,5,5,3,0.5,0.25,0.5,0.0,0.25,1.0,0.55,0.775,0.1,0.325,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,0.46457442924524195,0.27414605782246737,0.21087900206777987,0.23572268656356843,0.38677128568213764,2.6295104782069676,3.1284902787756743,2.833888363105978,3.288848812037354,4.802966002388706,0.11616524239724824,1.2949471509321788,1.2949471509321788,1.2949471509321788,1.2949471509321788,1.2949471509321788
92,5,5,3,0.25,0.25,0.25,0.0,0.25,1.0,0.775,0.55,0.1,0.325,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.29585023332992927,0.22165753318949016,0.2723998403362754,0.3592492306267664,0.4762786421628126,2.5849397224460198,4.952159087538036,4.063123157843407,2.729964307273614,2.1421067757165164,0.16960524408873098,1.7738276758284253,1.7738276758284253,1.7738276758284253,1.7738276758284253,1.7738276758284253
