Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
76,5,3,3,0.42392055567721343,0.19367589865346613,0.4846880555042115,0.2679289543651066,0.0785497621845947,1.0,0.55,0.775,0.325,0.1,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2344392324281235,-4.048473593378091,0.41607413468198906,0.3568513809555292,0.44005718485741235
77,5,3,3,0.33781869148456223,0.4575228299577445,0.35056691468973494,0.19886412568944367,0.028557827419516305,1.0,0.775,0.55,0.325,0.1,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.6798876889021663,-5.8276015214978685,0.7618901553307684,0.7678185918051281,0.6101805268855293
78,5,3,3,0.34211660310571335,0.4094829773861469,0.13214200134503326,0.4000785893865615,0.0681838541304826,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5775489537545009,-4.2124950167360735,0.549315528949407,0.44484816260634596,0.47854526712499007
79,5,3,3,0.3722178582132428,0.28297304569729853,0.7808480225037591,0.2699673179853779,0.0781824945704442,0.775,0.55,1.0,0.325,0.1,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.33020531077216325,-4.693410880210926,0.24664788159856343,0.10374629367406553,0.31197436998480854
80,5,3,3,0.28095046399005197,0.24538888994272445,0.29568303704067317,0.0965329842513421,0.04949958940403757,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.6792909974081129,-4.80535782207429,0.5146571383928835,0.36607455878355016,0.3529289598760449
81,5,3,3,0.7224592583650837,0.520407737291274,0.08418680747474411,0.42369237903127166,0.07451459701147788,1.0,0.775,0.325,0.55,0.1,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.6186381507434364,-4.318529676439461,0.1262333635558127,0.28370602197422123,0.16665643973294292
82,5,3,3,0.3838420771563529,0.10436955467071846,0.3321072842085114,0.6930894572383577,0.03019898143652691,1.0,0.325,0.55,0.775,0.1,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.42998538264957437,-3.6976386814901767,0.3193934256852788,0.23324023233853286,0.3324777073793027
83,5,3,3,0.3091639347850324,0.6745232155632759,0.42126712370350305,0.28297442741858175,0.06617682725289085,0.775,1.0,0.55,0.325,0.1,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.412659063779803,-4.2709993029310676,0.11119659291936033,0.17802161568442879,-0.02863571035784842
84,5,3,3,0.2992334616737542,0.2485644084717536,0.49639984121930125,0.24686023135897886,0.036024364036381595,1.0,0.55,0.775,0.325,0.1,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5105425689613635,-4.761031096397947,0.7883691142738596,0.7944739305642379,0.6579789941528846
85,5,3,3,0.29022373340797053,0.7060922748247129,0.20031668927485236,0.4475947166124975,0.06600902450620903,0.775,1.0,0.325,0.55,0.1,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.404469043851091,-3.9618527767193554,0.09873154512415286,0.17731931854915142,0.19571485406305594
86,5,3,3,0.49256115659551397,0.28906310188807544,0.09484801029580109,0.8831814302530826,0.08202744445841997,0.775,0.55,0.325,1.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.28027961754052244,-3.9625516078015375,0.721526611576855,0.8103653171330633,0.6569923299589275
87,5,3,3,0.35684118196803105,0.23866929710866336,0.198422301877909,0.20400035650891093,0.08398302567046656,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.49256459269075487,-4.2222776893520395,0.4798699506771945,0.7373626447570343,0.5304160095133432
88,5,3,3,0.20948111716789897,0.5366490806737516,0.24654513524927452,0.08732602430845668,0.06625962717155313,0.775,1.0,0.55,0.325,0.1,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5762709961049108,-4.396586920793224,0.5886819735212834,0.8891146379602214,0.41662639356619363
89,5,3,3,0.4672498381576896,0.4216103276039189,0.29039676286432514,0.08617321502132336,0.0864428155497565,1.0,0.775,0.55,0.325,0.1,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5281012051708748,-4.446503056768403,0.1831264662463,0.2261455958995857,0.4233874437148147
90,5,3,3,0.2689267867226433,0.5502618348044083,0.8056234436378582,0.1353003410973726,0.049456354634429336,0.55,0.775,1.0,0.325,0.1,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.32947460450255195,-4.14890671825979,0.44457849468839566,0.41821711672779316,0.3747641140517766
91,5,3,3,0.3295807789073575,0.2951715394003334,0.2621784757544219,0.08309959273377462,0.05330456826265173,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.2909001857416322,-3.9386576317480047,0.791679512029627,0.6892137835393699,0.7322126054903337
92,5,3,3,0.25696014457541644,0.48816302380684173,0.7461958789954602,0.17899289839164112,0.0503470111811895,0.55,0.775,1.0,0.325,0.1,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5111392961223846,-4.128986690043413,0.18445951107350608,0.3086959188980897,0.15902738644003356
93,5,3,3,0.655427654190733,0.45573892515353515,0.24191305916008254,0.484774312145887,0.0777569640750943,1.0,0.775,0.325,0.55,0.1,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.5,1.0,0.14357908068385747,-4.345504007576817,0.7207881301427099,0.7142790149874866,0.7847475225891702
94,5,3,3,0.2862092466255961,0.5500736636015147,0.3943162258930253,0.2238635432318141,0.043929460671383286,1.0,0.775,0.55,0.325,0.1,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.19419105491314254,-4.751262648896904,0.7440761071269528,0.8691683426950578,0.7492946302900855
95,5,3,3,0.27658183664653385,0.8519688089422481,0.41013213969245094,0.19248896034553675,0.047818695685069745,0.775,1.0,0.55,0.325,0.1,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.426038619001146,-4.214037521230186,0.46517542004489565,0.488565933816614,0.7544633161016315
96,5,3,3,0.39237468259946834,0.7858799892149428,0.1109312325439395,0.4520404860646205,0.08055345734829661,0.775,1.0,0.325,0.55,0.1,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.46961105621674515,-3.86428421374033,0.3883330294088269,0.36575541826933317,0.23582334974116498
97,5,3,3,0.31008210487719234,0.5912663776609646,0.45798209101281073,0.26358459990361827,0.08783884917632538,1.0,0.775,0.55,0.325,0.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.5665980927745052,-4.061390563316104,0.23176009369562037,0.11728556597093814,0.07504817496103602
98,5,3,3,0.32228877408469025,0.23136797236319756,0.17318666784071465,0.8512190650195608,0.07402112117226554,0.775,0.55,0.325,1.0,0.1,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.49614325196127074,-4.657965238938922,0.5195309503573373,0.5727516442883085,0.4338274535814071
99,5,3,3,0.5767437181332267,0.8233201997451935,0.39020965409878494,0.03675174784870738,0.2669383961153725,0.775,1.0,0.55,0.1,0.325,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.21288043596995893,-3.725302520767027,0.4508168293919697,0.40205826048799737,0.3500372617772847
