Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta2.P6,theta2.P7,theta2.P8,theta2.P9,theta2.P10,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta3.P6,theta3.P7,theta3.P8,theta3.P9,theta3.P10,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3
42,10,3,3,0.26242883853557475,0.5357700801873033,0.3583717740841547,0.2698467459922879,0.11796347576192523,0.22020217628105854,0.12408139522162001,0.6317396618925563,0.10528781396630792,0.058813866766664516,0.9,1.0,0.7000000000000001,0.6,0.4,0.5,0.30000000000000004,0.8,0.2,0.1,1.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5645070003411089,-4.566055869124704,0.530471837225609,0.30560508387026625,0.5122528725901292
43,10,3,3,0.40443827381377295,0.3314853969979825,0.6666825834993881,0.5979968366264464,0.3189119380261355,0.12513389336015962,0.5345051695663019,0.26085898809936664,0.13165008459668623,0.05297381858237963,1.0,0.6,0.9,0.8,0.5,0.30000000000000004,0.7000000000000001,0.4,0.2,0.1,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.3929495077350837,-4.468445072592167,0.7108184045935909,0.7482770728736545,0.5045868530273874
44,10,3,3,0.40836918909022035,0.46300989156009864,0.17053375921981118,0.23387908009703173,0.5385599567547569,0.23313168168302978,0.5351689115545589,0.06794097063894433,0.1697266611546012,0.06352156205976878,1.0,0.9,0.6,0.5,0.8,0.4,0.7000000000000001,0.2,0.30000000000000004,0.1,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.4263091275035678,-4.565493604995507,0.9175465261683506,0.8688108883877321,0.7945365953054901
45,10,3,3,0.2097079339132314,0.5485004866375782,0.29789463401973915,0.5110762014020426,0.3483300581932351,0.1451449781643121,0.3632086928617412,0.11732011195482966,0.3546500814819528,0.07430941576256644,0.8,1.0,0.7000000000000001,0.9,0.6,0.30000000000000004,0.5,0.2,0.4,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.4226134351546447,-4.413435377665351,0.40637313064834424,0.41950571465792186,0.39680359049605435
46,10,3,3,0.4389380941985795,0.3390434750030788,0.6044793241637572,0.13169581608775366,0.3455917005048627,0.3549671709652114,0.3086221943656755,0.12128102015995457,0.04669730896000447,0.24849092194372144,0.9,0.8,1.0,0.5,0.7000000000000001,0.6,0.4,0.2,0.1,0.30000000000000004,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.558629911083643,-4.423345720877961,0.5962587059323029,0.8362554047253117,0.6960982419613485
47,10,3,3,0.2173412052490894,0.5429407134035291,0.32858531799847923,0.3368650980482863,0.6405710481013474,0.11429191889220558,0.4064633566911681,0.3086157414742891,0.052680946565896,0.15579735012581936,0.8,1.0,0.7000000000000001,0.6,0.9,0.30000000000000004,0.5,0.4,0.1,0.2,0.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5261483938662768,-4.4796399156306,0.48273678932056924,0.4924930482314906,0.3798905847636228
48,10,3,3,0.3115642457195472,0.35577817298398384,0.1960646293996311,0.48529560461064175,0.19251228525059078,0.12051858224771977,0.11419256467264724,0.4410801354234654,0.0988728622446466,0.07907618143876238,1.0,0.9,0.7000000000000001,0.8,0.5,0.4,0.30000000000000004,0.6,0.2,0.1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.6348385184486807,-4.989200090552137,0.6989240073233512,0.8041498295092747,0.6679297893863003
49,10,3,3,0.3464260121150179,0.19368018352902394,0.35455025041483484,0.7009737679823549,0.3568449922922159,0.349108253408559,0.2926506573649193,0.23355736174766784,0.15975463691917938,0.06578424979540155,0.9,0.7000000000000001,0.8,1.0,0.6,0.5,0.4,0.30000000000000004,0.2,0.1,0.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5697758037358108,-4.491564972891631,0.7466684130223453,0.6305907694526757,0.817710577509506
50,10,3,3,0.21475445262541482,0.5360137830836773,0.3622077976604794,0.7188741000328958,0.22610757088746125,0.14996016013846694,0.0682676276618866,0.6224536096107987,0.4464181684368834,0.05150343314198635,0.8,1.0,0.6,0.9,0.4,0.30000000000000004,0.2,0.7000000000000001,0.5,0.1,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.42950588517422605,-4.670606035996253,0.28977066501479326,0.313013173694813,0.2508843682748857
51,10,3,3,0.2025953305256608,0.5011692045810339,0.18570342300081022,0.5693705137109586,0.2669634541826076,0.47675112059610275,0.23042507658862857,0.06395552918784003,0.23546571938827893,0.06555679339842815,0.8,1.0,0.6,0.9,0.5,0.7000000000000001,0.4,0.2,0.30000000000000004,0.1,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.1886296244721869,-4.787342596925452,0.5966948701729408,0.6707340771924488,0.7384054909219914
52,10,3,3,0.5423264316525538,0.3398927893241734,0.5478462564651696,0.3251691526385033,0.5937246730343038,0.27374363091834486,0.1065426302686396,0.4189647797323936,0.2610793403744587,0.06862673973063037,1.0,0.7000000000000001,0.9,0.6,0.8,0.4,0.2,0.5,0.30000000000000004,0.1,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.3102521508810586,-3.9845265435476476,0.5451086992654045,0.694538029884334,0.5898090732529278
53,10,3,3,0.19816799551228859,0.14913880456634732,0.287025854668156,0.7010788806724002,0.5369227143575903,0.6950622401381795,0.13405470827268087,0.05683780527450341,0.26203083747940753,0.07747001979256207,0.7000000000000001,0.5,0.6,1.0,0.8,0.9,0.30000000000000004,0.2,0.4,0.1,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5564483441741653,-4.577763878985996,0.33384609628305933,0.10917908207487752,0.22085130444871973
54,10,3,3,0.222915579233962,0.32981903408132485,0.18749027288064168,0.6169198609915205,0.39169943381084765,0.1269388487264086,0.22722218106906517,0.05798983872681576,0.4451269038834137,0.07781477021477011,0.8,0.9,0.7000000000000001,1.0,0.6,0.30000000000000004,0.4,0.2,0.5,0.1,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.39359791987199283,-4.180437847778735,0.8624862642060152,0.8068563281224762,0.5501132743019479
55,10,3,3,0.6040644639035833,0.2847895684408878,0.685255683632944,0.5254963881927001,0.6389137051604343,0.054574006319694834,0.39267488803778283,0.19752014568053602,0.02699375902390251,0.3596957759974841,1.0,0.6,0.9,0.7000000000000001,0.8,0.2,0.5,0.30000000000000004,0.1,0.4,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.5989671860776858,-4.586545300906751,0.863288430428902,0.6080913761576651,0.5273946862591056
56,10,3,3,0.46703698023905793,0.4583725450853816,0.5764107066178809,0.45741758054892284,0.0844366680440547,0.35969697311481974,0.07644889431859268,0.5108779227462147,0.31849105529191174,0.03350265073510218,1.0,0.8,0.9,0.7000000000000001,0.30000000000000004,0.5,0.2,0.6,0.4,0.1,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.458168218735441,-4.478427903901995,0.4483394871751258,0.4318320367438478,0.37352105999548296
57,10,3,3,0.27052609890084744,0.45998436664304654,0.5249441709329331,0.2363721709030825,0.34853428309591467,0.1452724915410105,0.06611358960900032,0.5668137897214,0.29792678765022773,0.027602999126166275,0.9,1.0,0.8,0.5,0.6,0.30000000000000004,0.2,0.7000000000000001,0.4,0.1,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.3781224541583835,-4.870129610370391,0.5469529977270028,0.38928783698307773,0.31584318492208185
58,10,3,3,0.34571996869469257,0.2960757120196983,0.3539113963578349,0.5706927505276302,0.2760268766952242,0.24332586170256862,0.16342480654647165,0.5700086027382684,0.07796661328724573,0.049475635949617014,1.0,0.9,0.6,0.8,0.5,0.4,0.30000000000000004,0.7000000000000001,0.2,0.1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5545187409842331,-4.5130837957007595,-0.03557795865925157,0.13024001456892748,0.31428649633426653
59,10,3,3,0.22664328033932224,0.23578107574452956,0.4379371241054232,0.6389175235461613,0.19206593646120207,0.35945239307483196,0.0633365659355746,0.28985500929431735,0.21692443864330474,0.05989016413682738,0.9,0.7000000000000001,0.8,1.0,0.5,0.6,0.2,0.4,0.30000000000000004,0.1,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5411633499683164,-4.312389817665513,0.7479130453006739,0.7295465108612469,0.9770282162028678
60,10,3,3,0.27505962755248115,0.34503516497915404,0.26976244626249674,0.6332943418084012,0.23960160174390355,0.6655912753796227,0.17834881102137792,0.08605650694503318,0.2930524371109126,0.030872274395549293,1.0,0.7000000000000001,0.6,0.9,0.5,0.8,0.30000000000000004,0.2,0.4,0.1,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.4916832843500566,-5.2181067344642615,0.7791546597501439,0.5303390934380307,0.5403428708677803
61,10,3,3,0.1718363259875803,0.2875854089815196,0.521861422055588,0.789198766627709,0.4915737893391504,0.7126148776583444,0.2913220557242519,0.11738101232483422,0.05747439707213742,0.264814642074916,0.5,0.6,0.8,1.0,0.7000000000000001,0.9,0.4,0.2,0.1,0.30000000000000004,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3487975486678981,-4.192869354582261,0.29017704222945273,0.0662895206243456,0.26655886657646294
62,10,3,3,0.3691476706425816,0.5902972913648216,0.12557463882987197,0.7563914589790645,0.366178157982432,0.5290603214843084,0.3533886034119482,0.16882022828048768,0.11042959031033331,0.030436650245963898,0.8,0.9,0.4,1.0,0.6,0.7000000000000001,0.5,0.30000000000000004,0.2,0.1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.5591015719551569,-4.844458666051561,0.18329910582952055,0.3732642854491968,0.3903742928883263
63,10,3,3,0.3123131052784569,0.6251774904509667,0.3220561161210228,0.6224559450878842,0.2545499205657724,0.15556959333291587,0.05738382332477365,0.608685512871141,0.3360760555882413,0.06428019542195017,0.8,1.0,0.6,0.9,0.5,0.30000000000000004,0.2,0.7000000000000001,0.4,0.1,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.6158600594573437,-4.551292291311821,0.07470931174834197,0.22802758718971639,0.21810343835733526
64,10,3,3,0.4326301599098593,0.6671735543191176,0.38566800115098837,0.5276000418183145,0.14511072549641094,0.10050910396677076,0.8093732880663705,0.422685144919119,0.027264736932359562,0.34116092137932313,0.8,1.0,0.6,0.7000000000000001,0.30000000000000004,0.2,0.9,0.5,0.1,0.4,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5727725632006087,-4.293430827701154,0.8427356067836981,0.7298177079910867,0.7256347413568118
65,10,3,3,0.3220416805257612,0.22069196494228255,0.14051365173645552,0.75448405361811,0.26879423974682015,0.4712295673989586,0.6782725405599261,0.1661515627526853,0.14252738332475665,0.05814819551181891,0.8,0.6,0.4,1.0,0.5,0.7000000000000001,0.9,0.30000000000000004,0.2,0.1,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.21104207536088418,-4.536453426887472,1.035410053398772,1.0599000057881507,1.0491660422823128
66,10,3,3,0.3539620487541817,0.40780768241651266,0.2705906014932263,0.24245336424907926,0.7984084483271855,0.10144644481045405,0.31985894996896924,0.6266624865502307,0.23585150546492684,0.06884997233146249,1.0,0.8,0.6,0.5,0.9,0.2,0.4,0.7000000000000001,0.30000000000000004,0.1,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5191485703977113,-5.355526968490211,0.7119839191046988,0.7107206599908964,0.7619416924146815
67,10,3,3,0.40957926963524716,0.34749443929648105,0.34901277083757876,0.2790244719173945,0.15847888672642596,0.10205554964823782,0.0784192579141337,0.43170802114259665,0.06185206466725122,0.1641841163390748,1.0,0.9,0.8,0.7000000000000001,0.5,0.4,0.30000000000000004,0.6,0.1,0.2,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.6422236721447413,-4.70439502606235,0.17525362677830714,0.046054648037857346,0.09725468661661045
68,10,3,3,0.29162215498486277,0.6680772184247643,0.6034971832828525,0.33208265287783184,0.1599045774928337,0.37076504765022017,0.2744811545392643,0.07766235450181648,0.7035823491458089,0.04123493773053623,0.7000000000000001,1.0,0.9,0.6,0.30000000000000004,0.5,0.4,0.2,0.8,0.1,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5916519577571004,-4.663244670929658,0.713149800711306,0.6296426869343447,0.8141450163029296
69,10,3,3,0.2861859123332873,0.511081517948416,0.2948509745719962,0.11754485273657844,0.5974010155788587,0.35690724594149226,0.19160311765625906,0.613770868476251,0.14207586477023618,0.08801520615157038,0.9,1.0,0.6,0.4,0.8,0.5,0.30000000000000004,0.7000000000000001,0.2,0.1,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.4438421765038254,-4.690503096934498,0.835604043909923,0.9377503119010785,0.8929829079013648
70,10,3,3,0.2541205110709554,0.2712790221521404,0.7262010215665,0.31587073714422964,0.12987690928322565,0.7510594178079378,0.2671635441721663,0.6910607546165906,0.03377023167337409,0.1563421089824298,0.7000000000000001,0.6,1.0,0.5,0.30000000000000004,0.9,0.4,0.8,0.1,0.2,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.7737166212712208,-4.3395604861145936,0.5706201798908402,0.9546448489814362,0.5987133878052064
71,10,3,3,0.39357042797752095,0.18451004216276712,0.313254115203845,0.4147340890434066,0.7107157340022819,0.12069118031047141,0.07920347835683511,0.8827658786406899,0.33044371022015717,0.0896436296209743,0.8,0.5,0.6,0.7000000000000001,0.9,0.30000000000000004,0.2,1.0,0.4,0.1,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.6725070604972658,-4.233355890545895,0.022763568630820408,0.385561228724585,0.42148158836065286
72,10,3,3,0.35094980467390113,0.31352652648087354,0.7006538913916955,0.41337630071343845,0.3217813799447911,0.2345551685972657,0.17396923899321212,0.3830613333150922,0.03400910070776944,0.17263173127345816,0.9,0.8,1.0,0.7000000000000001,0.6,0.4,0.30000000000000004,0.5,0.1,0.2,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.463581304080514,-4.615409008692927,0.4767217007562592,0.3599005331665929,0.5216365582560878
73,10,3,3,0.4856659209518366,0.5361434743352957,0.457911593655933,0.3317637258612662,0.1344422056644038,0.23748721216790492,0.05997378183912003,0.6203583445888874,0.2399467080981505,0.07721958796746659,1.0,0.9,0.8,0.6,0.4,0.5,0.2,0.7000000000000001,0.30000000000000004,0.1,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.3871011980138595,-4.759781784426719,0.8769338320953526,0.7477617623688657,0.5732831201068825
74,10,3,3,0.383283960124264,0.3822010685904715,0.23643513334957,0.3401238490068684,0.7104846795483369,0.15218324228259444,0.588738367925255,0.32984173866279803,0.14746979200285107,0.07872385131899148,1.0,0.8,0.5,0.6,0.9,0.30000000000000004,0.7000000000000001,0.4,0.2,0.1,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5418134113253815,-4.613101760809027,0.20384014708929127,0.029930467373882153,0.11631490634890478
75,10,3,3,0.20603103115842014,0.2355094748360267,0.17819317879076113,0.7104964588018212,0.1576956657293041,0.2912587523724686,0.8014256363252947,0.7142049335256433,0.043955278985683126,0.16900449425175199,0.7000000000000001,0.6,0.5,1.0,0.30000000000000004,0.4,0.9,0.8,0.1,0.2,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.4695238852542074,-4.598219165531983,1.180334028539251,0.7566736545808289,0.8232405176387386
76,10,3,3,0.3223724209711524,0.30695098593089903,0.2592637214210563,0.1279312442196382,0.25084401017755453,0.13845905302923356,0.7440921494863618,0.14860388444729497,0.11958324932577331,0.08630572191585424,1.0,0.8,0.7000000000000001,0.5,0.6,0.4,0.9,0.30000000000000004,0.2,0.1,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.47649092170952234,-5.043409147983764,0.7482556964041842,0.8053568944936094,0.7507679136288208
77,10,3,3,0.2354926780295833,0.5535795831256984,0.18680349879800517,0.36301683456198386,0.36628923200664165,0.2723292685119283,0.8072902859054489,0.1113247741151646,0.22100129485158956,0.04575385660473295,0.8,1.0,0.6,0.7000000000000001,0.5,0.4,0.9,0.2,0.30000000000000004,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5674760957473467,-5.238051716133485,0.420019256815973,0.4256936517581705,0.3000972832331087
78,10,3,3,0.2637163520298875,0.2266790013517549,0.21384903597478333,0.16503519558125962,0.5655172011035614,0.20570921714435092,0.45276970210224765,0.08440880524029369,0.2012789226063564,0.0465862004258956,1.0,0.8,0.7000000000000001,0.5,0.9,0.4,0.6,0.2,0.30000000000000004,0.1,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.6834801447147915,-4.604666592652454,0.37545918267649464,0.5759799682782155,0.5555669875100789
79,10,3,3,0.2629839246011696,0.5617359785120817,0.20935235691226411,0.4943742390998903,0.208049358403135,0.11563490813017305,0.630133327943438,0.3569872965340905,0.1182202250535134,0.054701610825615116,0.9,1.0,0.6,0.7000000000000001,0.4,0.30000000000000004,0.8,0.5,0.2,0.1,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.4469550384987151,-4.9481692700095925,0.8235751539711081,0.799494005889502,0.7562886299159626
80,10,3,3,0.2820881996234694,0.2522725990284168,0.1720649752248959,0.23281621192526036,0.15504521384636638,0.6250009783536067,0.7776379516535638,0.21828221838350226,0.03732558342699657,0.1388414073366529,1.0,0.7000000000000001,0.6,0.5,0.4,0.8,0.9,0.30000000000000004,0.1,0.2,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.4709198778847158,-3.905842559269722,0.1283245786642966,0.19193389644869713,0.08651548800499655
81,10,3,3,0.3856593259744011,0.22918026491593108,0.3376171116174627,0.07748995236833425,0.8068427582791826,0.21702993785178937,0.7416757160703676,0.6551177974090906,0.05408532949702771,0.17292405638911973,0.7000000000000001,0.5,0.6,0.30000000000000004,1.0,0.4,0.9,0.8,0.1,0.2,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5258335007577989,-4.7452630536032405,0.931881350867726,0.7858645068884632,0.7608758300155727
82,10,3,3,0.27247345547583257,0.33355832429488336,0.16333050587589598,0.29298252084117105,0.49313472999804436,0.3955643461724809,0.16801233884618552,0.7971643908478931,0.02650123474813608,0.14962313327399532,1.0,0.8,0.4,0.5,0.7000000000000001,0.6,0.30000000000000004,0.9,0.1,0.2,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.4691954466857822,-4.823645976295052,0.21591042282444417,0.39665155425852067,0.2746658035844842
83,10,3,3,0.2502273560096028,0.4468229292677755,0.17859504813653276,0.40041626773929667,0.82670993838256,0.13921413555482337,0.49923189364242143,0.30409557609537685,0.1183532134847202,0.0820677111641518,0.9,0.8,0.5,0.7000000000000001,1.0,0.30000000000000004,0.6,0.4,0.2,0.1,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6242354162272762,-5.369063344394895,0.7341412059340429,0.8727084747554088,0.9398924426304379
84,10,3,3,0.24333273604197414,0.5550822089083847,0.18207136274946634,0.3409097822857801,0.5377264094298656,0.2351747436197374,0.19166627511894377,0.394928623364219,0.09499289811192498,0.08502178682497687,0.9,1.0,0.6,0.7000000000000001,0.8,0.4,0.30000000000000004,0.5,0.2,0.1,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.22440738527026002,-4.042265705818242,0.8850728028382246,0.9659815483877692,1.021122352698628
