Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,beta_0,beta_p,beta_theta1,beta_theta2,beta_theta3,beta_theta4,beta_theta5
57,5,5,3,0.3382850771564037,0.7042481973457386,0.26994326135249946,0.18148241546368873,0.052939334006377625,0.775,1.0,0.55,0.325,0.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.44426651991650673,-4.041994121710462,0.48908142675996086,0.4650067840557522,0.6029448800423931,0.29919487923698135,0.4931263644159079
58,5,5,3,0.5176157138537462,0.328518254463719,0.2979131709823015,0.044976614153288186,0.27141290002058915,1.0,0.775,0.55,0.1,0.325,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.39979128463937125,-4.320401632718955,0.17060426015961677,0.14863770852537722,0.2244232898604014,0.05331014569933463,-0.019383547442581216
59,5,5,3,0.511311330008126,0.20572890998082582,0.6087723207657683,0.1659250240331552,0.03369337789000426,1.0,0.55,0.775,0.325,0.1,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.13945934196794754,-3.638261564954062,0.6540908538225587,0.4041580910942836,0.6440733121494341,0.3548465167866032,0.6903617580059339
60,5,5,3,0.21544279628647411,0.12495353196074344,0.3880290895762646,0.8988118646628647,0.08488041361608167,0.775,0.325,0.55,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.6219415403225725,-4.506245057818677,0.5863597334228913,0.5225883800185165,0.5279939081302647,0.4972522990723445,0.6269152775424863
61,5,5,3,0.3496807725112008,0.38478349396983813,0.30901363312263763,0.09815912479329103,0.04239388899981882,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5979784950359219,-4.533994887417936,0.3637912746598918,0.15984908846780876,0.3744261907118624,0.5061134821201123,0.4555203320717205
62,5,5,3,0.4252037311132234,0.22611495899080614,0.6993628410525488,0.2711313502559574,0.04676844470860673,0.775,0.55,1.0,0.325,0.1,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.13456926702453023,-3.575654279739515,0.20561560383398492,0.2692971043711434,0.21387224990622766,0.17816647694368162,0.0716065081243695
63,5,5,3,0.7750393859489025,0.3309701678674131,0.65068255196416,0.25377662083121805,0.04750618010696565,1.0,0.55,0.775,0.325,0.1,1.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.520007012889402,-4.493337845534922,0.3156186055326687,0.2947484949578622,0.21900313676297212,0.46639924477020095,0.6768075612463753
64,5,5,3,0.6289617546734867,0.5552394293932668,0.13919725977874622,0.3972642867234597,0.03527669098586794,1.0,0.775,0.325,0.55,0.1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.12481440007867475,-3.465443584910395,0.7035267383974372,0.8996700119382607,0.7797385283596725,0.712355402380858,1.000473057037843
65,5,5,3,0.3519402344331687,0.29118509072547044,0.30070354596523813,0.23749106768885825,0.06844774114768762,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.31756401409539886,-3.942533016412862,0.16632985059372937,0.5204184322350891,0.3943689040980412,0.39427710567671315,0.5368722743412646
66,5,5,3,0.2032597776462352,0.5837952046544049,0.8239659819266935,0.0319347650628974,0.29123390842641605,0.55,0.775,1.0,0.1,0.325,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5479636688980801,-3.9312157509341623,0.23868496668636544,-0.013242581827765219,0.14127165944438083,0.027539458762797873,0.20393371120486387
67,5,5,3,0.5592588524711064,0.53444624978039,0.3248620307450073,0.15110356685801107,0.0876876377864896,1.0,0.775,0.55,0.325,0.1,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.6393030843019692,-4.048247445340308,0.282117419421977,0.11142117199554655,0.06635521119813527,0.023766916953239594,0.11155360561897536
68,5,5,3,0.5363790273137052,0.39766898872566475,0.12406761026901103,0.419650820339772,0.0684751847986628,1.0,0.775,0.325,0.55,0.1,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.28507691334700236,-3.812400451374785,1.004754163477601,0.8982789765347541,0.6953054920276532,0.989371120348793,1.0497593127696172
69,5,5,3,0.3218186781666717,0.8532139052779549,0.6312951453067742,0.19444546327090442,0.0780843502988795,0.55,1.0,0.775,0.325,0.1,0.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,-0.044300797179831555,-3.970754209356442,0.9660184577555151,0.7548374617872149,0.7405342241419373,0.7408426351977109,0.8649474637313213
70,5,5,3,0.2749094786527162,0.19440857092063712,0.2667861819095897,0.24286570291702078,0.06737773306732085,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.6765118532917993,-4.937563347459059,0.416698498531181,0.5122553890622383,0.536848624335254,0.3186146882405582,0.5475393105978043
71,5,5,3,0.4084445752731214,0.715581513353404,0.09783634127533036,0.4620506892529014,0.03640202587054392,0.775,1.0,0.325,0.55,0.1,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.3743440563399079,-5.053738065155818,0.7750704281697078,0.6254854078436402,0.7161653019303983,0.6385763286549427,0.6614887845311258
72,5,5,3,0.5373732753335136,0.18110645763915212,0.10116438695849933,0.6431424345129088,0.08055544262899617,1.0,0.55,0.325,0.775,0.1,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.382177990587046,-4.680864700679195,0.46998642580798206,0.25478525150093223,0.5546159373569911,0.5341698633107147,0.5727331011063147
73,5,5,3,0.674224083218792,0.4804467533793532,0.37257215025797547,0.1962438195109872,0.041530024391789745,1.0,0.775,0.55,0.325,0.1,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.3343223066456345,-3.9466913875662146,0.6917282173915954,0.6247871038173751,0.5903165647008769,0.6956568452678962,0.5208755765415091
74,5,5,3,0.23315409232146533,0.6053026079326673,0.2943830498186793,0.11407106920405585,0.05070728271497998,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.3123519408499094,-4.325720413855531,0.17155511108244784,0.3799137974831712,0.20154265361229387,0.2925181777829567,0.37303528899928634
75,5,5,3,0.30164316091876764,0.1065996685899227,0.8726799081583325,0.46745561411102343,0.06574532009024946,0.775,0.325,1.0,0.55,0.1,1.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.37904464897033424,-4.446582789462418,0.3349100722729317,0.45110657079046756,0.5157033565934328,0.6778864588061064,0.7146939201876296
76,5,5,3,0.7210024532208916,0.5763391062095836,0.3898203777559902,0.2724086038148629,0.06977322068276746,1.0,0.775,0.55,0.325,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.5214478888802004,-4.785378280869774,0.4256813771248369,0.45405465735991896,0.18957718656492004,0.5449401046721067,0.5373542442566691
77,5,5,3,0.3283157978492124,0.2882368464713917,0.5429309572497365,0.22589095798485756,0.08167719615369726,1.0,0.55,0.775,0.325,0.1,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3817063033681237,-4.659993303469937,0.31287001432625544,-0.0336706050774504,0.24452265723396596,0.16214552795085602,0.2201202119117652
78,5,5,3,0.2764511902708919,0.14062521732987043,0.14344182702222766,0.8435412837803706,0.035599309257799305,0.775,0.55,0.325,1.0,0.1,1.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3180861822589903,-5.424001074253375,0.5604715545979386,0.6814269217663818,0.639919224958866,0.752240801852108,0.711011848593467
79,5,5,3,0.2524857437490696,0.35350275103563567,0.19244063945989903,0.1603975115910308,0.05983237244823395,1.0,0.775,0.55,0.325,0.1,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.47168476309419977,-3.953212998315044,0.5530757316090994,0.4099739297461787,0.5576359612819818,0.4993162228893984,0.6374351920309453
80,5,5,3,0.2175016649566246,0.5080977137764884,0.3153053847491276,0.12287032113267624,0.06239811580756847,0.775,1.0,0.55,0.325,0.1,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.38124940196462803,-3.66893758553749,0.3664788326501265,0.31652787171222674,0.23710539773868872,0.1342550509722694,0.28337382016562584
81,5,5,3,0.4511555494600715,0.15544164942993466,0.39475590875201644,0.17341254651926777,0.0890607209751981,1.0,0.55,0.775,0.325,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.28752372744234594,-4.621464599975369,0.5806506436668019,0.5242029936419474,0.6656343839730632,0.5083435264647076,0.655930712780675
82,5,5,3,0.5529483128211584,0.12073065042170628,0.5980364970553578,0.4214318428213253,0.04421780759916207,1.0,0.325,0.775,0.55,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5270521427586103,-4.871788486750201,0.12910797934813537,0.3079573134089062,0.4796041931360242,0.4885500619413759,0.18808868025618086
83,5,5,3,0.26277054041464465,0.7649101350242192,0.029652647281484187,0.48180639494645255,0.27719796814705533,0.775,1.0,0.1,0.55,0.325,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,-0.009605123026315242,-4.224872331646751,1.0247331858851936,0.8024361530627391,0.9563603157841745,0.8416665790481257,1.1305026850627053
84,5,5,3,0.6595470497375386,0.2568616732388314,0.620679905601104,0.18932984022464613,0.02814302778848332,1.0,0.55,0.775,0.325,0.1,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.3990823014599354,-4.804635423555789,0.8802660610841699,0.863179132051,0.8965491647047589,0.8376879293990748,0.8751644371852607
85,5,5,3,0.16025739206240308,0.7185594219032263,0.5313738370706975,0.16319993370549332,0.05462165438628559,0.55,1.0,0.775,0.325,0.1,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.47739810847410674,-4.566534905670153,0.284965137542705,0.5589349130028802,0.6743018715201715,0.4766840946355754,0.43959834003619114
86,5,5,3,0.39307062931043374,0.30185011882887997,0.7599170097272046,0.23160656881374234,0.07228807795817396,0.775,0.55,1.0,0.325,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.15123559832499034,-3.655290167543115,0.4881898111381092,0.6450746025082778,0.3867780360323192,0.5216560049503777,0.46803436617312133
87,5,5,3,0.43256695467094586,0.27455151153826585,0.37793425422643134,0.2427820809685798,0.03707763722483605,1.0,0.775,0.55,0.325,0.1,0.0,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.29609463402611946,-4.613752963340049,0.7095873333198575,0.5654748664752667,0.42647084058318163,0.7600237757753918,0.7152516726722815
88,5,5,3,0.35244509908112687,0.40229896589092756,0.20897455237571838,0.15629969851706754,0.04041131477273077,1.0,0.775,0.55,0.325,0.1,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.3695920309259154,-3.990428476419044,0.7024059166979656,0.961562220537879,0.8958993788092411,0.6278166631911032,0.9030333219465366
89,5,5,3,0.39246693269187605,0.33676708673834654,0.6770055010118337,0.23493185021819454,0.029722288262790914,1.0,0.55,0.775,0.325,0.1,1.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.4312567516255735,-4.397575439859166,0.5620144158884036,0.470847561410236,0.7642114152429588,0.5597149674108364,0.540303271300768
90,5,5,3,0.29401472051218647,0.7058647043412279,0.4826721734013669,0.037640679298902045,0.27120484989898896,0.775,1.0,0.55,0.1,0.325,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.18857534919524174,-3.8485284785125597,0.7259471726249107,0.5336296900467596,0.5576010148801572,0.40600728114974405,0.5998993079388382
91,5,5,3,0.4353393002026196,0.4037261223400719,0.2259333785616852,0.4706143443883042,0.08042566861112815,1.0,0.775,0.325,0.55,0.1,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.4365677540366113,-4.861501982024355,0.03392387963355835,0.2936857230689293,0.20954543310313742,0.27358384971276106,0.07104554794976395
92,5,5,3,0.13802253493822558,0.677391786379572,0.1240089745695005,0.6257206741501085,0.045072040276320294,0.55,1.0,0.325,0.775,0.1,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.31819373387708005,-4.094278994209805,0.6346938782874582,0.4460944078613583,0.8147251387535818,0.6868647703626425,0.4509037799433775
93,5,5,3,0.32094843159076003,0.379824362701661,0.3325248933682734,0.2599846454064053,0.057237946521271114,1.0,0.775,0.55,0.325,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.3244890419706532,-4.8347650892314205,0.4925731935085583,0.5953162300184943,0.43159624942136793,0.32356197528150965,0.26840713410201184
94,5,5,3,0.3248764299395446,0.2835347093243442,0.652342097808629,0.04879460318844453,0.2796549373256145,1.0,0.55,0.775,0.1,0.325,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.23018318925641348,-4.945155943698087,0.6662877207302489,0.6873071249550003,0.801143852657335,0.6234987181820465,0.6744192987902948
95,5,5,3,0.2002960490697333,0.2371773786231508,0.10637154039705354,0.7851320306032934,0.050653189242504504,0.775,0.55,0.325,1.0,0.1,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.037475325867141106,-4.094969683907837,0.63747114222789,0.7814772415044272,0.7634925317561888,0.7911247476443238,0.5650581180157144
96,5,5,3,0.41439016500368586,0.22302582155879647,0.227282183212563,0.12556319277621658,0.0354320710559404,1.0,0.775,0.55,0.325,0.1,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5005194651131042,-4.799598763192824,0.7550184780091436,0.9465320385180249,0.9562843844010855,0.9670453946876075,0.6742130587851296
97,5,5,3,0.5188830505780184,0.13633863256594855,0.39448597313394607,0.6912927204200585,0.05050545041744993,1.0,0.325,0.55,0.775,0.1,1.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.40512122138537915,-5.207355632298722,0.7074120439078332,0.7233061959532624,0.8118260798956691,0.9351336913836841,0.6829045693117579
98,5,5,3,0.7061798766618483,0.6685488763161375,0.4621264782494209,0.0398596388473487,0.29225136759364445,1.0,0.775,0.55,0.1,0.325,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.6560475436275882,-4.880571580596019,0.47368306559465384,0.37231038685133827,0.2663750239233954,0.5940797926497134,0.541302742482889
99,5,5,3,0.2010380985744985,0.2498146007798595,0.8670605039536005,0.24092037284109893,0.037696369598572955,0.775,0.55,1.0,0.325,0.1,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,-0.08427150475703624,-4.125487441379643,0.9252286260157772,0.9115226217819069,0.9167154302819712,1.1206942169769152,0.8852276276378254
