Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,c.P6,c.P7,c.P8,c.P9,c.P10,p.P1,p.P2,p.P3,p.P4,p.P5,p.P6,p.P7,p.P8,p.P9,p.P10,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta1.P6,theta1.P7,theta1.P8,theta1.P9,theta1.P10,beta_0,beta_p,beta_theta1
63,10,1,3,0.2975578669366449,0.5134520214036616,0.2258587441542097,0.38455854593828803,0.23364275198394752,0.5723471991490172,0.22326528397347048,0.1047560609134734,0.02605194056722146,0.2385890796137381,1.0,0.9,0.6,0.7000000000000001,0.5,0.8,0.4,0.2,0.1,0.30000000000000004,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5234161013535329,-5.147438771164545,0.920709256388092
64,10,1,3,0.21905460210396355,0.4495866220513782,0.1856275840361769,0.664608359860146,0.2932699287237335,0.23073645205838994,0.6782096736446757,0.23847801369345273,0.04638391718394608,0.15146502962123656,0.7000000000000001,0.9,0.6,1.0,0.5,0.4,0.8,0.30000000000000004,0.1,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.43084588729516093,-3.574284240954568,0.764550022783663
65,10,1,3,0.271092849772653,0.3127799365687626,0.39845919540573427,0.30183863564482044,0.11218233833088326,0.13705820221637185,0.4492741763391806,0.0622295485049367,0.4338952159926487,0.037889983808492844,1.0,0.9,0.8,0.7000000000000001,0.4,0.30000000000000004,0.6,0.2,0.5,0.1,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5421396368590544,-4.61037158645234,0.6717832498301499
66,10,1,3,0.31851394196575455,0.18740018746812237,0.2834317706053441,0.17041583333652652,0.14701932468943327,0.08544032507309503,0.7001201484390664,0.8093961924569382,0.03342978914797362,0.4439076837564272,1.0,0.7000000000000001,0.6,0.4,0.30000000000000004,0.2,0.8,0.9,0.1,0.5,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5050609227012857,-4.818774325166615,0.27423691027663194
67,10,1,3,0.2148041060896556,0.19807299317379257,0.3137445544294144,0.16335511970993877,0.5906624929795851,0.10499059522743803,0.8511549943970516,0.07038158528280741,0.28704944624006246,0.08741711257515213,0.8,0.6,0.7000000000000001,0.5,0.9,0.30000000000000004,1.0,0.2,0.4,0.1,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.49169380885654135,-4.262666323759931,0.49630119854894256
68,10,1,3,0.6736648702710689,0.3767582099651627,0.6342934472994981,0.5383648767317736,0.36865237061328043,0.10702714224708304,0.22024385838293226,0.32417021153167047,0.08449170892912072,0.061759275285801656,1.0,0.7000000000000001,0.9,0.8,0.6,0.30000000000000004,0.4,0.5,0.2,0.1,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.6009611117771841,-5.067788863361811,0.28561027631609714
69,10,1,3,0.3780239484393625,0.2777642415920816,0.3931044768039031,0.15595354126067418,0.6329689751367485,0.3383412393107426,0.24455656707862228,0.21332921568066968,0.15344284710788195,0.058971748895994706,1.0,0.7000000000000001,0.8,0.5,0.9,0.6,0.4,0.30000000000000004,0.2,0.1,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5260781752656621,-4.31867241174694,0.08060355444906304
70,10,1,3,0.22623871084017966,0.4654431060854791,0.2271922855586388,0.41749465078879144,0.1288624173554454,0.29474492255745655,0.13264384306200633,0.6674015153732196,0.13401488487014168,0.04272601221764117,0.9,1.0,0.6,0.7000000000000001,0.4,0.5,0.30000000000000004,0.8,0.2,0.1,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.5631265816689692,-3.9973948925892144,0.5440965152759623
71,10,1,3,0.3640720991908257,0.17605904257654237,0.5754925186221798,0.16579195724895468,0.12743324256347216,0.6310340773277726,0.5766757494566813,0.39327738975731347,0.16816555581263637,0.08724716275841142,1.0,0.6,0.9,0.4,0.30000000000000004,0.8,0.7000000000000001,0.5,0.2,0.1,0.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.6972677014252142,-4.761436875358051,0.48374489573663554
72,10,1,3,0.344969004043878,0.23415255257683754,0.7785010246137732,0.4903703194582774,0.29737106823293424,0.7110295457332423,0.05160526907010243,0.26642263491803475,0.22479710387815588,0.02507469488295265,0.8,0.6,1.0,0.7000000000000001,0.5,0.9,0.2,0.4,0.30000000000000004,0.1,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5994255803807236,-3.9890375105068956,0.9786299292693291
73,10,1,3,0.36238238364043995,0.3810564902675136,0.7037466721082861,0.3446382536739951,0.07650325626706966,0.3271959147099859,0.5336994054130807,0.07833174033454289,0.29367387798063893,0.04035994173857546,0.9,0.8,1.0,0.6,0.30000000000000004,0.5,0.7000000000000001,0.2,0.4,0.1,0.5,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.7959587265934748,-5.431146126293714,0.8665362499339228
74,10,1,3,0.34704283831207894,0.32845253027651755,0.4217000951516907,0.44177655552139633,0.26045585514054925,0.4620031794557516,0.16754507865921392,0.09199671964403756,0.3402207815271634,0.08905489517402504,1.0,0.9,0.8,0.7000000000000001,0.5,0.6,0.30000000000000004,0.2,0.4,0.1,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.3885512510896845,-4.242958975233416,0.49931062693356354
75,10,1,3,0.33418717011715193,0.5448535357523097,0.25540673372361883,0.5656489195921126,0.4126267687403091,0.28843126060147284,0.25966522064912745,0.2484474590707449,0.053407768407635794,0.15996300627952453,0.8,1.0,0.6,0.9,0.7000000000000001,0.5,0.4,0.30000000000000004,0.1,0.2,0.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.6659333328056112,-5.173972271983106,0.662961595621227
76,10,1,3,0.4845506566291926,0.4954091484120486,0.40216558953671283,0.23503888223908265,0.3582124321388581,0.07995188930869518,0.10990038160356717,0.41421740802966645,0.34249469019333,0.05274669155195312,1.0,0.9,0.8,0.6,0.7000000000000001,0.30000000000000004,0.2,0.5,0.4,0.1,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.6311391777894135,-4.251167423598063,0.061298712784725956
77,10,1,3,0.36701608416938547,0.72244083723963,0.46233420076353804,0.3651082170578736,0.27258565633323195,0.18933252490377894,0.11832421013937014,0.07483539130970174,0.7753334808110238,0.03945936063301303,0.8,1.0,0.7000000000000001,0.6,0.5,0.4,0.30000000000000004,0.2,0.9,0.1,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.326001739364642,-4.200979092027116,0.7873017014632598
78,10,1,3,0.2573083965341838,0.33195449237576413,0.26059267522316687,0.22557213729552555,0.22484897432111867,0.77638240008526,0.1283978879165444,0.1015664926985531,0.025638371810907598,0.3571187687858813,0.9,0.8,0.7000000000000001,0.6,0.5,1.0,0.30000000000000004,0.2,0.1,0.4,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.39988208535421443,-4.35983515363767,0.7344098129491026
79,10,1,3,0.3366338944435713,0.5109688668329193,0.2605242164438841,0.44035352343785256,0.14084377933834752,0.3115176851208512,0.13316777856763384,0.06743775016019857,0.30431251280064076,0.07162797097515698,0.9,1.0,0.7000000000000001,0.8,0.5,0.6,0.30000000000000004,0.2,0.4,0.1,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.6338305141370525,-4.4561530980961175,0.645017538806127
80,10,1,3,0.2976611317216108,0.4663907088847701,0.2383291183687517,0.4390063186461215,0.3924169690064583,0.19576967177428217,0.09404465284940292,0.05874415849255715,0.3116372889879884,0.03481192196278746,0.9,1.0,0.6,0.8,0.7000000000000001,0.5,0.30000000000000004,0.2,0.4,0.1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5413054063921316,-3.836205791325291,-0.02290441550489467
81,10,1,3,0.33102772399807756,0.1922203328730372,0.3042505866809059,0.6455470589444563,0.2673591722947825,0.1545536382874538,0.46066752403211364,0.2884633467823494,0.1251020417014447,0.07311466889673485,0.9,0.7000000000000001,0.8,1.0,0.5,0.30000000000000004,0.6,0.4,0.2,0.1,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.4750225955423873,-3.9741635894245095,0.09693539913109249
82,10,1,3,0.2167760115183841,0.20426646434229367,0.17661890653091095,0.6948547846056743,0.21080759867536353,0.6770033239940679,0.12365703555031002,0.07603638958418907,0.2941743050238192,0.0803902440347232,0.8,0.7000000000000001,0.6,1.0,0.5,0.9,0.30000000000000004,0.2,0.4,0.1,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.4587635789847738,-5.2844257219115995,0.398768452768403
83,10,1,3,0.31408036434297715,0.3607257710428755,0.3567215127124582,0.19080609761771783,0.32679898465165486,0.1484858495004443,0.09269831476506146,0.8262426492629098,0.05154971294365573,0.1761818847752153,0.9,0.8,0.7000000000000001,0.5,0.6,0.4,0.30000000000000004,1.0,0.1,0.2,1.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.4673951012375405,-4.606225999572619,0.6508366386226992
84,10,1,3,0.4449087741879201,0.42593368765726264,0.1643622320023017,0.40407366749872353,0.13561127860361366,0.295903938521619,0.09629806709811803,0.548335594287763,0.06421660783962882,0.16626959565555902,1.0,0.9,0.6,0.8,0.4,0.5,0.30000000000000004,0.7000000000000001,0.1,0.2,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.6766113778780772,-4.186833963493547,0.9299056039118447
85,10,1,3,0.34938133889523726,0.15387124941951325,0.5892949732277442,0.3985346361468842,0.3072115040731051,0.15636122098840083,0.10569470439587375,0.13099736364102843,0.2548848091897868,0.05844453995878143,0.9,0.6,1.0,0.8,0.7000000000000001,0.5,0.4,0.2,0.30000000000000004,0.1,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5787571415891264,-4.0397298126028724,0.7168436690850374
86,10,1,3,0.496283574137553,0.24055794843971007,0.37053346440752233,0.7908119262728228,0.13912852196590608,0.5416834332425029,0.6648884247934727,0.292918672203078,0.15716348758063106,0.07089601873218394,0.9,0.5,0.6,1.0,0.30000000000000004,0.7000000000000001,0.8,0.4,0.2,0.1,0.5,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5679007295795675,-4.390387966749348,0.9833561048326225
87,10,1,3,0.4464320078708012,0.4551798886267881,0.658417328272563,0.08057888668931887,0.45215386594840057,0.6774580677749649,0.10184396553631701,0.42937425393231166,0.35272113834572116,0.06844653917760245,1.0,0.7000000000000001,0.9,0.30000000000000004,0.6,0.8,0.2,0.5,0.4,0.1,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.27559837558967,-4.269957233141627,0.28741720438207213
88,10,1,3,0.4277942761844071,0.25953949661352654,0.269897653792809,0.5788487929344724,0.7899643869376815,0.46678834473923386,0.27037015073370635,0.21543260013589688,0.027180223266253092,0.14853981095830157,0.9,0.7000000000000001,0.5,0.8,1.0,0.6,0.4,0.30000000000000004,0.1,0.2,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.4316793851070472,-4.394716608518099,0.9140613902994863
89,10,1,3,0.45688869732205695,0.35825353099239454,0.2682632716119444,0.644961516068363,0.053771235849718824,0.45839055965894066,0.2666595814403485,0.7915755940613347,0.2237091344107879,0.05065468986565698,1.0,0.7000000000000001,0.5,0.8,0.2,0.6,0.4,0.9,0.30000000000000004,0.1,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.42921754661412953,-4.594469140795786,0.8689788191401193
90,10,1,3,0.31041818333010684,0.4384177884499022,0.3424382646092697,0.4972474934846734,0.20233374243935645,0.842988469014659,0.39762032004628195,0.19955524601759625,0.10838965481356333,0.027595542008189228,0.9,0.8,0.6,0.7000000000000001,0.4,1.0,0.5,0.30000000000000004,0.2,0.1,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,1.0,0.37802270109253633,-4.295183605060635,0.26283545918925894
91,10,1,3,0.43053965157835417,0.3905750584122732,0.21738757906778705,0.15969123601306545,0.4767227057557151,0.08243983354688689,0.7036639062917504,0.44643337450714005,0.03030122806146472,0.17534836809910181,1.0,0.8,0.5,0.4,0.7000000000000001,0.30000000000000004,0.9,0.6,0.1,0.2,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.42896541389221116,-3.723578025897421,0.821470855041102
92,10,1,3,0.298918627218307,0.29939296351520706,0.16693897573698102,0.10479071509077037,0.7152005712998448,0.5978805031163523,0.3983620377407583,0.2033317880582465,0.04940016593052455,0.16122831064548138,0.9,0.8,0.6,0.4,1.0,0.7000000000000001,0.5,0.30000000000000004,0.1,0.2,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5652307717016819,-4.4242880305795795,0.2961696808698516
93,10,1,3,0.2302811802604574,0.15640120790491968,0.5616301240265726,0.18349675815603966,0.2937624931668692,0.710212408027641,0.1507650073633395,0.5727832831538429,0.07835746584033153,0.05420817595106536,0.8,0.6,1.0,0.4,0.5,0.9,0.30000000000000004,0.7000000000000001,0.2,0.1,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.48207395085966176,-4.130889070078543,0.4374744699100815
94,10,1,3,0.16797898981545345,0.3886748758327225,0.11870895272772958,0.7488119884828011,0.6661086438699688,0.5989844156293519,0.3898903496027912,0.11474575324880432,0.2336259585386867,0.05751995008710567,0.6,0.7000000000000001,0.4,1.0,0.9,0.8,0.5,0.2,0.30000000000000004,0.1,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.4980417594971769,-5.057583840131699,0.40734203150884046
95,10,1,3,0.26861040874617603,0.2711936692247806,0.3981557648954634,0.1252705303675984,0.4468019016864496,0.5222288157614486,0.32792880560121773,0.14438300939015433,0.2644059186223574,0.0705615918309524,1.0,0.9,0.8,0.5,0.7000000000000001,0.6,0.4,0.2,0.30000000000000004,0.1,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.5201117194529242,-4.193588150477147,0.615042814121857
96,10,1,3,0.3446793105637834,0.32004299136125547,0.5802994331014393,0.5622992338369506,0.29662417367254185,0.4049704294344849,0.5300325771137065,0.04175003631739723,0.15267448121903215,0.2527599406916726,0.9,0.8,1.0,0.7000000000000001,0.4,0.5,0.6,0.1,0.2,0.30000000000000004,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.7007837348609147,-4.515324817492542,0.7725300304964962
97,10,1,3,0.44252121271569445,0.3454608671090489,0.1592880592881653,0.40795721273130137,0.735653984195781,0.07504855060439304,0.2137908058609408,0.33985661806046735,0.4406820694028547,0.08078379266266145,0.9,0.8,0.6,0.7000000000000001,1.0,0.2,0.30000000000000004,0.4,0.5,0.1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6024268105720118,-4.908213564465803,0.21101127518321147
98,10,1,3,0.28370097324695687,0.4814666742007554,0.309573530987392,0.12993293204383466,0.2784360241945105,0.5256331437756601,0.6643545093007559,0.09041530176572826,0.1958686291111043,0.06676295735288115,0.9,1.0,0.6,0.4,0.5,0.7000000000000001,0.8,0.2,0.30000000000000004,0.1,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.7457600314665269,-3.963368772109606,0.18316761816330304
99,10,1,3,0.3129035389115969,0.424197636852404,0.1601656154876705,0.130861903700356,0.33684007443318825,0.10710958132761306,0.831663605484583,0.06009609148457179,0.29320102772874485,0.049132368935242504,0.8,0.9,0.6,0.5,0.7000000000000001,0.30000000000000004,1.0,0.2,0.4,0.1,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5454435999947742,-4.543718297420859,0.6374978490745343
