Instance,N,K,L,c.P1,c.P2,c.P3,c.P4,c.P5,p.P1,p.P2,p.P3,p.P4,p.P5,theta1.P1,theta1.P2,theta1.P3,theta1.P4,theta1.P5,theta2.P1,theta2.P2,theta2.P3,theta2.P4,theta2.P5,theta3.P1,theta3.P2,theta3.P3,theta3.P4,theta3.P5,theta4.P1,theta4.P2,theta4.P3,theta4.P4,theta4.P5,theta5.P1,theta5.P2,theta5.P3,theta5.P4,theta5.P5,a.P1,a.P2,a.P3,a.P4,a.P5,b.1,b.2,b.3,b.4,b.5,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,eta0,eta1,eta2,eta3,eta4,eta5
41,5,5,3,0.25704010898197927,0.6062870245466007,0.19936964866749785,0.1738206659838838,0.03259944120537822,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.3130022433127511,0.24486757079385585,0.3594558217888,0.338222429091122,0.4192743916493227,3.8076008890846693,2.2928601836265505,3.7880014779093916,2.1480902952258836,2.3637935785574413,1.4716145599077386,0.8200170884172983,0.8200170884172983,0.8200170884172983,0.8200170884172983,0.8200170884172983,1,1,1,1,1,1
42,5,5,3,0.5253873074628091,0.41143563227467134,0.2664588510726446,0.25061731737905996,0.03276042358974471,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.41218041634495967,0.4774368345332346,0.31162132434224843,0.34857265879514865,0.29305531893150044,2.5973263750354265,2.786572895225522,2.5499270443502136,4.453556105803207,4.960020973329847,1.7100814111802984,0.17752630528217314,0.17752630528217314,0.17752630528217314,0.17752630528217314,0.17752630528217314,1,1,1,1,1,1
43,5,5,3,0.19723349671152846,0.4758636255782792,0.7169361886844953,0.09791366057111256,0.05380803999901305,0.55,0.775,1.0,0.325,0.1,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.36943443225773875,0.30903139275182545,0.3336755681223628,0.3255339651463772,0.4605498896238661,2.792155981436114,4.8573743866817605,3.808485627947028,2.819032566039597,4.3135418387072555,1.2182504979709372,0.2424882366226386,0.2424882366226386,0.2424882366226386,0.2424882366226386,0.2424882366226386,1,1,1,1,1,1
44,5,5,3,0.26728403725827277,0.36499524370316305,0.14432670182314156,0.8793011958795269,0.04813970094780173,0.775,0.55,0.325,1.0,0.1,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.2843856161104193,0.3462524674486459,0.3205624962288622,0.45359908527912685,0.26441384849896504,3.088657281100072,4.530484498555463,4.647215383059184,3.890834576755875,2.0859166748750413,1.9493491043129865,0.34670906741946483,0.34670906741946483,0.34670906741946483,0.34670906741946483,0.34670906741946483,1,1,1,1,1,1
45,5,5,3,0.5470152911699349,0.14030169575847018,0.3974193101395271,0.2071158095677246,0.035218512952992886,1.0,0.55,0.775,0.325,0.1,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.22754884863649938,0.49235378866460366,0.493553651798719,0.39529906938488024,0.4045201822031663,2.719391905639238,4.889788528897396,3.5544504310041525,3.7701660049779084,2.6598180292113054,1.0358422058606573,0.14620131513747375,0.14620131513747375,0.14620131513747375,0.14620131513747375,0.14620131513747375,1,1,1,1,1,1
46,5,5,3,0.5836835347663947,0.23029169125953075,0.5036319425574708,0.18811805869201434,0.08342945278988108,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.36033469987440814,0.4867773085326248,0.49272441134592954,0.29263798025658033,0.25745272239299133,2.8423677367727334,2.8346974451248257,4.152381580875665,4.990421739561114,4.268255674279481,1.7887299254148865,0.5827581465799719,0.5827581465799719,0.5827581465799719,0.5827581465799719,0.5827581465799719,1,1,1,1,1,1
47,5,5,3,0.28702208247127625,0.2513277586932372,0.4804711200248502,0.19646947807345705,0.06606012389073353,1.0,0.55,0.775,0.325,0.1,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.22891397282505666,0.30619059348592814,0.23626485091722002,0.4562173415924285,0.46691138422799167,2.6674090794929186,4.162433899682012,3.5387793417656126,3.113748792994693,4.666619887035579,1.9048648039943576,0.49723508075987777,0.49723508075987777,0.49723508075987777,0.49723508075987777,0.49723508075987777,1,1,1,1,1,1
48,5,5,3,0.3257105347995326,0.2779670474169993,0.2439518052455849,0.4921006009286503,0.04600769988829482,1.0,0.775,0.325,0.55,0.1,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.47652317840317077,0.383675803083666,0.3287562286385165,0.4705430805407504,0.2721752159326012,4.92074417338639,3.7181684469573946,2.8923145610381553,2.7457618547883036,3.9258016797198483,1.930235528300221,0.4348548638228724,0.4348548638228724,0.4348548638228724,0.4348548638228724,0.4348548638228724,1,1,1,1,1,1
49,5,5,3,0.4178826905737858,0.0853459644553124,0.34838095718370177,0.5864514050692602,0.07814688995653056,1.0,0.325,0.55,0.775,0.1,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.42433632754939565,0.26353483534842875,0.3436544661590716,0.4295509757884871,0.36951732311026153,3.9655772408183263,2.6022551173208024,3.34938885612155,4.97772791472338,4.2089023799378875,1.718968326334215,0.30905517756639045,0.30905517756639045,0.30905517756639045,0.30905517756639045,0.30905517756639045,1,1,1,1,1,1
50,5,5,3,0.1499274019854664,0.657774611475286,0.08135519964039861,0.598174568146571,0.052646146818365616,0.55,1.0,0.325,0.775,0.1,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.3447275679305138,0.22520206680068866,0.35511373932092316,0.2745502402446951,0.2369757862109991,4.278722885075355,4.26660071558294,2.499182152652883,4.436838898620703,4.125726845339998,1.8441103592600183,0.5392877937325824,0.5392877937325824,0.5392877937325824,0.5392877937325824,0.5392877937325824,1,1,1,1,1,1
51,5,5,3,0.7137220765274637,0.3508368010674945,0.16807150808707128,0.6373993523734942,0.04887733979398093,1.0,0.55,0.325,0.775,0.1,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.4487631304044546,0.24305491033002682,0.20477656081972184,0.39143640679372393,0.4891140105767269,4.558201580099326,3.9751298241083477,2.4768929718106425,4.458136483184943,3.1287321328439797,1.558400169087339,0.9917641978878367,0.9917641978878367,0.9917641978878367,0.9917641978878367,0.9917641978878367,1,1,1,1,1,1
52,5,5,3,0.39842095673910866,0.7049005965884354,0.2976329653274605,0.23537506772679243,0.05923781472391998,0.775,1.0,0.55,0.325,0.1,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.27722562554941954,0.40202517645550095,0.3525337417628928,0.2534738369720949,0.46311527717392237,2.7267738317972596,2.2028729420102238,2.8340151223147148,4.995823195513127,2.4437876282977267,1.262353519491144,0.8964269380660643,0.8964269380660643,0.8964269380660643,0.8964269380660643,0.8964269380660643,1,1,1,1,1,1
53,5,5,3,0.26294812687391633,0.5585767136520343,0.31509170600152453,0.10732994290819653,0.08242701030066174,0.775,1.0,0.55,0.325,0.1,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.23396848945922605,0.32192830287041735,0.2146540117038445,0.3346214435607619,0.3128947570415935,2.2077133682474868,2.062970234773319,2.291394190660553,4.524026606541722,4.492778175855959,1.5043376408821185,0.2599459564495579,0.2599459564495579,0.2599459564495579,0.2599459564495579,0.2599459564495579,1,1,1,1,1,1
54,5,5,3,0.33092793070405324,0.1655038179737952,0.8454750592245588,0.6922919403136695,0.025203624716585882,0.55,0.325,1.0,0.775,0.1,0.5,0.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.42985167423998794,0.4805458294068117,0.4062535402401819,0.23998970780496623,0.2749384579878363,4.044881765862829,3.6655122857943607,2.514846871263167,4.922034309924622,2.8824096742433647,1.9393178447307302,0.5476986177050005,0.5476986177050005,0.5476986177050005,0.5476986177050005,0.5476986177050005,1,1,1,1,1,1
55,5,5,3,0.16974507160574195,0.3987372464260028,0.6377747801722891,0.8699369146789837,0.026806344748836114,0.325,0.55,0.775,1.0,0.1,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.22205124535997853,0.25890338270949187,0.2598865076712094,0.42858763258057964,0.3867287400887952,2.9497063001379833,2.437876742997755,3.18358410733874,2.4166438276524342,2.581420860626028,1.0498598392594138,0.9278426781146547,0.9278426781146547,0.9278426781146547,0.9278426781146547,0.9278426781146547,1,1,1,1,1,1
56,5,5,3,0.46844428111931535,0.2233362549570997,0.570632767958086,0.14870934103451885,0.04399128215309856,1.0,0.55,0.775,0.325,0.1,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.21757362066858138,0.25704456602413767,0.4931004147383915,0.26615377382816646,0.49822683880243657,3.5141077108200998,4.214881621031981,2.3016283041323833,4.5955524741596685,3.7428859416410623,1.122670682749054,0.47996505795235067,0.47996505795235067,0.47996505795235067,0.47996505795235067,0.47996505795235067,1,1,1,1,1,1
57,5,5,3,0.3382850771564037,0.7042481973457386,0.26994326135249946,0.18148241546368873,0.052939334006377625,0.775,1.0,0.55,0.325,0.1,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.3109325220477873,0.45214057420539117,0.4152083483718859,0.2758193866121148,0.35441758043978994,3.674995268492954,4.7170570601970665,4.670519298435382,2.224579285119682,3.267083496099871,1.0848750790330008,0.5894711067517889,0.5894711067517889,0.5894711067517889,0.5894711067517889,0.5894711067517889,1,1,1,1,1,1
58,5,5,3,0.5176157138537462,0.328518254463719,0.2979131709823015,0.044976614153288186,0.27141290002058915,1.0,0.775,0.55,0.1,0.325,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.39884107003344127,0.2978067644221561,0.3048500178479503,0.36749964332509616,0.4041864061073258,3.713607345674614,3.5670299942306904,4.714961457475528,3.006031794997265,4.617695567617552,1.2365767080704548,0.15000131178953033,0.15000131178953033,0.15000131178953033,0.15000131178953033,0.15000131178953033,1,1,1,1,1,1
59,5,5,3,0.511311330008126,0.20572890998082582,0.6087723207657683,0.1659250240331552,0.03369337789000426,1.0,0.55,0.775,0.325,0.1,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.4118567938870207,0.3787880435420776,0.22348998555961644,0.4949202046358221,0.3524476917476732,3.505466321611114,2.5237797449929347,3.0602766258396747,2.370208763391737,2.8392576946767254,1.0664863790183299,0.5422983501184725,0.5422983501184725,0.5422983501184725,0.5422983501184725,0.5422983501184725,1,1,1,1,1,1
60,5,5,3,0.21544279628647411,0.12495353196074344,0.3880290895762646,0.8988118646628647,0.08488041361608167,0.775,0.325,0.55,1.0,0.1,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.38643525612449797,0.4508766023553125,0.4644768499245772,0.4733939465214633,0.3764979162707663,4.614261708286755,2.5740012928922087,2.061522966711065,4.747637099833395,3.592820608782165,1.9297511010647757,0.7047035065885481,0.7047035065885481,0.7047035065885481,0.7047035065885481,0.7047035065885481,1,1,1,1,1,1
61,5,5,3,0.3496807725112008,0.38478349396983813,0.30901363312263763,0.09815912479329103,0.04239388899981882,1.0,0.775,0.55,0.325,0.1,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.33772156326562264,0.4710843043548085,0.4270838675596401,0.2768058100884839,0.4975303920758743,3.6573953350598982,3.6214704422537576,3.6883793083929235,2.1763698216567944,4.083387262954646,1.964619085792064,0.430170015160403,0.430170015160403,0.430170015160403,0.430170015160403,0.430170015160403,1,1,1,1,1,1
62,5,5,3,0.4252037311132234,0.22611495899080614,0.6993628410525488,0.2711313502559574,0.04676844470860673,0.775,0.55,1.0,0.325,0.1,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.4137284023384502,0.38664778238105935,0.3688729277772925,0.270246444347932,0.3530512614089683,4.671051835529165,4.965222015818085,3.7429447749864866,2.2720667596609414,2.338684985711186,1.3229216688277172,0.16223252215123998,0.16223252215123998,0.16223252215123998,0.16223252215123998,0.16223252215123998,1,1,1,1,1,1
63,5,5,3,0.7750393859489025,0.3309701678674131,0.65068255196416,0.25377662083121805,0.04750618010696565,1.0,0.55,0.775,0.325,0.1,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.36572636938839614,0.36793483365741597,0.4698283545398125,0.22416140077536445,0.24067204467929615,2.584106187051132,4.205242048767147,3.7785501075024976,2.346300676747289,3.9287247259131264,1.6651108866538575,0.4105344641605687,0.4105344641605687,0.4105344641605687,0.4105344641605687,0.4105344641605687,1,1,1,1,1,1
64,5,5,3,0.6289617546734867,0.5552394293932668,0.13919725977874622,0.3972642867234597,0.03527669098586794,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.30061229769145187,0.3801859317552102,0.3437876780037922,0.3972897190126562,0.3424366468712672,3.828397336382869,2.0632936838034652,2.275853250759727,2.310890308539954,4.586422760044222,1.0832722581761036,0.8368270670942364,0.8368270670942364,0.8368270670942364,0.8368270670942364,0.8368270670942364,1,1,1,1,1,1
65,5,5,3,0.3519402344331687,0.29118509072547044,0.30070354596523813,0.23749106768885825,0.06844774114768762,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3850911742887757,0.37263599709068884,0.30582923463225725,0.3970294027900365,0.45921866141203926,2.3214497989353764,3.0689594785851853,2.615499268343851,3.6110803251964785,4.320827649674626,1.2682205863224283,0.37755973661627884,0.37755973661627884,0.37755973661627884,0.37755973661627884,0.37755973661627884,1,1,1,1,1,1
66,5,5,3,0.2032597776462352,0.5837952046544049,0.8239659819266935,0.0319347650628974,0.29123390842641605,0.55,0.775,1.0,0.1,0.325,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.41161966312580034,0.37002666116761346,0.3540699941871819,0.4571002131624577,0.3969307247692023,2.5362097357771476,2.4747292491593296,4.405487327225046,2.4860660614402548,3.51680125866139,1.559783022555371,0.10352918286691755,0.10352918286691755,0.10352918286691755,0.10352918286691755,0.10352918286691755,1,1,1,1,1,1
67,5,5,3,0.5592588524711064,0.53444624978039,0.3248620307450073,0.15110356685801107,0.0876876377864896,1.0,0.775,0.55,0.325,0.1,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.30397943390712995,0.36115901804158296,0.4197711708246411,0.4036511385840096,0.23578717461558546,2.955942882334567,3.0299989901863444,2.202402751509543,2.040964559430342,4.311253263400708,1.9655507028293848,0.1770196097334644,0.1770196097334644,0.1770196097334644,0.1770196097334644,0.1770196097334644,1,1,1,1,1,1
68,5,5,3,0.5363790273137052,0.39766898872566475,0.12406761026901103,0.419650820339772,0.0684751847986628,1.0,0.775,0.325,0.55,0.1,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.5,0.42427639957929886,0.43355083537999617,0.3970398262769128,0.41552901674752923,0.22508818637982264,2.3511369063914667,4.46594668208011,2.0685658104230713,2.239018225875574,2.184952598893699,1.5036070756814632,0.9205070483124691,0.9205070483124691,0.9205070483124691,0.9205070483124691,0.9205070483124691,1,1,1,1,1,1
69,5,5,3,0.3218186781666717,0.8532139052779549,0.6312951453067742,0.19444546327090442,0.0780843502988795,0.55,1.0,0.775,0.325,0.1,0.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.4372058532882521,0.24728218116779385,0.3128343288994774,0.21548097228274155,0.3868436177170366,3.290050736700927,4.414226250028247,3.494848008557893,2.3849254542634863,3.5335473303526816,1.2848635863532787,0.8298148989915177,0.8298148989915177,0.8298148989915177,0.8298148989915177,0.8298148989915177,1,1,1,1,1,1
70,5,5,3,0.2749094786527162,0.19440857092063712,0.2667861819095897,0.24286570291702078,0.06737773306732085,1.0,0.775,0.55,0.325,0.1,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.23019212744853965,0.21955698620025033,0.32201025962581936,0.34015090007581417,0.4547262863274828,4.613602327439746,4.945636850139713,2.6882894749794684,3.5262796685841,4.362126642547969,1.9790581654758574,0.6348045449737446,0.6348045449737446,0.6348045449737446,0.6348045449737446,0.6348045449737446,1,1,1,1,1,1
71,5,5,3,0.4084445752731214,0.715581513353404,0.09783634127533036,0.4620506892529014,0.03640202587054392,0.775,1.0,0.325,0.55,0.1,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.27434657570423243,0.32327172953016725,0.20719475369794266,0.45126155838531345,0.4476273374964717,3.449965596835169,4.695492561202821,3.4145089560389272,4.396773460670976,4.1561784931153,1.8900452122950415,0.7657518527443891,0.7657518527443891,0.7657518527443891,0.7657518527443891,0.7657518527443891,1,1,1,1,1,1
72,5,5,3,0.5373732753335136,0.18110645763915212,0.10116438695849933,0.6431424345129088,0.08055544262899617,1.0,0.55,0.325,0.775,0.1,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.46512144769585523,0.3271166436326485,0.4411397079517127,0.2833980670513988,0.4098692564165175,3.8957419813999774,3.614858905055932,3.3601037544300394,4.514645911813134,3.823923844105516,1.0790360030435573,0.5149006731385025,0.5149006731385025,0.5149006731385025,0.5149006731385025,0.5149006731385025,1,1,1,1,1,1
73,5,5,3,0.674224083218792,0.4804467533793532,0.37257215025797547,0.1962438195109872,0.041530024391789745,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.2492055089348163,0.49721717791852726,0.3031634113424019,0.3534432259023612,0.2989807569520627,2.1148299586160975,3.80907163846954,2.586130151204677,3.2469909677986872,2.214032240785741,1.6728477467114962,0.6644736200171326,0.6644736200171326,0.6644736200171326,0.6644736200171326,0.6644736200171326,1,1,1,1,1,1
74,5,5,3,0.23315409232146533,0.6053026079326673,0.2943830498186793,0.11407106920405585,0.05070728271497998,0.775,1.0,0.55,0.325,0.1,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.3329575698254394,0.4568066667220593,0.46766230408404175,0.3195602085073008,0.25535358728059243,2.2349317608089847,4.302498456738283,2.417645189929322,3.9190045039018,4.913470720261254,1.678263151043638,0.2556181575217764,0.2556181575217764,0.2556181575217764,0.2556181575217764,0.2556181575217764,1,1,1,1,1,1
75,5,5,3,0.30164316091876764,0.1065996685899227,0.8726799081583325,0.46745561411102343,0.06574532009024946,0.775,0.325,1.0,0.55,0.1,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.34776072776696665,0.3910124627853121,0.3615998863639064,0.22223268409527008,0.22638660770621905,3.7415807291277994,3.7251811719652297,4.024518339591147,2.8024538418972207,4.831748999076044,1.0450778039709125,0.5397840818520555,0.5397840818520555,0.5397840818520555,0.5397840818520555,0.5397840818520555,1,1,1,1,1,1
76,5,5,3,0.7210024532208916,0.5763391062095836,0.3898203777559902,0.2724086038148629,0.06977322068276746,1.0,0.775,0.55,0.325,0.1,1.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.5,0.37282398573075953,0.4999268672392205,0.46521791663730366,0.42626579764436623,0.40850792003573777,4.6877757172259775,4.410329691298942,3.7665913406242186,2.8697803324322066,4.1632571184408675,1.2554667719060182,0.4816254477246493,0.4816254477246493,0.4816254477246493,0.4816254477246493,0.4816254477246493,1,1,1,1,1,1
77,5,5,3,0.3283157978492124,0.2882368464713917,0.5429309572497365,0.22589095798485756,0.08167719615369726,1.0,0.55,0.775,0.325,0.1,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.38110367259044564,0.22184441170436714,0.4853593831940481,0.2517462952814549,0.4835211919085325,4.785669773432295,2.49309447597941,4.546645432179011,4.121197238695296,3.704741975066347,1.4516980741892023,0.16965970138756645,0.16965970138756645,0.16965970138756645,0.16965970138756645,0.16965970138756645,1,1,1,1,1,1
78,5,5,3,0.2764511902708919,0.14062521732987043,0.14344182702222766,0.8435412837803706,0.035599309257799305,0.775,0.55,0.325,1.0,0.1,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.27819752052997315,0.46278378509290274,0.250715759260784,0.4248695479578367,0.2416925248519528,4.655629233949676,3.2388568811187497,4.69711788140452,4.420618995533695,4.879277173269847,1.7441620028468345,0.6623957381653685,0.6623957381653685,0.6623957381653685,0.6623957381653685,0.6623957381653685,1,1,1,1,1,1
79,5,5,3,0.2524857437490696,0.35350275103563567,0.19244063945989903,0.1603975115910308,0.05983237244823395,1.0,0.775,0.55,0.325,0.1,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.426452906226123,0.4188010593462525,0.32045167197474456,0.28538474756352605,0.3354529021372016,3.2682810829161415,2.374184605079416,2.3313161256192423,4.667758521841377,2.0176987070275785,1.781694822622967,0.5801201357040747,0.5801201357040747,0.5801201357040747,0.5801201357040747,0.5801201357040747,1,1,1,1,1,1
80,5,5,3,0.2175016649566246,0.5080977137764884,0.3153053847491276,0.12287032113267624,0.06239811580756847,0.775,1.0,0.55,0.325,0.1,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.47796312274232594,0.20104787275121694,0.3904753960006857,0.4884040109388161,0.351677587487747,4.805832452319047,3.448295255263077,2.574964664912917,3.7874838363555092,2.132316304728429,1.5539735281813831,0.3267892020825681,0.3267892020825681,0.3267892020825681,0.3267892020825681,0.3267892020825681,1,1,1,1,1,1
81,5,5,3,0.4511555494600715,0.15544164942993466,0.39475590875201644,0.17341254651926777,0.0890607209751981,1.0,0.55,0.775,0.325,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.2672457391769447,0.4051450099423086,0.24036679060403005,0.2872440689513072,0.39349368141936014,2.038613512358575,3.0129448409926254,4.110017762165715,4.267302126642694,4.011548101331593,1.7799474997279354,0.584297217881083,0.584297217881083,0.584297217881083,0.584297217881083,0.584297217881083,1,1,1,1,1,1
82,5,5,3,0.5529483128211584,0.12073065042170628,0.5980364970553578,0.4214318428213253,0.04421780759916207,1.0,0.325,0.775,0.55,0.1,1.0,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.409784119650073,0.3370842200285966,0.37909601057742526,0.48446836059309134,0.2810307499555723,4.050449509331417,4.826178038433946,4.714008269839771,4.148501192948675,2.519134635556454,1.6731247824038067,0.4150700663154794,0.4150700663154794,0.4150700663154794,0.4150700663154794,0.4150700663154794,1,1,1,1,1,1
